timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Пыльная (песчаная) буря, слабая или умеренная, ослабела","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594231200,"Среда, 8 июля
18:00 (UTC)",,,14.0,,,,,,,,,10,740,,,32.0,,25.8,,,юго-восточный,7.0,,,5
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,10,740,,,26.5,,35.9,,,юго-восточный,4.0,,,5
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,10,741,,,23.7,,38.9,,,южный,4.0,,,3
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,,,10,742,,,26.6,,41.1,22.0,,северо-западный,7.0,,,5
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,10,742,,,31.9,,33.6,,,западный,7.0,,,7
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,13.0,,,,,,,,,10,744,,,31.9,,35.1,,,западный,9.0,,,7
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,13.0,,,,,,,,,10,744,,,31.0,,42.3,,,западный,9.0,,,6
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,10,744,,,30.2,,43.1,,,западный,7.0,,32.7,4
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,10,745,,,26.1,,63.7,,,северо-западный,7.0,,,6
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,10,745,,,23.3,,67.7,,,северо-западный,7.0,,,7
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,12.0,,,,,,,,,10,746,,,20.3,,73.4,,,северо-западный,7.0,,,8
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,11.0,,,,,,,,,10,746,,,19.2,,76.6,18.7,,северный,7.0,,,7
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,11.0,,,,,,,,,10,747,,,23.0,,63.5,,,северный,7.0,,,6
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,13.0,,,,,,,,,10,747,,,27.8,,45.6,,,северо-западный,6.0,,,9
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,13.0,,,,,,,,,10,747,,,30.2,,36.7,,,северный,5.0,,,7
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,11.0,,,,,,,,,10,747,,,29.7,,33.8,,,северный,4.0,,31.3,8
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,12.0,,,,,,,,,10,749,,,24.9,,41.4,,,северный,0.0,,,5
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,21.5,,48.5,,,северный,0.0,,,6
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,18.9,,59.7,,,северный,0.0,,,5
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,18.6,,62.9,17.5,,северный,0.0,,,7
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,12.0,,,,,,,,,10,749,,,23.9,,50.8,,,северный,0.0,,,6
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,11.0,,,,,,,,,10,749,,,29.5,,38.5,,,северный,0.0,,,7
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,12.0,,,,,,,,,10,748,,,32.8,,33.2,,,восточный,4.0,,,5
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,10.0,,,,,,,,,10,747,,,32.8,,31.5,,,восточный,2.0,,33.8,6
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,10.0,,,,,,,,,10,747,,,27.7,,41.1,,,северо-восточный,0.0,,,4
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,10.0,,,,,,,,,10,747,,,25.8,,48.4,,,северо-восточный,0.0,,,7
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,10.0,,,,,,,,,10,746,,,24.0,,57.5,,,северо-восточный,4.0,,,6
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,11.0,,,,,,,,,10,746,,,25.1,,58.9,23.9,,северо-восточный,6.0,,,9
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,12.0,,,,,,,,,10,746,,,30.7,,43.0,,,северо-восточный,5.0,,,7
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,13.0,,,,,,,,,10,745,,,34.8,,31.0,,,восточный,4.0,,,9
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,16.0,,,,,,,,,10,743,,True,37.1,,24.3,,,восточный,6.0,,,8
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,16.0,,,,,,,,,10,743,,,31.2,,32.7,,,северо-восточный,7.0,True,38.1,9
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,17.0,,,,,,,,,10,743,,True,28.1,,41.2,,,восточный,9.0,,,10
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,13.0,,,,,True,,,,10,743,,,25.5,,49.9,,,восточный,5.0,,,9
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,13.0,,,,,,,,,10,743,,,22.5,,61.8,,True,северо-западный,6.0,,,6
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,10,743,,,23.9,,56.7,22.2,,северо-восточный,6.0,,,6
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,11.0,,,,,,,,,10,741,,,31.9,,33.8,,,северный,6.0,,,6
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,10.0,,,,,,,,,10,741,,,35.9,,24.7,,,восточный,6.0,,,7
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,13.0,,,,,,,,,10,739,,,39.1,,13.1,,,юго-восточный,2.0,,,7
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,14.0,,,,,,,,,10,738,,,38.1,,14.3,,,юго-восточный,5.0,,40.2,7
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,14.0,,,,,,,,,10,739,,,29.4,,28.2,,,южный,2.0,,,3
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,10,738,,,25.3,,39.6,,,,5.0,,,0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,10,738,,,24.0,,48.2,,,восточный,6.0,,,4
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,10,738,,,25.6,,50.6,23.8,,юго-восточный,9.0,,,6
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,10,739,,,28.2,,53.6,,,южный,7.0,,,7
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,13.0,,,,,,True,,,4,740,,,22.4,,91.2,,,юго-западный,7.0,,,7
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,13.0,,,,,,,,,10,742,,,27.3,,55.1,,True,юго-западный,7.0,,,8
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,12.0,,,,,,,,,10,742,,,28.1,,48.1,,,юго-западный,7.0,,30.2,6
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,12.0,,,,,,,,,10,743,,,24.2,,56.4,,,южный,6.0,,,3
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,10,744,,,22.2,,67.1,,,юго-западный,6.0,,,4
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,10,745,,,18.8,,72.7,,,западный,5.0,,,4
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,10,746,,,19.8,,73.4,17.6,,юго-западный,4.0,,,5
1594792800,"Среда, 15 июля
06:00 (UTC)",,,13.0,,,,,,,,,10,747,,,23.5,,40.2,,,юго-западный,5.0,,,11
1594803600,"Среда, 15 июля
09:00 (UTC)",,,14.0,,,,,,,,,10,747,,,25.9,,33.2,,,юго-западный,4.0,,,9
1594814400,"Среда, 15 июля
12:00 (UTC)",,,15.0,,,,,,,,,10,746,,,26.7,,35.5,,,западный,4.0,,,8
1594825200,"Среда, 15 июля
15:00 (UTC)",,,11.0,,,,,,,,,10,747,,,25.8,,36.5,,,северо-западный,2.0,,27.9,6
1594836000,"Среда, 15 июля
18:00 (UTC)",,,11.0,,,,,,,,,10,748,,,20.7,,51.3,,,северо-западный,4.0,,,2
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,10,747,,,17.0,,58.9,,,,0.0,,,0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,10,747,,,16.3,,63.2,,,южный,0.0,,,2
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,10,748,,,20.5,,50.9,14.5,,юго-восточный,2.0,,,3
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,10,747,,,25.4,,31.5,,,северо-западный,6.0,,,2
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,10,747,,,28.2,,24.8,,,западный,7.0,,,4
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,12.0,,,,,,,,,10,746,,,29.8,,23.1,,,северо-западный,7.0,,,4
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,10,745,,,29.6,,21.9,,,северо-западный,4.0,,30.5,2
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,10,746,,,24.6,,34.0,,,западный,6.0,,,2
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,10,746,,,20.2,,38.4,,,северный,5.0,,,4
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,10,745,,,20.7,,39.1,,,восточный,6.0,,,4
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,10,745,,,22.1,,49.0,19.2,,восточный,5.0,,,6
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,10,746,,,27.7,,26.2,,,юго-восточный,6.0,,,5
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,10,746,,,30.6,,22.3,,,восточный,6.0,,,4
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,10,745,,,32.0,,22.5,,,юго-восточный,6.0,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,10,745,,,31.3,,21.2,,,восточный,7.0,,33.0,4
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,10,745,,,27.3,,27.6,,,восточный,7.0,,,4
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,10,744,,,26.3,,29.9,,,восточный,9.0,,,6
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,10,745,,,22.2,,44.4,,True,северный,9.0,,,3
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,True,,,,,10,746,,,22.3,,42.9,21.1,,северо-восточный,9.0,,,5
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,13.0,,,,,,,,,10,746,,,23.1,,46.7,,True,восточный,9.0,,,8
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,14.0,,,,,,,,,10,746,,,26.7,,37.7,,,восточный,7.0,,,10
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,16.0,,,,,,,,,10,745,,,29.7,,28.6,,,восточный,7.0,,,8
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,12.0,,,,,,,,,10,745,,,27.8,,30.9,,,северо-восточный,7.0,,31.1,9
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,12.0,,,,,,,,,10,746,,,23.4,,40.4,,,северо-восточный,5.0,,,6
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,10.0,,,,,,,,,10,747,,,20.1,,61.6,,,северо-восточный,0.0,,,6
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,10.0,,,,,,,,,10,747,,,17.9,,67.0,,,северо-восточный,0.0,,,5
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,10,747,,,19.6,,66.1,16.6,,северо-восточный,0.0,,,5
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,10,747,,,24.7,,47.2,,,северо-восточный,0.0,,,6
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,10.0,,,,,,,,,10,747,,,28.6,,31.8,,,восточный,0.0,,,6
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,13.0,,,,,,,,,10,746,,,31.2,,25.9,,,северный,2.0,,,5
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,10,746,,,31.0,,26.1,,,северный,2.0,,31.9,3
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,10,747,,,24.3,,40.7,,,северный,0.0,,,4
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,10,747,,,22.2,,42.9,,,северо-восточный,0.0,,,6
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,10,747,,,19.9,,47.8,,,северо-восточный,5.0,,,4
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,10,746,,,21.7,,47.6,19.8,,северо-восточный,6.0,,,4
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,10,746,,,24.9,,41.9,,,восточный,6.0,,,5
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,10,745,,,26.5,,36.9,,True,восточный,7.0,,,6
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,10,745,,,29.7,,28.6,,True,восточный,6.0,,,5
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,10,744,,,28.7,,35.4,,,юго-восточный,9.0,,30.7,4
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,10,744,,,25.4,,47.4,,,западный,7.0,,,2
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,10,744,,,23.5,,38.8,,,северный,6.0,,,4
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,10,743,,,20.5,,46.3,,,северный,6.0,,,3
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,10,742,,,22.7,,44.8,19.5,,северо-восточный,5.0,,,5
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,10,742,,,26.0,,37.3,,,северный,7.0,,,6
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,10,742,,,29.5,,27.1,,,северный,7.0,,,5
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,10,742,,,30.2,,23.8,,,северный,7.0,,,5
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,10,742,,,29.8,,22.3,,,северо-западный,7.0,,31.1,4
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,10,743,,,23.2,,35.5,,,северо-западный,5.0,,,3
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,10,743,,,19.3,,49.2,,,западный,0.0,,,2
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,10,743,,,17.4,,55.5,,,западный,0.0,,,3
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,10,744,,,19.1,,53.7,16.0,,западный,0.0,,,2
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,10,744,,,27.0,,33.7,,,западный,0.0,,,3
1595408400,"Среда, 22 июля
09:00 (UTC)",,,14.0,,,,,,,,,10,743,,,30.0,,25.1,,,северо-западный,6.0,,,5
1595419200,"Среда, 22 июля
12:00 (UTC)",,,14.0,,,,,,,,,10,743,,,30.0,,27.0,,,западный,7.0,,,8
1595430000,"Среда, 22 июля
15:00 (UTC)",,,13.0,,,,,,,,,10,742,,,29.6,,27.9,,,северо-западный,7.0,,31.8,6
1595440800,"Среда, 22 июля
18:00 (UTC)",,,13.0,,,,,,,,,10,743,,True,24.1,,55.0,,,западный,6.0,,,3
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,10,743,,,21.0,,56.0,,,западный,6.0,,,3
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,10,743,,,17.6,,63.1,,,западный,0.0,,,3
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,10,743,,,19.1,,66.0,16.0,,западный,0.0,,,3
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,10,744,,,25.4,,48.9,,,северо-западный,4.0,,,4
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,11.0,,,,,,,,,10,744,,,27.0,,38.8,,,северо-западный,6.0,,,8
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,14.0,,,,,,,,,10,744,,,28.5,,26.6,,,западный,6.0,,,7
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,10.0,,,,,,,,,10,744,,,26.5,,22.4,,,северо-западный,0.0,,28.7,6
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,10.0,,,,,,,,,10,745,,,19.2,,37.9,,,северный,4.0,,,4
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,10,745,,,16.2,,45.4,,,северный,0.0,,,2
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,10,746,,,13.6,,54.1,,,северный,0.0,,,1
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,10,747,,,18.6,,41.9,12.6,,северо-восточный,4.0,,,2
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,10,747,,,24.4,,27.6,,,северный,2.0,,,3
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,10,747,,,24.9,,25.3,,,северный,9.0,,,2
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,10,747,,,27.2,,23.3,,,северный,5.0,,,3
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,10,746,,,27.2,,22.9,,,северо-восточный,5.0,,28.1,3
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,10,747,,,21.1,,35.4,,,,4.0,,,0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,10,748,,,19.1,,38.1,,,северо-восточный,0.0,,,5
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,10,748,,,17.8,,51.6,,,северо-восточный,0.0,,,5
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,19.9,,51.1,16.7,,восточный,6.0,,,4
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,10,750,,,24.7,,30.9,,,восточный,4.0,,,4
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,10,749,,,27.6,,24.1,,,юго-восточный,5.0,,,2
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,11.0,,,,,,,,,10,749,,,28.9,,19.3,,,северо-восточный,5.0,,,3
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,10,749,,,27.9,,21.5,,,восточный,5.0,,30.0,4
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,10,749,,,21.7,,30.5,,,восточный,0.0,,,4
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,20.0,,45.0,,,восточный,0.0,,,5
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,18.7,,46.8,,,восточный,0.0,,,5
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,10,750,,,22.3,,29.2,16.4,,юго-восточный,5.0,,,5
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,10,750,,,27.1,,23.6,,,юго-восточный,6.0,,,5
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,10,750,,,29.5,,19.3,,,восточный,7.0,,,4
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,10.0,,,,,,,,,10,749,,,31.1,,16.9,,,северо-восточный,6.0,,,3
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,10.0,,,,,,,,,10,749,,,30.7,,16.9,,,восточный,6.0,,31.7,3
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,10.0,,,,,,,,,10,749,,,24.9,,25.1,,,восточный,6.0,,,3
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,21.5,,40.4,,,восточный,6.0,,,5
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,19.8,,47.4,,,восточный,0.0,,,5
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,21.0,,44.3,19.4,,восточный,0.0,,,6
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,10,750,,,27.7,,27.5,,,восточный,6.0,,,4
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,10,749,,,30.1,,19.9,,,восточный,7.0,,,3
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,10,748,,,31.5,,17.5,,,северный,2.0,,,3
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,10.0,,,,,,,,,10,748,,,30.8,,17.3,,,восточный,7.0,,32.6,4
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,10.0,,,,,,,,,10,749,,,26.5,,25.5,,,северо-восточный,7.0,,,7
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,23.3,,37.0,,,восточный,6.0,,,5
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,20.2,,34.6,,,восточный,2.0,,,5
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,21.1,,35.1,18.3,,восточный,6.0,,,4
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,10,749,,,27.8,,24.0,,,юго-восточный,6.0,,,7
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,11.0,,,,,,,,,10,749,,,31.3,,19.1,,,юго-восточный,7.0,,,6
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,11.0,,,,,,,,,10,748,,,31.3,,17.9,,,юго-восточный,7.0,,,5
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,10,748,,,30.8,,20.3,,,юго-восточный,6.0,,32.4,5
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,10,748,,,25.8,,28.5,,,восточный,4.0,,,5
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,21.4,,43.0,,,восточный,0.0,,,4
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,19.7,,44.3,,,восточный,0.0,,,4
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,23.2,,36.2,19.1,,восточный,4.0,,,3
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,10,749,,,29.7,,22.9,,,восточный,4.0,,,1
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,10,749,,,31.5,,19.8,,,восточный,7.0,,,4
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,10,749,,,32.2,,18.8,,,северо-восточный,4.0,,,4
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,10,748,,,32.3,,19.1,,,северный,4.0,,33.7,3
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,10,749,,,24.2,,28.7,,,восточный,2.0,,,3
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,10,749,,,22.7,,31.4,,,южный,0.0,,,1
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,10,749,,,19.8,,38.3,,,западный,4.0,,,1
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,10,749,,,25.0,,29.9,18.0,,,7.0,,,0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,10,749,,,31.4,,19.9,,,западный,6.0,,,5
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,10.0,,,,,,,,,10,749,,,33.3,,16.7,,,юго-западный,7.0,,,3
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,10,746,,,24.5,,29.2,,,юго-западный,7.0,,,4
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,10,745,,,23.6,,40.5,20.2,,западный,7.0,,,2
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,10,745,,,30.9,,24.2,,,западный,7.0,,,5
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,14.0,,,,,,,,,10,744,,,33.9,,19.2,,,западный,9.0,,,8
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,16.0,,,,,,,,,10,743,,,30.4,,34.0,,,северный,9.0,,,7
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,10,743,,,28.2,,40.4,,,северный,9.0,,35.3,4
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,10,743,,,24.2,,50.2,,,северный,9.0,,,2
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,10,742,,,25.0,,43.1,,,юго-восточный,9.0,,,3
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,10,740,,,21.7,,64.0,,,северо-западный,7.0,,,5
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,,10,739,,,20.5,,72.1,20.4,,северо-восточный,9.0,,,2
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,True,,,10,738,,,21.9,,64.9,,,восточный,9.0,,,4
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,True,,,4,738,,,19.5,,92.2,,,северо-западный,9.0,,,4
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,True,,,10,738,,,20.0,,78.8,,,юго-западный,7.0,,,8
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,14.0,,,,,,,,,10,739,,,18.4,,81.1,,True,северо-западный,7.0,,22.5,6
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,14.0,,,,,True,,,,10,740,,,15.3,,90.8,,,северо-западный,4.0,,,3
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,10,741,,,14.3,,91.3,,,юго-западный,0.0,,,3
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,10,741,,,14.7,,90.1,,,западный,0.0,,,3
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,,10,741,,,15.4,,93.8,13.6,,западный,0.0,,,2
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,10,742,,,22.8,,56.5,,,западный,2.0,,,3
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,13.0,,,,,,,,,10,743,,,23.7,,42.2,,,западный,7.0,True,,5
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,13.0,,,True,,,,,,10,743,,,25.5,,28.8,,,западный,7.0,,,5
