timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Изменение количества облаков неизвестно,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег умеренный или сильный,Снежная крупа (возможно с дождем) слабая,Дождь (незамерзающий) слабый с перерывами
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,,,,,,10,748,,,23.1,,50.6,,,северо-западный,0,,,,,1,,,,
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,,,10,748,,,26.6,,33.0,,,северо-западный,1,,,,,2,,,,
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,,,,10,747,,,28.6,,29.9,,,северный,9,,,,,1,,,,
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,0,,,,,,,,,10,748,,,28.0,,33.3,,,северо-западный,10,,,,29.0,1,,,,
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,,,,,,,,10,748,,,25.2,,41.5,,,северо-западный,7,,,,,1,,,,
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,,,10,748,,,21.5,,61.1,,,западный,0,,,,,1,,,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,18.0,,78.0,,,юго-западный,2,,,,,1,,,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,746,,,20.2,,68.0,17.4,,западный,10,,,,,1,,,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,,,,10,745,,,25.5,,51.9,,,северо-западный,7,,,,,2,,,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,10,743,,,28.8,,44.4,,,западный,9,,,,,3,,,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,11.0,,,,,,,,,,,10,743,,,27.9,,47.1,,True,северо-западный,6,,,,,3,,,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,3,,,,,,,,,10,742,,,23.0,,74.4,,,,10,,True,,29.0,0,,,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,,10,742,,,23.1,,73.5,,,,7,,,,,0,,,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,10,740,,,20.2,,78.3,,,западный,6,,,,,1,,,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,10,738,,,18.6,,87.0,,,западный,7,,,,,1,,,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,0,,,,3,,,,,10,736,,,19.3,,86.5,18.4,,юго-западный,10,,,,,1,,,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,True,,,,,,10,735,,,18.6,,91.6,,,западный,10,,,,,2,,,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,10,737,,,18.9,,69.9,,True,северо-западный,10,,,,,2,,,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,10,738,,,21.8,,50.3,,,северо-западный,7,,,,,1,,,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,8,,,,,,,,,10,740,,,21.5,,49.2,,,северный,6,,,,23.6,1,,,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,,,10,742,,,18.3,,58.0,,,северо-западный,10,,,,,1,,,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,10,743,,,16.4,,68.5,,,,7,,,,,0,,,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,10,743,,,15.8,,73.1,,,,7,,,,,0,,,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,0,,,,8,,,,,10,744,,,15.0,,77.5,14.7,,северо-западный,2,,,,,2,,,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,,10,744,,,17.2,,72.4,,,западный,9,,,,,2,,,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,10,744,,,22.1,,57.0,,,северо-западный,7,,,,,2,,,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,24.2,,45.2,,,северо-восточный,7,,,,,1,,,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,23.7,,48.2,,,северо-западный,7,,True,,25.3,2,,,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,,True,4,746,,,21.2,,62.7,,,,0,,,,,0,,,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,10,746,,,17.9,,75.4,,,,0,,,,,0,,,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,10,746,,,16.8,,78.8,,,,0,,,,,0,,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,746,,,17.7,,70.6,15.7,,юго-западный,0,,,,,1,,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,,True,4,746,,,22.7,,59.4,,,юго-западный,0,,,,,1,,,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,True,4,745,,,25.7,,45.6,,,юго-западный,7,,,,,2,,,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,26.8,,40.8,,,западный,7,,,,,1,,,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,0,,,,,,,,,10,744,,,25.4,,41.5,,,юго-западный,10,,,,27.3,1,,,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,True,4,743,,,23.4,,52.4,,,,7,,,,,0,,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",True,,,,,,,,,,,,4,744,,,18.4,,83.7,,,,10,,,,,0,,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,10,744,,,17.3,,89.2,,True,юго-западный,10,,,,,1,,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,4,,,,4,,,,,10,744,,,17.9,,86.4,17.1,True,северо-западный,9,,,,,1,,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,,10,745,,,19.5,,77.2,,,северо-западный,9,,,,,2,,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,21.2,,69.5,,,северо-западный,9,,,,,1,,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,10,746,,,24.6,,52.0,,,северный,6,,,,,1,,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,1,,,,,,,,,10,746,,,23.3,,52.0,,True,восточный,7,,,,24.7,1,,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,,10,747,,,21.4,,64.4,,,,6,,,,,0,,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,10,747,,,19.0,,76.6,,,,4,,,,,0,,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,17.3,,78.9,,,северо-западный,0,,,,,1,,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,0,,,,1,,,,,10,748,,,16.7,,82.5,16.2,,северо-западный,7,,,,,1,,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,,10,749,,,22.0,,59.3,,,северо-западный,4,,,,,2,,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,10,748,,,25.4,,38.6,,,северо-западный,4,,,,,2,,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,10,748,,,28.0,,38.1,,,восточный,1,,,,,1,,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,0,,,,,,,,,10,748,,,27.2,,44.0,,,северо-западный,7,,,,28.7,1,,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,,10,749,,,25.3,,50.2,,,северо-восточный,6,,,,,1,,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,10,751,,,22.1,,56.3,,,северный,0,,,,,1,,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,10,752,,,18.5,,58.8,,,восточный,0,,,,,1,,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,753,,,17.2,,63.0,16.7,,восточный,0,,,,,1,,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,,10,754,,,19.7,,50.7,,,восточный,0,,,,,2,,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,10,754,,,21.9,,40.5,,,восточный,0,,,,,1,,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,10,754,,,24.0,,32.0,,,восточный,6,,,,,2,,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,0,,,,,,,,,10,754,,,23.2,,31.5,,,восточный,6,,,,24.1,2,,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,,,10,754,,,19.8,,46.8,,,восточный,6,,,,,1,,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,10,754,,,17.8,,50.9,,,восточный,0,,,,,1,,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,10,754,,,15.7,,57.7,,,восточный,0,,,,,1,,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,0,,,,0,,,,True,4,754,,,15.2,,69.7,14.5,,юго-западный,7,,,,,1,,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,,10,754,,,21.0,,40.3,,,восточный,7,,,,,1,,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,10,752,,,25.3,,33.3,,,западный,4,,,,,1,,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,10,751,,,26.8,,33.9,,,северо-западный,2,,,,,2,,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,0,,,,,,,,,10,750,,,27.1,,38.6,,,северо-западный,0,,,,28.1,2,,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,10,750,,,25.1,,49.8,,,северо-западный,9,,,,,2,,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,10,749,,,22.4,,64.2,,,юго-западный,7,,,,,1,,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,10,749,,,21.2,,72.2,,,северо-западный,10,,,,,1,,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,0,,,,0,,,True,,4,750,,,21.4,,72.2,20.3,,западный,6,,,,,1,,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,10,750,,,25.6,,57.9,,,,4,,,,,0,,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,10,750,,,29.6,,47.0,,,восточный,2,,,,,2,,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,30.8,,37.9,,,северный,6,,,,,2,,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,0,,,,,,,,,10,749,,,29.7,,37.6,,,северо-восточный,0,,,,31.0,1,,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,,10,749,,,25.2,,50.8,,,восточный,2,,,,,2,,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,10,750,,,21.4,,45.0,,,восточный,2,,,,,2,,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,10,750,,,18.2,,59.1,,,,0,,,,,0,,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,750,,,18.2,,58.8,17.1,,восточный,2,,,,,1,,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,,10,751,,,21.5,,50.2,,,восточный,0,,,,,1,,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,10,750,,,24.7,,37.6,,,восточный,0,,,,,2,,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,26.1,,32.1,,,восточный,0,,,,,2,,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,0,,,,,,,,,10,749,,,25.5,,30.5,,,восточный,0,,,,26.6,3,,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,,10,748,,,22.1,,42.3,,,восточный,0,,,,,1,,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,10,749,,,19.7,,51.0,,,восточный,0,,,,,1,,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,16.8,,61.7,,,,0,,,,,0,,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,748,,,18.4,,60.0,15.5,,,0,,,,,0,,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,,10,747,,,23.0,,43.1,,,северо-восточный,4,,,,,2,,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,10,747,,,26.2,,33.1,,,северо-восточный,4,,,,,2,,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,10,745,,,28.4,,28.1,,,северо-восточный,7,,,,,1,,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,27.3,,36.6,,,северо-западный,10,,,,29.2,1,,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,10,744,,,24.9,,45.7,,,,6,,,,,0,,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,10,744,,,20.9,,65.5,,,,6,,,,,0,,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,10,743,,,18.7,,73.6,,,,2,,,,,0,,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,742,,,20.3,,68.9,17.9,,,2,,,,,0,,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,10,742,,,25.1,,53.8,,,северо-западный,7,,,,,1,,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,10,741,,,26.9,,53.9,,True,южный,7,,,,,1,,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,10,740,,,29.6,,44.4,,,юго-западный,9,,,,,1,,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,0,,,,,,,,,10,738,,,29.4,,36.7,,,западный,4,,,,30.3,2,,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,10,739,,,24.0,,59.4,,,северо-восточный,7,,,,,1,,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,10,739,,,20.5,,73.0,,,северный,2,,,,,1,,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,10,739,,,18.9,,76.1,,,северо-восточный,6,,,,,1,,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,740,,,16.9,,80.9,16.9,,северо-восточный,10,,,,,1,,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,,10,741,,,19.1,,69.5,16.7,,северо-восточный,9,,,,,1,,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,10,740,,,22.1,,54.1,,,северо-восточный,7,,,,,1,,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,10,741,,,21.9,,50.9,,,северо-западный,7,,,,,2,,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,0,,,,,,,,,10,742,,,19.8,,56.5,,,северный,10,,,,23.0,1,,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,10,743,,,18.1,,62.0,,,северо-восточный,7,,,,,1,,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,10,743,,,16.4,,73.7,,,северный,6,,,,,1,,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,10,743,,,14.7,,82.8,,,северо-западный,6,,,,,1,,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,0,,,,0,,,,,10,744,,,15.5,,76.0,13.8,,северо-западный,0,,,,,1,,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,10,744,,,19.1,,61.8,,,северо-западный,0,,,,,1,,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,10,744,,,21.9,,42.8,,,северный,9,,,,,2,,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,22.6,,41.3,,,северо-западный,7,,,,,2,,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,10.0,,0,,,,,,,,,10,745,,,21.1,,45.0,,,северо-западный,9,,,,23.4,3,,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,10.0,,,,,,,,,,,10,745,,,15.7,,79.2,,True,,7,,,,,0,,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,10,745,,,13.8,,88.3,,True,,0,,,,,0,,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,10,744,,,12.1,,89.9,,,,0,,,,,0,,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,3,,,,3,,,True,,4,744,,,12.2,,89.9,11.5,,,7,,,,,0,,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,,10,744,,,17.6,,67.9,,,северо-западный,2,,,,,1,,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,10,744,,,20.3,,50.2,,,северо-западный,6,,,,,1,,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,21.6,,40.2,,,северо-западный,7,,,,,2,,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,0,,,,,,,,,10,744,,,20.7,,32.2,,,северный,4,,,,21.8,1,,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,10,745,,,17.0,,45.7,,,,2,,,,,0,,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,10,746,,,14.9,,56.8,,,,0,,,,,0,,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,10,746,,,10.9,,80.1,,,,0,,,,,0,,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,0,,,,0,,,True,,4,747,,,13.0,,73.1,9.8,,,2,,,,,0,,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,10,747,,,18.3,,44.5,,,юго-восточный,7,,,,,1,,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,21.2,,30.3,,,восточный,4,,,,,2,,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,10,745,,,23.6,,29.1,,,юго-восточный,4,,,,,1,,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,0,,,,,,,,,10,745,,,24.1,,27.1,,,восточный,4,,,,24.6,1,,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,10,744,,,20.7,,42.2,,,восточный,7,,,,,2,,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,10,744,,,18.4,,53.9,,,юго-восточный,10,,,,,1,,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,True,,,4,743,,,14.6,,84.4,,,восточный,10,,,,,1,,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,7,,,,7,,True,,,2,742,,,14.3,,90.1,14.1,,северо-восточный,10,,,,,1,,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,True,,,,,,4,741,,,15.0,,87.3,,,восточный,10,,,,,1,,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,10,742,,,16.9,,72.4,,True,северо-восточный,10,,,,,1,,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,10,742,,,21.0,,56.8,,,северо-восточный,10,,,,,1,,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,4,,,,,,,,,10,743,,,22.3,,52.4,,,северо-восточный,10,,,,22.2,1,,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,10,744,,,18.2,,68.4,,,,7,,,,,0,,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,10,743,,,15.5,,83.9,,,,2,,,,,0,,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,10,744,,,14.5,,88.4,,,западный,7,,,,,1,,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,0,,,,4,,,True,,4,743,,,15.1,,87.3,14.3,,,10,,,,,0,,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,,10,743,,,18.4,,69.8,,,юго-восточный,10,,,,,1,,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,True,,,4,743,,,18.3,,81.1,,,северо-восточный,10,,,,,1,,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,10,743,,,23.1,,47.4,,True,северо-восточный,4,,,,,1,,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,11.0,,2,,,True,,,,,,10,745,,,16.7,,80.3,,,северо-западный,9,,,,23.5,2,,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,10,745,,,17.3,,80.4,,,,9,,,,,0,,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,10,746,,,15.9,,81.8,,,,7,,,,,0,,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,10,746,,,14.8,,86.7,,True,,7,,,,,0,,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,0.5,,,,3,,,True,,4,746,,,14.4,,89.5,13.7,,,7,,,,,0,,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,10,746,,,18.5,,65.4,,,восточный,6,,,,,1,,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,21.8,,49.9,,,восточный,9,,,,,1,,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,10,745,,,23.8,,41.4,,,юго-восточный,7,,,,,1,,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,4,,,,,,,,,10,745,,,21.0,,57.1,,True,северный,4,,,,23.9,1,,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,10,745,,,17.9,,64.4,,,восточный,7,,,,,1,,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,10,745,,,15.2,,82.3,,,,6,,,,,0,,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,10,745,,,14.8,,82.2,,,,10,,,,,0,,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,0,,,,4,,,,,10,745,,,15.3,,80.1,14.3,,,7,,,,,0,,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,10,745,,,20.2,,60.4,,,,2,,,,,0,,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,True,,,,,,10,744,,,22.4,,52.8,,,северо-западный,10,,,,,1,,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,10,743,,,23.4,,45.0,,,восточный,10,,,,,1,,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,743,,,22.7,,47.9,,,восточный,10,,,,23.9,2,,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,10,743,,,19.8,,60.3,,,восточный,10,,,,,1,,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,10,743,,,18.0,,72.1,,,восточный,10,,,,,1,,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,10,743,,,17.1,,74.8,,,юго-восточный,9,,,,,1,,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,0.1,,,True,0.1,,,,,10,742,,,16.4,,82.4,16.1,,восточный,10,,,,,1,,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,,10,742,,,19.4,,66.0,,,восточный,9,,,,,1,,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,10,742,,,23.4,,47.8,,,восточный,9,,,,,1,,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,10,741,,True,21.8,,54.0,,,юго-восточный,10,,,,,1,,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,4,,,True,,,,,,10,742,,,18.1,,83.2,,,западный,10,,,,23.7,1,,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,True,,,4,742,,,16.4,,89.7,,,северо-западный,10,,,,,1,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,10,742,,,15.4,,89.6,,True,северо-западный,9,,,,,1,,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,10,743,,,14.8,,89.0,,,северо-западный,9,,,,,2,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,13,,,,17,,,,,10,744,,,13.1,,86.5,13.0,,северо-западный,7,,,,,2,,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,,10,745,,,15.6,,76.6,,,северо-западный,9,,,,,3,,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,19.3,,57.1,,,западный,7,,,,,3,,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,10,747,,,21.0,,49.0,,,западный,6,,,,,2,,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,0,,,,0,,,True,,4,749,,,13.3,,86.0,11.8,,восточный,4,,,,,1,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,10,748,,,19.6,,52.8,,,южный,7,,,,,1,,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,10,748,,,21.1,,35.9,,,юго-западный,10,,,,,2,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,True,,,4,748,,,15.0,,77.0,,,западный,10,,,,,1,,,,
