timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Дождь (незамерзающий) сильный с перерывами,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,В окрестности станции местами туман,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Изменение количества облаков неизвестно,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Морось с дождем слабая,Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Гроза, дождь со снегом слабые","Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) умеренная с перерывами,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно)
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,54.8,,,,восточный,,,,24.7,4.0,,,0,,,,,,,,,,10.0,741.0,,,,19.0,,,,,,6.0,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,53.0,,,,восточный,,,,,3.0,,,,,,,,,,,,,10.0,748.0,,,,17.8,,,,,,6.0,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,62.0,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,748.0,,,,14.9,,,,,,2.0,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,62.3,,,14.2,восточный,,,,,3.0,,,0,,,,,0,,,,,10.0,747.0,,,,14.3,,,,,,2.0,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,55.2,,,14.2,восточный,,,,,3.0,,,0,,,,,,,,,,10.0,748.0,,,,16.4,,,,,,10.0,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,42.1,,,,восточный,,,,,4.0,,,,,,,,,,,,,10.0,747.0,,,,22.3,,,,,,9.0,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,северный,,,,,51.0,,,,,,,,,,,,,10.0,746.0,,,,,,,,,,1.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,32.4,,,,юго-восточный,,,,,4.0,,,0,,,,,,,,,,10.0,746.0,,,,22.2,,,,,,10.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,44.3,,,,восточный,,,,25.3,2.0,,,0,,,,,,,,,,10.0,746.0,,,,18.6,,,,,,10.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,47.0,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,746.0,,,,17.2,,,,,,10.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,53.9,,,,восточный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,15.6,,,,,,10.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,True,,,,,,59.0,,,14.3,восточный,,,,,2.0,,,менее 0.1,,,,,менее 0.1,,,,,10.0,745.0,,,,14.3,,,,,,10.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,60.8,,,14.0,восточный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,14.8,,,,True,,10.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,50.3,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,18.3,,,,,,9.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,51.3,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,17.9,,,,,,10.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,61.4,,,,юго-восточный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,17.3,,,,,,9.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,75.9,,,,восточный,,,,19.6,1.0,,,0,,,,,,,,,,10.0,745.0,,,,14.6,,,,,,7.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,72.0,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,14.7,,,,,,9.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,71.8,,,,юго-восточный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,13.6,,,,,,9.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,82.3,,,11.0,восточный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,745.0,,,,11.2,,,,,,9.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,55.3,,,11.0,южный,,,,,2.0,,,0,,,,,,,,,,10.0,745.0,,,,16.8,,,,,,4.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,35.8,,,,юго-восточный,,,,,3.0,,,,,,,,,,,,,10.0,744.0,,,,21.7,,,,,,7.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,32.9,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,744.0,,,,24.2,,,,,,2.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,33.9,,,,южный,,,,,2.0,,,0,,,,,,,,,,10.0,743.0,,,,23.6,,,,,,2.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,61.7,,,,восточный,,,,25.0,1.0,,,0,,,,,,,,,,10.0,744.0,,,,16.9,,,,,,2.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,75.4,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,744.0,,,,14.6,,,,,,5.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,82.0,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,744.0,,,,13.3,,,,,,5.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,86.4,,,12.0,,,,,,0.0,,,0,,,,,0,,,,,10.0,744.0,,,,12.0,,,,,,7.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,70.1,,,11.5,западный,,,,,1.0,,,0,,,,,,,,,,10.0,745.0,,,,17.2,,,,,,7.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,54.0,,,,юго-западный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,23.2,,,,,,7.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,39.4,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,25.4,,,,,,7.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,44.0,,,,юго-восточный,,,,,1.0,,,0,,,,,,,,,,10.0,744.0,,,,24.1,,,,,,6.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,71.2,,,,восточный,,,,26.3,2.0,,,0,,,,,,,,,,10.0,744.0,,,,18.2,,,,,,4.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,59.6,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,743.0,,,,16.7,,,,,,7.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,42.8,,,,южный,,,,,3.0,,,,,,,,,,,,,10.0,742.0,,,,16.8,,,,,,7.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,58.0,,,13.4,юго-западный,,,,,1.0,,,0,,,,,0,,,,,10.0,741.0,,,,13.4,,,,,,10.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,83.2,,,12.3,западный,,,,,3.0,,,0,,,,,,,,,,10.0,742.0,,,,14.2,,,,,,10.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,True,,,,,,,,,,,,92.3,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,743.0,,,,11.6,,,,,,10.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,True,,,,,,,,,,,,94.8,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,743.0,,,,11.0,,,,,,10.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,84.7,,,,западный,,,,,3.0,,,9,,,,,,,,,,10.0,742.0,,,,12.7,,,,True,,6.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,True,,,,,,,85.7,,,,юго-западный,,,,14.2,4.0,,,9,,,,,,,,,,10.0,741.0,,,,10.9,,,,,,0.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,88.6,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,741.0,,,,10.5,,,,,,0.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,90.4,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,739.0,,,,10.6,,,,,,10.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,True,,,,,,,,,,,,93.5,,,10.1,юго-западный,,,,,4.0,,,3,,,,,12,,,,,4.0,737.0,,,,10.5,,,,,,10.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,90.6,,,10.1,западный,,,,,4.0,,True,4,,,,,,,,,,10.0,737.0,,,,12.6,,,,,,9.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,11.0,,,,,,,True,,,,,,87.7,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,738.0,,,,13.1,,,,,,10.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,10.0,,,,,True,,,,,,,,70.1,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,739.0,,,,15.0,,,,,,7.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,69.2,,,,западный,,,,,2.0,,,2,,,,,,,,,,10.0,741.0,,,,14.9,,,,,,7.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,89.8,,,,,,,,16.0,0.0,,,0.9,,,,,,,,,,10.0,741.0,,,,10.6,,,,,,0.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,94.1,,,,,,,,,0.0,,,,,,,,,,,,,10.0,741.0,,,,9.3,,,,,,0.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,94.7,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,741.0,,,,8.5,,,,,,0.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,95.4,,,8.2,южный,,,,,1.0,,,0,,,,,2,,,,,10.0,740.0,,,,9.3,,,,,,9.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,80.9,,,8.2,южный,,,,,4.0,,,0,,,,,,,,,,10.0,738.0,,,,12.9,,,,,,7.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,67.5,,,,южный,,,,,6.0,,,,,,,,,,,,,10.0,736.0,,,,18.2,,,,,,9.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,13.0,,,,,,,,,,,,,73.0,,,,южный,,,,,6.0,,True,,,,,,,,,,,10.0,735.0,,,,18.0,,,,,,9.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,13.0,,,,,True,,,,,,,,94.9,,,,юго-западный,,,,,4.0,,,6,,,,,,,,,,10.0,735.0,,,,14.1,,,,,,10.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,13.0,,,,,,True,,,,,,,91.8,,,,западный,,,,18.7,3.0,,,7,,,,,,,,,,10.0,736.0,,,,12.7,,,,,,2.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,,,,,юго-западный,,,,,3.0,,,,,92.0,,,,,,,,10.0,,,,,,,,,,,0.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,10.0,,,,,,,,,,,0.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,92.7,,,7.2,западный,,,,,2.0,,,0,,,,,7,,,,,10.0,740.0,,,,7.5,,,,,,7.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,77.8,,,7.2,западный,,,,,3.0,,,0,,,,,,,,,,10.0,741.0,,,,10.3,,,,,,4.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,60.7,,,,западный,,,,,3.0,,,,,,,,,,,,,10.0,743.0,,,,13.0,,,,,,7.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,50.2,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,744.0,,,,15.4,,,,,,7.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,54.0,,,,западный,,,,,1.0,,,0,,,,,,,,,,10.0,745.0,,,,14.8,,,,,,2.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,81.1,,,,западный,,,,16.2,1.0,,,0,,,,,,,,,,10.0,746.0,,,,10.1,,,,,,7.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,92.1,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,746.0,,,,7.8,,,,,,7.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,92.7,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,746.0,,,,7.5,,,,,,7.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,95.2,,,5.3,,,,,,0.0,,,0,,,,,0,,,,,10.0,748.0,,,,5.5,,,,,,2.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,75.3,,,5.3,юго-западный,,,,,1.0,,,0,,,,,,,,,,10.0,749.0,,,,11.1,,,,,,0.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,52.3,,,,юго-западный,,,,,2.0,,,,,,,,,,,,,10.0,750.0,,,,16.7,,,,,,0.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,47.0,,,,юго-западный,,,,,3.0,,,,,,,,,,,,,,749.0,,,,17.0,,,,,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,52.1,,,,юго-западный,,,,,2.0,,,0,,,,,,,,,,10.0,749.0,,,,15.7,,,,,,0.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,77.3,,,,южный,,,,17.6,1.0,,,0,,,,,,,,,,10.0,749.0,,,,10.7,,,,,,0.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,88.4,,,,восточный,,,,,1.0,,,,,,,,,,,,,10.0,749.0,,,,8.1,,,,,,0.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,81.0,,,,южный,,,,,1.0,,,,,,,,,,,,,,748.0,,,,9.8,,,,,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,72.7,,,8.0,юго-западный,,,,,2.0,,,0,,,,,0,,,,,20.0,747.0,,,,10.7,,,,,,0.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,61.6,,,8.0,южный,,,,,4.0,,,0,,,,,,,,,,10.0,746.0,,,,13.1,,,,,,9.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,48.1,,,,южный,,,,,6.0,,,,,,,,,,,,,10.0,744.0,,,,18.8,,,,,,9.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,54.4,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,743.0,,,,18.9,,,,,,10.0,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,True,,,,,,68.8,,,,юго-западный,,,,,3.0,,,менее 0.1,,,,,,,,,,10.0,742.0,,,,17.8,,,,,,10.0,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,82.3,,,,западный,,,,19.5,2.0,,,1,,,,,,,,,,10.0,743.0,,,,15.0,,,,True,,10.0,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,76.8,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,743.0,,,,13.7,,,,,,7.0,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,79.0,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,744.0,,,,10.9,,,,,,4.0,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,86.7,,,9.3,западный,,,,,1.0,,,1,,,,,1,,,,,10.0,744.0,,,,9.4,,,,,,9.0,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,73.0,,,9.3,западный,,,,,2.0,,,0,,,,,,,,,,10.0,745.0,,,,12.5,,,,,,2.0,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,,,,54.9,,,,юго-западный,,,,,5.0,,,,,,,,,,,,,10.0,744.0,,,,16.6,,,,,,7.0,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,54.9,,,,западный,,,,,2.0,,True,,,,,,,,,,,10.0,744.0,,,,16.6,,,,,,7.0,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,93.6,,,,западный,,,,,3.0,,,1,,,,,,,,,,10.0,744.0,,,,12.8,,,,,,10.0,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,True,,,,,,,92.4,,,,западный,,,,16.8,1.0,,,1,,,,,,,,,,10.0,745.0,,,,13.0,,,,,,7.0,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,91.8,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,12.6,,,,,,7.0,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,90.5,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,746.0,,,,11.8,,,,,,6.0,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,91.7,,,11.2,западный,,,,,2.0,,,0,,,,,1,,,,,10.0,746.0,,,,11.1,,,,,,10.0,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,87.0,,,10.9,западный,,,,,2.0,,,0,,,,,,,,,,10.0,746.0,,,,12.1,,,,,,10.0,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,True,,,,,,83.9,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,745.0,,,,14.8,,,,,,10.0,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,67.8,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,745.0,,,,17.2,,,,True,,7.0,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,68.1,,,,западный,,,,,1.0,,,менее 0.1,,,,,,,,,,10.0,745.0,,,,16.7,,,,,,4.0,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,78.9,,,,западный,,,,18.4,1.0,,,менее 0.1,,,,,,,,,,10.0,746.0,,,,13.9,,,,,,4.0,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,85.2,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,747.0,,,,11.2,,,,,,2.0,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,89.1,,,,северо-западный,,,,,1.0,,,,,,,,,,,,,10.0,748.0,,,,8.5,,,,,,2.0,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,89.5,,,6.9,северо-западный,,,,,1.0,,,0,,,,,менее 0.1,,,,,10.0,748.0,,,,7.0,,,,,,2.0,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,71.9,,,6.7,западный,,,,,1.0,,,0,,,,,,,,,,10.0,749.0,,,,11.8,,,,,,2.0,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,48.0,,,,юго-западный,,,,,1.0,,,,,,,,,,,,,10.0,749.0,,,,16.1,,,,,,1.0,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,39.0,,,,южный,,,,,2.0,,,,,,,,,,,,,10.0,748.0,,,,17.5,,,,,,0.0,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,56.0,,,,южный,,,,,1.0,,,0,,,,,,,,,,10.0,747.0,,,,15.1,,,,,,0.0,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,72.5,,,,восточный,,,,17.7,1.0,,,0,,,,,,,,,,10.0,746.0,,,,12.2,,,,,,10.0,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,79.0,,,,южный,,,,,1.0,,,,,,,,,,,,,10.0,745.0,,,,11.0,,,,,,10.0,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,90.5,,,,юго-восточный,,,,,2.0,,,,,,,,,,,,,10.0,743.0,,,,11.1,,,,,,10.0,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,88.8,,,10.9,юго-восточный,,,,,2.0,,,0,,,,,0,,,,,10.0,741.0,,,,12.9,,,,,,10.0,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,,,,75.1,,,10.9,южный,,,,,5.0,,,0,,,,,,,,,,10.0,738.0,,,,15.7,,,,,,9.0,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,12.0,,,,,,,,,,,,,57.9,,,,южный,,,,,6.0,,,,,,,,,,,,,10.0,737.0,,,,21.2,,,,,,9.0,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,15.0,,,,,,,,,,,,,47.1,,,,южный,,,,,7.0,,,,,,,,,,,,,10.0,734.0,,,,24.4,,,,,,9.0,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",True,,16.0,,,,,,,,,,,,,93.7,,,,западный,,,,,4.0,,,8,,,,,,,,,,2.0,733.0,,,,15.0,,,,,,10.0,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,11.0,,,,,,,,,,,,,95.5,,,,западный,,,,24.6,5.0,,,26,,,,,,True,,,,10.0,734.0,,,,11.1,,,,,,10.0,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,12.0,,,,,,,,,,,,,89.7,,,,юго-западный,,,,,4.0,,,,,,,,,,,,,10.0,734.0,,,,9.0,,,,True,,10.0,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,87.3,,,,юго-западный,,,,,4.0,,,,,,,,,True,,,,10.0,733.0,,,,9.0,,,,,,9.0,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,,,88.4,,,7.8,юго-западный,,,,,3.0,,,19,,,,,26,,,,,10.0,733.0,,,,7.8,,,,True,,9.0,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,89.6,,,7.5,западный,,,,,3.0,,,1,,,,,,,,,,10.0,734.0,,,,8.3,,,,,,10.0,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,82.1,,,,западный,,,,,2.0,,True,,,,,,,,,,,10.0,735.0,,,,9.5,,,,,,9.0,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,True,,,,,,,,79.0,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,736.0,,,,10.8,,,,,,5.0,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,89.6,,,,западный,,,,,2.0,,,6,,,True,,,,,,,10.0,738.0,,,,7.5,,,,,,9.0,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,90.8,,,,западный,,,,11.7,2.0,,,6,,,,,,,,,,10.0,739.0,,,,7.4,,,,True,,9.0,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,91.4,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,740.0,,,,7.0,,,,True,,9.0,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,10.0,,,,,,True,,,,,,,90.1,,,,северо-западный,,,,,2.0,,,,,,,,,,,,,10.0,740.0,,,,6.2,,,,,,7.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,89.5,,,5.7,западный,,,,,2.0,,,менее 0.1,,,,,8,,,,,10.0,740.0,,,,5.9,,,,,,10.0,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,84.2,,,5.7,западный,,,,,2.0,,,менее 0.1,,,,,,,,,,10.0,741.0,,,,8.0,,,,,,9.0,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,,,,,82.1,,,,северо-западный,,,,,3.0,,,,,,,,,,,,,10.0,741.0,,,,9.5,,,,,,10.0,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,65.1,,,,западный,,,,,2.0,,,,,,,,,,,,,10.0,741.0,,,,13.0,,,,,,7.0,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,61.5,,,,западный,,,,,1.0,,,0,,,,,,,,,,10.0,741.0,,,,12.5,,,,,,9.0,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,83.6,,,,западный,,,,14.7,1.0,,,0,,,,,,,,,,10.0,741.0,,,,8.1,,,,,,7.0,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,,,,83.2,,,,западный,,,,,1.0,,,,,,,,,,,,,10.0,741.0,,,,8.8,,,,,,7.0,
