timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,12.3,,96.1,,,,,0,,,0,,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,True,0,,,,0,,,,,4,742,,,13.2,,98.1,11.0,,,,0,,,0,,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,21.6,,69.1,,,,северо-восточный,0,,,1,,,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,24.5,,47.4,,,,северный,7,,,2,,,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,26.7,,33.4,,,,северный,2,,,2,,,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,740,,,26.9,,33.7,,,,,1,,27.2,0,,,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,19.8,,64.8,,,,,1,,,0,,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,20.2,,62.0,,,,юго-западный,6,,,2,,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,18.4,,81.6,,,,северо-западный,10,,,1,,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,4,,,True,4,,,,,10,739,,,17.0,,96.9,16.7,,,северный,10,,,1,,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,,,2,740,True,,17.3,,95.7,,,,юго-западный,10,,,2,,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,True,,,,,,10,741,,,19.1,,88.2,,,,северо-западный,10,,,1,,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,22.5,,64.6,,True,,северо-западный,9,,,1,,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,13,,,,,,,,,10,741,,,22.5,,68.4,,True,,северо-западный,7,,24.4,1,,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,20.0,,82.3,,,,северо-западный,7,,,1,,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,17.7,,86.4,,,,западный,5,,,1,,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,16.3,,94.4,,,,западный,6,,,1,,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,0,,,,13,,True,,,4,743,,,17.7,,89.2,16.0,,,северо-западный,7,,,2,,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,21.7,,74.6,,,,северо-западный,7,,,2,,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,25.3,,56.4,,,,северо-западный,9,,,3,,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,27.3,,47.6,,,,северо-западный,9,,,2,,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,744,,,26.1,,45.7,,,,северо-западный,6,,27.4,2,,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,20.1,,67.5,,,,,4,,,0,,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,18.4,,79.0,,,,северо-западный,2,,,1,,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,18.8,,81.7,,,,северо-западный,2,,,2,,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,746,,,18.4,,84.3,16.0,,,северо-западный,4,,,1,,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,,,10,747,,,22.2,,61.3,,,,северный,0,,,2,,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,10,747,,,25.8,,41.4,,,,северный,1,,,2,,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,10,747,,,26.9,,32.2,,,,северный,0,,,3,,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,747,,,25.7,,33.1,,,,северный,1,,27.2,3,,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,,,,10,748,,,20.5,,46.3,,,,северный,4,,,1,,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,10,748,,,15.4,,66.1,,,,северо-восточный,0,,,1,,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,10,747,,,11.7,,85.2,,,,,0,,,0,,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,748,,,13.7,,74.7,11.4,,,северо-западный,4,,,2,,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,,,10,748,,,19.6,,46.1,,,,северный,10,,,3,,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,10,747,,,24.1,,35.7,,,,северный,7,,,3,,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,10,746,,,27.2,,29.9,,,,северный,2,,,3,,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,27.0,,35.6,,,,северо-восточный,1,,27.9,2,,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,,10,745,,,20.5,,66.3,,,,,2,,,0,,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,18.2,,77.0,,,,,0,,,0,,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,15.6,,92.0,,,,,0,,,0,,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,17.8,,87.5,15.5,,,северо-западный,4,,,2,,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,24.1,,64.5,,,,северо-западный,0,,,1,,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,10,745,,,29.6,,52.0,,,,северо-восточный,0,,,1,,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,10,744,,,31.9,,40.9,,,,северо-восточный,4,,,2,,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,743,,,31.2,,40.2,,,,северный,2,,32.5,2,,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,24.0,,63.7,,,,,0,,,0,,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,10,744,,,21.5,,68.7,,,,северный,0,,,1,,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,18.1,,62.0,,,,северо-восточный,0,,,1,,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,17.4,,68.3,15.4,,,северный,0,,,1,,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,22.0,,53.0,,,,северный,0,,,2,,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,25.7,,37.4,,,,северный,1,,,3,,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,28.1,,26.0,,,,северный,0,,,3,,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,27.0,,28.3,,,,северный,2,,28.5,2,,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,21.3,,46.2,,,,северный,2,,,1,,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,17.7,,59.0,,,,северный,0,,,1,,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,10,741,,,13.8,,76.3,,,,северо-западный,0,,,1,,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,741,,,14.2,,77.4,11.7,,,северный,2,,,1,,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,21.5,,54.0,,,,северо-западный,2,,,1,,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,26.8,,28.0,,,,северо-восточный,2,,,2,,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,29.5,,21.0,,,,северный,4,,,3,,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,28.8,,24.3,,,,северный,7,,30.0,2,,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,20.8,,50.0,,,,северный,2,,,1,,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.4,,66.7,,,,,0,,,0,,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.4,,82.6,,,,,0,,,0,,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,737,,,15.5,,82.3,12.7,,,,2,,,0,,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,,10,737,,,24.1,,51.5,,,,северный,4,,,1,,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,10,736,,,29.3,,38.7,,,,северо-западный,1,,,2,,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,10,735,,,30.6,,35.9,,,,западный,4,,,1,,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,734,,,30.7,,36.2,,,,западный,2,,31.5,1,,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,,10,734,,,25.5,,53.2,,,,западный,2,,,1,,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,10,734,,,22.1,,71.0,,,,северный,2,,,2,,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,10,733,,,17.1,,90.3,,,,западный,2,,,1,,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,734,,,18.3,,92.7,16.4,,,северо-западный,2,,,1,,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,,,10,734,,,20.7,,76.9,,,,северо-западный,9,,,3,,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,10,735,,,21.0,,72.6,,,,северо-западный,7,,,2,,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,10,735,,,24.2,,51.9,,True,,северный,7,,,3,,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,735,,,24.5,,45.3,,True,,северо-западный,7,,25.4,2,,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,19.6,,60.7,,,,северо-западный,0,,,2,,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,15.9,,81.3,,,,северо-западный,2,,,1,,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,10,738,,,13.5,,92.5,,,,северо-западный,0,,,1,,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,10,739,,,13.7,,93.7,12.6,,,северо-западный,6,,,1,,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,,10,739,,,19.4,,63.9,,,,северный,5,,,2,,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,23.7,,43.6,,,,северный,7,,,2,,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,25.4,,35.1,,,,северный,7,,,1,,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,24.1,,40.3,,,,северный,5,,25.6,2,,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,18.2,,61.6,,,,,4,,,0,,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,10,740,,,13.3,,83.1,,,,,0,,,0,,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,10,740,,,10.1,,96.7,,,,,0,,,0,,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,740,,,11.0,,97.4,9.0,,,,0,,,0,,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,,,10,740,,,20.9,,55.3,,,,южный,6,,,1,,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,22.3,,48.7,,,,западный,7,,,2,,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,24.7,,39.2,,,,западный,9,,,2,,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,22.4,,45.0,,,,северо-западный,9,,25.8,3,,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,,10,740,,,15.3,,80.7,,True,,,4,,,0,,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,True,,,,,,10,740,,,16.2,,85.7,,,,северо-западный,10,,,1,,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,10,741,,,13.3,,84.8,,True,,,10,,,0,,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,0.4,,,,0.4,,,,,10,741,,,13.7,,85.4,12.2,True,,северо-восточный,9,,,1,,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,18.6,,67.6,,,,северо-восточный,9,,,1,,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,24.5,,41.6,,,,северо-восточный,7,,,2,,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,10,739,,,25.4,,41.8,,,,северо-восточный,9,,,2,,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,25.7,,43.6,,,,северный,9,,26.9,1,,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,21.3,,63.9,,True,,,10,,,0,,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,18.4,,81.6,,True,,северо-восточный,7,,,2,,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,10,736,,,18.6,,77.0,,True,,северо-восточный,7,,,1,,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,1,,,,1,,,,,10,736,,,18.2,,77.5,17.4,True,,южный,4,,,1,,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,11.0,,,,,,,,,,,10,737,,,20.0,,69.7,,,,юго-западный,10,,,5,,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,10.0,,,,,,,,,,,10,738,,,20.6,,71.6,,,,юго-западный,10,,,5,,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,12.0,,,,,True,,,,,,10,738,,,22.2,,67.1,,,,западный,9,,,4,,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,0.3,,,,,,,,,10,739,,,21.0,,69.0,,True,,западный,7,,22.7,3,,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,16.3,,86.8,,,,,6,,,0,,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,12.7,,96.8,,,,юго-западный,2,,,1,,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,True,10,738,,,15.0,,98.1,,,,северо-восточный,10,,,1,,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,2,,,,2,,,,,10,737,,,15.4,,97.5,12.7,True,,северо-восточный,10,,,2,,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,True,,,4,737,,,16.2,,97.5,,,,северо-западный,10,,,1,,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,10,736,,,19.0,,92.2,,True,,северный,10,,,2,,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,True,,,,,,10,737,,,16.8,,93.2,,,,северо-западный,10,,,2,,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,7,,,,,,,,,10,740,,,21.0,,69.0,,True,,западный,7,,21.0,2,,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,16.0,,84.0,,,,западный,6,,,1,,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,13.6,,95.5,,,,,7,,,0,,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,True,,,,,,,,0,742,,,11.9,,98.0,,,,,0,,,0,,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,0,,,,7,,,,,0,741,,,11.5,,98.0,10.5,,True,,2,,,0,,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,20.4,,73.0,,True,,юго-восточный,7,,,1,,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,23.2,,53.0,,True,,северо-западный,7,,,2,,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,10,741,,True,22.3,,53.5,,,,южный,10,,,1,,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,740,,,24.0,,44.6,,True,,юго-восточный,5,,24.9,1,,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,,10,741,,,17.4,,79.4,,,,,7,,,0,,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,10,740,,,13.4,,94.9,,,,,0,,,0,,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,13.5,,97.4,,,,,10,,,0,,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,4,,,True,4,,,,,10,740,,,14.8,,96.8,12.9,,,северный,10,,,1,,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,,10,739,,,19.0,,82.2,,,,северный,4,,,1,,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,22.0,,63.7,,,,юго-западный,7,,,1,,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,10,738,,,22.9,,60.3,,,,северный,9,,,2,,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,0,,,,,,,,,10,738,,,21.6,,70.0,,,,западный,7,True,24.0,1,,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,17.8,,85.8,,,,,10,,,0,,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,10,738,,True,16.2,,96.2,,,,восточный,10,,,1,,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,True,,,,,,10,737,,,15.6,,98.7,,,,,7,,,0,,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,19,,,,19,,,,,10,737,,,15.2,,98.7,14.8,True,,восточный,6,,,1,,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,True,,,,,,10,737,,,16.9,,98.1,,,,северный,10,,,2,,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,True,,,,,,,,,,,,4,737,,,17.5,,93.3,,,,юго-восточный,10,,,2,,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,4,737,True,,19.4,,86.0,,,,юго-восточный,10,,,1,,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,2,,,,,,,,,10,736,,,21.4,,61.5,,True,,юго-восточный,7,,21.8,2,,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,True,,4,737,,,16.3,,92.0,,,,северо-западный,10,,,1,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,10,738,,,14.8,,96.8,,True,,западный,7,,,2,,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,True,,,,,,10,739,,,15.2,,97.5,,,,западный,10,,,2,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,2,,,,5,,,,,10,741,,,14.7,,96.8,14.6,True,,западный,10,,,3,,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,16.3,,87.9,,,,западный,9,,,3,,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,19.1,,68.2,,,,западный,9,,,3,,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.4,,46.2,,,,западный,4,,,3,,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,9.3,,97.3,7.9,,,,4,,,0,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,19.8,,49.0,,,,южный,2,,,1,,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,22.0,,39.5,,,,южный,7,,,2,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,True,,,,,,10,744,,,18.9,,57.0,,,,западный,10,,,3,,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,1,,,True,,,,,,10,744,,,15.8,,89.1,,,,,10,,23.2,0,,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,15.5,,89.6,,,,восточный,10,,,1,,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,10,744,,,15.1,,90.2,,,,,10,,,0,,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,10,744,,,14.0,,91.3,,,,,5,,,0,,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,0,,,,1,,,,,10,744,,,12.5,,98.1,11.3,,,,2,,,0,,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,20.7,,69.8,,,,северный,0,,,1,,,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,10,745,,,24.3,,49.9,,,,северный,1,,,2,,,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,10,745,,,26.1,,38.8,,,,северо-западный,2,,,1,,,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,26.2,,39.6,,,,северо-западный,2,,26.9,1,,,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,,,,10,745,,,18.4,,70.8,,,,,0,,,0,,,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,16.4,,83.5,,,,,0,,,0,,,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,10,746,,,13.6,,93.1,,,,,0,,,0,,,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,746,,,12.4,,94.2,11.6,,True,,0,,,0,,,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,,,,,10,747,,,21.3,,66.4,,True,,северный,4,,,1,,,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,10,746,,,26.3,,39.4,,True,,северо-восточный,7,,,2,,,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,10,746,,,27.3,,34.0,,,,северный,6,,,2,,,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,26.5,,36.7,,,,северо-восточный,2,,27.5,2,,,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,19.9,,58.0,,,,северный,6,,,1,,,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,,10,745,,,15.4,,74.5,,,,,0,,,0,,,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,14.7,,79.0,,,,северный,0,,,1,,,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,15.3,,80.7,12.6,,,северный,0,,,1,,,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,21.6,,62.3,,,,северный,2,,,2,,,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,,,10,744,,,25.0,,52.4,,,,северный,6,,,3,,,,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,10,743,,,26.2,,49.5,,,,северный,7,,,3,,,,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,27.2,,43.7,,,,северный,7,,27.5,3,,,,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,21.8,,60.8,,,,северный,4,,,1,,,,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,19.7,,65.7,,,,северо-восточный,0,,,1,,,,
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,10,741,,,18.4,,71.7,,,,северо-восточный,0,,,1,,,,
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,0,,,,0,,,,,10,741,,,18.0,,76.0,17.3,,,северный,0,,,2,,,,
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,23.6,,58.9,,,,северный,0,,,2,,,,
