timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,8.0,,,,,,,,,,,47.1,,,,юго-западный,,,28.5,1,,,,0,,,,,,,,20.0,747,,,27.7,,,,0.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,3.0,,,,,,,,,,,73.6,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,747,,,21.2,,,,0.0,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,2.0,,,,,,,,,,,81.7,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,747,,,18.8,,,,1.0,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,2.0,,,,,,,,,,,89.1,,,,,,,,0,,,,,,,,,,,,20.0,747,,,17.0,,,,2.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,5.0,,,,,,,,,,,66.5,,,16.6,восточный,,,,1,,,,0,,,0,,,,,20.0,748,,,21.5,,,,0.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,3.0,,,,,,,,,,,61.7,,,,восточный,,,,1,,,,,,,,,,,,20.0,748,,,25.9,,,,9.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,5.0,,,,,,,,,,,48.5,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,747,,,27.4,,,,7.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,6.0,,,,,,,,,,,42.7,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,747,,,28.6,,,,10.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,7.0,,,,,,,,,,,43.9,,,,юго-восточный,,,29.1,2,,,,0,,,,,,,,20.0,746,,,27.7,,,,7.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,5.0,,,,,,,,,,,59.7,,,,юго-восточный,,,,1,,,,,,,,,,,,20.0,745,,,23.6,,,,10.0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,4.0,,,,,,,,,,,71.7,,,,восточный,,,,2,,,,,,,,,,,,20.0,745,,,21.0,,,,6.0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,4.0,,,,,,,,,,,73.4,,,,восточный,,,,2,,,,,,,,,,,,20.0,744,,,20.3,,,,10.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,5.0,,,,,,,,,,,81.3,,,19.1,северо-восточный,True,,,1,,,,2,,,2,,,,,20.0,744,,,20.2,,,,10.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,5.0,,,,,,,,,,,73.0,,,,восточный,,,,2,,,,,,,,,,,,20.0,744,,,23.2,,,True,9.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,7.0,,,,,,,,,,,60.0,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,744,,,28.3,,,,10.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,6.0,,,,,,,,,,,35.3,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,744,,,32.6,,,,7.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,6.0,,,,,,,,,,,34.9,,,,южный,,,33.6,1,,,,0,,,,,,,,20.0,743,,,31.2,,,,7.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,5.0,,,,,,,,,,,53.0,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,743,,,27.2,,,,5.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,6.0,,,,,,,,,,,59.1,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,743,,,26.1,,,,9.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,6.0,,,,,,,,,,,57.4,,,,южный,,,,3,,,,,,,,,,,,20.0,743,,,25.2,,,,6.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,6.0,,,,,,,,,,,55.3,,,24.1,юго-восточный,,,,2,,,,0,,,0,,,,,20.0,743,,,25.2,,,,9.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,9.0,,,,,,,,,,,54.6,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,743,,,26.8,,,,9.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,9.0,,,,,,,,,,,34.6,,,,юго-восточный,,,,4,,,,,,,,,,,,20.0,742,,,31.7,,,True,6.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,8.0,,,,,,,,,,,28.0,,,,южный,,,,3,,,,,,,,,,,,20.0,742,,,33.4,,,True,2.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,10.0,,,,,,,,,,,41.4,,,,южный,,,33.5,2,,,,менее 0.1,,,,,,,,20.0,742,,,29.8,,,,9.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,6.0,,,,,,,,,,,49.4,,,,южный,,,,1,,,,,,,,,,,,20.0,742,,,25.8,,,,7.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,4.0,,,,,,,,,,,64.4,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,743,,,21.6,,,,2.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,2.0,,,,,,,,,,,78.5,,,,,,,,0,,,,,,,,,,,,20.0,743,,,18.3,,,,4.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,5.0,,,,,,,,,,,68.3,,,17.9,юго-западный,,,,2,,,,0,,,менее 0.1,,,,,20.0,743,,,21.7,,,,2.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,6.0,,,,,,,,,,,49.0,,,,юго-западный,,,,2,,,,,,,,,,,,,744,,,24.6,,,,2.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,6.0,,,,,,,,,,,39.7,,,,южный,,,,2,,,,,,,,,,,,20.0,744,,,26.4,,,,6.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,7.0,,,,,,,,,,,32.5,,,,южный,,,,3,,,,,,,,,,,,20.0,744,,,25.9,,,,7.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,8.0,,,,,,,,,,,45.4,,,,юго-западный,,,27.5,1,,,,0,,,,,,,,20.0,744,,,23.7,,,,7.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,2.0,,,,,,,,,,,65.5,,,,,,,,0,,,,,,,,,True,,,20.0,744,,,19.0,,,,9.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,2.0,,,,,,,,,,,81.4,,,,,,,,0,,,,,,,,,,,,20.0,743,,,16.6,,,True,9.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,2.0,,,,,,,,,,,78.2,,,,юго-восточный,,,,1,,,,,,,,,,,,20.0,743,,,16.5,,,True,7.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,4.0,,,,,,,,,,,66.3,,,15.3,юго-западный,,,,1,,,,0.3,,,0.3,,,,,20.0,743,,,18.4,,,,7.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,5.0,,,,,,,,,,,47.6,,,,западный,,,,2,,,,,,,,,,,,20.0,744,,,21.7,,,,2.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,7.0,,,,,,,,,,,45.9,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,744,,,22.2,,,,9.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,6.0,,,,,,,,,,,53.8,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,745,,,20.8,,,,10.0,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,5.0,,,,,,,,,,,50.6,,,,юго-западный,,,22.9,2,,,,0,,,,,,,,20.0,745,,,20.7,,,,4.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,4.0,,,,,,,,,,,79.0,,,,,,,,0,,,,,,,,,,,,20.0,745,,,14.8,,,,2.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,2.0,,,,,,,,,,,86.5,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,745,,,13.0,,,,2.0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,2.0,,,,,,,,,,,88.8,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,746,,,12.5,,,,1.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,3.0,,,,,,,,,,,82.4,,,12.3,юго-западный,,,,1,,,,0,,,0,,,,,20.0,746,,,16.2,,,,7.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,4.0,,,,,,,,,,,64.1,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,746,,,20.2,,,,7.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,5.0,,,,,,,,,,,50.4,,,,западный,,,,2,,,,,,,,,,,,20.0,746,,,22.5,,,,7.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,6.0,,,,,,,,,,,49.7,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,746,,,23.4,,,,7.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,4.0,,,,,,,,,,,49.6,,,,северо-западный,,,24.5,1,,,,0,,,,,,,,20.0,746,,,22.9,,,,7.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,3.0,,,,,,,,,,,78.4,,,,,,,,0,,,,,,,,,,,,20.0,747,,,17.3,,,,7.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,2.0,,,,,,,,,,,85.1,,,,,,,,0,,,,,,,,,,,,20.0,746,,,16.0,,,,2.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,2.0,,,,,,,,,,,89.0,,,,,,,,0,,,,,,,,,,,,20.0,747,,,14.7,,,,10.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,2.0,,,,,,,,,,,75.0,,,14.4,северный,,,,1,,,,0,,,0,,,,,20.0,746,,,18.2,,,,10.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,4.0,,,,,,,,,,,61.2,,,,восточный,,,,2,,,,,,,,,True,,,20.0,746,,,21.7,,,,10.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,5.0,,,,,,,,,,,70.9,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,745,,,21.6,,,True,10.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,4.0,,,,,,,,,,,66.6,,,,северный,,,,2,,,,,,,,,,,,20.0,745,,,21.9,,,True,10.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,5.0,,,,,,,,,,,74.6,,,,северо-западный,,,22.2,1,,,,менее 0.1,,,,,,,,20.0,745,,,21.3,,,True,10.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,6.0,,,,,,,,,,,74.4,,,,северный,,,,2,,,,,,,,,,,,20.0,744,,,20.4,,,True,10.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,6.0,,,,,,,,,,,71.5,,,,северо-восточный,,,,3,,,,,,,,,,,,20.0,744,,,19.9,,,True,10.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",True,6.0,,,,,,,,,,,83.1,,,,,,,,0,,,,,,,,,,,,10.0,744,,,17.4,,,,10.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,7.0,,,,,,,,,,,85.2,,,16.4,северный,,,,2,,,,5,,,5,,,,,20.0,743,,,16.7,,,True,10.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,7.0,,,,,,,,,,,80.4,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,743,,,17.3,,,True,10.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,8.0,,,,,,,,,,,73.5,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,743,,,20.5,,,,10.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,8.0,,,,,,,,,,,74.6,,,,северо-восточный,,,,3,,,,,,,,,,,,20.0,742,,,21.5,,,True,10.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",True,9.0,,,,,,,,,,,78.8,,,,северо-восточный,,,21.5,3,,,,0.4,,,,,,,,20.0,742,,,20.3,,,,10.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,7.0,,,,,,,,,,,92.6,,,,северный,True,,,2,,,,,,,,,,,,20.0,742,,,17.0,,,,10.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,7.0,,,,,,,,,,,90.4,,,,восточный,,,,3,,,,,,,,,,,,10.0,742,,,18.0,,,True,9.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,7.0,,,,,,,,,,,90.4,,,,восточный,,,,2,,,,,,,,,,,,10.0,741,,,18.1,,,True,10.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,5.0,,,,,,,,,,,88.7,,,16.2,восточный,,,,2,,,,29,,,29,True,,,,4.0,741,,,18.1,,,,10.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,5.0,,,,True,,,,,,,88.7,,,,восточный,,,,2,,,,,,,,,,,,20.0,741,,,19.0,,,,10.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,75.5,,,,восточный,,,,3,,,,,,,,,,,,20.0,741,,,21.1,,,,10.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,,,,,,,,,,79.2,,,,восточный,,,,4,,,,,,,,,,,,20.0,742,,,19.5,,,True,9.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,9.0,,,,,,,,,,,77.7,,,,восточный,,,21.2,3,,,,14,,,,,,,,20.0,741,,,19.8,,,True,10.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,7.0,,,,,,,,,,,89.1,,,,восточный,,,,2,,,,,,,,,True,,,10.0,742,,,15.8,,,,10.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,5.0,,,,,,,,,,,89.0,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,741,,,15.4,,,,10.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,6.0,,,,,,,,,,,91.4,,,,восточный,,,,3,,,,,,,,,,,,10.0,741,,,15.4,,,,9.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,6.0,,,,,,,,,,,88.0,,,15.1,восточный,,,,3,,,,5,,,20,,True,,,10.0,741,,,16.6,,,,10.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,6.0,,,,,,,,,,,80.2,,,,восточный,,,,3,,,,,,,,,,,,20.0,741,,,19.5,,,True,9.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,7.0,,,,,,,,,,,67.5,,,,восточный,,,,2,,,,,,,,,,,,20.0,740,,,22.2,,,,7.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,8.0,,,,True,,,,,,,73.7,,,,юго-восточный,,,,1,,,,,,,,,,,,20.0,740,,,21.9,,,,9.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",True,13.0,,,,,,,,,,,88.0,,,,восточный,,,24.3,2,,,,2,,,,,,,,10.0,740,,,16.6,,,,9.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,7.0,,,,,,,,,,,89.6,,,,восточный,,,,2,,,,,,,,,,,,20.0,740,,,15.8,,,True,9.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,4.0,,,,,,,,,,,91.9,,,,восточный,,,,2,,,,,,True,,,,,,10.0,740,,,15.0,,,,10.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,4.0,,,,,,,,,,,92.5,,,,восточный,,,,1,,,,,,,,,,,,10.0,740,,,13.9,,,True,7.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,3.0,,,,,,,,,,,92.5,,,13.9,юго-восточный,,,,1,,,,менее 0.1,,,2,,,True,,0.0,740,,,15.0,,,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,5.0,,True,,,,,,,,,92.6,,,,восточный,,,,2,,,,,,,,,,,,1.0,740,,,16.4,,,,10.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,6.0,,,,,,,,,,,66.8,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,740,,,21.0,,,,10.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,8.0,,,,,,,,,,,65.1,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,740,,,20.9,,,,10.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,9.0,,,,,,,,,,,72.2,,,,юго-восточный,,,22.5,3,,,,0.1,,,,,,,,20.0,741,,,18.6,,,True,10.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,7.0,,,,,,,,,,,89.1,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,741,True,,16.1,,,,10.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,5.0,,,,,,,,,,,90.8,,,,восточный,,,,2,,,,,,,,,True,,,10.0,740,,,15.7,,,,10.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,6.0,,,,,,,,,,,91.4,,,,юго-восточный,,,,2,,,,,,,,,True,,,10.0,741,,,15.5,,,,10.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,4.0,,,,,,,,,,,90.8,,,15.3,юго-восточный,,,,1,,,,8,,,8,,True,,,10.0,741,,,15.6,,,,10.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,3.0,,,,,,,,,,,85.2,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,742,,,17.1,,,True,10.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,6.0,,,,True,,,,,,,84.7,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,743,,,17.6,,,,10.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,6.0,,,,,,,,,,,60.3,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,743,,,21.3,,,True,9.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,4.0,,,,,,,,,,,56.1,,,,северо-западный,,,22.0,1,,,,2,,,,,,,,20.0,744,,,21.2,,,,7.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,3.0,,,,,,,,,,,82.4,,,,,,,,0,,,,,,,,,,,,20.0,745,,,16.3,,,,2.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,1.0,,,,,,,,,,,90.1,,,,,,,,0,,,,,,,,,,,,20.0,745,,,14.0,,,,1.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,1.0,,,,,,,,,,,91.8,,,,,,,,0,,,,,,,,,,,,20.0,746,,,12.0,,,,1.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,2.0,,,,,,,,,,,90.1,,,12.0,,,,,0,,,,0,,,2,,,,,20.0,746,,,14.1,,,,7.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,5.0,,,,,,,,,,,69.0,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,746,,,18.9,,,,9.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,6.0,,,,,,,,,,,55.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,747,,,21.5,,,,10.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,6.0,,,,,,,,,,,47.6,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,747,,,21.7,,,,9.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,6.0,,,,,,,,,,,69.2,,,,западный,,,22.3,3,,,,0,,,,,,,,20.0,747,,,17.7,,,,10.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,5.0,,,,,,,,,,,88.4,,,,,,,,0,,,,,,,,,,,,20.0,747,,,14.9,,,True,10.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,2.0,,,,,,,,,,,90.1,,,,,,,,0,,,,,,,,,True,,,10.0,747,,,14.4,,,,10.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,3.0,,,,,,,,,,,90.1,,,,западный,,,,1,True,,,,,,,,,,,10.0,748,,,14.1,,,,10.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,3.0,,,,,,,,,,,91.9,,,13.8,западный,,,,1,,,,3,,True,3,,,,,2.0,748,,,14.5,,,,10.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,3.0,,,,,,,,,,,86.2,,,,северо-западный,,,,1,,,,,,,,,True,,,10.0,748,,,16.1,,,,10.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,3.0,,,,,,,,,,,68.2,,,,северный,,,,1,,,,,,,,,,,,20.0,749,,,19.1,,,True,9.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,4.0,,,,,,,,,,,56.3,,,,северо-восточный,,,,2,,,,,,,,,,,,20.0,749,,,22.0,,,True,7.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,4.0,,,,,,,,,,,55.5,,,,восточный,,,22.6,1,,,,0.1,,,,,,,,20.0,749,,,21.8,,,,7.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,5.0,,,,,,,,,,,72.4,,,,северо-восточный,,,,1,,,,,,,,,,,,20.0,749,,,17.2,,,,7.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,4.0,,,,,,,,,,,82.2,,,,северо-восточный,,,,1,,,,,,,,,,,,20.0,750,,,14.7,,,,0.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,2.0,,,,,,,,,,,91.1,,,,,,,,0,,,,,,,,,,,,20.0,751,,,12.1,,,,0.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,1.0,,,,,,,,,,,73.4,,,11.3,,,,,0,,,,0,,,0.1,,,,,20.0,751,,,17.1,,,,2.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,3.0,,,,,,,,,,,59.1,,,,западный,,,,1,,,,,,,,,,,,20.0,751,,,21.4,,,,6.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,4.0,,,,,,,,,,,45.2,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,751,,,24.2,,,,7.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,6.0,,,,,,,,,,,38.5,,,,западный,,,,2,,,,,,,,,,,,20.0,751,,,25.9,,,,7.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,5.0,,,,,,,,,,True,44.0,,,,северо-западный,,,26.1,1,,,,0,,,,,,,,20.0,750,,,25.0,,,,7.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,4.0,,,,,,,,,,,81.0,,,,,,,,0,,,,,,,,,,,,20.0,750,,,18.0,,,True,7.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,2.0,,,,,,,,,,,77.4,,,,,,,,0,,,,,,,,,,,,20.0,750,,,17.7,,,,0.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,2.0,,,,,,,,,,,82.3,,,,,,,,0,,,,,,,,,,,,20.0,750,,,15.7,,,,1.0,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,3.0,,,,,,,,,,,76.4,,,14.0,северо-западный,,,,1,,,,0,,,0,,,,,20.0,750,,,17.6,,,,1.0,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,4.0,,,,,,,,,,,57.0,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,750,,,23.3,,,,4.0,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,5.0,,,,,,,,,,,43.2,,,,северный,,,,2,,,,,,,,,,,,20.0,750,,,25.5,,,,6.0,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,5.0,,,,,,,,,,,36.7,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,749,,,26.8,,,,7.0,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,5.0,,,,,,,,,,,42.2,,,,западный,,,26.9,1,,,,0,,,,,,,,20.0,748,,,25.7,,,,2.0,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,3.0,,,,,,,,,,,77.9,,,,западный,,,,1,,,,,,,,,,,,20.0,748,,,17.7,,,,1.0,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,2.0,,,,,,,,,,,85.6,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,748,,,15.8,,,,0.0,
1595980800,"Среда, 29 июля
00:00 (UTC)",,2.0,,,,,,,,,,,89.0,,,,западный,,,,1,,,,,,,,,,,,20.0,748,,,14.6,,,,1.0,
1595991600,"Среда, 29 июля
03:00 (UTC)",,2.0,,,,,,,,,,,79.4,,,14.1,юго-западный,,,,1,,,,0,,,0,,,,,20.0,748,,,17.4,,,,1.0,
1596002400,"Среда, 29 июля
06:00 (UTC)",,4.0,,,,,,,,,,,53.4,,,,западный,,,,2,,,,,,,,,,,,20.0,747,,,23.3,,,,4.0,
1596013200,"Среда, 29 июля
09:00 (UTC)",,7.0,,,,,,,,,,,42.7,,,,западный,,,,2,,,,,,,,,,,,20.0,747,,,25.5,,,,9.0,
1596024000,"Среда, 29 июля
12:00 (UTC)",,7.0,,,,,,,,,,,44.3,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,746,,,25.3,,,,9.0,
1596034800,"Среда, 29 июля
15:00 (UTC)",,10.0,,,,,,,,,,,87.5,,,,южный,,,27.2,1,,,,5,,,,,,,,20.0,745,,,17.7,,,True,10.0,
1596045600,"Среда, 29 июля
18:00 (UTC)",,7.0,,,,,,,,,,,88.6,,,,юго-западный,,,,2,,,,,,,,,,,,4.0,745,True,,17.2,,,,10.0,
1596056400,"Среда, 29 июля
21:00 (UTC)",,6.0,,,,,,,,,,,87.5,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,743,,,17.5,,,True,10.0,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,4.0,,,,,,,,,,,92.0,,,,,,,,0,,,,,,,,,,,,20.0,742,,,16.2,,,True,10.0,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,3.0,,,,,,,,,,,91.5,,,15.9,южный,,,,1,,,,4,,,9,,,,,20.0,742,,,17.5,,,True,10.0,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,4.0,,,,,,,,,,,75.6,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,741,,,21.6,,,True,9.0,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,5.0,,,,,,,,,,,77.5,,,,южный,,,,2,,,,,,,,,,,,20.0,740,,,21.8,,,,10.0,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,3.0,,,,,,,,,,,90.1,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,739,,,14.7,,,,5.0,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,4.0,,,,,,,,,,,83.4,,,13.9,юго-западный,,,,1,,,,менее 0.1,,,0.8,,,,,20.0,739,,,15.7,,,,2.0,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,6.0,,,,,,,,,,,65.1,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,739,,,19.2,,,,6.0,
