timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,25.3,,41.5,,,,юго-восточный,0.0,,,,1
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,27.0,,35.8,,,,юго-западный,0.0,,,,1
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,28.2,,33.2,,,,восточный,0.0,,,,1
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,751,,,28.2,,33.6,,,,юго-западный,0.0,,,29.4,1
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,21.6,,64.0,,,,,0.0,,,,0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,20.2,,62.0,,,,,0.0,,,,0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,20.1,,62.4,,,,восточный,0.0,,,,2
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,750,,,21.4,,59.5,,19.0,,восточный,7.0,,,,2
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,24.6,,52.7,,,,восточный,7.0,,,,3
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,26.3,,51.1,,,,восточный,7.0,,,,2
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,28.8,,49.8,,,,восточный,7.0,,,,3
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,28.7,,54.1,,,,восточный,6.0,,,29.7,3
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,25.7,,68.6,,,,восточный,7.0,,,,3
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,23.9,,75.5,,,,восточный,4.0,,,,2
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,22.8,,79.2,,,,восточный,7.0,,,,1
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,747,,,24.7,,57.3,,22.0,,восточный,9.0,,,,1
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,30.7,,38.1,,,,восточный,9.0,,,,2
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,32.7,,32.3,,,,юго-восточный,9.0,,,,2
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,,747,,,35.4,,26.5,,,,юго-восточный,6.0,,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,747,,,33.3,,33.5,,,,юго-восточный,7.0,,,35.8,2
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,29.4,,48.7,,,,восточный,9.0,,,,2
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,12.0,,,,,,,,,,10.0,,746,,,25.4,,60.1,,,,восточный,9.0,True,,,2
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,True,,,,10.0,,746,,,26.3,,46.7,,,,юго-восточный,10.0,,,,1
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,746,,,25.4,,49.6,,23.8,,восточный,9.0,,,,2
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,30.1,,36.9,,,,южный,7.0,,,,2
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,31.6,,34.4,,,,юго-западный,7.0,,,,2
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,30.2,,37.7,,,,южный,7.0,,,,2
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,746,,,28.3,,41.3,,,,юго-восточный,7.0,,,32.6,1
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,24.3,,59.4,,,,южный,7.0,,,,1
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,21.6,,73.2,,,,южный,7.0,,,,1
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,20.5,,63.3,,,,западный,6.0,,,,1
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,749,,,19.7,,61.5,,19.7,,западный,7.0,,,,2
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,22.6,,49.8,,,,западный,6.0,,,,2
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,24.6,,35.4,,,,южный,7.0,,,,1
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,26.8,,29.4,,,,юго-западный,7.0,,,,2
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,0,,,,,,True,,10.0,,748,,,20.1,,64.5,,,,восточный,10.0,,,27.2,1
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,18.5,,69.0,,,True,восточный,4.0,,,,1
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,17.7,,73.9,,,,западный,2.0,,,,1
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,15.6,,86.7,,,,юго-западный,2.0,,,,1
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,749,,,18.0,,70.7,,14.4,,юго-западный,2.0,,,,1
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,20.9,,50.0,,,,западный,2.0,,,,3
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,23.4,,41.2,,,,западный,6.0,,,,3
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,23.0,,44.3,,,,западный,7.0,,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,22.4,,47.5,,,,западный,6.0,,,23.8,3
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.1,,69.8,,,,,0.0,,,,0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.4,,87.9,,,,,0.0,,,,0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,14.4,,91.9,,,,,0.0,,,,0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,751,,,18.6,,79.1,,14.0,,северо-западный,4.0,,,,1
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,21.3,,59.5,,,,западный,9.0,,,,1
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,24.5,,45.6,,,,северо-западный,9.0,,,,2
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,24.3,,47.1,,,,северный,9.0,,,,1
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,749,,,24.5,,43.2,,,,северный,9.0,,,25.1,1
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,22.0,,52.7,,,,северо-западный,10.0,,,,1
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,19.4,,67.8,,,,северный,9.0,,,,2
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,18.7,,74.6,,,,северо-западный,10.0,,,,2
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,18.2,,80.0,,18.1,,северо-западный,9.0,,,,1
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,22.3,,60.9,,,,северный,6.0,,,,2
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,22.9,,59.5,,,,северо-восточный,9.0,,,,2
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,26.0,,44.8,,,,северо-восточный,5.0,,,,2
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,0,,,,True,,,,10.0,,747,,,21.1,,79.4,,,,западный,9.0,,,26.5,2
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,19.3,,80.7,,,True,северо-западный,7.0,,,,1
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,18.1,,84.8,,,,западный,2.0,,,,1
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,18.5,,97.5,,,,северо-западный,9.0,,,,1
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,746,,,18.1,,98.8,,17.6,,западный,10.0,,,,3
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,19.5,,84.4,,,,западный,10.0,,,,3
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,20.5,,74.0,,,,западный,9.0,,,,4
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,23.8,,53.9,,,,западный,7.0,,,,2
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,10.0,,5,,,,True,,,,10.0,,745,,,17.8,,100.0,,,,западный,7.0,,,24.6,1
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,17.7,,99.4,,,,южный,2.0,,,,1
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,16.8,,98.1,,,,южный,6.0,,,,1
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,True,,10.0,,745,,,16.1,,100.0,,,,,10.0,,,,0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,3,,,,,8,,,10.0,,745,,,17.0,,96.3,,15.8,True,юго-восточный,7.0,,,,1
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,21.8,,67.8,,,True,южный,7.0,,,,2
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,True,,10.0,,744,,,20.6,,77.8,,,,юго-восточный,9.0,,,,1
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,13.0,,,,,,True,,,,10.0,,744,,,19.5,,79.7,,,,восточный,7.0,,,,2
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,20,,,,,,,,10.0,,744,,,21.3,,61.1,,,,западный,9.0,,,24.6,3
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,True,,,,10.0,,744,,,17.5,,92.1,,,,восточный,10.0,,,,1
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,17.2,,93.3,,,,восточный,9.0,,,,2
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,16.8,,94.4,,,,восточный,10.0,,,,1
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,1,,,,,22,,,10.0,,744,,,18.3,,93.3,,16.5,,юго-восточный,9.0,,,,1
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,21.9,,68.7,,,,западный,9.0,,,,1
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,23.1,,61.9,,,,юго-западный,9.0,,,,2
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,23.6,,60.8,,,,северо-западный,5.0,,,,2
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,743,,,23.3,,55.9,,,,западный,2.0,,,24.8,2
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,20.0,,74.8,,,,восточный,2.0,,,,1
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,17.1,,93.8,,,,,0.0,,,,0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,16.2,,93.2,,,,,4.0,,,,0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,743,,,18.7,,82.2,,15.5,,западный,7.0,,,,2
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,23.0,,66.0,,,,северный,9.0,,,,1
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,23.0,,62.7,,,,южный,10.0,,,,1
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,21.5,,74.1,,,True,северо-восточный,9.0,,,,2
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,27,,,,,,,,10.0,,743,,,18.2,,100.0,,,,,9.0,True,,23.9,0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,17.9,,100.0,,,True,западный,10.0,,,,1
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,15.3,,100.0,,,True,западный,2.0,,,,2
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,14.3,,100.0,,,True,северо-западный,2.0,,,,2
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,0.4,,,,,27,,,10.0,,746,,,15.9,,98.1,,14.2,,северо-западный,7.0,,,,2
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,18.1,,73.5,,,,западный,1.0,,,,3
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,21.3,,50.1,,,,северо-западный,2.0,,,,3
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,23.0,,44.3,,,,западный,2.0,,,,2
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,748,,,22.1,,42.6,,,,северо-западный,2.0,,,23.2,1
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,19.6,,54.6,,,,западный,6.0,,,,2
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,17.4,,66.9,,,,западный,6.0,,,,1
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,15.9,,74.1,,,,западный,10.0,,,,1
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,750,,,15.6,,74.6,,15.4,,северо-западный,9.0,,,,2
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,20.1,,57.3,,,,западный,7.0,,,,2
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,22.4,,42.4,,,,западный,6.0,,,,3
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,24.2,,31.2,,,,западный,2.0,,,,2
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,751,,,21.5,,37.0,,,,западный,6.0,,,24.4,3
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,18.4,,49.0,,,,северо-западный,7.0,,,,2
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,16.6,,60.0,,,,северо-западный,0.0,,,,1
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,14.3,,72.4,,,,,0.0,,,,0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,16.0,,76.1,,13.3,,северо-западный,7.0,,,,2
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,18.3,,61.2,,,,западный,9.0,,,,3
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,21.9,,48.3,,,,западный,7.0,,,,3
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,18.3,,65.4,,,,северо-западный,7.0,True,,,2
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,4,,,,,,,,10.0,,753,,,20.0,,55.8,,,,северо-западный,7.0,,,22.0,2
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.0,,66.0,,,,западный,7.0,,,,1
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,16.4,,88.5,,,,западный,6.0,,,,1
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,14.3,,99.4,,,,,0.0,,,,0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,0,,,,,4,,,10.0,,754,,,16.6,,85.7,,13.9,,северо-западный,0.0,,,,1
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,21.1,,65.6,,,,северо-западный,0.0,,,,1
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,23.9,,49.5,,,,северный,7.0,,,,1
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,25.0,,40.9,,,True,северо-восточный,6.0,,,,1
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,23.6,,43.3,,,,,7.0,,,25.9,0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,20.0,,65.3,,,,,2.0,,,,0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,16.9,,86.3,,,,,5.0,,,,0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,14.9,,100.0,,,,,9.0,,,,0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,754,,,18.4,,80.6,,14.5,,,0.0,,,,0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,23.2,,55.5,,,,юго-западный,0.0,,,,1
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,25.5,,37.4,,,,северный,2.0,,,,2
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,26.5,,39.2,,,,западный,2.0,,,,2
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,25.6,,43.6,,,,северный,7.0,,,27.5,2
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,20.1,,73.9,,,,,9.0,,,,0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,17.2,,91.5,,,,,9.0,,,,0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,17.1,,98.1,,,,,9.0,,,,0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,19.6,,83.9,,16.8,,западный,0.0,,,,2
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,22.8,,60.2,,,,западный,0.0,,,,3
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,25.4,,46.1,,,,западный,2.0,,,,2
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,27.4,,36.9,,,,западный,4.0,,,,2
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,750,,,26.4,,38.4,,,,западный,9.0,,,27.6,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,21.1,,64.7,,,,,7.0,,,,0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.5,,75.5,,,,юго-восточный,4.0,,,,1
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,18.0,,74.0,,,,юго-восточный,9.0,,,,1
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,20.3,,64.5,,17.4,,юго-восточный,9.0,,,,1
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,26.5,,38.7,,,,юго-западный,9.0,,,,3
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,28.0,,37.3,,,,южный,10.0,,,,1
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,19.1,,78.6,,,,западный,7.0,,,,1
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,745,,,19.9,,75.8,,18.1,,западный,2.0,,,,1
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,22.0,,59.3,,,,западный,4.0,,,,3
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,,743,,,21.4,,60.3,,,,западный,6.0,True,,,3
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,True,,10.0,,743,,,19.8,,61.1,,,,южный,7.0,,,,3
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,2,,,,,,,,10.0,,743,,,23.0,,39.5,,,True,западный,6.0,,,24.1,3
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,18.5,,58.0,,,True,юго-западный,2.0,,,,1
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,15.1,,79.6,,,,,0.0,,,,0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,13.0,,96.1,,,,,0.0,,,,0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,0,,,,,2,,,10.0,,745,,,16.7,,74.8,,12.5,,,9.0,,,,0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,19.1,,63.8,,,,юго-восточный,10.0,,,,1
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,20.8,,50.7,,,,южный,10.0,,,,2
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,True,,,,,,,,,10.0,,744,,,17.1,,78.8,,,,юго-восточный,10.0,,,,2
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,4,,,,,,True,,10.0,,743,,,14.2,,99.4,,,,восточный,10.0,,,21.1,2
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,True,,,,,,,,,10.0,,740,,,13.7,,100.0,,,,восточный,10.0,,,,4
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,True,,,,,,,,,10.0,,737,,,14.7,,100.0,,,,восточный,10.0,,,,3
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",True,,,,,,,,,,,,10.0,,735,,,16.7,,100.0,,,,южный,10.0,,,,2
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,16,,,,,20,,,10.0,,736,,,14.6,,96.2,,13.6,,юго-западный,10.0,,,,2
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,11.0,,,,,,,,,,10.0,,738,,,15.0,,91.3,,,,юго-западный,10.0,,,,5
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,11.0,,,,,,,,,,,,742,,,17.7,,68.8,,,,западный,,,,,3
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,,744,,,17.6,,71.5,,,True,западный,7.0,,,,2
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,0.3,,,,,,,,10.0,,745,,,19.3,,57.1,,,,северо-западный,7.0,,,19.8,1
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,True,,,,10.0,,747,,,14.6,,100.0,,,,юго-восточный,10.0,,,,1
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,14.5,,100.0,,,,,9.0,,,,0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,14.4,,100.0,,,,восточный,9.0,,,,1
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,10,,,,,10,True,,10.0,,749,,,14.8,,100.0,,14.2,,западный,10.0,,,,1
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,17.0,,89.7,,,True,северный,7.0,,,,2
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,18.5,,72.7,,,,северо-западный,7.0,,,,2
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,20.4,,51.2,,,,северный,9.0,,,,2
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,6,,,,,,,,10.0,,751,,,21.3,,50.1,,,,северный,4.0,,,21.7,2
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,17.9,,64.0,,,,северо-восточный,0.0,,,,1
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,14.7,,81.7,,,,северный,2.0,,,,1
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,12.9,,94.9,,,,,0.0,,,,0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,0,,,,,6,,,10.0,,753,,,14.3,,81.1,,12.5,,северо-западный,6.0,,,,1
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,19.4,,57.9,,,,северный,6.0,,,,2
