timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Ливневый дождь со снегом
1598454000,"Среда, 26 августа
15:00 (UTC)",,,,,,,,,84.0,,,западный,,,4,,,,,,,,,,,,10,753,,,21.0,,,,,6.0,,
1598464800,"Среда, 26 августа
18:00 (UTC)",,,,,,,,,92.7,,,юго-западный,,,2,,,,,,,,,True,,,8,753,,,18.4,,,,,5.0,,
1598475600,"Среда, 26 августа
21:00 (UTC)",,,,,,,,,93.9,,17.2,юго-западный,,,1,,,,0,,,,0,True,,,6,753,,,17.3,,,,,9.0,,
1598486400,"Четверг, 27 августа
00:00 (UTC)",,,,,,,,,79.7,,,юго-западный,,,2,,,,,,,,,,,,10,754,,,23.1,,,,,9.0,,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,,,51.3,,,юго-восточный,,,1,,,,,,,,,,,,10,753,,,25.7,,,,,9.0,,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,59.9,,,северный,,,1,,,,,,,,,,,,10,753,,,24.6,,,,,9.0,,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,,77.7,,,,,26.9,0,,,,0,,,,,,,,10,753,,,22.6,,,,,9.0,,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,True,,,,83.1,,,юго-восточный,,,2,,,,,,,,,,,,10,752,,,21.6,,,,,10.0,,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,,87.2,,,восточный,,,1,,,,,,,,,,True,,10,751,,,20.3,,,,,10.0,,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,92.2,,,восточный,,,3,,,,,,,,,,True,,8,751,,,19.3,,,,,10.0,,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,93.3,,18.4,северо-восточный,,,5,,,,9,,,,9,,True,,10,749,,,18.6,,,,,10.0,,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,92.2,,,северо-восточный,,,7,,,,,,,,,,True,,8,749,,,18.9,,,,,10.0,,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,12.0,,,,,,,91.6,,,северо-восточный,,,7,,,,,,,,,,True,,8,749,,,18.9,,,,,10.0,,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,12.0,,,,,,,89.8,,,северо-восточный,,,8,,,,,,,,,,True,,10,750,,,18.4,,,,,10.0,,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,12.0,,,,,,,80.0,,,северо-восточный,,19.2,8,,,,6,,,,,,True,,10,751,,,17.8,,,,,10.0,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,18.0,,,True,,,,75.9,,,северо-восточный,,,10,,,,,,,,,,,,10,753,,,17.8,,,,,9.0,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,17.0,,,,,,,72.3,,,северо-восточный,,,11,,,,,,,,,,,,10,754,,,16.3,,True,,,9.0,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,17.0,,,,,,,72.5,,,северо-восточный,,,10,,,,,,,,,,,,10,755,,,14.9,,True,,,9.0,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,16.0,,,,,,,71.8,,13.9,северо-восточный,,,10,,,,менее 0.1,,,,6,,,,10,756,,,14.1,,,,,9.0,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,17.0,,,,,,,71.1,,,северо-восточный,,,10,,,,,,,,,,,,10,757,,,15.1,,,,,9.0,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,17.0,,,,,,,61.8,,,северо-восточный,,,11,,,,,,,,,,,,10,757,,,17.5,,,,,9.0,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,17.0,,,,,,,63.9,,,северо-восточный,,,9,,,,,,,,,,,,10,757,,,17.6,,,,,9.0,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,13.0,,,,,,,67.7,,,северо-восточный,,18.1,6,,,,0,,,,,,,,10,757,,,16.6,,,,,9.0,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,13.0,,,,,,,75.6,,,северо-восточный,,,5,,,,,,,,,,,,10,758,,,15.6,,,,,9.0,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,80.1,,,восточный,,,4,,,,,,,,,,,,10,758,,,14.7,,,,,9.0,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,82.1,,,северо-восточный,,,3,,,,,,,,,,,,10,758,,,13.8,,,,,9.0,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,73.7,,13.4,восточный,,,3,,,,0,,,,0,,,,10,758,,,13.5,,,,,9.0,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,83.0,,12.4,северо-восточный,,,3,,,,,,,,,,True,,9,759,,,12.4,,,,,10.0,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,76.4,,,,,,0,,,,,,,,,,True,,10,759,,,14.5,,,,,10.0,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,66.7,,,северный,,,2,,,,,,,,,,,,10,759,,,16.4,,True,,,10.0,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,71.8,,,северо-восточный,,17.1,2,,,,4,,,,,,,,10,759,,,16.6,,,,,10.0,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,85.5,,,,,,0,,,,,,,,,,,,10,760,,,14.3,,,,,10.0,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,92.4,,,восточный,,,2,,,,,,,,,,,,10,759,,,13.2,,,,,10.0,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,94.2,,,юго-восточный,,,2,,,,,,True,,,,,,1,759,,,11.4,,,,,6.0,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,94.2,,11.0,юго-восточный,,,1,,,,0,,,,4,,,,10,759,,,11.1,,True,,,9.0,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,73.8,,,юго-восточный,,,2,,,,,,,,,,,,10,759,,,14.1,,True,,,10.0,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,65.3,,,юго-восточный,,,3,,,,,,,,,,,,10,758,,,15.9,,,,,10.0,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,60.7,,,юго-восточный,,,3,,,,,,,,,,,,10,756,,,17.9,,,,,10.0,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,75.3,,,юго-восточный,,18.4,1,,,,0,,,,,,,,10,755,,,17.3,,,,,9.0,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,90.7,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,,13.7,,,,,7.0,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,91.8,,,юго-восточный,,,3,,,,,,,,,,,,10,754,,,12.3,,,,,6.0,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,85.3,,,юго-восточный,,,2,,,,,,,,,,,,10,753,,,12.9,,,,,9.0,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,82.0,,11.5,юго-восточный,,,2,,,,0,,,,0,,,,10,752,,,13.3,,,,,7.0,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,74.7,,,южный,,,5,,,,,,,,,,,,10,752,,,16.4,,,,,9.0,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,68.1,,,южный,,,4,,,,,,,,,,,,10,751,,,18.6,,,,,9.0,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,True,,,,71.7,,,южный,,,4,,,,,,,,,,,,10,751,,,18.5,,,,,9.0,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,78.4,,,южный,,19.5,2,,,,менее 0.1,,,,,,,,10,751,,,17.4,,,,,9.0,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,True,,,,85.7,,,юго-восточный,,,2,,,,,,,,,,,,10,750,,,16.7,,,,,10.0,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,92.6,,,южный,,,2,,,,,,,,,,True,,10,750,,,16.9,,,,,10.0,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,93.9,,,южный,,,2,,,,,,,,,,True,,10,750,,,17.4,,,,,10.0,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,93.9,,16.4,южный,,,2,,,,3,,,,3,,True,,4,751,,,17.5,,,,,10.0,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,True,,,,91.6,,,южный,,,3,,,,,,,,,,,,10,752,,,18.5,,,,,10.0,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,82.4,,,южный,,,3,,,,,,,,,,,,10,752,,,20.8,,,,,10.0,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,79.5,,,западный,,,1,,,,,,,,,,,,10,752,,,21.7,,,,,9.0,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,84.6,,,юго-восточный,,22.5,2,,,,0.4,,,,,,,,10,753,,,21.3,,,,,9.0,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,93.9,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,,18.4,,,,,5.0,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,94.4,,,восточный,,,2,,,,,,,,,,,,0,754,,,17.1,,,,True,5.0,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,True,,,,,,94.4,,,северо-восточный,,,2,,,,,,,,,,,,3,754,,,17.2,,,,,9.0,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,95.1,,16.9,восточный,,,1,,,,0,,,,0.4,True,,,10,754,,,17.2,,,,,9.0,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,93.9,,,северо-восточный,,,3,,,,,,,,,,,,10,753,,,19.2,,,,,10.0,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,92.8,,,северный,,,4,,,,,,,,,,True,,9,753,,,19.4,,,,,10.0,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,11.0,,,True,,,,90.0,,,северо-восточный,,,7,,,,,,,,,,,,10,751,,,20.5,,,,,9.0,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,14.0,,,,,,,90.5,,,северо-восточный,,21.0,9,,,,5,,,,,,True,,10,749,,,20.2,,,,,9.0,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,14.0,,,,,,,91.1,,,северо-восточный,,,6,,,,,,,,,,,,10,748,,,19.6,,True,,,9.0,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,87.7,,,северо-восточный,,,5,,,,,,,,,,,,10,746,,,19.9,,,,,7.0,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,78.4,,,восточный,,,5,,,,,,,,,,,,10,746,,,20.8,,,,,2.0,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,84.4,,18.8,восточный,,,2,,,,менее 0.1,,,,5,,,,10,747,,,19.6,,,,,4.0,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,57.2,,,южный,,,5,,,,,,,,,,,,10,749,,,25.6,,,,,2.0,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,44.7,,,южный,,,5,,,,,,,,,,,,10,749,,,27.8,,,,,1.0,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,41.4,,,южный,,,5,,,,,,,,,,,,10,750,,,28.7,,,,,5.0,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,55.0,,,юго-западный,,29.1,2,,,,0,,,,,,,,10,750,,,25.4,,,,,7.0,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,82.7,,,юго-восточный,,,2,,,,,,,,,,,,10,751,,,18.9,,,,,4.0,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,74.2,,,южный,,,3,,,,,,,,,,,,10,752,,,19.2,,,,,4.0,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,70.4,,,юго-восточный,,,2,,,,,,,,,,,,10,752,,,18.9,,,,,2.0,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,69.0,,15.8,южный,,,2,,,,0,,,,0,,,,10,753,,,18.5,,,,,5.0,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,60.0,,,южный,,,4,,,,,,,,,,,,10,754,,,21.8,,,,,0.0,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,48.2,,,юго-западный,,,4,,,,,,,,,,,,10,754,,,25.0,,,,,1.0,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,41.8,,,юго-западный,,,5,,,,,,,,,,,,10,753,,,26.4,,,,,0.0,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,57.2,,,юго-западный,,26.6,3,,,,0,,,,,,,,10,753,,,22.8,,,,,4.0,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,81.0,,,,,,0,,,,,,,,,,,,10,754,,,17.5,,,,,7.0,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,82.4,,,,,,0,,,,,,,,,,,,10,754,,,16.3,,,,,5.0,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,81.4,,,юго-восточный,,,2,,,,,,,,,,,,10,753,,,16.5,,,,,7.0,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,84.0,,15.4,восточный,,,1,,,,0,,,,0,,,,10,754,,,16.0,,,,,9.0,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,63.4,,,южный,,,2,,,,,,,,,,,,10,754,,,22.5,,,,,9.0,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,53.8,,,юго-западный,,,3,,,,,,,,,,,,10,753,,,25.0,,,,,9.0,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,58.5,,,юго-западный,,,3,,,,,,,,,,,,10,753,,,25.2,,,,,9.0,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,63.6,,,юго-западный,,25.8,3,,,,0,,,,,,,,10,753,,,23.8,,,,,9.0,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,81.3,,,южный,,,2,,,,,,,,,,,,10,754,,,19.8,,,,,5.0,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,78.9,,,,,,0,,,,,,,,,,,,10,754,,,17.8,,,,,5.0,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,92.5,,,восточный,,,1,,,,,,,,,True,,,8,754,,,15.0,,,,,4.0,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,94.3,,14.2,,,,0,,,,0,,,,0,True,,,9,754,,,14.7,,,,,9.0,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,73.4,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,,22.7,,,,,7.0,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,56.8,,,северо-восточный,,,2,,,,,,,,,,,,10,754,,,25.8,,,,,4.0,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,65.5,,,северо-восточный,,,1,,,,,,,,,,,,10,753,,,25.0,,,,,9.0,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,75.6,,,северный,,26.6,2,,,,0,,,,,,,,10,753,,,22.1,,,,,9.0,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,85.4,,,северо-восточный,,,3,,,,,,,,,,,,10,753,,,19.2,,,,,9.0,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,86.0,,,северо-восточный,,,3,,,,,,,,,,,,10,752,,,19.8,,,,,10.0,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,87.1,,,северо-восточный,,,4,,,,,,,,,,True,,10,751,,,19.4,,,,,10.0,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,90.4,,17.9,восточный,,,5,,,,3,,,,3,,True,,8,751,,,18.0,,,,,10.0,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,11.0,,,,,,,93.2,,16.6,северо-восточный,,,7,,,,,,,,,,True,,9,750,,,16.9,,,,,10.0,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,13.0,,,,,,,82.8,,,северо-восточный,,,8,,,,,,,,,,,,10,749,,,19.5,,True,,,9.0,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,13.0,,,,,,,81.8,,,северо-восточный,,,10,,,,,,,,,,,,10,747,,,20.0,,True,,,9.0,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,14.0,,,True,,,,89.9,,,северо-восточный,,21.6,7,,,,22,,,,,,,,10,746,,,19.0,,,,,10.0,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,14.0,,,,,,,82.2,,,северо-восточный,,,4,,,,,,,,,,,,10,746,,,19.0,,True,,,10.0,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,86.5,,,северо-восточный,,,5,,,,,,,,,,,,10,746,,,18.7,,,,,10.0,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,90.9,,,северный,,,7,,,,,,,,,,True,,9,746,,,16.7,,,,,10.0,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,11.0,,,,,,,92.6,,15.9,северо-восточный,,,7,,,,4,,,,26,,True,,10,747,,,15.9,,,,,10.0,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,11.0,,,,,,,93.8,,,северный,,,6,,,,,,,,,,True,,10,747,,,16.1,,,,,10.0,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,11.0,,,,,,,92.5,,,северо-восточный,,,8,,,,,,,,,,True,,10,748,,,15.2,,,,,10.0,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,12.0,,,,,,,90.8,,,северо-восточный,,,9,,,,,,,,,,,,10,748,,,15.1,,,,,9.0,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,14.0,,,,,,,89.5,,,северо-восточный,,16.3,9,,,,22,,,,,,,,10,750,,,14.4,,,,,9.0,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,15.0,,,,,,,88.3,,,северо-восточный,,,9,,,,,,,,,,True,,10,751,,,13.9,,,,,10.0,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,14.0,,,,,,,83.8,,,северо-восточный,,,9,,,,,,,,,,,,10,752,,,13.8,,True,,,10.0,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,14.0,,,,,,,85.3,,,северо-восточный,,,8,,,,,,,,,,True,,10,753,,,12.9,,,,,10.0,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,15.0,,,,,,,79.3,,12.9,северо-восточный,,,10,,,,1,,,,24,,,,10,754,,,13.3,,True,,,10.0,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,16.0,,,,,,,75.3,,,северо-восточный,,,12,,,,,,,,,,,,10,755,,,13.8,,True,,,9.0,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,18.0,,,,,,,64.4,,,северо-восточный,,,12,,,,,,,,,,,,10,755,,,15.7,,,,,9.0,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,17.0,,,,,,,61.5,,,северо-восточный,,,11,,,,,,,,,,,,10,755,,,16.2,,,,,9.0,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,16.0,,,,,,,62.2,,,северо-восточный,,16.6,10,,,,0,,,,,,,,10,757,,,15.4,,,,,7.0,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,16.0,,,,,,,64.5,,,северо-восточный,,,11,,,,,,,,,,,,10,758,,,14.2,,,,,6.0,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,14.0,,,,,,,72.6,,,северо-восточный,,,8,,,,,,,,,,,,10,759,,,12.8,,,,,2.0,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,14.0,,,,,,,81.3,,,северо-восточный,,,7,,,,,,,,,,,,10,760,,,11.6,,,,,2.0,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,88.1,,11.1,северо-восточный,,,6,,,,0,,,,0,,,,10,762,,,11.4,,,,,2.0,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,12.0,,,,,,,72.4,,,северо-восточный,,,8,,,,,,,,,,,,10,763,,,14.6,,,,,2.0,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,13.0,,,,,,,59.7,,,северо-восточный,,,7,,,,,,,,,,,,10,764,,,17.1,,,,,4.0,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,13.0,,,,,,,51.3,,,северный,,,6,,,,,,,,,,,,10,764,,,18.1,,,,,0.0,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,61.3,,,северо-восточный,,18.3,2,,,,0,,,,,,,,10,764,,,15.1,,,,,0.0,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,74.9,,,северный,,,1,,,,,,,,,,,,10,765,,,11.5,,,,,0.0,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,90.3,,,западный,,,1,,,,,,,,,,,,10,766,,,8.4,,,,,0.0,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,88.5,,,северо-западный,,,2,,,,,,,,,,,,10,766,,,9.0,,,,,0.0,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,92.8,,7.2,,,,0,,,,0,,,,0,,,,10,766,,,8.2,,,True,,0.0,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,74.5,,,северный,,,2,,,,,,,,,,,,10,767,,,15.5,,,,,0.0,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,55.5,,,северный,,,2,,,,,,,,,,,,10,766,,,19.0,,,,,0.0,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,45.6,,,северный,,,2,,,,,,,,,,,,10,764,,,20.1,,,,,0.0,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,50.1,,,северный,,20.4,2,,,,0,,,,,,,,10,764,,,17.5,,,,,6.0,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,86.3,,,северо-западный,,,1,,,,,,,,,,,,10,764,,,11.5,,,,,9.0,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,86.8,,,северный,,,1,,,,,,,,,,,,10,763,,,10.2,,,,,6.0,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,91.6,,,северо-западный,,,1,,,,,,,,,,,,10,763,,,9.5,,,,,4.0,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,91.6,,9.1,,,,0,,,,0,,,,0,,,,10,763,,,9.8,,,,,9.0,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,85.6,,,северо-восточный,,,1,,,,,,,,,,,,10,762,,,15.5,,,,,9.0,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,67.4,,,северный,,,3,,,,,,,,,,,,10,761,,,19.6,,,,,9.0,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,49.0,,,северо-восточный,,,4,,,,,,,,,,,,10,759,,,21.0,,,,,9.0,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,64.8,,,северо-восточный,,21.4,2,,,,0,,,,,,,,10,759,,,17.7,,,,,9.0,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,72.9,,,северо-восточный,,,3,,,,,,,,,,,,10,759,,,14.5,,,,,9.0,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,82.5,,,северо-восточный,,,3,,,,,,,,,,,,10,758,,,12.7,,,,,9.0,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,85.9,,,северо-восточный,,,2,,,,,,,,,,,,10,757,,,13.0,,,,,9.0,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,90.5,,11.3,северо-восточный,,,2,,,,0,,,,0,,,,10,757,,,11.9,,,,,9.0,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,64.2,,11.1,северо-восточный,,,3,,,,,,,,,,,,10,756,,,17.0,,,,,9.0,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,42.7,,,восточный,,,3,,,,,,,,,,,,10,755,,,19.6,,,,,9.0,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,58.7,,,северный,,,3,,,,,,,,,,,,10,754,,,19.7,,,,,9.0,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,60.7,,,северный,,21.8,2,,,,0,,,,,,,,10,754,,,18.0,,,,,9.0,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,73.4,,,северо-западный,,,1,,,,,,,,,,,,10,754,,,14.6,,,,,6.0,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,88.2,,,западный,,,2,,,,,,,,,,,,10,754,,,12.6,,,,,7.0,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,91.7,,,юго-западный,,,2,,,,,,,,,,,,10,754,,,11.7,,,,,9.0,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,93.0,,11.1,юго-западный,,,2,,,,0,,,,0,,,,10,754,,,12.6,,,,,9.0,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,78.2,,,юго-западный,,,4,,,,,,,,,,,,10,754,,,16.3,,,,,9.0,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,,,,56.3,,,юго-западный,,,4,,,,,,,,,,,,10,754,,,19.3,,,,,9.0,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,True,,,,62.5,,,юго-западный,,,3,,,,,,,,,,,,10,753,,,18.6,,,,,9.0,,
