timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1593982800,"Воскресенье, 5 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,21.9,,87.3,,,,,,северо-западный,,6.0,,,,,2.0
1593993600,"Понедельник, 6 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,19.9,,71.5,,,,,,северо-западный,,6.0,,,,,3.0
1594004400,"Понедельник, 6 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,746,,,19.3,,75.7,,17.7,,,,юго-западный,,9.0,,,,,1.0
1594015200,"Понедельник, 6 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,26.1,,56.9,,,,,,западный,,6.0,,,,,1.0
1594026000,"Понедельник, 6 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,27.5,,52.1,,,,,,северо-западный,,5.0,,,,,3.0
1594036800,"Понедельник, 6 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,30.6,,46.4,,,,,,северный,,2.0,,,,,1.0
1594047600,"Понедельник, 6 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,745,,,30.2,,44.3,,,,,,северо-западный,,0.0,,,,5.2,3.0
1594058400,"Понедельник, 6 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,24.8,,74.7,,,,,,северо-западный,,0.0,,,,,1.0
1594069200,"Понедельник, 6 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,20.6,,90.0,,,,,,северо-западный,,0.0,,,,,1.0
1594080000,"Вторник, 7 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,18.9,,92.2,,,,,,северо-западный,,9.0,,,,,1.0
1594090800,"Вторник, 7 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,745,,,20.0,,87.7,,18.8,,,,северо-западный,,0.0,,,,,1.0
1594101600,"Вторник, 7 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,28.5,,54.3,,,,,,северо-восточный,,2.0,,,,,1.0
1594112400,"Вторник, 7 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,33.7,,28.2,,,,,,южный,,2.0,,,,,2.0
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,36.5,,22.5,,,,,,юго-восточный,,4.0,,,,,2.0
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,742,,,36.0,,21.3,,,,,,юго-восточный,,7.0,,,,37.1,3.0
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,30.0,,35.7,,,,,,восточный,,7.0,,,,,4.0
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,28.8,,30.0,,,,,,юго-восточный,,7.0,,,,,4.0
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,742,,,26.0,,33.0,,,,,,юго-восточный,,4.0,,,,,4.0
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,742,,,26.1,,35.6,,23.6,,,,юго-восточный,,7.0,,,,,3.0
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,31.5,,33.7,,,,,,юго-восточный,,7.0,,,,,5.0
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,742,,,36.7,,17.6,,,,,,юго-восточный,,7.0,,,,,7.0
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,742,,,37.5,,15.5,,,,,,юго-восточный,,9.0,,,,,9.0
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,14.0,,,0,,,,,,,,,,10,,741,,,33.0,,28.2,,,,,,юго-восточный,,9.0,,,,37.6,4.0
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,27.3,,42.3,,,,,,восточный,,9.0,,,,,2.0
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,22.7,,65.1,,,,,,северный,,9.0,,,,,1.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,21.9,,79.5,,,,,,западный,,9.0,,,,,4.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,14.0,,,0,,,0,,,,,,,10,,744,,,20.3,,72.5,,20.2,,,,северо-западный,,10.0,,,,,3.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,22.2,,65.8,,19.8,,,,западный,,7.0,,,,,3.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,20.5,,78.8,,,,,,западный,,10.0,,,,,5.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,True,,,,,,,,10,,748,,,18.5,,80.6,,,,,,западный,,10.0,,,,,5.0
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,10.0,,,0.6,,,,,,,,,,10,,748,,,19.9,,67.9,,,,,,северо-западный,,7.0,,,,23.4,5.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,15.6,,81.8,,,,,,западный,,4.0,,,,,2.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,11.9,,91.1,,,,,,,,4.0,,,,,0.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,10.6,,98.7,,,,,True,,,4.0,,,,,0.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,0,,,0.6,,,,,,,10,,752,,,12.8,,79.8,,9.6,,,,,,2.0,,,,,0.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,19.8,,61.1,,,,,,северо-западный,,2.0,,,,,2.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,24.0,,44.0,,,,,,северо-западный,,7.0,,,,,5.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,752,,,24.3,,40.1,,,,,,северо-западный,,6.0,,,,,5.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,753,,,23.6,,39.1,,,,,,северо-западный,,4.0,,,,25.1,5.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,17.3,,63.0,,,,,,северо-западный,,0.0,,,,,2.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,12.5,,90.6,,,,,,,,0.0,,,,,0.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,9.3,,92.8,,,,,,,,0.0,,,,,0.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,755,,,11.7,,92.3,,8.5,,,,,,0.0,,,,,0.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,22.0,,48.0,,,,,,северный,,0.0,,,,,2.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,25.0,,31.8,,,,,,северо-западный,,2.0,,,,,4.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,26.8,,29.6,,,,,,северный,,0.0,,,,,3.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,753,,,26.0,,33.7,,,,,,северный,,0.0,,,,27.0,4.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,18.1,,67.5,,,,,,северный,,2.0,,,,,1.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,13.1,,84.8,,,,,,,,2.0,,,,,0.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,11.2,,90.5,,,,,,северный,,2.0,,,,,1.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,13.3,,90.0,,8.9,,,,,,0.0,,,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,24.4,,50.3,,,,,,северо-восточный,,0.0,,,,,2.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,27.2,,37.1,,,,,,восточный,,0.0,,,,,2.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,29.6,,35.4,,,,,,северо-восточный,,0.0,,,,,2.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,748,,,28.7,,33.5,,,,,,северо-восточный,,0.0,,,,30.0,2.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,22.4,,56.7,,,,,,,,0.0,,,,,0.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,14.6,,86.7,,,,,,северный,,0.0,,,,,1.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,14.2,,89.5,,,,,,северо-западный,,4.0,,,,,2.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,746,,,15.9,,90.2,,13.9,,,,северо-западный,,7.0,,,,,2.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,19.6,,81.8,,,,,,северный,,10.0,,,,,2.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,24.1,,69.6,,,,True,,северный,,9.0,,,,,2.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,29.1,,50.2,,,,True,,северный,,7.0,,,,,3.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,0.3,,,,,,,,,,10,,743,,,28.9,,55.1,,,,,,северо-западный,,7.0,,,,30.1,4.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,743,,,23.2,,73.9,,,,,,северо-западный,,7.0,,,,,3.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,20.9,,85.6,,,,,,северный,,10.0,,,,,2.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,19.0,,91.0,,,,,,северный,,9.0,,,,,3.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,0,,,0.3,,,,,,,3,,741,,,19.1,,89.9,,18.2,,,,,,1.0,,,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,740,,,25.3,,59.7,,,,,,северо-восточный,,7.0,,,,,3.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,739,,,31.8,,42.0,,,,,,восточный,,9.0,,,,,4.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,739,,,28.4,,46.7,,,,,,южный,,10.0,,,,,9.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,14.0,,,0.7,,,,,,,,,,10,,739,,,22.5,,76.7,,,,True,,юго-восточный,,9.0,,,,33.5,6.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,12.0,,,,,,,True,,,,,,10,,740,,,21.4,,80.5,,,,,,юго-восточный,,6.0,,,,,4.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,741,,,20.0,,82.9,,,,,,юго-восточный,,4.0,,,,,3.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,742,,,16.5,,86.3,,,,,,юго-восточный,,4.0,,,,,3.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,0,,,0.7,,,,,,,10,,742,,,16.6,,83.0,,16.0,,,,юго-восточный,,7.0,,,,,4.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,742,,,20.1,,63.2,,,,,,южный,,7.0,,,,,7.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,743,,,19.2,,66.4,,,,,,южный,,10.0,,,,,8.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,744,,,19.2,,62.2,,,,True,,южный,,9.0,,,,,8.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,14.0,,,2,,,,,,,,,,10,,745,,,19.5,,53.4,,,,,,юго-западный,,9.0,,,,20.9,8.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,745,,,17.6,,56.3,,,,,,южный,,2.0,,,,,4.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,16.6,,58.4,,,,,,южный,,5.0,,,,,5.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,13.1,,72.1,,,,,,южный,,2.0,,,,,3.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,0,,,2,,,,,,,10,,746,,,13.2,,75.7,,10.8,,,,южный,,2.0,,,,,4.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,747,,,15.1,,73.5,,,,,,юго-западный,,10.0,,,,,5.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,747,,,18.0,,59.1,,,,,,южный,,9.0,,,,,6.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10,,747,,,19.3,,54.8,,,,,,юго-западный,,7.0,,,,,6.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10,,747,,,20.0,,50.8,,21.5,,,,западный,,9.0,,,,,5.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,17.2,,69.2,,,,,,юго-восточный,,9.0,,,,,2.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,16.6,,64.6,,,,,,юго-западный,,9.0,,,,,3.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,14.7,,79.0,,,,,,юго-западный,,9.0,,,,,1.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,14.2,,83.2,,12.1,,,,юго-восточный,,4.0,,,,,1.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,19.0,,60.9,,,,,,южный,,9.0,,,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,21.1,,52.5,,,,,,юго-западный,,9.0,,,,,4.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,23.1,,40.6,,,,,,юго-западный,,9.0,,,,,5.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,23.0,,43.1,,,,,,западный,,9.0,,,,24.1,3.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,19.1,,60.2,,,,,,северо-западный,,7.0,,,,,1.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,13.4,,83.7,,,,,,северо-западный,,7.0,,,,,2.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,13.3,,94.3,,,,,,,,7.0,,,,,0.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,751,,,13.5,,93.1,,12.1,,,,,,9.0,,,,,0.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,19.5,,62.3,,,,,,северный,,10.0,,,,,1.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,22.6,,53.9,,,,,,северо-западный,,10.0,,,,,2.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,23.2,,46.8,,,,,,северо-западный,,9.0,,,,,4.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,,21.3,,58.0,,,,,,северный,,10.0,,,,24.0,3.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,17.9,,74.5,,,,,,северо-западный,,9.0,,,,,2.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,14.3,,89.5,,,,,,западный,,10.0,,,,,1.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,14.1,,91.9,,,,,,северо-западный,,10.0,,,,,1.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,751,,,13.1,,95.5,,13.0,,,,северо-западный,,7.0,,,,,1.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,20.8,,59.8,,,,,,северо-западный,,5.0,,,,,4.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,23.0,,50.2,,,,,,северо-западный,,7.0,,,,,3.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,22.1,,57.0,,,,,,северный,,9.0,,,,,3.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,23.8,,47.9,,,,,,северный,,6.0,,,,24.4,4.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,17.5,,65.2,,,,,,западный,,2.0,,,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,13.4,,90.0,,,,,,,,0.0,,,,,0.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,10.9,,93.5,,,,,,,,0.0,,,,,0.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,13.6,,90.6,,10.7,,,,,,0.0,,,,,0.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,22.3,,53.1,,,,,,юго-западный,,2.0,,,,,4.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,25.4,,37.1,,,,,,западный,,7.0,,,,,6.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,747,,,27.4,,30.4,,,,,,западный,,7.0,,,,,6.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,746,,,26.1,,37.8,,,,,,западный,,6.0,,,,27.7,4.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,746,,,20.3,,49.5,,,,,,западный,,2.0,,,,,1.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,15.3,,80.7,,,,,,юго-восточный,,0.0,,,,,1.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,13.0,,87.1,,,,,,восточный,,0.0,,,,,1.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,745,,,14.8,,84.4,,,,,,,,2.0,,,,11.0,0.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,23.1,,53.0,,,,,,западный,,4.0,,,,,5.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,744,,,26.3,,38.3,,,,,,западный,,7.0,,,,,5.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,743,,,27.0,,32.2,,,,,,западный,,7.0,,,,,7.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,11.0,,,менее 0.1,,True,,,,,,,,10,,744,,,21.1,,60.6,,,,,,северный,,9.0,,,,27.5,4.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,17.9,,80.0,,,,True,,,,9.0,,,,,0.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,14.6,,93.1,,,,,,юго-восточный,,6.0,,,,,1.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,14.1,,93.1,,,,,,юго-восточный,,4.0,,,,,2.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,0,,,менее 0.1,,,,,,,10,,744,,,15.2,,87.8,,13.4,,,,юго-восточный,,6.0,,,,,2.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,22.0,,61.6,,,,,,юго-западный,,9.0,,,,,3.0
1595408400,"Среда, 22 июля
09:00 (UTC)",True,,,,,,,,,,,,,,,,10,,744,,,19.6,,72.4,,,,,,западный,,9.0,,,,,4.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,743,,,26.2,,41.8,,,,True,,западный,,7.0,,,,,6.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,13.0,,,менее 0.1,,,,,,,,,,10,,743,,,23.2,,56.9,,,,,,западный,,6.0,,,,26.2,4.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,18.2,,71.7,,,,,,,,6.0,,,,,0.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,744,,,19.0,,70.0,,,,,,западный,,7.0,,,,,2.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,15.8,,78.1,,,,,,северо-западный,,7.0,,,,,3.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,0,,,менее 0.1,,,,,,,10,,745,,,14.3,,82.2,,13.1,,,,западный,,2.0,,,,,3.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,745,,,19.2,,59.8,,,,,,западный,,0.0,,,,,4.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,746,,,20.2,,41.7,,,,,,западный,,6.0,,,,,7.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10,,746,,,21.5,,40.2,,,,,,западный,,7.0,,,,,6.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,13.0,,,0,,,,,,,,,,10,,746,,,22.3,,40.1,,,,,,северо-западный,,6.0,,,,23.1,5.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,15.0,,65.1,,,,,,северо-западный,,2.0,,,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,11.2,,81.2,,,,,,,,2.0,,,,,0.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,8.4,,94.7,,,,,,,,5.0,,,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,11.4,,87.5,,7.8,,,,,,5.0,,,,,0.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,19.3,,54.1,,,,,,,,6.0,,,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,22.0,,35.9,,,,,,западный,,6.0,,,,,2.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,23.5,,31.2,,,,,,северо-западный,,6.0,,,,,4.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,20.4,,42.1,,,,,,западный,,9.0,,,,23.7,7.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,15.9,,73.1,,,,,,,,9.0,,,,,0.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,12.5,,93.6,,,,,,,,2.0,,,,,0.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,9.0,,97.3,,,,,,,,2.0,,,,,0.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,10.0,,90.4,,7.8,,,,,,0.0,,,,,0.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,18.3,,60.4,,,,,,северо-западный,,2.0,,,,,3.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,22.2,,36.2,,,,,,северо-западный,,7.0,,,,,2.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,23.4,,30.5,,,,,,западный,,7.0,,,,,3.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,22.9,,30.8,,,,,,северный,,2.0,,,,24.7,2.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,16.3,,54.1,,,,,,,,5.0,,,,,0.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,10.5,,74.7,,,,,,,,5.0,,,,,0.0
