timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Метель низовая (слабая или умеренная),"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1594317600,"Четверг, 9 июля
18:00 (UTC)",,8,,,,,,,,67.7,,,,южный,,,,2,,,,,,,,,,,10.0,744,,,,21.2,,,True,6.0,
1594328400,"Четверг, 9 июля
21:00 (UTC)",True,6,,,,,,,,73.1,,,,северо-западный,,,,3,,,,,,,,,,,10.0,744,,,,21.0,,,,7.0,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,10,,,,,,,,84.9,,,,северный,,,,3,,,,,,,,True,,,10.0,745,,,,19.1,,,,7.0,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,6,,,,,,,,85.4,,,18.9,северный,,,,4,,,,0.8,,,0.8,,,,10.0,745,,,,19.1,,,True,7.0,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,11,,,,,,,,86.4,,,17.5,западный,,,,5,,,,,,,,True,,,10.0,747,,,,17.5,,,,10.0,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,8,,,,,,,,86.8,,,,северо-западный,,,,5,,,,,,,,True,,,10.0,748,,,,16.4,,,,10.0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,9,,,,,,,,77.8,,,,северный,,,,5,,,,,,,,,,,10.0,749,,,,17.1,,,True,9.0,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,9,,,,,,,,71.8,,,,северный,,,19.6,2,,,,7,,,,,,,10.0,749,,,,18.8,,,,6.0,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,4,,,,,,,,77.6,,,,северный,,,,2,,,,,,,,,,,10.0,750,,,,15.5,,,,0.0,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,3,,,,,,,,78.0,,,,северо-западный,,,,1,,,,,,,,,,,10.0,750,,,,15.1,,,,0.0,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,3,,,,,,,,81.1,,,,северо-западный,,,,2,,,,,,,,,,,10.0,751,,,,14.2,,,,2.0,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,3,,,,,,,,72.3,,,13.6,,,,,0,,,,0,,,7,,,,10.0,751,,,,19.1,,,,2.0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,4,,,,,,,,48.4,,,,северный,,,,3,,,,,,,,,,,10.0,752,,,,22.2,,,,2.0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,6,,,,,,,,42.0,,,,северо-западный,,,,2,,,,,,,,,,,10.0,752,,,,23.2,,,,4.0,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,7,,,,,,,,35.9,,,,западный,,,,3,,,,,,,,,,,10.0,751,,,,24.6,,,,4.0,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,6,,,,,,,,51.5,,,,западный,,,24.6,2,,,,0,,,,,,,10.0,751,,,,21.5,,,,6.0,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,4,,,,,,,,57.3,,,,юго-западный,,,,2,,,,,,,,,,,10.0,751,,,,18.5,,,,0.0,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,3,,,,,,,,69.8,,,,юго-западный,,,,2,,,,,,,,,,,10.0,750,,,,16.0,,,,0.0,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,3,,,,,,,,71.9,,,,юго-западный,,,,2,,,,,,,,,,,10.0,750,,,,14.5,,,,0.0,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,3,,,,,,,,66.7,,,13.6,южный,,,,2,,,,0,,,0,,,,10.0,751,,,,18.4,,,,0.0,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,5,,,,,,,,49.4,,,,юго-западный,,,,3,,,,,,,,,,,10.0,750,,,,23.7,,,,0.0,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,6,,,,,,,,41.7,,,,западный,,,,1,,,,,,,,,,,10.0,750,,,,26.0,,,,0.0,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,5,,,,,,,,38.9,,,,юго-западный,,,,2,,,,,,,,,,,10.0,749,,,,27.2,,,,0.0,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,4,,,,,,,,38.7,,,,северо-восточный,,,27.7,1,,,,0,,,,,,,10.0,747,,,,26.7,,,,0.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,3,,,,,,,,53.6,,,,южный,,,,1,,,,,,,,,,,10.0,748,,,,22.8,,,,0.0,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,3,,,,,,,,66.3,,,,южный,,,,2,,,,,,,,,,,10.0,747,,,,18.7,,,,0.0,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,3,,,,,,,,66.5,,,,северо-восточный,,,,1,,,,,,,,,,,10.0,746,,,,17.3,,,,0.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,3,,,,,,,,65.0,,,16.4,восточный,,,,2,,,,0,,,0,,,,10.0,746,,,,20.5,,,,2.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,6,,,,,,,,52.1,,,,восточный,,,,4,,,,,,,,,,,10.0,746,,,,24.9,,,,6.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,9,,,,,,,,60.8,,,,восточный,,True,,5,,,,,,,,,,,10.0,745,,,,23.7,,,,7.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,9,,,,,,,,54.4,,,,восточный,,,,4,,,,,,,,,,,10.0,744,,,,27.5,,,True,6.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,8,,,,,,,,52.3,,,,восточный,,,29.1,4,,,,0.6,,,,,,,10.0,744,,,,28.2,,,,6.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,7,,,,,,,,70.0,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,743,,,,23.8,,,,7.0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,10,,,,,,,,74.8,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,742,,,,22.7,,,,6.0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,5,,,,,,,,80.4,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,742,,,,20.8,,,,7.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,5,,,,,,,,74.2,,,19.2,южный,,,,3,,,,0,,,0.6,,,,10.0,743,,,,21.9,,,,7.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,5,,,,,,,,48.2,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,743,,,,28.4,,,,7.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,10,,,,,,,,36.5,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,742,,,,31.1,,,,7.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,12,,,,,,,,30.5,,,,юго-восточный,,,,6,,,,,,,,,,,10.0,742,,,,34.3,,,,7.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,11,,,,,,,,43.9,,,,юго-восточный,,,34.6,3,,,,0,,,,,,,10.0,742,,,,30.8,,,,7.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,7,,,,,,,,51.9,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,741,,,,25.7,,,,7.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,7,,,,,,,,47.9,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,742,,,,26.1,,,,7.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,7,,,,,,,,53.5,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,742,,,,23.9,,,,7.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,7,,,,,,,,61.2,,,22.5,южный,,,,2,,,,0,,,0,,,,10.0,742,,,,23.5,,,,6.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,7,,,,,,,,61.5,,,,южный,,,,3,,,,,,,,,,,10.0,742,,,,24.7,,,,7.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,7,,,,,,,,49.0,,,,южный,,,,4,,,,,,,,,,,10.0,742,,,,28.0,,,,7.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,8,,,,,,,,38.0,,,,южный,,,,5,,,,,,,,,,,10.0,742,,,,29.5,,,,7.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,15,,,,,,,True,73.2,,,,юго-западный,,,29.6,2,,,,менее 0.1,,,,,,,10.0,742,,,,21.3,,,,7.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,5,,,,,,,,74.5,,,,юго-восточный,,,,2,,,,,,,,,,,10.0,742,,,,21.0,,,True,7.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,6,,,,,,,,67.5,,,,юго-западный,,,,3,,,,,,,,,,,10.0,743,,,,18.2,,,,2.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,5,,,,,,,,78.5,,,,юго-западный,,,,3,,,,,,,,,,,10.0,744,,,,14.6,,,,2.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,6,,,,,,,,71.4,,,14.0,южный,,,,3,,,,0,,,0,,,,10.0,745,,,,16.9,,,,0.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,9,,,,,,,,42.9,,,,юго-западный,,,,5,,,,,,,,,,,10.0,744,,,,22.3,,,,2.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,11,,,,,,,,32.7,,,,юго-западный,,,,7,,,,,,,,,,,10.0,744,,,,24.9,,,,6.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,12,,,,,,,,31.4,,,,юго-западный,,,,4,,,,,,,,,,,10.0,744,,,,25.8,,,,7.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,10,,,,,,,,37.5,,,,юго-западный,,,25.9,3,,,,0,,,,,,,10.0,744,,,,24.2,,,,6.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,8,,,,,,,,55.3,,,,западный,,,,5,,,,,,,,,,,10.0,744,,,,19.5,,,,6.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,8,,,,,,,,70.6,,,,юго-западный,,,,2,,,,,,,,,,,10.0,744,,,,14.9,,,,6.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,4,,,,,,,,80.5,,,,юго-западный,,,,4,,,,,,,,,,,10.0,744,,,,13.7,,,,7.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,6,,,,,,,,74.6,,,12.9,юго-западный,,,,4,,,,0,,,0,,,,10.0,744,,,,15.8,,,,7.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,8,,,,,,,,58.0,,,,юго-западный,,,,5,,,,,,,,,,,10.0,745,,,,19.8,,,,7.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,9,,,,,,,,54.7,,,,западный,,,,5,,,,,,,,,,,10.0,745,,,,20.2,,,,7.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,8,,,,,,,,57.3,,,,западный,,,,4,,,,,,,,,,,10.0,746,,,,20.2,,,,9.0,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,7,,,,,,,,61.1,,,,юго-западный,,,21.4,3,,,,0,,,,,,,10.0,746,,,,19.8,,,,9.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,5,,,,,,,,75.2,,,,юго-западный,,,,3,,,,,,,,,,,10.0,746,,,,16.4,,,,7.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,4,,,,,,,,83.7,,,,западный,,,,2,,,,,,,,,,,10.0,746,,,,13.6,,,,0.0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,3,,,,,,,,84.8,,,,западный,,,,3,,,,,,,,,,,10.0,746,,,,13.3,,,,6.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,3,,,,,,,,77.9,,,13.0,западный,,,,1,,,,0,,,0,,,,10.0,747,,,,17.6,,,,6.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,3,,,,,,,,65.7,,,,юго-западный,,,,2,,,,,,,,,,,10.0,747,,,,19.8,,,,7.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,5,,,,,,,,60.5,,,,северо-западный,,,,2,,,,,,,,,,,10.0,747,,,,20.7,,,,7.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,6,,,,,,,,42.1,,,,северо-западный,,,,3,,,,,,,,,,,10.0,746,,,,23.5,,,,6.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,6,,,,,,,,55.7,,,,северо-западный,,,24.3,3,,,,0,,,,,,,10.0,746,,,,21.1,,,,6.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,6,,,,,,,,74.0,,,,северный,,,,2,,,,,,,,,,,10.0,746,,,,18.1,,,,7.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,4,,,,,,,,79.7,,,,северо-западный,,,,2,,,,,,,,,,,10.0,746,,,,16.2,,,,4.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,3,,,,,,,,81.9,,,,северный,,,,2,,,,,,,,,,,10.0,745,,,,16.5,,,,6.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,5,,,,,,,,75.4,,,15.8,северо-западный,,,,3,,,,0,,,0,,,,10.0,745,,,,17.8,,,,6.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,6,,,,,,,,72.0,,,,северный,,,,4,,,,,,,,,,,10.0,745,,,,19.8,,,,9.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,6,,,,,,,,70.1,,,,северо-западный,,,,3,,,,,,,,,,,10.0,744,,,,22.0,,,True,7.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",True,7,,,,,,,,82.2,,,,западный,,,,3,,,,,,,,,,,10.0,744,,,,18.5,,,,7.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,6,,,,,,,,67.0,,,,северо-западный,,,23.5,2,,,,3,,,,,,,10.0,744,,,,22.0,,,True,7.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,6,,,,,,,,81.0,,,,северо-западный,,,,3,,,,,,,,,,,10.0,744,,,,17.7,,,True,7.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,5,,,,,,,,89.1,,,,северо-западный,,,,2,,,,,,,,,,,10.0,743,,,,16.6,,,,2.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,6,,,,,,,,89.2,,,,северо-западный,,,,2,,,,,,,,,,,10.0,743,,,,17.4,,,,7.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,7,,,,,,,,88.0,,,16.1,западный,,,,3,,,,менее 0.1,,,3,,,,10.0,742,,,,16.9,,,,10.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,6,,,,,,,,90.3,,,,западный,,,,4,,,,,,,,,,,4.0,742,True,,,16.8,,,,10.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,7,,,,,,,,81.2,,,,западный,,,,4,,,,,,,,,,,10.0,742,,,,18.9,,,True,9.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,6,,,,,,,,69.9,,,,юго-западный,,,,3,,,,,,,,,,,10.0,742,,,,21.2,,,True,7.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,8,,,,,,,,69.4,,,,юго-западный,,,22.1,5,,,,5,,,,,,,10.0,741,,,,20.6,,,True,4.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,6,,,,,,,,86.3,,,,юго-западный,,,,3,,,,,,True,,,,,10.0,741,,,,16.6,,,,6.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,5,,,,,,,,90.2,,,,юго-западный,,,,4,,,,,,,,,,,10.0,741,,,,15.9,,,,7.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,5,,,,,,,,89.7,,,,южный,,,,3,,,,,,,,True,,,10.0,740,,,,16.3,,,,7.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,5,True,,,,,,,91.4,,,15.2,южный,,,,3,,,,6,,,11,,,,10.0,740,,,,15.9,,,,10.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,6,,,,True,,,,86.4,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,740,,,,18.1,,,,9.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",True,10,,,,,,,,81.7,,,,юго-западный,,,,3,,,,,,,,,,,10.0,739,,,,18.7,,,,9.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",True,12,,,,,,,,71.5,,,,южный,,,,6,,,,,,,,,,,10.0,739,,,,19.7,,,,9.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,10,,,,,,,,71.8,,,,южный,,,22.9,3,,,,5,,,,,,,10.0,739,,,,18.9,,,True,7.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,7,,,,,,,,82.5,,,,южный,,,,3,,,,,,,,,,,10.0,740,,,,17.1,,,True,9.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,7,,,,True,,,,82.4,,,,южный,,,,4,,,,,,,,,,,10.0,739,,,,16.4,,,,7.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,6,,,,True,,,,88.5,,,,южный,,,,3,,,,,,,,,,,10.0,739,,,,16.3,,,,9.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,6,,,,,,,,86.9,,,16.2,юго-западный,,,,4,,,,0.4,,,6,,,,10.0,739,,,,17.0,,,,7.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,5,,,,True,,,,80.6,,,,юго-западный,,,,3,,,,,,,,,,,10.0,740,,,,18.4,,,,7.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,6,,,,,,,,65.1,,,,западный,,,,3,,,,,,,,,,,10.0,740,,,,21.2,,,,6.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,7,,,,,,,,52.7,,,,западный,,,,2,,,,,,,,,,,10.0,740,,,,23.4,,,,6.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",,5,,,,,,,,54.0,,,,юго-западный,,,23.7,2,,,,менее 0.1,,,,,,,10.0,739,,,,23.0,,,,6.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,4,,,,,,,,72.2,,,,юго-восточный,,,,2,,,,,,,,,,,10.0,739,,,,18.5,,,,6.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,4,,,,,,,,77.8,,,,южный,,,,3,,,,,,,,,,,10.0,739,,,,17.1,,,,4.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,3,,,,,,,,84.6,,,,западный,,,,1,,,,,,,,,,,10.0,739,,,,16.1,,,,4.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,3,,,,,,,,80.5,,,14.7,юго-западный,,,,2,,,,0,,,менее 0.1,,,,10.0,739,,,,17.6,,,,4.0,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,4,,,,,,,,70.1,,,,западный,,,,2,,,,,,,,,,,10.0,739,,,,19.9,,,,7.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,8,,,,,,,,63.2,,,,западный,,,,5,,,,,,,,,,,10.0,739,,,,21.6,,,,6.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,8,,,,,,,,59.2,,,,северо-западный,,,,4,,,,,,,,,,,10.0,739,,,,21.5,,,,6.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,11,,,,,,,,61.5,,,,западный,,,22.8,4,,,,0,,,,,,,10.0,740,,,,19.7,,,,6.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,10,,,,,,,,85.5,,,,западный,,,,1,,,,,,,,,,,10.0,741,,,,14.6,,,,6.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,4,,,,,,,,86.0,,,,западный,,,,3,,,,,,,,,,,10.0,741,,,,14.2,,,,4.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,5,,,,,,,,82.6,,,,западный,,,,2,,,,,,,,,,,10.0,742,,,,13.7,,,,2.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,5,,,,,,,,80.1,,,12.8,западный,,,,3,,,,0,,,0,,,,10.0,743,,,,15.0,,,,2.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,8,,,,,,,,62.0,,,,северо-западный,,,,5,,,,,,,,,,,10.0,744,,,,18.5,,,,4.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,9,,,,,,,,52.2,,,,западный,,,,5,,,,,,,,,,,10.0,744,,,,20.3,,,,4.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,9,,,,,,,,40.4,,,,западный,,,,5,,,,,,,,,,,10.0,745,,,,21.3,,,,2.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,8,,,,,,,,40.6,,,,северо-западный,,,21.4,4,,,,0,,,,,,,10.0,745,,,,20.3,,,,2.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,7,,,,,,,,66.6,,,,западный,,,,3,,,,,,,,,,,10.0,746,,,,13.9,,,,2.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,3,,,,,,,,69.0,,,,западный,,,,2,,,,,,,,,,,10.0,746,,,,14.0,,,,7.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,3,,,,,,,,77.0,,,,северо-западный,,,,2,,,,,,,,,,,10.0,747,,,,14.9,,,,7.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,3,,,,,,,,63.8,,,13.3,северо-западный,,,,2,,,,0,,,0,,,,10.0,747,,,,17.1,,,,6.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,5,,,,,,,,45.5,,,,северный,,,,3,,,,,,,,,,,10.0,748,,,,20.7,,,,2.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,8,,,,,,,,41.7,,,,западный,,,,4,,,,,,,,,,,10.0,748,,,,20.9,,,,6.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,8,,,,,,,,44.8,,,,северо-западный,,,,4,,,,,,,,,,,10.0,748,,,,21.7,,,,6.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,7,,,,,,,,50.4,,,,северный,,,22.1,2,,,,0,,,,,,,10.0,748,,,,20.0,,,,4.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,4,,,,,,,,64.0,,,,северо-западный,,,,2,,,,,,,,,,,10.0,749,,,,15.8,,,,2.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,3,,,,,,,,77.6,,,,западный,,,,2,,,,,,,,,,,10.0,749,,,,12.6,,,,0.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,3,,,,,,,,80.9,,,,западный,,,,2,,,,,,,,,,,10.0,749,,,,13.2,,,,0.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,4,,,,,,,,82.8,,,12.1,северо-западный,,,,2,,,,0,,,0,,,,10.0,750,,,,14.9,,,,4.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,5,,,,,,,,69.2,,,,западный,,,,2,,,,,,,,,,,10.0,750,,,,17.3,,,,7.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,9,,,,,,,,49.0,,,,западный,,,,4,,,,,,,,,,,10.0,750,,,,21.0,,,,7.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,9,,,,True,,,,49.1,,,,западный,,,,4,,,,,,,,,,,10.0,750,,,,21.3,,,,9.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,8,,,,True,,,,71.2,,,,северо-западный,,,22.3,2,,,,0.3,,,,,,,10.0,750,,,,18.0,,,,9.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,7,,,,,,,,60.7,,,,северо-западный,,,,3,,,,,,,,,,,10.0,750,,,,18.0,,,True,9.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,6,,,,,,,,71.8,,,,северо-западный,,,,3,,,,,,,,,,,10.0,750,,,,16.3,,,,7.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,5,,,,,,,,81.1,,,,северо-западный,,,,1,,,,,,,,,,,10.0,750,,,,14.7,,,,7.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,3,,,,,,,,76.3,,,14.0,северо-западный,,,,2,,,,0,,,0.3,,,,10.0,751,,,,16.9,,,,7.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,5,,,,,,,,64.6,,,,северный,,,,3,,,,,,,,,,,10.0,751,,,,20.6,,,,4.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,5,,,,,,,,49.7,,,,северный,,,,2,,,,,,,,,,,10.0,751,,,,23.6,,,,6.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,6,,,,,,,,45.6,,,,северо-западный,,,,2,,,,,,,,,,,10.0,750,,,,24.5,,,,7.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,6,,,,,,,,54.1,,,,северный,,,25.0,2,,,,менее 0.1,,,,,,,10.0,750,,,,23.4,,,,6.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,3,,,,,,,,67.8,,,,северо-западный,,,,2,,,,,,,,,,,10.0,750,,,,19.4,,,,2.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,2,,,,,,,,79.4,,,,северо-западный,,,,2,,,,,,,,,,,10.0,750,,,,17.1,,,,0.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,2,,,,,,,,87.9,,,,северо-западный,,,,2,,,,,,,,,,,10.0,751,,,,15.4,,,,2.0,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,2,,,,,,,,76.6,,,15.4,северо-западный,,,,1,,,,0,,,0,,,,10.0,751,,,,19.2,,,,2.0,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,3,,,,,,,,49.2,,,,северо-западный,,,,1,,,,,,,,,,,10.0,751,,,,23.9,,,,2.0,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,6,,,,,,,,42.4,,,,северо-западный,,,,2,,,,,,,,,,,10.0,750,,,,24.5,,,,4.0,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,6,,,,,,,,44.5,,,,западный,,,,3,,,,,,,,,,,10.0,750,,,,24.7,,,,4.0,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,6,,,,,,,,47.1,,,,западный,,,26.0,2,,,,0,,,,,,,10.0,749,,,,24.4,,,,4.0,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,4,,,,,,,,65.5,,,,северо-западный,,,,2,,,,,,,,,,,10.0,749,,,,18.9,,,,2.0,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,3,,,,,,,,75.3,,,,западный,,,,2,,,,,,,,,,,10.0,749,,,,16.8,,,,0.0,
1595980800,"Среда, 29 июля
00:00 (UTC)",,3,,,,,,,,79.6,,,,западный,,,,1,,,,,,,,,,,10.0,749,,,,15.2,,,,0.0,
