timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Морось (незамерзающая). Снежные зерна,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Пыльная/песчаная буря,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1594069200,"Понедельник, 6 июля
21:00 (UTC)",,,,,,,,,,,,84.6,,северо-восточный,,,2.0,,,,,,,,,,10.0,742,21.1,,,1.0
1594080000,"Вторник, 7 июля
00:00 (UTC)",,,,,,,,,,,,87.7,,северо-восточный,,,3.0,,,,,,,,,,10.0,741,19.7,,,7.0
1594090800,"Вторник, 7 июля
03:00 (UTC)",,,,,,,,,,,,88.9,19.1,северо-восточный,,,2.0,,,0,,0,,,,,10.0,741,21.2,,,0.0
1594101600,"Вторник, 7 июля
06:00 (UTC)",,,,,,,,,,,,68.3,,северо-восточный,,,1.0,,,,,,,,,,10.0,740,26.1,,,4.0
1594112400,"Вторник, 7 июля
09:00 (UTC)",,,,,,,,,,,,48.6,,восточный,,,6.0,,,,,,,,,,10.0,740,31.1,,,4.0
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,,,32.2,,юго-восточный,,,5.0,,,,,,,,,,10.0,739,34.1,,,6.0
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,,,,,,,,,,21.9,,южный,,34.9,5.0,,,0,,,,,,,10.0,738,34.4,,,4.0
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,,,,,52.1,,восточный,,,4.0,,,,,,,,,,10.0,738,27.4,,,6.0
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,,,68.6,,юго-западный,,,3.0,,,,,,,,,,10.0,737,21.3,,,6.0
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,,,78.1,,юго-восточный,,,2.0,,,,,,,,,,10.0,737,18.9,,,9.0
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,,,,,60.0,18.7,восточный,,,3.0,,,0,,0,,,,,10.0,737,21.9,,,9.0
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,,41.4,,юго-восточный,,,6.0,,,,,,,,,,10.0,737,26.9,,,7.0
1594198800,"Среда, 8 июля
09:00 (UTC)",,13.0,,,,,,,,,,23.6,,юго-восточный,,,9.0,,,,,,,,,,10.0,737,34.4,,,10.0
1594209600,"Среда, 8 июля
12:00 (UTC)",,19.0,,,,,,,,,,31.8,,южный,,,9.0,,,,,,,,,,10.0,737,33.4,,,10.0
1594220400,"Среда, 8 июля
15:00 (UTC)",,13.0,,,,,,,,,,61.1,,юго-западный,,35.0,4.0,,,0,,,,,,,10.0,738,28.0,,,10.0
1594231200,"Среда, 8 июля
18:00 (UTC)",,10.0,,,,,,,,,,83.4,,западный,,,3.0,,,,,,,,,,10.0,739,24.2,,,10.0
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,86.2,,юго-западный,,,6.0,,,,,,,,,,10.0,740,21.3,,True,10.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,91.0,,западный,,,5.0,,,,,,True,,,,4.0,741,19.4,,,10.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,,,93.9,17.6,западный,,,6.0,,,6,,6,,,,,10.0,740,18.0,,True,7.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,10.0,,,,,,,,,,88.5,15.9,западный,,,6.0,,,,,,,,,,10.0,742,16.2,,True,10.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,76.8,,северо-западный,,,7.0,,,,,,,,,,10.0,744,17.0,,,10.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,62.8,,северо-западный,,,6.0,,,,,,,,,,10.0,745,19.8,,,9.0
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,50.5,,северо-западный,,21.6,5.0,,,0,,,,,,,10.0,745,21.4,,,5.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,70.6,,северо-западный,,,3.0,,,,,,,,,,10.0,746,17.7,,,6.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,75.9,,западный,,,4.0,,,,,,,,,,10.0,747,14.5,,,7.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,79.3,,западный,,,4.0,,,,,,,,,,10.0,748,13.2,,,5.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,,,83.2,11.7,северо-западный,,,3.0,,,0,,0,,,,,10.0,749,13.8,,,2.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,66.2,,северный,,,4.0,,,,,,,,,,10.0,749,18.0,,,1.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,46.1,,северо-западный,,,4.0,,,,,,,,,,10.0,750,22.0,,,4.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,35.3,,северо-западный,,,4.0,,,,,,,,,,10.0,750,23.6,,,6.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,,36.1,,западный,,23.9,3.0,,,0,,,,,,,10.0,750,23.6,,,4.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,62.2,,южный,,,2.0,,,,,,,,,,10.0,750,19.1,,,2.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,77.8,,западный,,,2.0,,,,,,,,,,10.0,751,13.9,,,0.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,81.8,,западный,,,1.0,,,,,,,,,,10.0,751,11.8,,,2.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,85.0,11.5,,,,0.0,,,0,,0,,,,,10.0,751,15.0,,,2.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,54.3,,южный,,,2.0,,,,,,,,,,10.0,752,21.6,,,2.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,37.0,,западный,,,2.0,,,,,,,,,,10.0,751,25.0,,,4.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,36.5,,северный,,,2.0,,,,,,,,,,10.0,751,25.9,,,2.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,,41.9,,северо-восточный,,27.1,1.0,,,0,,,,,,,10.0,749,26.7,,,2.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,59.5,,юго-восточный,,,2.0,,,,,,,,,,10.0,749,21.1,,,2.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,73.8,,,,,0.0,,,,,,,,,,10.0,749,16.8,,,2.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,89.0,,,,,0.0,,,,,,,,,,10.0,749,14.7,,,2.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,,77.4,14.4,северо-восточный,,,1.0,,,0,,0,,,,,10.0,748,17.7,,,2.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,48.8,,юго-восточный,,,2.0,,,,,,,,,,10.0,748,23.6,,,0.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,40.4,,восточный,,,4.0,,,,,,,,,,10.0,747,26.1,,,2.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,37.4,,северо-восточный,,,4.0,,,,,,,,,,10.0,746,27.3,,,2.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,39.0,,северо-восточный,,27.9,4.0,,,0,,,,,,,10.0,744,27.6,,,2.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,58.7,,северо-восточный,,,3.0,,,,,,,,,,10.0,744,22.6,,,2.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,78.9,,северо-восточный,,,3.0,,,,,,,,,,10.0,743,17.5,,,2.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,86.2,,северо-восточный,,,2.0,,,,,,,,,,10.0,742,16.0,,,4.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,True,82.0,15.2,восточный,,,2.0,,,0,,0,,,,,10.0,742,17.3,,,7.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,89.3,,восточный,,,2.0,,,,,,True,,,,10.0,741,19.3,,,9.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,84.6,,северо-восточный,,,3.0,,,,,,True,,,,10.0,741,21.0,,,9.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,81.0,,северо-западный,,,3.0,,,,,,,,,,10.0,741,21.6,,True,9.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,70.5,,северный,,21.9,4.0,,,2,,,,,,,10.0,740,21.8,,True,9.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,87.6,,северный,,,3.0,,,,,,,,,,10.0,741,19.0,,True,7.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,89.7,,северный,,,3.0,,True,,,,,,,,10.0,740,16.9,,,9.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,90.9,,северный,,,4.0,,,,,,,,,,10.0,739,17.3,,,9.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,90.9,16.6,северный,,,5.0,,,,,2,,,,,10.0,738,17.8,,,9.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,11.0,,,,,,,,,,81.3,,северный,,,8.0,,,,,,,,,,10.0,737,19.7,,,9.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,13.0,,,,,,,,,,69.7,,северо-восточный,,,6.0,,,,,,,,,,10.0,735,24.8,,True,10.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,88.0,,юго-восточный,,,3.0,,,,,,True,,,,10.0,735,23.0,,,10.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,12.0,,,,,,,,,,71.7,,южный,,25.2,6.0,,,0.8,,,,,,,10.0,734,23.6,,True,7.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,14.0,,,,,,,,,,88.1,,южный,,,7.0,,,,,,,,,,10.0,735,18.2,,True,7.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,14.0,,,,,,,,,,80.3,,южный,,,5.0,,,,,,,,,,10.0,736,16.4,,,6.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,13.0,,,,,,,,,,76.2,,южный,,,8.0,,,,,,,,,,10.0,736,16.2,,,10.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,14.0,,,,,,,,,,82.9,15.1,,,,,,,0,,0.8,,,,,10.0,736,15.8,,,7.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,14.0,,,,,,,,,,81.3,,южный,,,8.0,,,,,,True,,,,10.0,736,16.2,,,10.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,13.0,,,,,True,,,,,94.4,,юго-западный,,,9.0,,,,,,,,,,10.0,738,14.9,,,10.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,15.0,,,,,,,,,,68.8,,юго-западный,,-2.1,10.0,,,,,,,,,,10.0,739,17.7,,True,9.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,15.0,,,,,,,,,,64.2,,юго-западный,,18.4,9.0,,,1,,,,,,,10.0,740,16.7,,True,9.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,10.0,,,,,,,,,,69.2,,юго-западный,,,7.0,,,,,,,,,,10.0,740,15.3,,True,6.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,10.0,,,,,,,,,,75.2,,юго-западный,,,7.0,,,,,,,,,,10.0,741,13.5,,,6.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,76.2,,юго-западный,,,6.0,,,,,,,,,,10.0,741,13.2,,,7.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,82.1,13.0,юго-западный,,,6.0,,,0,,0,,,,,10.0,741,13.7,,,10.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,80.1,,юго-западный,,,7.0,,,,,,,,,,10.0,742,14.7,,,9.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,10.0,,,,,,,,,,68.9,,юго-западный,,,6.0,,,,,,,,,,10.0,743,15.8,,,9.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,11.0,,,,,,,,,,63.6,,юго-западный,,,5.0,,,,,,,,,,10.0,743,18.2,,,9.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,11.0,,,,,,,,,,54.6,,юго-западный,,19.2,6.0,,,0,,,,,,,10.0,743,18.5,,,10.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,10.0,,,,,,,,,,71.3,,юго-западный,,,2.0,,,,,,,,,,10.0,744,16.2,,,10.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,79.3,,юго-западный,,,3.0,,,,,,,,,,10.0,744,13.2,,,7.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,87.1,,юго-западный,,,2.0,,,,,,,,,,10.0,744,13.2,,,7.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,85.5,12.0,юго-западный,,,2.0,,,0,,0,,,,,10.0,745,14.3,,,7.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,64.7,,юго-западный,,,4.0,,,,,,,,,,10.0,745,19.0,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,51.4,,юго-западный,,,4.0,,,,,,,,,,10.0,745,21.1,,,9.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,44.6,,западный,,,4.0,,,,,,,,,,10.0,745,22.9,,,7.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,40.5,,северо-западный,,24.0,5.0,,,0,,,,,,,10.0,745,23.5,,,7.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,65.3,,северный,,,3.0,,,,,,,,,,10.0,746,17.8,,,7.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,79.0,,северный,,,2.0,,,,,,,,,,10.0,746,14.6,,,7.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,88.2,,южный,,,1.0,,,,,,,,,,10.0,747,12.8,,,9.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,89.5,12.0,западный,,,2.0,,,0,,0,,,,,10.0,747,13.6,,,9.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,67.6,,северо-западный,,,2.0,,,,,,,,,,10.0,747,18.4,,,9.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,47.0,,северо-западный,,,3.0,,,,,,,,,,10.0,747,21.6,,,9.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,48.6,,северо-западный,,,3.0,,,,,,,,,,10.0,747,21.6,,,9.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,62.9,,северный,,21.9,3.0,,,0,,,,,,,10.0,747,20.6,,,9.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,78.4,,южный,,,1.0,,,,,,,,,,10.0,747,17.8,,,7.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,83.2,,западный,,,1.0,,,,,,,,,,10.0,747,13.8,,,2.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,85.9,,северо-западный,,,1.0,,,,,,,,,,10.0,747,13.2,,,7.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,95.6,11.5,западный,,,2.0,,,0,,0,,,,,10.0,747,14.4,,,9.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,78.9,,северо-западный,,,3.0,,,,,,,,,,10.0,747,17.3,,,9.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,59.0,,северо-западный,,,3.0,,,,,,,,,,10.0,747,20.9,,,7.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,50.4,,северо-западный,,,2.0,,,,,,,,,,10.0,746,22.5,,,9.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,44.0,,западный,,24.0,5.0,,,0,,,,,,,10.0,746,24.0,,,5.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,69.4,,западный,,,1.0,,,,,,,,,,10.0,746,18.4,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,80.1,,западный,,,2.0,,,,,,,,,,10.0,746,14.7,,,0.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,84.8,,западный,,,3.0,,,,,,,,,,10.0,745,13.0,,,2.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,82.1,11.8,западный,,,3.0,,,0,,0,,,,,10.0,745,14.0,,,2.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,50.7,,западный,,,3.0,,,,,,,,,,10.0,745,22.1,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,42.1,,западный,,,5.0,,,,,,,,,,10.0,744,23.6,,,7.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,32.3,,западный,,,4.0,,,,,,,,,,10.0,743,26.0,,,5.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,35.9,,западный,,26.5,5.0,,,0,,,,,,,10.0,743,25.5,,,4.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,52.8,,западный,,,2.0,,,,,,,,,,10.0,742,20.9,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,73.2,,западный,,,3.0,,,,,,,,,,10.0,742,16.0,,,2.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,80.0,,западный,,,3.0,,,,,,,,,,10.0,742,14.0,,,2.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,85.5,12.5,западный,,,3.0,,,0,,0,,,,,10.0,741,14.2,,,2.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,61.8,,западный,,,6.0,,,,,,,,,,10.0,741,21.0,,,2.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,10.0,,,,,,,,,,43.5,,западный,,,7.0,,,,,,,,,,10.0,741,23.3,,,6.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,11.0,,,,,,,,,,35.2,,западный,,,7.0,,,,,,,,,,10.0,740,26.3,,,6.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,12.0,,,,,,,,,,48.3,,западный,,26.9,8.0,,,0,,,,,,,10.0,740,23.1,,,6.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,12.0,,,,,,,,,,64.4,,северо-западный,,,2.0,,,,,,,,,,10.0,741,19.5,,True,5.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,79.7,,западный,,,2.0,,,,,,,,,,10.0,740,15.7,,,4.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,87.8,,западный,,,4.0,,,,,,,,,,10.0,740,14.2,,,6.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,86.2,13.0,западный,,,3.0,,,менее 0.1,,менее 0.1,,,,,10.0,740,15.6,,,9.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,79.5,,юго-западный,,,4.0,,,,,,,,,,10.0,740,18.4,,True,9.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,61.9,,юго-западный,,,5.0,,,,,,,,,,10.0,740,23.0,,,7.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,11.0,,,,,,,,,,53.7,,западный,,,6.0,,,,,,,,,,10.0,740,23.4,,True,6.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,11.0,,,,,,,,,,46.9,,западный,,24.6,5.0,,,3,,,,,,,10.0,740,23.6,,,4.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,10.0,,,,,,,,,,61.4,,западный,,,3.0,,,,,,,,,,10.0,741,19.2,,,7.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,73.9,,западный,,,3.0,,,,,,,,,,10.0,741,14.8,,,2.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,85.2,,западный,,,3.0,,,,,,,,,,10.0,742,11.8,,,2.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,94.8,9.5,юго-западный,,,3.0,,,0,,3,,,,,10.0,742,11.2,,,0.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,57.9,,западный,,,6.0,,,,,,,,,,10.0,742,16.4,,,0.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,11.0,,,,,,,,,,44.7,,западный,,,6.0,,,,,,,,,,10.0,743,19.1,,,5.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,12.0,,,,,,,,,,37.1,,западный,,,7.0,,,,,,,,,,10.0,743,21.8,,,6.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,11.0,,,,,,,,,,43.7,,северо-западный,,22.5,6.0,,,0,,,,,,,10.0,743,19.9,,,6.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,58.4,,западный,,,1.0,,,,,,,,,,10.0,744,15.3,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,71.1,,западный,,,2.0,,,,,,,,,,10.0,744,10.3,,,4.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,75.7,,западный,,,3.0,,,,,,,,,,10.0,745,10.3,,,7.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,82.2,9.5,западный,,,2.0,,,0,,0,,,,,10.0,745,10.4,,,7.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,48.7,,юго-западный,,,3.0,,,,,,,,,,10.0,745,18.6,,,4.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,40.7,,юго-западный,,,4.0,,,,,,,,,,10.0,745,21.4,,,9.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,True,,,,,54.6,,западный,,,3.0,,,,,,,,,,10.0,746,18.5,,,9.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,True,,,,,57.3,,юго-западный,,21.7,2.0,,,менее 0.1,,,,,,,10.0,746,18.8,,,9.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,66.5,,западный,,,1.0,,,,,,,,,,10.0,746,15.2,,True,6.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,74.2,,юго-западный,,,1.0,,,,,,,,,,10.0,747,13.6,,,7.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,26.8,,западный,,,1.0,,,,,,,,,,10.0,748,10.5,,,2.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,91.0,7.5,,,,0.0,,,0,,менее 0.1,,,,,10.0,748,10.1,,,2.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,58.6,,северный,,,1.0,,,,,,,,,,10.0,749,17.7,,,4.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,37.7,,,,,0.0,,,,,,,,,,10.0,749,21.2,,,7.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,32.4,,северо-западный,,,2.0,,,,,,,,,,10.0,749,23.7,,,4.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,35.1,,восточный,,24.7,3.0,,,0,,,,,,,10.0,748,22.7,,,5.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,51.3,,восточный,,,2.0,,,,,,,,,,10.0,748,18.0,,,2.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,66.0,,восточный,,,2.0,,,,,,,,,,10.0,749,13.1,,,2.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,77.9,,,,,0.0,,,,,,,,,,10.0,749,11.0,,,2.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,69.3,10.0,юго-восточный,,,1.0,,,0,,0,,,,,10.0,749,13.3,,,2.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,45.0,,южный,,,3.0,,,,,,,,,,10.0,750,21.3,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,32.6,,северный,,,2.0,,,,,,,,,,10.0,750,25.4,,,4.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,30.0,,,,,0.0,,,,,,,,,,10.0,749,26.6,,,6.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,30.7,,северо-восточный,,27.1,3.0,,,0,,,,,,,10.0,749,26.4,,,4.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,45.0,,восточный,,,3.0,,,,,,,,,,10.0,749,21.4,,,9.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,49.1,,восточный,,,2.0,,,,,,,,,,10.0,749,17.7,,,4.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,54.8,,восточный,,,1.0,,,,,,,,,,10.0,750,14.7,,,6.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,73.9,12.5,,,,0.0,,,0,,0,,,,,10.0,750,14.8,,,4.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,43.5,,восточный,,,1.0,,,,,,,,,,10.0,750,23.2,,,4.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,34.8,,северо-восточный,,,4.0,,,,,,,,,,10.0,750,26.0,,,7.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,10.0,,,,,,,,,,30.2,,восточный,,,4.0,,,,,,,,,,10.0,749,27.6,,,7.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,29.9,,восточный,,28.0,4.0,,,0,,,,,,,10.0,749,27.0,,,5.0
