timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1587546000,"Среда, 22 апреля
09:00 (UTC)",,5.0,,,,,,,,,48.5,,,,северный,,,1,,,,,,,,,,,,10,770,,14.0,,,,0.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,7.0,,,,,,,,,34.7,,,,северный,,,2,,,,,,,,,,,,10,769,,15.3,,,,0.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,8.0,,,,,,,,,40.9,,,,северный,,,4,,,0,,,,,,,,,10,769,,12.4,,,,1.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,6.0,,,,,,,,,58.9,,,,северо-западный,,15.8,1,,,0,,,,,,,,,10,768,,9.1,,,,0.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,4.0,,,,,,,,,66.1,,,,северо-западный,,,1,,,,,,,,,,,,10,768,,7.0,,,,0.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,4.0,,,,,,,,,69.1,,,,западный,,,1,,,,,,,,,,,,10,767,,5.4,,,,0.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,3.0,,,,,,,,,91.9,,,4.5,западный,,,1,,,0,,,,,0,True,,,4,766,,4.6,,,,2.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,4.0,,,,,,,,,72.4,,,4.3,северо-западный,,,2,,,0,,,,,,,,,10,766,,8.9,,,,2.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,,,40.0,,,,северо-западный,,,2,,,,,,,,,,,,10,766,,15.0,,,,2.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,,,44.3,,,,западный,,,2,,,,,,,,,,,,10,764,,15.6,,,,1.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,7.0,,,,,,,,,34.8,,,,северо-западный,,,3,,,0,,,,,,,,,10,762,,16.7,,,,1.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,8.0,,,,,,,,,59.8,,,,северо-западный,,17.5,1,,,0,,,,,,,,,10,761,,10.9,,,,1.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,4.0,,,,,,,,,67.5,,,,северо-западный,,,1,,,,,,,,,,,,10,760,,9.2,,,,0.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,3.0,,,,,,,,,84.1,,,,южный,,,1,,,,,,,,,,,,10,758,,6.8,,,,2.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,4.0,,,,,,,,,77.5,,,4.5,западный,,,1,,,0,,,,,0,,,,10,756,,8.5,,,,1.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,6.0,,,,,,,,,60.1,,,4.5,западный,,,2,,,0,,,,,,,,,10,755,,12.2,,,,7.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,6.0,,,,,,,,,51.1,,,,юго-западный,,,2,,,,,,,,,,,,10,754,,14.7,,,,7.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,8.0,,,,,,,,,35.6,,,,западный,,,2,,,,,,,,,,,,10,752,,17.7,,,,6.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,7.0,,,,,,,,,31.6,,,,северо-западный,,,2,,,0,,,,,,,,,10,751,,17.3,,,,7.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,5.0,,,,,,,,,61.1,,,,северный,,18.7,2,,,0,,,,,,,,,10,750,,10.8,,,,7.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,6.0,,,,,,,,,88.9,,,,северо-западный,,,2,,,,,,,,,True,,,4,750,,6.7,,,,7.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,5.0,,,,,,,,,87.6,,,,северо-западный,,,2,,,,,,,,,True,,,4,749,,5.9,,,,6.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,6.0,,,,,,,,,77.6,,,5.7,северный,,,3,,,0,,,,,0,,,,10,749,,5.8,,,,7.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,10.0,,,,,,,,,72.0,,,5.3,северный,,,4,,,0,,,,,,,,,10,750,,7.2,,,,4.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,12.0,,,,,,,,,65.6,,,,северный,,,5,,,,,,,,,,,,10,751,,9.3,,,,5.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,10.0,,,,,,,,,51.1,,,,северный,,,4,,,,,,,,,,,,10,753,,10.9,,,,4.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,11.0,,,,,,,,,48.9,,,,северо-западный,,,4,,,0,,,,,,,,,10,754,,9.5,,,,0.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,10.0,,,,,,,,,75.6,,,,северо-западный,,11.4,2,,,0,,,,,,,,,10,754,,6.5,,,,2.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,4.0,,,,,,,,,79.4,,,,западный,,,1,,,,,,,,,,,,10,754,,6.2,,,,6.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,4.0,,,,,,,,,85.8,,,,западный,,,1,,,,,,,,,True,,,10,754,,6.2,,,,7.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,2.0,,,,,,,,,88.8,,,5.0,западный,,,1,,,0,,,,,0,True,,,4,754,,5.2,,,,2.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,4.0,,,,,,,,,63.3,,,4.2,западный,,,2,,,0,,,,,,,,,10,755,,8.9,,,,0.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,5.0,,,,,,,,,40.9,,,,западный,,,2,,,,,,,,,,,,10,755,,12.1,,,,7.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,7.0,,,,,,,,,34.6,,,,западный,,,3,,,,,,,,,,,,10,755,,13.3,,,,7.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,10.0,,,,,,,,,34.4,,,,западный,,,3,,,0,,,,,,,,,10,755,,12.6,,,,9.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,8.0,,,,,,,,,41.6,,,,западный,,14.3,1,,,0,,,,,,,,,10,756,,10.5,,,,7.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,3.0,,,,,,,,,68.6,,,,,,,0,,,,,,,,,,,,10,756,,5.3,,,,0.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,2.0,,,,,,,,,80.8,,,,,,,0,,,,,,,,,,,,10,757,,4.3,,,,0.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,1.0,,,,,,,,,92.4,,,1.2,,,,0,,,0,,,,,0,True,,,4,757,,1.4,,,,0.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,2.0,,,,,,,,,55.8,,,1.2,юго-восточный,,,1,,,0,,,,,,,,,10,757,,9.6,,,,2.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,4.0,,,,,,,,,33.8,,,,западный,,,1,,,,,,,,,,,,10,756,,14.9,,,,7.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,5.0,,,,,,,,,31.3,,,,юго-западный,,,2,,,,,,,,,,,,10,755,,17.6,,,,7.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,5.0,,,,,,,,,30.7,,,,юго-западный,,,1,,,0,,,,,,,,,10,754,,18.1,,,,7.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,4.0,,,,,,,,,40.7,,,,северо-западный,,19.1,2,,,0,,,,,,,,,10,754,,14.5,,,,4.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,4.0,,,,,,,,,64.7,,,,южный,,,1,,,,,,,,,,,,10,754,,9.1,,,,6.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,2.0,,,,,,,,,77.9,,,,юго-восточный,,,1,,,,,,,,,,,,10,753,,7.5,,,,6.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,2.0,,,,,,,,,85.8,,,5.9,,,,0,,,0,,,,,0,True,,,4,752,,6.1,,,,7.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,2.0,,,,,,,,,61.9,,,5.9,южный,,,1,,,0,,,,,,,,,10,751,,10.5,,,,10.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,4.0,,,,,,,,,36.4,,,,юго-западный,,,2,,,,,,,,,,,,10,750,,18.6,,,,10.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,9.0,,,,,,,,,34.8,,,,западный,,,2,,,,,,,,,,,,10,749,,19.2,,,,9.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,9.0,,,,,,,,,52.3,,,,западный,,,2,,,0,,,,,,,,,10,750,,15.1,,,,10.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,10.0,,,,,,,,,69.4,,,,северо-западный,,20.4,3,,,0,,,,,,,,,10,751,,8.9,,,,7.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,6.0,,,,,,,,,82.4,,,,северный,,,3,,,,,,,,,,,,10,752,,7.4,,,,9.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,6.0,,,,,,,,,81.1,,,,северный,,,2,,,,,,,,,,,,10,753,,6.2,,,,7.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,5.0,,,,,,,,,77.1,,,5.7,северный,,,2,,,0,,,,,0,,,,10,752,,5.7,,,,10.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,5.0,,,,,,,,,65.8,,,5.6,восточный,,,3,,,0,,,,,,,,,10,754,,6.0,,,,9.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,6.0,,,,,,,,,56.2,,,,восточный,,,2,,,,,,,,,,,,10,754,,8.1,,,,7.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,6.0,,,,,,,,,53.7,,,,северо-восточный,,,2,,,,,,,,,,,,10,755,,9.2,,,,9.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,7.0,,,,,,,,,54.3,,,,северный,,,3,,,0,,,,,,,,,10,755,,8.4,,,,6.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,7.0,,,,,,,,,67.7,,,,северный,,10.2,2,,,0,,,,,,,,,10,755,,5.5,,,,7.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,5.0,,,,,,,,,73.7,,,,северо-западный,,,1,,,,,,,,,,,,10,755,,5.1,,,,6.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,2.0,,,,,,,,,86.1,,,,,,,0,,,,,,,,,True,,,4,756,,3.5,,,,7.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,4.0,,,,,,,,,86.7,,,2.9,,,,0,,,0,,,,,0,True,,,4,756,,3.1,,,,7.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,5.0,,,,,,,,,67.0,,,2.6,юго-восточный,,,2,,,0,,,,,,,,,10,756,,7.1,,,,7.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,5.0,,,,,,,,,46.9,,,,южный,,,2,,,,,,,,,,,,10,756,,12.1,,,,7.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,6.0,,,,,,,,,37.9,,,,юго-восточный,,,2,,,,,,,,,,,,10,755,,15.6,,,,5.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,7.0,,,,,,,,,36.9,,,,юго-восточный,,,3,,,0,,,,,,,,,10,754,,16.6,,,,6.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,5.0,,,,,,,,,46.3,,,,юго-восточный,,17.0,2,,,0,,,,,,,,,10,754,,13.7,,,,7.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,6.0,,,,,,,,,53.9,,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,11.5,,,,2.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,7.0,,,,,,,,,68.7,,,,юго-восточный,,,2,,,,,,,,,,,,10,754,,10.4,,,,7.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,8.0,,,,,,,,,75.5,,,9.2,юго-восточный,,,2,,,0,,,,,0,,,,10,753,,9.3,,,,7.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,8.0,,,,,,,,,77.8,,,8.5,юго-восточный,,,3,,,0,,,,,,,,,10,752,,10.0,,,,10.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,10.0,,,,,,,,,58.1,,,,юго-восточный,,,5,,,,,,,,,,,,10,752,,15.4,,,,7.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,9.0,,,,,,,,,54.6,,,,юго-восточный,,,3,,,,,,,,,,,,10,751,,17.0,,,,10.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,7.0,True,,,,,,,,85.3,,,,западный,,,1,,,0.5,,,,,,,,,4,751,,12.6,,,,10.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,4.0,,,,,,,,,92.9,,,,северный,,18.1,1,,,5,,,,,,,True,,4,751,,10.0,,,,10.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,4.0,,,,,,,,,94.7,,,,юго-восточный,,,1,,,,,,,,,,True,,4,751,,8.7,,,,10.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,2.0,,,,,,,,,96.0,,,,юго-восточный,,,1,,,,,,,,,True,,,4,751,,9.0,,,,10.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,2.0,,,,,,,,,96.0,,,8.7,южный,,,1,,,12,,,,,13,True,,,4,751,,8.8,,,,10.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,2.0,,,,,,,,,94.7,,,8.5,юго-восточный,,,1,,,7,,,,,,True,,,4,751,,8.9,,,,10.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,5.0,,,,,,,,,76.8,,,,восточный,,,2,,,,,,,,,,,,10,750,,13.7,,,,6.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,5.0,,,,,,,,,61.5,,,,западный,True,,1,,,,,,,,,,,,10,750,,16.1,,,,6.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,6.0,,,,True,,,,,82.6,,,,северный,,,1,,,6,,,,,,,,,10,751,,13.2,,,,7.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,3.0,,,,,,,,,86.2,,,,северный,,17.4,1,,,8,,,,,,True,,,4,752,,10.4,,,,4.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,2.0,,,,,,,,,94.7,,,,,,,0,,,,,,,,,,,,4,753,,8.6,,True,,7.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,3.0,,,,,,,,,96.0,,,,северо-западный,,,1,,,,,,,,,True,,,4,753,,7.7,,,,2.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,2.0,,,,,,,,,97.3,,,5.6,,,,0,,,0,,,,,8,,,,4,754,,5.7,,True,,6.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,4.0,,,,True,,,,,93.4,,,5.6,западный,,,1,,,1,,,,,,,,,10,755,,8.6,,,,9.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,6.0,,,,,,,,,64.3,,,,южный,,,2,,,,,,,,,,,,10,757,,13.4,,,,7.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,7.0,,,,,,,,,58.3,,,,западный,,,2,,,,,,,,,,,,10,757,,13.2,,,,6.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,6.0,,,,,,,,,62.0,,,,западный,,,2,,,0,,,,,,,,,10,758,,13.0,,,,7.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,6.0,,,,,,,,,79.3,,,,западный,,16.2,1,,,0,,,,,,,,,10,759,,9.5,,,,0.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,3.0,,,,,,,,,90.2,,,,,,,0,,,,,,,,,True,,,4,760,,7.0,,,,0.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,3.0,,,,,,,,,94.0,,,,,,,0,,,,,,,,,True,,,4,760,,6.3,,,,0.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,3.0,,,,,,,,,95.2,,,4.4,юго-западный,,,1,,,0,,,,,1,True,,,4,760,,4.6,,,,0.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,4.0,,,,,,,,,77.0,,,4.4,западный,,,1,,,0,,,,,,,,,10,760,,11.8,,,,4.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,5.0,,,,,,,,,53.3,,,,юго-западный,,,2,,,,,,,,,,,,10,761,,14.8,,,,7.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,6.0,,,,,,,,,44.4,,,,южный,,,1,,,,,,,,,,,,10,760,,15.7,,,,7.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,4.0,,,,,,,,,56.5,,,,северо-восточный,,,1,,,0,,,,,,,,,10,759,,13.8,,,,7.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,4.0,,,,,,,,,64.0,,,,северо-восточный,,17.0,1,,,0,,,,,,,,,10,759,,11.9,,,,9.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,5.0,,,,,,,,,79.2,,,,северный,,,2,,,,,,,,,,,,10,759,,9.0,,,,6.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,3.0,,,,,,,,,90.2,,,,северный,,,2,,,,,,,,,True,,,4,758,,7.4,,,,7.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,6.0,,,,,,,,,92.7,,,7.3,северный,,,2,,,0,,,,,0,True,,,4,757,,7.5,,,,6.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,5.0,,,,,,,,,86.2,,,7.3,северо-восточный,,,1,,,0,,,,,,True,,,4,756,,9.6,,,,10.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,3.0,True,,,,,,,,85.5,,,,северный,,,1,,,,,,,,,,,,4,757,,9.0,,,,10.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,6.0,True,,,,,,,,91.6,,,,западный,,,1,,,,,,,,,,,,4,757,,9.3,,,,10.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,5.0,True,,,,,,,,94.1,,,,северный,,,2,,,9,,,,,,,,,4,757,,9.2,,,,10.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,4.0,,,,,,,,,89.7,,,,северо-западный,,9.8,2,,,9,,,,,,True,,,4,757,,8.8,,,,10.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,4.0,,,,,,,,,94.0,,,,северо-западный,,,1,,,,,,,,,True,,,4,757,,7.3,,,,2.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,3.0,,,,,,,,,89.1,,,,северо-западный,,,2,,,,,,,,,True,,,4,757,,8.8,,,,6.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,6.0,,,,,,,,,84.9,,,7.0,северный,,,3,,,0.4,,,,,9,True,,,4,757,,8.5,,,,9.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,7.0,,,,,,,,,83.2,,,7.2,северо-западный,,,3,,,0,,,,,,,,,10,758,,8.9,,,,9.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,10.0,,,,,,,,,65.0,,,,северный,,,3,,,,,,,,,,,,10,758,,12.4,,,,4.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,12.0,,,,,,,,,51.7,,,,северо-западный,,,5,,,,,,,,,,,,10,759,,12.8,,,,2.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,,,,,,,,,50.8,,,,северо-западный,,,4,,,0,,,,,,,,,10,759,,12.3,,,,1.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,10.0,,,,,,,,,53.4,,,,северо-западный,,13.7,2,,,0,,,,,,,,,10,759,,9.6,,,,0.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,8.0,,,,,,,,,85.9,,,,западный,,,2,,,,,,,,,True,,,4,758,,7.2,,,,0.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,6.0,,,,,,,,,92.0,,,,западный,,,1,,,,,,,,,True,,,4,757,,6.4,,,,0.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,4.0,,,,,,,,,92.0,,,6.1,западный,,,1,,,0,,,,,0,True,,,4,757,,6.7,,,,7.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,5.0,,,,,,,,,83.3,,,6.1,северный,,,2,,,0,,,,,,True,,,4,759,,9.7,,,,7.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,5.0,,,,,,,,,42.5,,,,северный,,,2,,,,,,,,,,,,10,760,,13.5,,,,6.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,7.0,,,,,,,,,36.1,,,,северный,,,3,,,,,,,,,,,,10,761,,13.9,,,,6.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,8.0,,,,,,,,,43.7,,,,северный,,,2,,,0,,,,,,,,,10,761,,13.3,,,,2.0,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,6.0,,,,,,,,,50.9,,,,северо-западный,,14.9,1,,,0,,,,,,,,,10,762,,10.1,,,,7.0,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,5.0,,,,,,,,,81.9,,,,северо-западный,,,2,,,,,,,,,,,,10,762,,7.6,,,,2.0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,3.0,,,,,,,,,93.9,,,,,,,0,,,,,,,,,True,,,4,762,,4.9,,,,2.0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,2.0,,,,,,,,,97.2,,,4.4,,,,0,,,0,,,,,0,True,,,4,762,,4.5,,,,6.0,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,5.0,,,,,,,,,75.2,,,4.4,южный,,,1,,,0,,,,,,,,,10,761,,10.7,,,,5.0,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,6.0,,,,,,,,,58.0,,,,западный,,,2,,,,,,,,,,,,10,760,,15.0,,,,4.0,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,7.0,,,,,,,,,45.9,,,,юго-западный,,,2,,,,,,,,,,,,10,760,,16.8,,,,2.0,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,7.0,,,,,,,,,50.8,,,,северо-западный,,,2,,,0,,,,,,,,,10,759,,16.4,,,,2.0,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,7.0,,,,,,,,,60.7,,,,северо-западный,,17.7,1,,,0,,,,,,,,,10,759,,10.9,,,,1.0,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,4.0,,,,,,,,,74.3,,,,,,,0,,,,,,,,,,,,10,760,,8.0,,,,0.0,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,3.0,,,,,,,,,76.9,,,,юго-западный,,,1,,,,,,,,,,,,10,759,,8.0,,,,6.0,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,3.0,,,,,,,,,81.3,,,7.1,юго-западный,,,1,,,0,,,,,0,,,,10,759,,7.4,,,,0.0,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,5.0,,,,,,,,,70.7,,,7.1,западный,,,1,,,0,,,,,,,,,10,759,,12.9,,,,4.0,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,6.0,,,,,,,,,60.8,,,,западный,,,2,,,,,,,,,,,,10,759,,15.0,,,,4.0,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,6.0,,,,,,,,,53.5,,,,северо-западный,,,3,,,,,,,,,,,,10,760,,15.4,,,,6.0,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,7.0,,,,,,,,,49.3,,,,северо-западный,,,3,,,0,,,,,,,,,10,759,,14.6,,,,7.0,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,6.0,,,,,,,,,59.9,,,,северный,,16.6,2,,,0,,,,,,,,,10,759,,11.1,,,,6.0,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,4.0,,,,,,,,,83.4,,,,,,,0,,,,,,,,,,,,10,759,,6.4,,,,6.0,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,1.0,,,,,,,,,93.9,,,,,,,0,,,,,,,,,True,,,4,759,,4.2,,,,2.0,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,1.0,,,,,,,,,97.2,,,2.8,,,,0,,,0,,,,,0,,,,4,758,,2.9,,True,,4.0,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,3.0,,,,,,,,,67.5,,,2.7,южный,,,1,,,0,,,,,,,,,10,758,,11.5,,,,2.0,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,4.0,,,,,,,,,40.7,,,,юго-восточный,,,1,,,,,,,,,,,,10,757,,17.5,,,,2.0,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,4.0,,,,,,,,,36.6,,,,западный,,,1,,,,,,,,,,,,10,756,,20.1,,,,5.0,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,5.0,,,,,,,,,39.0,,,,юго-восточный,,,2,,,0,,,,,,,,,10,754,,21.3,,,,4.0,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,6.0,,,,,,,,,49.4,,,,юго-восточный,,21.8,2,,,0,,,,,,,,,10,753,,18.8,,,,6.0,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,4.0,,,,,,,,,60.9,,,,восточный,,,1,,,,,,,,,,,,10,752,,15.3,,,,6.0,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,3.0,,,,,,,,,63.1,,,,юго-восточный,,,1,,,,,,,,,,,,10,750,,15.6,,,,7.0,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,4.0,,,,,,,,,72.0,,,14.2,южный,,,1,,,0,,,,,0,,,,10,748,,15.0,,,,9.0,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,4.0,,,,,,,,,91.9,,,13.6,северо-западный,,,1,,,2,,,,,,True,,,4,747,,13.6,,,,10.0,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,9.0,,,,,,,,,89.1,,,,северо-западный,,,4,,,,,,,,,True,,,4,749,,9.2,,,,10.0,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,11.0,,,,,,,,,81.9,,,,северный,,,5,,,,,,,,,,,,10,750,,8.0,,,,10.0,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,10.0,,,,,,,,,82.3,,,,северный,,,4,,,2,,,,,,,,,10,751,,6.7,,,,10.0,
