timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,33.0,,28.2,,,,восточный,0.0,,,6
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,35.7,,27.1,,,,восточный,2.0,,,4
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,750,,,36.4,,24.8,,,,,6.0,,36.9,0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,15.0,,,,,,,,,,,10,752,,,27.1,,61.6,,,,восточный,10.0,True,,3
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,16.0,,,,,,,,True,,,4,751,,,24.4,,63.4,,,,южный,10.0,,,7
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,True,,,4,751,,,21.8,,86.8,,,,западный,10.0,,,4
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,True,,,14,,,14,,,,,,10,751,,,20.1,,93.4,,20.0,,северо-западный,10.0,,,3
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,23.0,,81.2,,,True,западный,10.0,,,2
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,25.4,,70.7,,,,северо-западный,7.0,,,2
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,10,751,,,25.5,,69.4,,,,северо-западный,10.0,,,2
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,0.3,,,,,,,,,10,750,,,26.2,,65.8,,,,западный,10.0,,27.0,4
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,23.5,,75.9,,,,западный,10.0,,,3
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,22.6,,81.1,,,,юго-западный,10.0,,,4
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,20.6,,90.0,,,,северо-западный,5.0,,,2
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,0,,,0.3,,,,,,10,752,,True,20.5,,95.2,,20.2,,южный,10.0,,,1
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,True,,,,,,,,10,753,,,25.0,,72.4,,,,западный,7.0,,,6
1594717200,"Вторник, 14 июля
09:00 (UTC)",,True,,,,,,,,,,,,10,754,,,21.6,,91.2,,,,юго-западный,10.0,,,4
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,12.0,,,,,,,,,,,10,754,,True,23.3,,77.8,,,,западный,10.0,,,2
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,10,,,,,,,,,10,755,,,25.6,,58.3,,,,западный,9.0,,27.2,5
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.1,,73.6,,,,западный,5.0,,,4
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.0,,88.7,,,,западный,1.0,,,1
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,16.0,,93.2,,,,юго-западный,0.0,,,2
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,0,,,10,,,,,,10,759,,,17.1,,94.4,,14.4,,южный,0.0,,,1
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,22.6,,70.6,,,,юго-восточный,2.0,,,2
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,10,759,,,25.5,,45.3,,,,южный,5.0,,,2
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,27.4,,32.5,,,,юго-восточный,5.0,,,2
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,757,,,27.0,,48.1,,,,северо-восточный,5.0,,28.6,1
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,22.9,,58.0,,,,северный,6.0,,,2
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,20.0,,60.0,,,,северный,6.0,,,2
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,18.2,,68.9,,,,северо-западный,5.0,,,2
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,17.2,,76.8,,17.0,,западный,7.0,,,1
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,23.4,,52.7,,,,восточный,7.0,,,3
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,25.9,,54.7,,,,южный,6.0,,,2
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.9,,48.0,,,,юго-восточный,6.0,,,2
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,28.0,,53.2,,,,юго-восточный,7.0,,29.6,2
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,24.1,,67.9,,,,северо-западный,7.0,,,1
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,22.4,,61.7,,,,северный,6.0,,,2
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,21.7,,71.4,,,,западный,7.0,,,3
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,752,,,21.8,,66.5,,20.4,,западный,10.0,,,3
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,True,,,4,753,,,21.4,,81.5,,,,северо-западный,10.0,,,1
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.5,,62.7,,,True,юго-западный,9.0,,,2
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,25.8,,76.7,,,True,южный,9.0,,,4
1594998000,"Пятница, 17 июля
15:00 (UTC)",,True,,,2,,,,,,,,,4,754,,,22.6,,84.7,,,,южный,10.0,,29.5,3
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,True,,,,,10,754,,,20.3,,95.8,,,,восточный,4.0,,,1
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.7,,96.9,,,,западный,1.0,,,1
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,19.4,,97.5,,,,северный,9.0,,,1
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,2,,,4,,True,,,,4,755,,,18.9,,98.8,,18.9,,,2.0,,,0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.7,,78.4,,,,восточный,6.0,,,2
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.6,,54.0,,,,юго-восточный,1.0,,,3
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,31.0,,46.8,,,,северо-восточный,2.0,,,2
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,30.9,,47.0,,,,восточный,2.0,,31.6,2
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,26.5,,59.6,,,,северный,2.0,,,4
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.0,,65.7,,,,северный,4.0,,,4
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.9,,78.4,,,,северный,4.0,,,2
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,20.4,,82.4,,19.5,,северный,4.0,,,1
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.8,,70.4,,,,северо-восточный,7.0,,,3
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,28.5,,56.1,,,,северный,10.0,,,1
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,31.4,,46.6,,,,восточный,1.0,,,4
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,32.2,,44.8,,,,северный,2.0,,32.6,2
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.5,,53.1,,,,северный,7.0,,,2
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,24.1,,62.9,,,,северный,4.0,,,2
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.3,,69.7,,,,западный,2.0,,,2
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,20.4,,76.8,,20.2,,северо-западный,0.0,,,1
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,27.2,,50.4,,,,северо-восточный,0.0,,,2
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,30.2,,49.0,,,,южный,0.0,,,2
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,34.3,,34.7,,,,северный,0.0,,,2
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,32.1,,42.0,,,,северный,6.0,,34.6,2
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,27.8,,48.6,,,,северный,6.0,,,3
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,25.3,,57.1,,,,северный,4.0,,,3
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,True,,,4,754,,,23.0,,70.7,,,,северо-восточный,10.0,,,5
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,11.0,,0.3,,,0.3,,,,,,4,754,,,22.3,True,76.2,,21.9,,северо-западный,10.0,,,4
1595311200,"Вторник, 21 июля
06:00 (UTC)",,True,18.0,,,,,,,,,,,4,754,,,19.0,,100.0,,18.9,,северный,10.0,,,5
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.0,,85.2,,,True,восточный,10.0,,,2
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.3,,79.7,,,True,юго-восточный,10.0,,,2
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,50,,,,,,,,,10,756,,,23.9,,77.4,,,,восточный,2.0,,25.7,1
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.6,,92.8,,,,,0.0,,,0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.1,,98.1,,,,юго-западный,0.0,,,1
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,True,,,,2,757,,,17.2,,99.4,,,,,0.0,,,0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,True,0,,,50,,,,,,2,758,,,17.7,,100.0,,16.2,,южный,0.0,,,1
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,24.7,,68.0,,,True,южный,0.0,,,2
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,27.9,,54.5,,,,южный,1.0,,,3
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,30.6,,36.4,,,,северо-западный,4.0,,,2
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,2,,,,,,,,,10,756,,,26.8,,70.5,,,True,восточный,7.0,,31.1,1
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,True,,,,,10,756,,,23.7,,62.0,,,,западный,0.0,,,2
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.1,,75.0,,,,западный,0.0,,,3
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.8,,88.8,,,,западный,0.0,,,2
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,0,,,2,,,,,,10,757,,,19.6,,91.1,,18.8,,северо-западный,0.0,,,1
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,24.7,,62.6,,,,западный,0.0,,,1
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,26.9,,50.0,,,,северный,2.0,,,3
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,28.7,,41.4,,,,северный,5.0,,,2
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,27.3,,41.8,,,,северный,2.0,,29.0,3
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.0,,52.0,,,,северный,2.0,,,2
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,19.4,,57.5,,,,северный,7.0,,,3
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,18.8,,62.9,,,,северо-западный,7.0,,,2
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,17.7,,68.3,,16.5,,северный,7.0,,,2
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.0,,45.5,,,,северо-восточный,7.0,,,4
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,27.7,,36.8,,,,северо-восточный,5.0,,,4
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,29.2,,33.2,,,,северный,5.0,,,4
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,28.9,,33.8,,,,северный,7.0,,29.6,4
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.9,,44.2,,,,северный,7.0,,,3
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.1,,39.0,,,,северный,7.0,,,4
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.9,,45.8,,,,северный,7.0,,,3
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,19.1,,55.2,,19.0,,северный,5.0,,,3
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.4,,48.0,,,,северо-восточный,2.0,,,5
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,28.7,,46.4,,,,северо-восточный,2.0,,,5
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,31.1,,39.2,,,,северо-восточный,2.0,,,6
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,754,,,31.0,,38.7,,,,северо-восточный,2.0,,31.4,5
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,28.0,,40.9,,,,северо-восточный,2.0,,,5
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.4,,37.9,,,,северо-восточный,0.0,,,5
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.6,,47.5,,,,восточный,2.0,,,2
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,21.5,,67.8,,20.4,,северный,7.0,,,2
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.4,,61.8,,,,восточный,2.0,,,6
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,29.0,,60.5,,,,восточный,7.0,,,6
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,10,753,,,32.2,,52.6,,,,юго-восточный,6.0,,,2
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,32.0,,47.6,,,,северо-восточный,5.0,,33.3,4
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,28.6,,56.1,,,,северо-восточный,5.0,,,4
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.7,,69.5,,,,юго-восточный,5.0,,,3
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.3,,78.5,,,,юго-западный,7.0,,,4
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,23.2,,71.2,,23.1,,северо-восточный,7.0,,,2
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.0,,68.1,,22.7,,восточный,7.0,,,4
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.5,,61.6,,,,северо-восточный,6.0,,,3
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,30.9,,55.3,,,,восточный,4.0,,,4
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,31.3,,51.1,,,,южный,4.0,,31.8,2
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.8,,60.4,,,,юго-западный,2.0,,,3
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.0,,78.7,,,,северный,2.0,,,2
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.7,,85.7,,,,юго-западный,6.0,,,2
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,20.3,,88.3,,19.8,,восточный,9.0,,,1
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.8,,83.3,,19.7,True,южный,10.0,,,1
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,27.1,,66.8,,,,южный,10.0,,,4
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,28.4,,65.0,,,,юго-восточный,10.0,,,2
1595948400,"Вторник, 28 июля
15:00 (UTC)",,True,,,9,,,,,,,,,4,756,,,20.3,,91.7,,,,западный,10.0,,29.1,3
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,20.3,,92.8,,,True,восточный,10.0,,,1
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,19.0,,98.8,,,,северный,2.0,,,1
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,17.9,,100.0,,,,северо-восточный,0.0,,,2
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,0.5,,,9,,True,,,,2,757,,,18.4,,100.0,,17.4,,восточный,7.0,,,2
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,True,,,,4,757,,,21.2,,93.4,,,,северо-восточный,10.0,,,2
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,24.4,,77.0,,,,юго-восточный,6.0,,,3
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,27.9,,62.2,,,,восточный,5.0,,,3
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,758,,,28.1,,59.2,,,,восточный,5.0,,28.9,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,23.9,,79.3,,,,западный,2.0,,,2
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,10,759,,,21.3,,92.9,,,,юго-западный,0.0,,,1
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,20.1,,94.6,,,,,0.0,,,0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,19.9,,95.7,,18.7,,северо-восточный,0.0,,,2
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,10,759,,,25.7,,70.8,,,,восточный,0.0,,,3
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,10,759,,,29.2,,52.8,,,,восточный,1.0,,,4
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,21.0,,78.4,,,,западный,0.0,,,1
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,757,,,21.2,,84.6,,20.5,,западный,1.0,,,2
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,27.1,,58.2,,,,западный,0.0,,,2
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,31.2,,44.0,,,,западный,0.0,,,3
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,31.8,,44.4,,,,западный,5.0,,,4
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,32.2,,36.6,,,,северо-западный,1.0,,33.7,2
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.0,,56.9,,,,северо-западный,2.0,,,1
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,25.1,,67.2,,,,западный,4.0,,,4
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,23.0,,81.2,,,,западный,0.0,,,1
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,751,,,21.8,,87.3,,20.8,,юго-западный,5.0,,,3
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,23.0,,81.2,,,,западный,7.0,,,3
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,True,,,,,,,10,751,,,23.4,,83.8,,,,западный,10.0,,,4
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,22.6,,76.7,,,True,восточный,9.0,,,1
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,6,,,,,,,,,10,752,,,23.1,,76.3,,,True,южный,7.0,,24.2,2
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,True,,,,,10,753,,,19.7,,72.4,,,,западный,2.0,,,2
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,18.0,,80.0,,,,западный,2.0,,,2
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.6,,95.6,,,,юго-западный,2.0,,,2
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,0,,,6,,,,,,10,753,,,14.8,,97.5,,13.5,,,0.0,,,0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,22.9,,65.9,,,,восточный,2.0,,,1
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.1,,49.8,,,,южный,4.0,,,2
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.8,,40.0,,,,северный,7.0,,,2
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,24.3,,48.6,,,,западный,9.0,,27.7,3
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.4,,69.8,,,,западный,2.0,,,2
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,18.8,,80.6,,,,западный,1.0,,,2
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,,10,757,,,15.6,,96.8,,,,западный,1.0,,,1
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,15.3,,94.4,,14.8,,южный,0.0,,,1
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,23.5,,64.4,,,,,0.0,,,0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.1,,48.5,,,,северный,4.0,,,2
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,10,758,,,27.1,,43.1,,,,южный,5.0,,,2
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,758,,,26.9,,39.3,,,,северный,2.0,,28.6,2
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,10,758,,,21.6,,59.2,,,,северный,0.0,,,2
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,10,758,,,18.7,,73.6,,,,северный,0.0,,,3
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,15.6,,80.7,,,,,0.0,,,0
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,15.3,,81.7,,14.1,,северный,0.0,,,3
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,23.8,,53.9,,,,северо-восточный,0.0,,,4
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,27.7,,39.0,,,,восточный,1.0,,,7
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,29.3,,30.5,,,,восточный,0.0,,,6
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,28.9,,31.2,,,,северо-восточный,0.0,,29.8,4
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.1,,45.8,,,,северный,0.0,,,3
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.0,,43.7,,,,северо-восточный,0.0,,,4
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,20.5,,47.6,,,,северо-восточный,0.0,,,4
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,,0,,,0,,,,,,10,756,,,18.2,,58.8,,17.8,,северо-восточный,0.0,,,3
1596607200,"Среда, 5 августа
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.0,,43.7,,,,восточный,0.0,,,5
1596618000,"Среда, 5 августа
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,27.7,,35.8,,,,северо-восточный,0.0,,,5
