timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,20,744,,,18.0,,84.8,,,,9,,,0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,20,744,,,15.7,,97.5,,,,2,,,0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,0,,,3,,,,10,745,,,16.8,,98.7,14.3,,восточный,7,,,1
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,20,745,,,23.7,,48.2,,,северо-восточный,7,,,3
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,20,745,,,27.3,,32.7,,,северный,1,,,1
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,20,744,,,28.4,,27.9,,,северный,0,,,2
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,0,,,,,,,20,744,,,27.7,,28.5,,,северо-восточный,0,,29.0,3
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,20,744,,,18.6,,64.2,,,восточный,0,,,1
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,20,744,,,18.2,,72.1,,,юго-восточный,0,,,1
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,20,744,,,16.2,,85.1,,,юго-восточный,0,,,1
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,0,,,0,,,,20,744,,,17.6,,77.4,15.3,,юго-восточный,0,,,1
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,20,744,,,26.7,,40.3,,,восточный,0,,,3
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,20,743,,,30.6,,28.5,,,северо-восточный,1,,,4
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,20,742,,,32.3,,26.0,,,восточный,2,,,4
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,0,,,,,,,20,741,,,31.5,,28.7,,,северо-восточный,2,,32.7,4
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,20,741,,,25.7,,31.4,,,северо-восточный,1,,,2
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,20,740,,,22.1,,38.4,,,восточный,0,,,2
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,15.8,,68.9,,,северо-западный,0,,,1
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,0,,,0,,,,20,739,,,19.7,,68.3,14.4,,,0,,,0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,20,739,,,28.8,,35.6,,,восточный,0,,,3
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,20,738,,,34.0,,25.1,,,восточный,2,,,4
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,20,736,,,35.9,,21.6,,,восточный,4,,,2
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,10.0,0,,,,,,,20,736,,True,28.0,,42.3,,,северо-западный,10,,36.5,3
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,True,,,,,,,,,10,736,,,22.3,,74.3,,,юго-западный,10,,,3
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,True,,,,,20,736,,,21.1,,77.9,,,южный,10,,,2
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,True,,,20,736,,,20.2,,82.9,,,южный,9,,,2
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,4,,,4,,,True,10,735,,,19.5,,92.2,19.2,,южный,10,,,1
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,True,,,20,735,,,22.2,,78.1,,,юго-западный,10,,,1
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,True,,,,,20,735,,,24.2,,65.4,,,северо-западный,10,,,1
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,True,10,735,,,24.3,,67.9,,,юго-западный,10,,,1
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,0.1,,,,True,,,20,735,,,23.3,,71.2,,,юго-западный,9,,24.4,1
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,True,10,736,,,20.7,,85.1,,,юго-западный,10,,,2
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,True,,,10,736,,,18.6,,97.5,,,южный,6,,,1
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,True,,,20,736,,,17.7,,96.9,,,южный,2,,,1
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,18,,,18,,,,20,737,,,19.1,,91.0,17.0,,,7,,,0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,20,738,,,24.0,,54.3,,,юго-западный,7,,,3
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,20,738,,,28.2,,46.9,,,юго-западный,6,,,2
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,10.0,,,,,,,,20,739,,,29.1,,36.4,,,юго-западный,7,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,11.0,0,,,,,,,20,739,,,26.2,,50.4,,,юго-западный,2,,29.9,4
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,10.0,,,,,,,,20,741,,,21.5,,64.0,,,западный,4,,,2
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,20,742,,,18.5,,76.0,,,юго-западный,7,,,1
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,20,743,,,15.5,,90.2,,,юго-восточный,0,,,1
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,0,,,0,,,,20,743,,,17.0,,82.5,15.4,,юго-восточный,4,,,1
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,20,743,,,23.5,,48.7,,,восточный,2,,,2
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,20,743,,,26.8,,39.0,,,северный,2,,,2
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,20,742,,,27.5,,39.2,,,северный,2,,,2
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,0,,,,,,,20,741,,,27.8,,39.0,,,северо-западный,6,,29.8,2
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,20,742,,,19.1,,73.7,,,,7,,,0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,20,742,,,16.4,,84.1,,,юго-западный,2,,,1
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,20,741,,,16.5,,88.5,,,южный,0,,,1
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,0,,,0,,,,20,741,,,17.1,,83.6,15.6,,южный,2,,,1
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,20,741,,,23.9,,51.1,,,южный,2,,,1
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,27.8,,43.3,,,северо-западный,2,,,2
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,30.5,,35.9,,,западный,7,,,2
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,0,,,,,,,20,738,,,30.3,,35.3,,,северо-западный,6,,31.3,2
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,20,738,,,20.6,,74.0,,,,7,,,0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,20,737,,,21.7,,74.6,,,юго-восточный,0,,,2
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,20,736,,,20.0,,77.8,,,южный,0,,,1
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,0,,,0,,,,20,737,,,19.6,,78.2,18.2,,южный,9,,,1
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,20,738,,,23.8,,65.7,,,южный,9,,,2
1594976400,"Пятница, 17 июля
09:00 (UTC)",,True,,,,,,,,,10,739,,,19.9,,89.9,,,юго-восточный,10,,,2
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,True,,,,,20,738,,,22.3,,77.6,,,южный,7,,,2
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,4,,,,,,,20,738,,,25.5,,59.7,,,юго-восточный,6,,26.1,2
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,20,739,,,20.8,,79.9,,,юго-восточный,6,,,1
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,20,739,,,18.6,,89.3,,,восточный,4,,,1
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,18.2,,88.1,,,южный,9,,,1
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,0,,,4,,,,20,740,,,18.7,,83.2,17.5,,южный,6,,,2
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,24.7,,65.1,,,северо-восточный,7,,,1
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,29.8,,42.5,,,северный,2,,,2
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,32.2,,33.2,,,северо-восточный,7,,,3
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,0,,,,,,,20,739,,,30.8,,38.4,,,северный,6,,32.2,3
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,20,739,,,25.6,,57.5,,,северо-восточный,9,,,2
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,20,740,,,19.5,,83.3,,,северо-западный,2,,,1
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,20,740,,,17.4,,92.1,,,северный,0,,,1
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,18.8,,88.7,17.0,,,9,,,0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,25.8,,56.8,,,северный,7,,,1
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,30.4,,44.3,,,северо-восточный,2,,,2
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,34.0,,32.0,,,северный,2,,,1
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,0,,,,,,,20,739,,,32.6,,33.7,,,северный,9,,34.5,3
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,20,739,,,23.3,,66.9,,,,4,,,0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,20,739,,,24.7,,69.7,,,южный,10,,,1
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,21.1,,83.0,,,юго-восточный,2,,,1
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,0,,,0,,,,20,739,,,21.0,,83.0,19.8,,южный,0,,,1
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,20,739,,,28.2,,48.4,,,юго-западный,0,,,1
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,32.9,,30.9,,,северо-восточный,0,,,2
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,20,738,,,34.7,,27.6,,,северо-восточный,0,,,2
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,0,,,,,,,20,737,,,33.7,,29.3,,,северный,2,,35.3,3
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,20,737,,,25.5,,53.2,,,северо-восточный,4,,,2
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,20,738,,,22.3,,64.6,,,,9,,,0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,20,738,,,20.5,,75.4,,,,7,,,0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,True,,8,,,8,,,,10,738,,,19.4,,92.2,19.0,,западный,9,,,1
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,True,,,,,,20,737,,,22.2,,76.6,,,восточный,9,,,3
1595322000,"Вторник, 21 июля
09:00 (UTC)",,True,14.0,,,,,,,,4,739,,,17.6,,98.1,,,северо-восточный,10,,,3
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,True,10,740,,,20.3,,85.6,,,восточный,9,,,2
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,23,,,,True,,,20,740,,,21.4,,75.1,,,северо-восточный,7,,23.5,2
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,20,741,,,18.8,,91.0,,True,,7,,,0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,10,742,,,17.7,,98.8,,,юго-восточный,0,,,1
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,10,742,,,17.3,,97.5,,,южный,0,,,2
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,0,,,23,,,,10,742,,,17.4,,97.5,16.7,,южный,0,,,2
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,20,742,,,24.6,,62.6,,,восточный,0,,,1
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,20,742,,,28.5,,37.2,,,северо-западный,0,,,2
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,20,741,,,29.9,,32.6,,,северо-западный,4,,,2
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,0,,,,,,,20,741,,,29.5,,31.8,,,северо-западный,1,,30.6,1
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,20,741,,,19.4,,73.8,,,южный,0,,,1
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,20,741,,,19.7,,74.8,,,южный,0,,,2
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,20,741,,,17.7,,79.4,,,южный,0,,,2
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,0,,,0,,,,20,741,,,17.7,,76.9,16.9,,южный,0,,,2
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,20,741,,,24.7,,54.1,,,южный,0,,,1
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,20,741,,,28.1,,37.6,,,северо-западный,2,,,2
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,20,740,,,28.0,,36.4,,,северный,4,,,3
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,0,,,,,,,20,740,,,27.7,,37.0,,,северный,6,,29.5,2
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,20,740,,,19.0,,70.0,,,северный,0,,,1
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,20,740,,,16.9,,78.3,,,юго-восточный,0,,,1
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,20,740,,,14.8,,93.7,,,,0,,,0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,16.9,,76.8,13.8,,северо-восточный,7,,,1
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,23.7,,50.8,,,северный,4,,,2
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,28.4,,34.1,,,северо-восточный,6,,,3
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,20,740,,,28.4,,33.5,,,северо-восточный,7,,,2
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,0,,,,,,,20,740,,,28.5,,30.1,,,северный,7,,29.8,3
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,20,740,,,21.6,,55.4,,,восточный,7,,,1
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,20,740,,,19.2,,76.6,,,юго-восточный,6,,,1
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,20,740,,,14.3,,95.6,,,,0,,,0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,15.2,,95.0,13.3,,юго-восточный,0,,,1
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,24.9,,44.8,,,северо-восточный,2,,,3
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,30.7,,35.7,,,восточный,1,,,3
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,10.0,,,,,,,,20,739,,,33.3,,25.1,,,восточный,1,,,3
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,10.0,0,,,,,,,20,738,,,32.2,,26.7,,,северо-восточный,2,,33.7,4
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,20,738,,,26.6,,33.9,,,северо-восточный,6,,,2
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,20,738,,,19.2,,57.4,,,северо-восточный,0,,,1
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,20,738,,,20.7,,52.7,,,восточный,9,,,1
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,0,,,0,,,,20,739,,True,21.2,,70.8,17.3,,юго-восточный,9,,,1
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,20,739,,,25.6,,59.8,,,восточный,7,True,,3
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,32.0,,41.7,,,восточный,4,,,2
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,20,738,,,34.3,,32.9,,,юго-восточный,6,,,2
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,0,,,,,,,20,737,,,32.7,,37.7,,,восточный,2,,34.3,2
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,20,738,,,27.2,,56.1,,,восточный,7,,,2
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,20,738,,,23.4,,76.3,,,восточный,2,,,1
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,19.6,,90.5,,,северный,4,,,1
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,22.8,,82.7,19.6,,южный,10,,,1
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,25.7,,65.7,,,,10,,,0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,29.9,,47.4,,,северный,7,,,1
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,True,,,,,,,,,10,740,,,23.3,,90.2,,,западный,10,,,1
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,5,,,,True,,,20,739,,,28.1,,58.8,,,южный,2,,31.7,2
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,True,,,20,739,,,23.5,,65.2,,,юго-восточный,0,,,1
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,20,739,,,20.8,,74.0,,,юго-восточный,0,,,1
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,19.9,,83.9,,,южный,2,,,2
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,0,,,5,,,,20,739,,,20.7,,84.0,18.8,,юго-восточный,10,,,1
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,20,739,,,25.2,,66.0,,,западный,7,,,2
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,26.4,,66.2,,,северный,9,,,2
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,20,739,,True,25.5,,69.4,,,северо-западный,10,,,2
1595948400,"Вторник, 28 июля
15:00 (UTC)",,True,,17,,,,,,,10,741,,,18.9,,98.1,,,юго-западный,10,,27.9,2
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,10,741,,,19.2,,96.3,,True,южный,10,,,1
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,10,740,,,17.7,,96.9,,,,0,,,0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,10,740,,,16.7,,98.1,,,,0,,,0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,2,,,18,,,,10,741,,,16.9,,98.1,15.6,,,2,,,0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,20,742,,,23.0,,69.0,,,юго-восточный,7,,,2
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,20,742,,,25.7,,57.5,,,западный,9,,,1
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,20,742,,,27.1,,53.0,,,северный,7,,,2
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,0,,,,,,,20,742,,,26.8,,53.9,,,юго-восточный,7,,27.9,1
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,20,743,,,21.8,,71.4,,,южный,7,,,2
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,20,743,,,19.6,,79.2,,,южный,0,,,1
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,20,743,,,18.3,,81.6,,,южный,0,,,2
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,0,,,0,,,,20,744,,,17.6,,81.0,17.3,,южный,0,,,2
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,20,744,,,25.5,,53.2,,,восточный,0,,,3
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,20,743,,,29.1,,45.4,,,восточный,2,,,2
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,20,742,,,20.5,,84.0,,,южный,0,,,1
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,0,,,0,,,,20,742,,,19.8,,83.9,19.1,,южный,0,,,1
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,20,741,,,25.9,,56.1,,,юго-западный,0,,,1
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,30.0,,40.9,,,западный,0,,,2
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,32.1,,26.7,,,западный,0,,,3
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,0,,,,,,,20,738,,,31.3,,31.7,,,западный,2,,32.3,1
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,20,738,,,24.2,,67.5,,,южный,0,,,1
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,20,738,,,21.8,,74.2,,,юго-восточный,0,,,1
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,20,737,,,20.2,,79.3,,,южный,0,,,2
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,0,,,0,,,,20,735,,,19.9,,77.7,19.4,,юго-восточный,1,,,2
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,20,736,,,24.2,,68.3,,,западный,9,,,3
1596272400,"Суббота, 1 августа
09:00 (UTC)",,True,,,,,,,,,10,736,,,21.1,,89.5,,,северо-западный,10,,,2
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,True,,,,,20,736,,,22.5,,78.6,,,юго-западный,7,,,1
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,26,,,,,,True,10,737,,,18.8,,97.5,,,южный,10,,24.9,1
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,20,737,,,18.6,,92.1,,True,южный,10,,,2
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,20,737,,,18.3,,96.9,,,южный,7,,,1
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,10,737,,,17.0,,97.5,,,южный,7,,,1
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,0.1,,,26,,,,10,737,,,16.2,,98.1,16.1,,южный,7,,,1
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,20,738,,,22.0,,60.8,,,,1,,,0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,20,739,,,24.4,,45.0,,,северо-западный,4,,,2
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,20,739,,,25.0,,38.2,,,западный,7,,,2
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,0,,,,,,,20,739,,,25.8,,36.0,,,западный,6,,26.6,1
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,20,741,,,20.5,,59.3,,,юго-западный,9,,,2
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,True,,,20,741,,,17.0,,84.7,,,южный,7,,,3
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,True,,,20,742,,,15.8,,82.4,,,южный,2,,,2
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,0.4,,,0.4,,,,20,742,,,15.2,,82.3,15.1,,южный,1,,,2
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,20,743,,,21.4,,63.9,,,юго-западный,0,,,1
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,20,743,,,25.2,,46.1,,,западный,5,,,2
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,20,742,,,26.9,,34.2,,,северо-западный,4,,,2
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,0,,,,,,,20,742,,,25.9,,37.2,,,северный,7,,27.1,1
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,20,742,,,17.1,,80.9,,,,4,,,0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,20,742,,,16.2,,86.2,,,юго-восточный,0,,,1
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,20,742,,,15.4,,84.5,,,юго-восточный,0,,,1
1596510000,"Вторник, 4 августа
03:00 (UTC)",,,,0,,,0,,,,20,742,,,15.2,,81.7,13.4,,юго-восточный,0,,,1
1596520800,"Вторник, 4 августа
06:00 (UTC)",,,,,,,,,,,20,742,,,24.3,,45.5,,,восточный,0,,,3
1596531600,"Вторник, 4 августа
09:00 (UTC)",,,,,,,,,,,20,741,,,28.2,,29.8,,,восточный,0,,,4
1596542400,"Вторник, 4 августа
12:00 (UTC)",,,11.0,,,,,,,,20,741,,,29.6,,26.7,,,северо-восточный,0,,,4
1596553200,"Вторник, 4 августа
15:00 (UTC)",,,,,,,,,,,20,740,,,28.6,,26.8,,,северо-восточный,0,,,3
1596564000,"Вторник, 4 августа
18:00 (UTC)",,,,,,,,,,,20,740,,,21.9,,45.8,,,восточный,0,,,2
1596574800,"Вторник, 4 августа
21:00 (UTC)",,,,,,,,,,,20,740,,,19.1,,50.9,,,восточный,0,,,2
1596585600,"Среда, 5 августа
00:00 (UTC)",,,,,,,,,,,20,740,,,16.0,,64.4,,,восточный,0,,,2
1596596400,"Среда, 5 августа
03:00 (UTC)",,,,0,,,0,,,,20,740,,,17.5,,55.1,14.9,,восточный,0,,,1
