timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,Гроза сильная (возможен град),"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь очень сильный,"Высота снежного покрова, см",Количество облаков увеличилось,Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Снег (возможно с туманом). Отдельные снежные кристаллы в виде звездочек,Ливневой снег слабый
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,41.0,,,,,юго-западный,,,,2,,,,,,,,,,,,20,751,,,20.4,,,,,,6.0,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,36.6,,,,,юго-западный,,,21.7,2,,,0,,,,,,,,,20,751,,,21.0,,,,,,6.0,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,67.3,,,,,южный,,,,1,,,,,,,,,,,,20,752,,,14.9,,,,,,4.0,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,91.0,,,,,юго-восточный,,,,1,,,,,,,,,,,,20,752,,,10.6,,,,,,6.0,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,91.6,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,752,,,9.6,,,,,,1.0,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,69.6,,,9.4,,юго-восточный,,,,3,,,0,,,,,,0,,,20,752,,,14.6,,,,,,10.0,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,61.7,,,,,южный,,,,4,,,,,,,,,,,,20,751,,,16.9,,,,,,9.0,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,11.0,,,,True,,,,,56.0,,,,,южный,,,,5,,,,,,,,,,,,20,749,,,21.1,,,,,,9.0,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,11.0,,,,,,,,,75.6,,,,,юго-восточный,,,,3,True,,,,,,,,,,,20,748,,,19.1,,,,,,10.0,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,11.0,,,,,,,,,63.6,,,,,южный,,,22.2,5,,,0.3,,,,,,,,,20,748,,,21.6,,,,,,7.0,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,11.0,,,,,,,,,72.2,,,,,южный,,,,4,,,,,,,,,,,,20,747,,,21.1,,,,,,7.0,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,79.2,,,,,южный,,,,3,,,,,,,,,,,,20,747,,,19.9,,,,,,6.0,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,72.0,,,,,юго-западный,,,,1,,,,,,,True,,,,,20,749,,,14.9,,,,,,7.0,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,66.6,,,13.2,,юго-западный,,,,2,,,0.9,,,,,,1,,,20,749,,,15.6,,,,,,4.0,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,56.3,,,,,юго-западный,,,,2,,,,,,,,,,,,20,750,,,17.5,,,,,,6.0,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,55.3,,,,,юго-западный,,,,3,,,,,,,,,,,,20,751,,,18.2,,,,,,10.0,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,True,,,,,,60.3,,,,,западный,,,,2,,,,,,,,,,,,20,751,,,17.9,,,,,,10.0,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,True,,,,,,,,81.8,,,,,,,,19.3,0,,,0.9,,,,,,,,,10,751,,,15.8,,,,,,10.0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,True,,,,,,,,90.7,,,,,юго-западный,,,,1,,,,,,,,,,,,4,751,,,14.8,,,,,,10.0,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,90.7,,,,,,,,,0,,,,,,,,,,,True,4,751,,,14.5,,,,,,10.0,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,91.9,,,,,северо-восточный,,,,1,,,,,,,,,,,True,4,750,,,14.4,,,,,,10.0,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,87.8,,,14.0,,северный,,,,2,,,2,,,,,,3,,,20,750,,,15.1,,,,,,10.0,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,78.8,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,749,,,16.8,,,,,,9.0,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,71.3,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,748,,,19.0,,,,,,9.0,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,True,,,,,,75.8,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,748,,,19.9,,,,,,10.0,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,81.1,,,,,северный,,,20.9,3,,,2,,,,,,,,,20,746,,,18.8,,,,,,10.0,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,True,85.8,,,,,северный,,,,2,,,,,,,,,,,,20,746,,,17.8,,,,,,10.0,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,True,,,,,,92.0,,,,,северо-западный,,,,1,,,,,,,,,,,,20,745,,,16.5,,,,,,10.0,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,90.3,,,,,северо-западный,,,,2,,,,,,,,,,,,20,745,,,16.3,,,True,,,10.0,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,True,,,,,,,,92.0,,,15.8,,северный,,,,2,,,1,,,,,,3,,,10,745,,,15.9,,,,,,10.0,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,89.1,,,15.6,,северо-западный,,,,3,,,,,,,,,,,,20,746,,,16.1,,,True,,,10.0,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,71.3,,,,,северо-западный,,,,4,,,,,,,,,,,,20,747,,,18.6,,,,,,9.0,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,65.2,,,,,северный,,,,2,,,,,,,,,,,,20,747,,,19.4,,,,,,9.0,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,69.6,,,,,северо-западный,,,21.0,1,,,менее 0.1,,,,,,,,,20,747,,,19.3,,,,,,9.0,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,81.9,,,,,северный,,,,2,,,,,,,,,,,,20,747,,,16.4,,,,,,10.0,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,83.9,,,,,северный,,,,5,,True,,,,,,,,,,20,745,,,15.5,,,,,,10.0,,
1594771200,"Среда, 15 июля
00:00 (UTC)",True,,,,,,,,,,87.8,,,,,северо-восточный,,,,4,,,,,,,,,,,,10,745,,,14.3,,,,,,10.0,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,13.0,,,,,,,,,91.2,,,12.7,,северо-восточный,,,,3,,,18,,True,,,,18,,,2,744,,,12.8,,,,,,10.0,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,12.0,,,,,,,,,90.0,,,12.5,,северо-восточный,,,,5,,,,,,,,,,True,,10,743,,,12.8,,,,,,10.0,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,91.3,,,,,северо-восточный,,,,3,,,,,,,,,,,,20,743,,,14.0,,,True,,,10.0,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,87.9,,,,,северо-восточный,,,,5,,,,,,,,,,,,20,743,,,15.8,,,True,,,10.0,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,89.0,,,,,северо-восточный,,,16.0,4,,,9,,,,,,,,,20,743,,,15.4,,,,,,10.0,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,10.0,,,,,,,,,91.3,True,,,,северо-восточный,,,,3,,,,,,,,,,,,10,743,,,14.3,,,,,,10.0,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,91.9,,,,,северо-восточный,,,,2,,,,,,,,,,,True,4,742,,,15.0,,,,,,10.0,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,92.0,,,,,восточный,,,,1,,,,,,,,,,,True,4,742,,,15.4,,,,,,10.0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,92.6,,,14.3,,юго-восточный,,,,1,,,0.9,,,,,,10,True,,10,741,,,16.1,,,,,,9.0,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,True,,,,,69.9,,,,,южный,,,,2,,,,,,,,,,,,20,741,,,18.6,,,,,,9.0,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,True,,,,,,72.9,,,,,юго-восточный,,,,3,,,,,,,,,,,,20,742,,,17.2,,,,,,9.0,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,True,,,,,,72.9,,,,,юго-восточный,,,,3,,,,,,,,,,,,20,743,,,17.2,,,,,,9.0,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,True,,,,,,89.1,,,,,юго-восточный,,,19.0,3,,,2,,,,,,,,,20,743,,,16.1,,,,,,10.0,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,90.8,,,,,юго-восточный,,,,2,,,,,,,,,,True,,10,743,,,15.6,,,,,,10.0,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,90.7,,,,,восточный,,,,2,,,,,,,,,,,,20,743,,,15.0,,,True,,,10.0,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,91.9,,,,,северо-восточный,,,,1,,,,,,,,,,,,20,742,,,14.8,,,True,,,10.0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,91.9,,,14.7,,западный,,,,1,,,2,,,,,,4,,,20,742,,,15.1,,,True,,,10.0,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,True,,,,,79.4,,,,,северо-западный,,,,2,,,,,,,,,,,,20,743,,,17.7,,,,,,9.0,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,87.4,,,,,западный,,,,2,,,,,,,,,,True,,10,744,,,16.3,,,,,,9.0,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,True,,,,,68.2,,,,,западный,,,,4,,,,,,,,,,,,20,745,,,19.3,,,,,,7.0,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,78.4,,,,,северо-западный,,,19.7,3,,,12,,,,,,,,,20,746,,,17.3,,,,,,9.0,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,83.9,,,,,северо-западный,,,,3,,,,,,,,,,,,20,747,,,15.5,,,,,,9.0,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,88.9,,,,,северо-западный,,,,3,,,,,,,,,,True,,10,748,,,14.4,,,,,,10.0,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,88.9,,,,,северо-западный,,,,2,,,,,,,,,,,,20,749,,,14.3,,,,True,,10.0,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,88.3,,,14.1,,северо-западный,,,,3,,,0.5,,,,,,13,,,20,750,,,14.3,,,,,,10.0,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,86.2,,,,,северо-западный,,,,3,,,,,,,,,,,,20,751,,,15.4,,,,,,10.0,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,73.0,,,,,северо-западный,,,,3,,,,,,,,,,,,20,751,,,17.8,,,,,,9.0,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,62.3,,,,,северо-западный,,,,5,,,,,,,,,,,,20,751,,,19.7,,,,,,7.0,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,67.2,,,,,северо-западный,,,20.8,4,,,0,,,,,,,,,20,751,,,18.6,,,,,,9.0,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,80.8,,,,,северо-западный,,,,1,,,,,,,,,,,,20,752,,,16.4,,,,,,6.0,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,91.8,,,,,северный,,,,1,,,,,,,,,,,,20,752,,,12.8,,,,,,4.0,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,92.9,,,,,северный,,,,1,,,,,,,,,,,,20,752,,,11.4,,,,True,,1.0,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,93.0,,,10.6,,северный,,,,2,,,0,,,,,,0,,,20,753,,,13.1,,,,,,7.0,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,69.8,,,,,северный,,,,3,,,,,,,,,,,,20,752,,,18.1,,,,,,6.0,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,62.8,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,752,,,19.9,,,,,,9.0,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,60.5,,,,,северо-восточный,,,,2,,,,,,,,,,,,20,751,,,20.6,,,,,,7.0,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,53.8,,,,,северо-восточный,,,22.5,2,,,0,,,,,,,,,20,751,,,22.1,,,,,,7.0,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,78.4,,,,,северный,,,,2,,,,,,,,,,,,20,751,,,17.5,,,,,,9.0,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,89.6,,,,,северный,,,,1,,,,,,,,,,,,20,750,,,15.7,,,,,,10.0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,True,,,,,,,,90.2,,,,,северный,,,,1,,,,,,,,,,,,10,750,,,15.5,,,,,,10.0,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,92.0,,,15.3,,северный,,,,1,,,0.6,,,,,,0.6,,,20,749,,,15.7,,,True,,,10.0,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,True,,,,,,,,84.3,,,,,северный,,,,2,,,,,,,,,,,,20,748,,,18.4,,,,,,10.0,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,True,,,,,71.2,,,,,северный,,,,2,,,,,,,,,,,,20,748,,,20.7,,,,,,10.0,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,63.1,,,,,северо-западный,,,,2,,,,,,,True,,,,,20,747,,,21.3,,,,,,10.0,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,72.1,,,,,северо-западный,,,21.7,1,,,менее 0.1,,,,,,,,,20,747,,,20.7,,,,,,10.0,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,77.1,,,,,северо-западный,,,,2,,,,,,,,,,,,20,746,,,18.8,,,,,,10.0,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,True,,,,,,,,80.9,,,,,северо-восточный,,,,3,,,,,,,,,,,,10,746,,,16.6,,,,,,10.0,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,True,,,,,,,,90.1,,,,,северный,,,,2,,,,,,,,,,,,10,745,,,14.8,,,,,,10.0,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,90.8,,,14.3,,северный,,,,2,,,0.9,,,,,,1,,,20,743,,,15.6,,,True,,,10.0,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,True,,,,,,,,92.0,,,,,северный,,,,3,,,,,,,,,,,,10,742,,,16.5,,,,,,10.0,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,True,,,,,,84.3,,,,,северный,,,,3,,,,,,,,,,,,20,742,,,19.0,,,,,,10.0,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,90.4,,,,,северный,,True,,3,,,,,,,,,,,,20,741,,,18.5,,,,,,10.0,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,True,,,,,84.2,,,,,северо-западный,,,19.4,2,,,9,,,,,,,,,20,741,,,18.1,,,,,,9.0,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,True,,,,,90.2,,,,,восточный,,,,1,,,,,,,,,,,,20,740,,,16.1,,,,,,7.0,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,91.9,,,,,северный,,,,1,,,,,,,,,,,True,4,740,,,13.6,,,,,,7.0,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,93.1,,,,,восточный,,,,1,,,,,,,,,,,,0,739,True,,14.6,,,,,,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,True,,,,,,,,93.2,,,13.1,,южный,,,,1,,,3,,,,,,11,,,0,738,,,15.3,,,,,,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,93.2,,,,,южный,,,,2,,,,,,,,,,,,20,737,,,16.0,,,True,,,10.0,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,76.6,,,,,южный,,,,3,,,,,,,,,,True,,10,737,,,19.2,,,,,,9.0,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,True,,,,,,74.1,,,,,юго-западный,,,,3,,,,,,,,,,,,20,737,,,18.5,,,,,,9.0,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,10.0,,,True,,,,,,85.1,,,,,юго-западный,,,19.7,2,,,2,,,,,,,,,20,739,,,16.3,,,,,,10.0,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,True,,,,,87.8,,,,,юго-западный,,,,1,,,,,,,,,,,,20,740,,,14.5,,,,,,6.0,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,91.8,,,,,южный,,,,1,,,,,,,,,,,,20,740,,,12.3,,,,,,4.0,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,93.0,,,,,юго-западный,,,,1,,,,,,,,,,,,20,740,,,11.6,,,,,,6.0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,93.0,,,11.1,,южный,,,,1,,,менее 0.1,,,,,,2,,True,4,741,,,13.0,,,,,,9.0,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,72.9,,,,,юго-западный,,,,1,,,,,,,,,,,,20,741,,,17.4,,,,,,9.0,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,True,,,,,,77.8,,,,,северо-западный,,,,1,,,,,,,,,,,,20,741,,,16.9,,,,,,9.0,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,78.7,,,,,северный,,True,,3,,,,,,,,,,,,20,742,,,15.9,,,,,,10.0,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,63.4,,,,,западный,,,19.7,1,,,2,,,,,,,,,20,742,,,17.0,,,,,,7.0,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,80.6,,,,,юго-западный,,,,1,,,,,,,,,,,,20,743,,,15.0,,,,,,7.0,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,91.7,,,,,южный,,,,1,,,,,,,,,,,,20,744,,,10.6,,,,,,7.0,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,92.2,,,,,юго-западный,,,,2,,,,,,,,,,,,20,744,,,10.0,,,,,,1.0,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,88.1,,,8.7,,юго-западный,,,,2,,,0,,,,,,2,,,20,745,,,11.1,,,,,,1.0,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,57.9,,,,,юго-западный,,,,2,,,,,,,,,,,,20,746,,,16.4,,,,,,1.0,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,45.6,,,,,западный,,,,2,,,,,,,,,,,,20,746,,,19.1,,,,,,7.0,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,True,,,,,,44.5,,,,,восточный,,,,1,,,,,,,,,,,,20,747,,,19.5,,,,,,9.0,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,True,,,,,57.8,,,,,юго-западный,,,21.1,2,,,2,,,,,,,,,20,747,,,17.6,,,,,,6.0,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,True,,,,,85.2,,,,,,,,,0,,,,,,,,,,,,20,748,,,11.8,,,,,,2.0,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,92.2,,,,,южный,,,,1,,,,,,,,,,,True,4,749,,,8.8,,,,,,0.0,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,92.8,,,,,юго-западный,,,,1,,,,,,,,,,,True,4,750,,,8.0,,,,,,1.0,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,92.9,,,6.7,,,,,,0,,,0,,,,,,2,,True,4,751,,,9.9,,,,,,0.0,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,64.2,,,,,западный,,,,1,,,,,,,True,,,,,20,751,,,16.7,,,,,,6.0,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,44.6,,,,,западный,,,,1,,,,,,,,,,,,20,752,,,19.7,,,,,,7.0,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,36.3,,,,,юго-западный,,,,3,,,,,,,,,,,,20,752,,,20.8,,,,,,7.0,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,37.6,,,,,юго-западный,,,21.8,1,,,0,,,,,,,,,20,752,,,21.0,,,,,,7.0,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,84.8,,,,,,,,,0,,,,,,,,,,,,20,752,,,13.0,,,,,,2.0,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,92.9,,,,,юго-западный,,,,1,,,,,,,,,,,,20,752,,,10.1,,,,True,,2.0,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,92.7,,,,,,,,,0,,,,,,,,,,,,20,753,,,7.7,,,,True,,2.0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,85.7,,,7.0,,юго-восточный,,,,2,,,0,,,,,,0,,,20,753,,,11.2,,,,,,4.0,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,56.7,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,753,,,19.4,,,,,,7.0,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,44.7,,,,,южный,,,,3,,,,,,,,,,,,20,754,,,21.1,,,,,,9.0,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,43.9,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,754,,,21.7,,,,,,9.0,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,52.1,,,,,юго-западный,,,23.7,2,,,0,,,,,,,,,20,753,,,21.1,,,,,,9.0,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,86.2,,,,,юго-восточный,,,,1,,,,,,,,,,,,20,754,,,16.0,,,,,,6.0,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,91.8,,,,,,,,,0,,,,,,,,,,,,20,754,,,13.1,,,,,,6.0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,92.9,,,,,юго-восточный,,,,1,,,,,,,,,,,,20,754,,,11.2,,,,True,,4.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,93.1,,,9.9,,юго-восточный,,,,1,,,0,,,,,,0,,,20,755,,,14.2,,,,True,,0.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,58.7,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,755,,,21.2,,,,,,0.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,45.1,,,,,восточный,,,,1,,,,,,,,,,,,20,755,,,23.7,,,,,,6.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,40.5,,,,,южный,,,,1,,,,,,,,,,,,20,754,,,23.7,,,,,,7.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,39.8,,,,,,,,25.9,0,,,0,,,,,,,,,20,754,,,24.2,,,,,,4.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,88.5,,,,,,,,,0,,,,,,,,,,,,20,754,,,16.4,,,,,,1.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,93.6,,,,,,,,,0,,,,,,,,,,,,20,754,,,12.5,,,,True,,1.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,93.0,,,,,,,,,0,,,,,,,,,,,,20,754,,,11.5,,,,True,,2.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,93.1,,,10.5,,юго-восточный,,,,1,,,0,,,,,,0,,True,4,754,,,14.6,,,,,,2.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,59.3,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,753,,,22.2,,,,,,1.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,45.7,,,,,юго-восточный,,,,3,,,,,,,,,,,,20,753,,,25.0,,,,,,7.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,40.6,,,,,южный,,,,2,,,,,,,,,,,,20,751,,,25.8,,,,,,9.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,49.7,,,,,юго-восточный,,,26.2,2,,,0,,,,,,,,,20,751,,,24.5,,,,,,6.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,88.1,,,,,юго-восточный,,,,1,,,,,,,,,,,,20,750,,,17.7,,,,,,7.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,86.9,,,,,юго-восточный,,,,2,,,,,,,,,,,,20,749,,,17.0,,,,,,6.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,92.0,,,,,южный,,True,,2,,,,,,,,,,,,20,748,,,16.8,,,,,,10.0,,
