timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Мгла,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,757,,,,,36.0,,21.1,,,,восточный,1.0,,39.1,4
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,29.4,,50.6,,,,северо-восточный,0.0,,,1
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,26.6,,65.1,,,,северо-восточный,1.0,,,1
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,26.8,,56.0,,,,северо-восточный,1.0,,,2
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,756,,,,,28.7,,55.1,25.5,,,восточный,1.0,,,1
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,35.5,,28.2,,,,восточный,0.0,,,3
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,39.0,,17.6,,,,юго-восточный,2.0,,,3
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,39.9,,11.0,,,,юго-восточный,4.0,,,3
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,756,,,,,38.0,,14.5,,,,восточный,2.0,,40.6,2
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,30.5,,35.4,,,,восточный,1.0,,,1
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,24.2,,58.7,,,,южный,2.0,,,1
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,22.4,,81.6,,,,юго-западный,4.0,,,1
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,757,,,,,26.9,,70.1,22.3,,,северо-западный,6.0,,,1
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,34.5,,27.7,,,,юго-восточный,9.0,,,2
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,35.4,,32.4,,,,юго-западный,9.0,,,3
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,33.8,,25.8,,,,юго-западный,10.0,,,3
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,33.8,,23.0,,,,юго-восточный,9.0,,36.2,2
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,28.9,,49.5,,,,юго-восточный,9.0,,,2
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,28.5,,41.0,,,,западный,10.0,,,2
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,27.3,,49.8,,,,западный,9.0,,,3
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,26.4,,55.2,25.9,,,западный,7.0,,,2
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,29.9,,47.4,,,,юго-западный,9.0,,,3
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,32.6,,33.7,,,,юго-западный,9.0,,,3
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,35.1,,27.3,,,,южный,9.0,,,3
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,34.2,,26.7,,,,южный,7.0,,35.2,2
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,28.9,,43.1,,,,южный,7.0,,,2
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,25.3,,62.4,,,,восточный,2.0,,,1
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,22.2,,79.6,,,,западный,2.0,,,1
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,761,,,,,25.2,,64.4,22.1,,,северо-западный,2.0,,,1
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,31.1,,45.1,,,,северо-западный,2.0,,,2
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,36.3,,26.4,,,,северо-восточный,4.0,,,2
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,36.3,,26.9,,,,восточный,6.0,,,3
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,34.9,,27.8,,,,юго-восточный,4.0,,37.4,2
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,29.2,,50.6,,,,юго-восточный,6.0,,,1
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.0,,76.4,,,,юго-восточный,2.0,,,1
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,21.6,,85.2,,,,,2.0,,,0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,24.8,,74.7,21.4,,,,7.0,,,0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,32.9,,30.1,,,,северо-восточный,9.0,,,2
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,True,,,,,10,759,,,,,30.8,,43.6,,,,западный,9.0,,,3
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,38.3,,15.8,,,True,северный,4.0,,,2
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,757,,,,,36.7,,20.0,,,,северо-восточный,2.0,,38.4,3
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,28.7,,45.6,,,,северный,2.0,,,1
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,29.3,,33.5,,,,северо-восточный,6.0,,,3
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,28.9,,29.2,,,,северо-восточный,2.0,,,2
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,0,,менее 0.1,,,,,,,10,755,,,,,28.2,,48.7,26.8,,,северо-восточный,7.0,,,1
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,True,,,4,754,,,,,34.3,,30.5,,,,восточный,9.0,,,3
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,10,754,,,,,37.0,,24.0,,,,восточный,4.0,,,4
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,754,,,,,36.5,,21.3,,,,восточный,6.0,,,3
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,754,,,,,32.9,,31.9,,,,восточный,9.0,,37.5,2
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,True,,,4,754,,,,,27.1,,57.2,,,,,4.0,,,0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,753,,,,,25.1,,78.5,,,,восточный,0.0,,,1
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,True,,,,,,4,754,,,,,22.9,,88.5,,,,восточный,1.0,,,1
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,755,,,,,27.3,,71.5,22.4,,,юго-восточный,9.0,,,1
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,30.0,,61.9,,,,южный,9.0,,,2
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,31.3,,44.3,,,,юго-западный,9.0,,,4
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,True,,,,,,,,10,758,,,,,28.5,,52.7,,,,юго-западный,9.0,,,4
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,758,,,,,27.4,,60.9,,,,юго-западный,9.0,,31.7,2
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,True,,,,,,,,10,759,,,,,26.8,,61.2,,,,юго-западный,9.0,,,2
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,25.0,,73.8,,,,западный,9.0,,,1
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,True,,,,,10,760,,,,,25.1,,69.8,,,,западный,10.0,,,2
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,0.1,,0.1,,True,,,,,10,761,,,,,24.8,,76.1,24.7,,,юго-восточный,9.0,,,1
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,True,,,,,10,761,,,,,24.5,,84.4,23.3,,,юго-западный,9.0,,,2
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,25.9,,74.4,,,True,восточный,10.0,,,1
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,27.9,,57.3,,,True,,9.0,,,0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,1,,,,,,,,,10,761,,,,,29.5,,52.3,,,,западный,9.0,,30.7,1
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,26.9,,36.8,,,,северо-западный,7.0,,,2
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,27.0,,35.6,,,,северо-западный,9.0,,,2
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,11.0,,,,,,True,,,,,10,761,,,,,25.0,,39.3,,,,северо-западный,9.0,,,4
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,11.0,,менее 0.1,,1,,,,,,,10,761,,,,,24.5,,44.4,24.2,,True,северо-западный,7.0,,,3
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,10.0,,,,,,,,,,,10,761,,,,,29.0,,30.6,,,True,северный,7.0,,,4
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,11.0,,,,,,,,,,,10,760,,,,,31.7,,26.2,,,,северный,4.0,,,4
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,33.0,,19.5,,,,северный,2.0,,,4
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,32.2,,19.0,,,,северо-западный,2.0,,33.3,2
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,27.6,,26.7,,,,северо-западный,2.0,,,2
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.1,,40.1,,,,северо-западный,0.0,,,2
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,23.1,,38.2,,,,северный,0.0,,,2
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,25.2,,43.4,21.3,,,северный,2.0,,,2
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,29.9,,29.9,,,,северо-восточный,2.0,,,5
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,32.5,,21.3,,,,северный,9.0,,,4
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,34.7,,16.5,,,,северо-восточный,9.0,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,32.9,,20.3,,,,северный,9.0,,35.2,1
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,27.8,,30.9,,,,северный,9.0,,,1
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,28.0,,22.4,,,,северный,9.0,,,2
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,27.8,,21.3,,,,северный,9.0,,,3
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,26.3,,28.1,26.3,,,северо-восточный,9.0,,,3
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,28.7,,29.7,25.9,,,северо-восточный,9.0,,,3
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,33.2,,27.7,,,,северо-западный,2.0,,,2
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,35.2,,21.4,,,,северо-западный,2.0,,,2
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,758,,,,,35.0,,21.4,,,,западный,1.0,,35.9,1
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,26.1,,50.4,,,,,2.0,,,0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,23.7,,46.6,,,,,0.0,,,0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.5,,32.6,,,,восточный,0.0,,,2
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,26.2,,35.8,22.9,,,северо-восточный,0.0,,,1
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,31.8,,33.1,,,,восточный,1.0,,,3
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,35.4,,24.2,,,,восточный,1.0,,,3
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,34.7,,33.2,,,,юго-восточный,2.0,,,4
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,32.4,,32.6,,,,юго-восточный,6.0,,36.1,4
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,28.0,,53.9,,,,восточный,4.0,,,1
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.7,,66.3,,,,восточный,2.0,,,1
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,22.4,,82.1,,,,,1.0,,,0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,25.9,,61.3,21.9,,,северо-восточный,6.0,,,1
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,32.8,,27.4,,,,восточный,4.0,,,2
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,36.0,,23.1,,,,восточный,6.0,,,3
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,36.2,,21.8,,,,юго-восточный,2.0,,,4
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,757,,,,,33.7,,25.9,,,,восточный,2.0,,36.7,2
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,28.4,,53.6,,,,восточный,2.0,,,1
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,26.1,,72.2,,,,восточный,9.0,,,2
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,24.9,,78.5,,,True,северный,9.0,,,1
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,,,,,,,10,755,,,,,25.4,,72.5,24.1,,,северный,4.0,,,2
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,True,,,,,,,,,,,,10,755,,,,,29.7,,50.4,,,,северо-западный,9.0,,,1
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,754,,,,,33.8,,34.3,,,True,южный,7.0,,,2
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,True,12.0,,,,,,,,,,,10,754,,,,,30.2,,45.7,,,,западный,9.0,,,1
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,0.3,,,,,,,,,10,755,,,,,29.2,,37.7,,,True,юго-западный,10.0,,33.8,4
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,14.0,,,,,,,,,,,10,756,,,,,24.6,,65.0,,,True,юго-западный,9.0,,,3
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,23.7,,64.4,,,,западный,2.0,,,3
1595376000,"Среда, 22 июля
00:00 (UTC)",,,True,,,,,,,,,,,,10,757,,,,,21.9,,77.1,,,,западный,7.0,,,2
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,0.5,,0.8,,,,,,,10,758,,,,,22.4,,73.3,21.1,,True,западный,7.0,,,1
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,27.9,,48.7,,,True,юго-западный,0.0,,,3
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,32.9,,20.4,,,,юго-западный,7.0,,,3
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,757,,,,,32.8,,21.3,,,,северо-западный,7.0,,,2
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,757,,,,,30.2,,30.2,,,,северный,7.0,,33.6,1
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,27.1,,44.3,,,,юго-восточный,7.0,,,1
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,22.0,,71.9,,,,,0.0,,,0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,21.3,,80.4,,,,западный,0.0,,,1
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,758,,,,,22.8,,55.0,20.3,,,западный,2.0,,,1
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,31.0,,30.2,,,,юго-западный,2.0,,,3
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,33.9,,21.2,,,,юго-западный,7.0,,,4
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,33.5,,25.0,,,,северный,7.0,,,3
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,757,,,,,31.0,,26.1,,,,северный,7.0,,34.7,3
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,758,,,,,26.3,,38.9,,,,,2.0,,,0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,21.7,,56.9,,,,северо-западный,2.0,,,1
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,22.5,,56.4,,,,северо-западный,0.0,,,2
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,23.1,,44.6,21.4,,,северный,6.0,,,2
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,27.0,,40.6,,,,северо-западный,7.0,,,3
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,31.7,,26.8,,,,западный,7.0,,,1
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,33.0,,22.6,,,,южный,6.0,,,3
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,759,,,,,30.7,,29.3,,,,северный,7.0,,34.0,3
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,27.5,,32.3,,,,северо-западный,7.0,,,2
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,25.5,,30.1,,,,северный,2.0,,,3
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,23.0,,34.7,,,,северный,7.0,,,1
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,762,,,,,23.8,,29.2,22.3,,,северный,2.0,,,3
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,28.0,,26.3,,,,северо-восточный,9.0,,,3
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,32.4,,16.7,,,,северный,7.0,,,3
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,31.6,,19.6,,,,северо-западный,9.0,,,2
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,менее 0.1,True,,,,,,,,10,762,,,,,31.2,,21.4,,,,северный,7.0,,32.6,2
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,24.4,,41.0,,,True,северо-западный,7.0,,,1
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,26.4,,22.0,,,,северный,6.0,,,4
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,24.3,,24.8,,,,северный,2.0,,,2
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,0,,менее 0.1,,,,,,,10,763,,,,,23.1,,29.8,22.8,,,северо-восточный,2.0,,,3
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,28.9,,23.5,,,,северный,2.0,,,3
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,32.0,,15.8,,,,северо-восточный,2.0,,,3
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,32.8,,16.7,,,,восточный,4.0,,,3
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,762,,,,,31.1,,22.2,,,,восточный,7.0,,33.2,3
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,22.5,,47.2,,,,,2.0,,,0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,24.1,,34.1,,,,северный,2.0,,,2
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,24.5,,23.3,,,,северо-восточный,2.0,,,3
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,22.9,,38.9,21.1,,,северо-восточный,2.0,,,2
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,30.4,,22.4,,,,северо-восточный,4.0,,,3
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,31.7,,17.3,,,,северо-восточный,2.0,,,4
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,32.6,,16.9,,,,восточный,1.0,,,2
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,762,,,,,30.7,,21.8,,,,юго-восточный,2.0,,32.8,3
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,25.2,,39.6,,,,южный,2.0,,,1
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,21.7,,59.2,,,,,9.0,,,0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,24.5,,30.4,,,,северо-восточный,9.0,,,3
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,22.3,,32.9,21.6,,,северо-восточный,7.0,,,1
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,29.4,,20.8,,,,северо-восточный,0.0,,,3
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,31.7,,19.0,,,,северо-восточный,2.0,,,2
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,32.2,,17.5,,,,северо-восточный,4.0,,,2
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,762,,,,,29.6,,26.9,,,,восточный,2.0,,32.3,3
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,23.5,,52.0,,,,восточный,7.0,,,1
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,20.9,,64.7,,,,,9.0,,,0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,19.7,,77.2,,,,северный,7.0,,,1
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,22.7,,49.5,19.0,,,северный,9.0,,,2
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,26.2,,34.9,,,,северо-восточный,9.0,,,3
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,29.8,,26.1,,,,северо-восточный,9.0,,,3
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,31.5,,19.0,,,,северо-восточный,9.0,,,2
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,30.1,,24.4,,,,юго-восточный,4.0,,31.7,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,24.6,,45.6,,,,юго-западный,4.0,,,1
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,22.0,,58.5,,,,южный,0.0,,,1
