timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Мгла,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,True,,,,,,,89.9,,северо-западный,,,3.0,,,,,,,,,,20.0,719,,,19.9,,,9.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,78.1,,западный,,,5.0,,,,,,,,,,20.0,719,,,19.2,,True,7.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,10.0,,,,,,,,,94.5,18.7,западный,,,5.0,,,4,,4,,True,,,4.0,720,,,19.4,,,10.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,10.0,,,True,,,,,,72.1,,западный,,,6.0,,,,,,,,,,20.0,721,,,23.2,,,6.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,10.0,,,,,,,,,81.0,,западный,,,7.0,,,,,,True,,,,10.0,721,,,21.5,,,7.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,10.0,,,,,,,,,57.1,,западный,,,5.0,,,,,,,,,,20.0,721,,,25.2,,True,7.0
1594306800,"Четверг, 9 июля
15:00 (UTC)",,10.0,,,,,,,,,52.0,,западный,,26.9,5.0,,,2,,,,,,,20.0,722,,,24.6,,,7.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,62.2,,западный,,,3.0,,,,,,,,,,20.0,723,,,21.0,,,5.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,74.5,,северо-западный,,,4.0,,,,,,,,,,20.0,723,,,17.9,,,2.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,80.8,,западный,,,2.0,,,,,,,,,,20.0,723,,,16.3,,,2.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,,76.7,15.8,западный,,,3.0,,,0,,2,,,,,20.0,724,,,16.7,,,2.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,57.5,,западный,,,4.0,,,,,,,,,,20.0,724,,,20.9,,,1.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,42.6,,северо-западный,,,4.0,,,,,,,,,,20.0,724,,,24.3,,,1.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,32.1,,северо-западный,,,4.0,,,,,,,,,,20.0,723,,,26.6,,,1.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,10.0,,,,,,,,,29.3,,северный,,27.4,4.0,,,0,,,,,,,20.0,724,,,27.1,,,1.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,38.7,,северо-западный,,,3.0,,,,,,,,,,20.0,724,,,22.9,,,1.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,37.5,,северный,,,3.0,,,,,,,,,,20.0,724,,,21.4,,,1.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,51.9,,северо-западный,,,1.0,,,,,,,,,,20.0,724,,,16.4,,,2.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,41.6,14.3,северный,,,2.0,,,0,,0,,,,,20.0,724,,,19.7,,,0.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,41.3,,северо-восточный,,,4.0,,,,,,,,,,20.0,724,,,24.7,,,2.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,11.0,,,,,,,,,28.9,,восточный,,,5.0,,,,,,,,,,20.0,724,,,29.2,,,6.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,10.0,,,,,,,,,25.8,,северо-восточный,,,3.0,,,,,,,,,,20.0,723,,,29.9,,,6.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,23.3,,северо-восточный,,31.4,5.0,,,0,,,,,,,20.0,722,,,30.0,,,1.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,27.5,,северо-восточный,,,3.0,,,,,,,,,,20.0,722,,,24.3,,,0.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,27.4,,северный,,,2.0,,,,,,,,,,20.0,721,,,22.6,,,0.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,30.6,,северный,,,2.0,,,,,,,,,,20.0,720,,,21.3,,,0.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,38.2,17.1,,,,0.0,,,0,,0,,,,,20.0,720,,,23.1,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,29.9,,северо-восточный,,,4.0,,,,,,,,,,20.0,719,,,30.6,,,2.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,10.0,,,,,,,,,21.0,,северо-восточный,,,5.0,,,,,,,,,,20.0,718,,,34.0,,,6.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,10.0,,,,,,,,,20.0,,восточный,,,6.0,,,,,,,,,,20.0,716,,,34.9,,,7.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,12.0,,,,,,,,,19.2,,юго-восточный,,35.7,8.0,,,0,,,,,,,20.0,716,,,33.3,,,7.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,12.0,,,,,,,,,32.4,,южный,,,2.0,,,,,,,,,,20.0,716,,,26.9,,,5.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,50.8,,западный,,,1.0,,,,,,,,,,20.0,716,,,23.7,,,6.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,56.8,,западный,,,3.0,,,,,,,,,,20.0,715,,,22.7,,,7.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,67.3,21.0,северо-западный,,,3.0,,,0,,0,True,,,,20.0,715,,,21.2,,,9.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,52.8,,западный,,,2.0,,,,,,,,,,20.0,715,,,25.0,,True,10.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,40.7,,западный,,,4.0,,,,,,,,,,20.0,715,,,29.0,,,10.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,10.0,,,,,,,,,51.3,,западный,,,7.0,,,,,,,,,,20.0,714,,,25.8,,,9.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,12.0,,,,,,,,,62.4,,юго-западный,,29.4,8.0,,,0,,,,,,,20.0,714,,,23.4,,,10.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,12.0,,,,,,,,,81.2,,западный,,,6.0,,,,,,True,,,,20.0,715,,,19.0,,,10.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,92.2,,западный,,,5.0,,,,,,True,,,,10.0,715,,,19.1,,,10.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,13.0,,,,,,,,,84.9,,западный,,,5.0,,,,,,,,,,20.0,716,,,18.8,,True,7.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,13.0,,,,,,,,,84.4,17.7,западный,,,9.0,,,6,,6,,,,,20.0,716,,,19.5,,,6.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,14.0,,,,,,,,,64.8,,западный,,,8.0,,,,,,,,,,20.0,717,,,23.4,,,5.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,14.0,,,,,,,,,49.4,,западный,,,9.0,,,,,,,,,,20.0,718,,,27.0,,,6.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,12.0,,,,,,,,,34.7,,западный,,,6.0,,,,,,,,,,20.0,718,,,28.9,,,6.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,10.0,,,,,,,,,44.7,,северо-западный,,29.5,4.0,,,0,,,,,,,20.0,719,,,26.7,,,6.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,57.5,,западный,,,3.0,,,,,,,,,,20.0,721,,,22.5,,,4.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,64.3,,западный,,,4.0,,,,,,,,,,20.0,721,,,21.1,,,7.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,72.2,,западный,,,4.0,,,,,,,,,,20.0,722,,,18.4,,,7.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,79.3,16.2,западный,,,3.0,,,0,,0,,,,,20.0,723,,,16.9,,,9.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,54.5,,северный,,,3.0,,,,,,,,,,20.0,723,,,20.7,,,7.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,36.9,,северо-западный,,,1.0,,,,,,,,,,20.0,723,,,25.7,,,7.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,35.6,,юго-восточный,,,3.0,,,,,,,,,,20.0,722,,,26.9,,,7.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,35.5,,восточный,,28.2,1.0,,,0,,,,,,,20.0,722,,,26.8,,,6.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,39.6,,северо-восточный,,,3.0,,,,,,,,,,20.0,722,,,24.4,,,7.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,40.4,,северо-восточный,,,3.0,,,,,,,,,,20.0,722,,,22.2,,,6.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,43.5,,северо-восточный,,,2.0,,,,,,,,,,20.0,721,,,20.3,,,6.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,46.4,18.6,восточный,,,3.0,,,0,,0,,,,,20.0,721,,,19.5,,,6.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,28.4,,юго-восточный,,,6.0,,,,,,,,,,20.0,721,,,26.0,,,2.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,11.0,,,,,,,,,26.2,,юго-восточный,,,5.0,,,,,,,,,,20.0,721,,,29.1,,,5.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,12.0,,,,,,,,,25.9,,восточный,,,6.0,,,,,,,,,,20.0,719,,,31.1,,,7.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,11.0,,,,,,,,,27.0,,восточный,,31.4,6.0,,,0,,,,,,,20.0,719,,,29.7,,,7.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,10.0,,,,,,,,,34.3,,восточный,,,5.0,,,,,,,,,,20.0,719,,,25.6,,,2.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,42.5,,восточный,,,4.0,,,,,,,,,,20.0,718,,,22.0,,,2.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,51.8,,восточный,,,5.0,,,,,,,,,,20.0,717,,,21.3,,,0.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,56.8,20.2,восточный,,,4.0,,,0,,0,,,,,20.0,718,,,21.1,,,5.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,15.0,,,,,,,,,31.9,,юго-восточный,,,10.0,,,,,,,,,,20.0,718,,,27.4,,,9.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,15.0,,,,,,,,,27.6,,юго-восточный,,,9.0,,,,,,,,,,20.0,717,,,29.2,,,10.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,14.0,,,,,,,,,67.4,,западный,,,7.0,,,,,,True,,,,20.0,718,,,21.9,,,10.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,11.0,,,,,,,,,88.8,,северный,,31.2,5.0,,,0.3,,,,,,,20.0,719,,,19.6,True,,10.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,92.1,,южный,,,2.0,,,,,,,,,,20.0,720,,,17.3,,True,4.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,95.6,,южный,,,3.0,,,,,,,,,,20.0,720,,,15.9,,,2.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,91.4,,северный,,,2.0,,,,,,,,,,20.0,720,,,15.9,,,0.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,90.3,13.8,западный,,,1.0,,,0.3,,0.5,,,,,20.0,720,,,17.1,,,2.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,55.6,,северо-восточный,,,1.0,,,,,,,,,,20.0,720,,,23.9,,,4.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,39.5,,северный,,,3.0,,,,,,,,,,20.0,720,,,28.5,,,4.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,29.4,,северный,,,2.0,,,,,,,,,,20.0,719,,,31.2,,,5.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,35.3,,северный,,31.4,5.0,,,0,,,,,,,20.0,719,,,29.4,,,2.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,53.0,,северный,,,3.0,,,,,,,,,,20.0,720,,,24.4,,,2.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,61.2,,северный,,,2.0,,,,,,,,,,20.0,721,,,21.9,,,2.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,66.2,,северо-восточный,,,2.0,,,,,,,,,,20.0,721,,,19.9,,,1.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,62.2,18.6,восточный,,,2.0,,,0,,0,,,,,20.0,721,,,21.1,,,2.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,43.6,,северо-восточный,,,3.0,,,,,,,,,,20.0,721,,,26.8,,,4.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,10.0,,,,,,,,,29.1,,северо-восточный,,,4.0,,,,,,,,,,20.0,720,,,31.4,,,4.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,24.0,,восточный,,,4.0,,,,,,,,,,20.0,719,,,34.1,,,2.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,24.1,,северо-восточный,,34.5,5.0,,,0,,,,,,,20.0,719,,,33.3,,,1.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,34.5,,северный,,,4.0,,,,,,,,,,20.0,719,,,27.2,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,36.2,,северо-восточный,,,2.0,,,,,,,,,,20.0,719,,,25.9,,,0.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,51.3,,,,,0.0,,,,,,,,,,20.0,718,,,22.0,,,0.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,52.6,20.1,северо-западный,,,3.0,,,0,,0,,,,,20.0,718,,,22.8,,,0.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,31.7,,северо-западный,,,3.0,,,,,,,,,,20.0,719,,,30.0,,,0.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,30.6,,северо-западный,,,5.0,,,,,,,,,,20.0,718,,,31.9,,,0.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,25.3,,северо-западный,,,5.0,,,,,,,,,,20.0,718,,,33.9,,,0.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,21.7,,северный,,34.1,4.0,,,0,,,,,,,20.0,718,,,33.0,,,0.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,10.0,,,,,,,,,31.3,,северный,,,5.0,,,,,,,,,,20.0,718,,,28.3,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,10.0,,,,,,,,,47.7,,северный,,,4.0,,,,,,,,,,20.0,719,,,25.4,,,6.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,57.1,,восточный,,,2.0,,,,,,,,,,20.0,718,,,22.5,,,9.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,63.9,21.1,северный,,,3.0,,,0,,0,,,,,20.0,719,,,21.1,,,7.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",True,,,,,,,,,,85.4,19.0,северный,,,3.0,,,,,,,,,,10.0,719,,,19.0,,,9.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",True,12.0,,,,,,,,,89.8,,северо-западный,,,8.0,,,,,,,,,,20.0,720,,,18.3,,,10.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,14.0,,,,,,,,,95.6,,юго-восточный,,,1.0,,,,,,True,,,,10.0,720,,,16.8,,,10.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,10.0,,True,,,,,,,91.5,,западный,,24.3,6.0,,,28,,,,,,,20.0,720,,,17.8,,,7.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,83.2,,западный,,,4.0,,,,,,,,,,20.0,721,,,18.4,,True,7.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,87.6,,западный,,,5.0,,,,,,,,,,20.0,721,,,18.2,,,6.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,83.7,,западный,,,5.0,,,,,,,,,,20.0,721,,,18.5,,,7.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,81.7,17.7,западный,,,3.0,,,0,,28,,,,,20.0,721,,,18.7,,,6.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,52.6,,западный,,,2.0,,,,,,,,,,20.0,722,,,24.2,,,2.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,33.5,,северо-западный,,,3.0,,,,,,,,,,20.0,721,,,27.1,,,5.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,29.5,,северо-западный,,,3.0,,,,,,,,,,20.0,721,,,28.5,,,6.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,31.0,,западный,,28.9,3.0,,,0,,,,,,,20.0,720,,,27.5,,,2.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,50.1,,западный,,,2.0,,,,,,,,,,20.0,721,,,22.6,,,1.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,61.3,,западный,,,4.0,,,,,,,,,,20.0,721,,,20.7,,,0.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,63.2,,западный,,,3.0,,,,,,,,,,20.0,721,,,19.8,,,0.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,67.9,17.1,западный,,,2.0,,,0,,0,,,,,20.0,721,,,19.7,,,0.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,47.0,,западный,,,5.0,,,,,,,,,,20.0,720,,,25.3,,,0.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,33.0,,западный,,,4.0,,,,,,,,,,20.0,721,,,26.7,,,2.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,29.0,,северо-западный,,,4.0,,,,,,,,,,20.0,720,,,27.5,,,2.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,10.0,,,,,,,,,31.2,,северный,,28.1,4.0,,,0,,,,,,,20.0,720,,,26.6,,,2.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,40.8,,северо-западный,,,3.0,,,,,,,,,,20.0,720,,,22.7,,,4.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,43.4,,северный,,,3.0,,,,,,,,,,20.0,720,,,20.0,,,6.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,51.4,,северо-восточный,,,1.0,,,,,,,,,,20.0,721,,,17.2,,,2.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,45.2,17.1,северный,,,1.0,,,0,,0,,,,,20.0,721,,,18.6,,,6.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,29.0,,восточный,,,4.0,,,,,,,,,,20.0,721,,,24.7,,,2.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,26.7,,восточный,,,3.0,,,,,,,,,,20.0,720,,,27.6,,,5.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,25.6,,северо-восточный,,,3.0,,,,,,,,,,20.0,720,,,28.7,,,7.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,26.4,,северный,,30.1,6.0,,,0,,,,,,,20.0,720,,,27.6,,,7.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,29.8,,северный,,,5.0,,,,,,,,,,20.0,721,,,24.4,,,6.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,32.8,,северо-восточный,,,4.0,,,,,,,,,,20.0,721,,,22.8,,,4.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,33.0,,северо-восточный,,,5.0,,,,,,,,,,20.0,721,,,21.2,,,4.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,37.0,19.4,восточный,,,3.0,,,0,,0,,,,,20.0,721,,,19.8,,,7.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,13.0,,,,,,,,,29.4,,восточный,,,8.0,,,,,,,,,,20.0,721,,,25.2,,,5.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,13.0,,,,,,,,,28.0,,восточный,,,9.0,,,,,,,,,,20.0,721,,,28.8,,,4.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,15.0,,,,,,,,,21.4,,северо-восточный,,,9.0,,,,,,,,,,20.0,720,,,31.1,,,6.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,15.0,,,,,,,,,19.8,,восточный,,31.5,9.0,,,0,,,,,,,20.0,720,,,30.3,,,4.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,13.0,,,,,,,,,24.1,,восточный,,,9.0,,,,,,,,,,20.0,720,,,26.3,,,5.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,12.0,,,,,,,,,38.3,,восточный,,,6.0,,,,,,,,,,20.0,720,,,23.4,,,2.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,59.7,,восточный,,,6.0,,,,,,,,,,20.0,720,,,22.0,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,78.9,21.0,восточный,,,7.0,,,0,,0,,,,,20.0,721,,,21.3,,,2.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,13.0,,,,,,,,,51.7,,юго-восточный,,,10.0,,,,,,,,,,20.0,721,,,26.2,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,17.0,,,,,,,,,28.3,,восточный,,,10.0,,,,,,,,,,20.0,721,,,30.7,,,4.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,18.0,,,,,,,,,28.3,,юго-восточный,,,11.0,,,,,,,,,,20.0,720,,,31.8,,,5.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,16.0,,,,,,,,,31.1,,юго-восточный,,32.1,10.0,,,0,,,,,,,20.0,720,,,29.9,,,4.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,14.0,,,,,,,,,33.1,,восточный,,,7.0,,,,,,,,,,20.0,721,,,25.5,,,5.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,10.0,,,,,,,,,39.4,,восточный,,,6.0,,,,,,,,,,20.0,721,,,22.8,,,2.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,53.9,,восточный,,,5.0,,,,,,,,,,20.0,720,,,21.1,,,2.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,63.2,19.3,восточный,,,4.0,,,0,,0,,,,,20.0,721,,,19.9,,,6.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,12.0,,,,,,,,,57.0,,восточный,,,8.0,,,,,,,,,,20.0,721,,,25.1,,,6.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,14.0,,,,,,,,,30.0,,юго-восточный,,,8.0,,,,,,,,,,20.0,721,,,30.5,,,6.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,14.0,,,,,,,,,28.1,,юго-восточный,,,7.0,,,,,,,,,,20.0,720,,,32.0,,,6.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,19.0,,,,,,,,True,79.9,,западный,,32.4,5.0,,,14,,,,,,,20.0,721,,,20.8,,,9.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,67.4,,восточный,,,3.0,,,,,,,,,,20.0,722,,,19.8,,True,4.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,10.0,,,,,,,,,70.2,,юго-восточный,,,6.0,,,,,,,,,,20.0,721,,,20.0,,,2.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,10.0,,,,,,,,,74.6,,восточный,,,4.0,,,,,,,,,,20.0,720,,,18.4,,,0.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,73.7,17.8,юго-восточный,,,2.0,,,0,,14,,,,,20.0,720,,,19.1,,,2.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,12.0,,,,,,,,,59.9,,юго-восточный,,,8.0,,,,,,,,,,20.0,721,,,23.1,,,7.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,13.0,,,,,,,,,37.4,,юго-восточный,,,8.0,,,,,,,,,,20.0,720,,,29.1,,,7.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,14.0,,,,,,,,,31.7,,юго-восточный,,,6.0,,,,,,,,,,20.0,719,,,31.3,,,6.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,12.0,,,,,,,,,24.1,,восточный,,31.5,7.0,,,0,,,,,,,20.0,719,,,29.4,,,10.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",True,15.0,,,,,,,,,91.6,,западный,,,4.0,,,,,,,,,,10.0,724,,,18.5,,,10.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,11.0,,,,,,,,,80.5,,юго-восточный,,,4.0,,,,,,,,,,20.0,721,,,17.6,,True,5.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,76.2,,юго-восточный,,,3.0,,,,,,,,,,20.0,721,,,16.3,,True,2.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,81.3,15.4,восточный,,,3.0,,,7,,7,,,,,20.0,722,,,16.3,,,4.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,58.9,,восточный,,,3.0,,,,,,,,,,20.0,723,,,22.2,,,4.0
