timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Туман без изменений (небо видно)
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,80.7,,,,северо-западный,,,1,,,,,,,,,,,20,759,,,15.8,,True,10.0,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,77.2,,,,северный,,,1,,,,,,,,,,,20,760,,,16.3,,True,10.0,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,75.7,,,,северный,,,2,,,4,,,,,,,,20,761,,,16.6,,,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,90.7,,,,северо-восточный,,17.2,2,,,0.9,,,,,,,,20,762,,,14.9,,True,10.0,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,91.3,,,,восточный,,,3,,,,,,,,,,,20,763,,,13.7,,,9.0,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,91.9,,,,восточный,,,3,,,,,,,,,,,20,763,,,13.6,,,10.0,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,93.0,,,13.3,восточный,,,3,,,0,,,4,,,,,20,764,,,13.3,,,10.0,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,90.7,,,13.3,восточный,,,4,,,0,,,,,,,,20,764,,,14.4,,,10.0,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10.0,,,,,,,,,,74.3,,,,восточный,,,5,,,,,,,,,,,20,763,,,17.1,,,9.0,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,11.0,,,,,,,,,,64.0,,,,восточный,,,6,,,,,,,,,,,20,762,,,20.0,,,9.0,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,11.0,,,,,,,,,,65.6,,,,восточный,,,4,,,0,,,,,,,,20,761,,,19.5,,,9.0,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,75.7,,,,восточный,,20.4,3,,,0,,,,,,,,20,762,,,16.7,,,4.0,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,84.4,,,,восточный,,,3,,,,,,,,,,,20,762,,,14.6,,,2.0,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,87.7,,,,восточный,,,3,,,,,,,,,,,20,761,,,13.8,,,2.0,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,,,92.4,,,12.6,восточный,,,2,,,0,,,0,,,,,20,761,,,12.7,,,10.0,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,80.7,,,12.6,восточный,,,2,,,0,,,,,,,,20,760,,,15.6,,,10.0,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,True,,,,,73.6,,,,восточный,,,3,,,,,,,,,,,20,759,,,18.6,,,7.0,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,71.6,,,,южный,,,2,,,,,True,,,,,,20,759,,,20.3,,,10.0,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,,80.1,,,,южный,,,2,,,менее 0.1,,,,,,,,20,760,,,19.0,,,10.0,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,93.2,,,,,,20.6,0,,,менее 0.1,,,,,,,,20,760,,,16.5,,True,10.0,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,96.8,,,,,,,0,,,,,,,,True,,,4,761,,,13.1,,,0.0,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,98.0,,,,южный,,,1,,,,,,,,True,,,1,760,,,11.7,,,6.0,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,,,98.0,,,11.4,южный,,,1,,,менее 0.1,,,менее 0.1,,True,,,4,760,,,11.7,,,10.0,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,93.1,,,10.9,южный,,,1,,,0.2,,,,,,,,20,760,,,15.0,,,2.0,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,68.2,,,,юго-западный,,,2,,,,,,,,,,,20,760,,,19.1,,,7.0,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,74.0,,,,западный,,,2,,,,,,,,,,,50,760,,,17.8,,,10.0,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,66.0,,,,южный,,,1,,,0,,,,,,,,20,759,,,19.4,,,7.0,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,90.1,,,,южный,,21.4,1,,,0,,,,,,,,20,759,,,13.8,,,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,86.1,,,,южный,,,1,,,,,,,,,,,20,758,,,14.5,,,10.0,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,94.2,,,,юго-восточный,,,1,,,,,,,,,,,50,758,,,11.8,,,7.0,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,93.0,,,11.6,южный,,,1,,,0,,,0,,,,,20,757,,,12.5,,,10.0,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,89.5,,,11.6,южный,,,1,,,0,,,,,,,,20,757,,,13.9,,,10.0,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,62.8,,,,южный,,,2,,,,,,,,,,,20,757,,,20.1,,,10.0,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,55.7,,,,южный,,,1,,,,,,,,,,,20,757,,,21.3,,,10.0,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,,64.0,,,,южный,,,1,,,0,,,,,,,,20,755,,,19.7,,,10.0,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,86.7,,,,южный,,22.3,1,,,0,,,,,,,,20,755,,,14.9,,,10.0,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,90.1,,,,южный,,,1,,,,,,,,,,,20,754,,,14.3,,True,10.0,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,89.0,,,,южный,,,1,,,,,,,,,,,20,754,,,14.9,,True,10.0,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,89.5,,,14.3,юго-западный,,,1,,,0.2,,,0.2,,,,,20,754,,,14.6,,,10.0,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,88.3,,,13.4,,,,0,,,0.2,,,,,,,,17,755,,,14.1,,,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,82.9,,,,южный,,,1,,,,,,,,,,,20,755,,,15.5,,True,10.0,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,True,,,,,61.7,,,,южный,,,1,,,,,,,,,,,20,755,,,18.9,,,7.0,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,61.0,,,,южный,,,1,,,0,,,,,,,,20,755,,,19.1,,,5.0,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,93.0,,,,,,20.3,0,,,менее 0.1,,,,,,,,20,756,,,12.7,,,7.0,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,91.8,,,,южный,,,1,,,,,,,,,,,20,757,,,12.4,,,7.0,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,96.1,,,,южный,,,1,,,,,,,,True,,,2,757,,,10.0,,,0.0,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,98.0,,,8.8,,,,0,,,0,,,менее 0.1,,True,,,4,758,,,8.8,,,6.0,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,89.4,,,8.3,юго-западный,,,1,,,0,,,,,,,,20,759,,,12.5,,,4.0,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,65.7,,,,южный,,,1,,,,,,,,,,,20,759,,,17.9,,,4.0,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,55.8,,,,южный,,,1,,,,,,,,,,,20,759,,,18.8,,,7.0,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,69.0,,,,южный,,,2,,,0,,,,,,,,20,759,,,16.4,,,9.0,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,93.0,,,,южный,,19.7,1,,,0.5,,,,True,,,,10,758,,,12.4,,,10.0,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,96.7,,,,юго-западный,,,1,,,,,,,,,,,20,758,,,10.9,,True,10.0,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,97.3,,,,юго-западный,,,1,,,,,,,,,,,20,757,,,9.6,,True,10.0,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,,,98.0,,,9.2,,,,0,,,0.8,,,0.8,,,,,20,757,,,9.6,,,10.0,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,88.2,,,9.1,западный,,,1,,,0.2,,,,,,,,20,757,,,12.5,,,4.0,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,75.4,,,,юго-западный,,,2,,,,,,,,,,,20,757,,,14.7,,,9.0,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,70.7,,,,южный,,,1,,,,,,,,,,,20,755,,,15.6,,,9.0,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,93.6,,,,южный,,,2,,,1,,,,True,,,,4,753,,,12.3,,,10.0,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,96.8,,,,южный,,17.2,1,,,8,,,,True,,,,4,750,,,11.8,,,10.0,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,94.9,,,,западный,,,2,,,,,,,,,,,10,750,,,12.7,,True,10.0,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,91.2,,,,западный,,,3,,,,,,,,,,,20,751,,,12.4,,True,10.0,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,,,89.3,,,11.7,западный,,,3,,,7,,,8,,,,,20,753,,,12.1,,,10.0,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,85.9,,,11.8,западный,,,3,,,0,,,,,,,,20,754,,,13.0,,,10.0,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,56.5,,,,западный,,,2,,,,,,,,,,,20,755,,,18.6,,,6.0,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,53.4,,,,юго-западный,,,2,,,,,,,,,,,20,754,,,20.5,,,7.0,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,,,75.3,,,,юго-западный,,,1,,,0,,True,,,,,,20,753,,,17.0,,,10.0,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,94.3,,,,южный,,21.3,1,,,1,,,,True,,,,10,752,,,13.6,,,10.0,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,94.3,,,,южный,,,2,,,,,,,True,,,,10,749,,,13.7,,,10.0,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,96.2,,,,южный,,,1,,,,,,,,,,,4,746,True,,13.8,,,10.0,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,96.2,,,12.8,юго-западный,,,2,,,6,,,6,,,,,20,745,,,14.1,,True,10.0,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,True,,,,,82.8,,,12.8,западный,,,2,,,4,,,,,,,,20,744,,,14.9,,,7.0,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,10.0,,,,,,,,,,65.5,,,,западный,,,5,,,,,,,,,,,20,745,,,14.7,,,7.0,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,13.0,,,,,,,,,,68.5,,,,западный,,,5,,,,,True,,,,,,20,747,,,14.1,,,9.0,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,13.0,,,,,,,,,,58.7,,,,западный,,,5,,,0.3,,,,,,,,20,749,,,14.6,,,7.0,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,11.0,,,,,True,,,,,77.9,,,,западный,,16.1,3,,,0.3,,,,,,,,20,751,,,10.8,,,2.0,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,81.6,,,,западный,,,3,,,,,,,,,,,20,753,,,9.8,,,0.0,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,79.8,,,,западный,,,3,,,,,,,,,,,20,754,,,9.3,,,0.0,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,84.8,,,8.3,западный,,,2,,,0.3,,,0.3,,,,,20,756,,,8.4,,,0.0,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,77.0,,,7.9,западный,,,2,,,0,,,,,,,,20,757,,,11.7,,,6.0,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,62.5,,,,западный,,,2,,,,,,,,,,,20,758,,,15.1,,,7.0,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,60.0,,,,западный,,,2,,,,,,,,,,,20,759,,,15.2,,,10.0,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,62.0,,,,юго-западный,,,1,,,0,,,,,,,,20,759,,,14.5,,,7.0,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,91.6,,,,южный,,16.1,1,,,0,,,,,,,,20,759,,,9.3,,,10.0,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,93.4,,,,южный,,,1,,,,,,,,,,,20,759,,,8.8,,,0.0,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,97.3,,,,,,,0,,,,,,,,,,,20,759,,,7.0,,,0.0,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,98.6,,,6.8,южный,,,1,,,0,,,0,,,,,20,760,,,7.4,,,10.0,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,92.3,,,6.8,южный,,,1,,,0,,,,,,,,20,760,,,10.2,,,9.0,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,71.6,,,,южный,,,1,,,,,,,,,,,20,760,,,15.5,,,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,52.0,,,,юго-западный,,,2,,,,,,,,,,,20,759,,,18.2,,,9.0,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,63.1,,,,южный,,,1,,,0,,,,,,,,20,758,,,16.0,,,10.0,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,80.8,,,,южный,,18.9,2,,,0,,,,,,,,20,756,,,12.2,,,4.0,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,77.2,,,,южный,,,1,,,,,,,,,,,20,755,,,13.1,,,7.0,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,76.8,,,,южный,,,2,,,,,,,,,,,20,753,,,14.1,,,5.0,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,,,78.0,,,12.0,западный,,,3,,,0,,,0,,,,,20,753,,,14.6,,,9.0,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,77.8,,,12.5,юго-западный,,,2,,,0,,,,,,,,50,754,,,13.7,,,10.0,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,69.6,,,,западный,,,3,,,,,,,,,,,20,755,,,14.9,,,10.0,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,10.0,,,,,,,,,,50.9,,,,западный,,,4,,,,,,,,,,,20,756,,,18.0,,,7.0,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,10.0,,,,,,,,,,50.8,,,,западный,,,4,,,0,,,,,,,,20,757,,,16.4,,,6.0,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,12.0,,,,,,,,,,74.4,,,,юго-западный,,18.2,2,,,0,,,,,,,,20,758,,,11.6,,,10.0,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,81.2,,,,юго-западный,,,2,,,,,,,,,,,20,758,,,11.2,,,9.0,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,87.4,,,,южный,,,1,,,,,,,,,,,20,757,,,10.6,,,10.0,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,,,96.1,,,10.5,юго-западный,,,1,,,2,,,2,True,,,,10,757,,,11.0,,,10.0,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,96.8,,,10.5,,,,0,,,4,,,,True,,,,4,757,,,12.5,,,10.0,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,84.5,,,,западный,,,2,,,,,,,,,,,20,758,,,15.8,,True,10.0,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,True,,,,,59.7,,,,северо-западный,,,2,,,,,,,,,,,20,759,,,18.9,,,6.0,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,,,53.1,,,,западный,,,2,,,2,,,,,,,,20,760,,,18.3,,,2.0,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,,,85.3,,,,юго-западный,,19.2,1,,,0.4,,,,,,,,20,760,,,13.0,,,0.0,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,91.9,,,,западный,,,2,,,,,,,,,,,20,761,,,14.8,,,10.0,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,93.1,,,,западный,,,2,,,,,,,,,,,20,761,,,14.5,,,10.0,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,True,,,,,,,96.2,,,12.2,западный,,,1,,,1,,,4,,,,,20,761,,,13.8,,,10.0,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,True,,,,,96.2,,,12.2,западный,,,1,,,2,,,,,,,,20,762,,,14.7,,,7.0,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,True,,,,,,,88.3,,,,северный,,,1,,,,,,,,,,,20,763,,,13.8,,,10.0,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,,,,,,,,,,88.7,,,,северо-восточный,,,1,,,,,,,,,,,20,763,,,12.1,,True,10.0,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,,,,,,,,,94.2,True,,,западный,,,1,,,2,,,,,,,,4,763,,,11.7,,,10.0,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,96.7,,,,юго-западный,,16.1,1,,,0.9,,,,,,,,20,764,,,11.4,,True,10.0,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,96.7,,,,восточный,,,1,,,,,,,,,,,20,763,,,11.7,,,10.0,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,96.7,,,,юго-восточный,,,1,,,,,,,,,,,20,763,,,11.7,,,10.0,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,,,,,,,98.0,,,11.3,юго-восточный,,,2,,,менее 0.1,,,2,,True,,,2,762,,,12.1,,,10.0,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,,,,,,,,,96.8,,,11.4,юго-восточный,,,1,,,0,,,,,,,,20,760,,,13.9,,,10.0,,
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,79.2,,,,южный,,,2,,,,,,,,,,,20,758,,,19.5,,,10.0,,
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,65.3,,,,южный,,,2,,,,,,,,,,,20,755,,,23.8,,,9.0,,
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,,,,,,,,,64.3,,,,южный,,,1,,,0,,,,,,,,20,753,,,23.1,,,9.0,,
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,,,,,,,,,80.1,,,,южный,,25.5,1,,,0,,,,,,,,20,752,,,18.9,,,10.0,,
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,82.6,,,,юго-западный,,,1,,,,,,,,,,,20,750,,,17.9,,,10.0,,
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,81.9,,,,западный,,,3,,,,,,,,,,,20,750,,,16.2,,,10.0,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,11.0,,,,,,,,,,81.8,,,11.6,северо-западный,,,4,,,0,,,0,,,,,20,750,,,11.7,,,10.0,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,True,,,,,90.4,,,8.9,западный,,,3,,,3,,,,,,,,20,750,,,9.6,,,9.0,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,72.4,,,,западный,,,4,,,,,,,,,,,20,749,,,12.0,,,9.0,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,10.0,,,,,,,,,,85.0,,,,западный,,,5,,,,,,,,,,,10,749,,,9.7,,True,10.0,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,11.0,,,,,,,,,,83.8,,,,западный,,,4,,,4,,,,,,,,20,749,,,9.3,,True,10.0,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,16.0,,,,,,,,,,92.2,,,,северо-западный,,12.2,5,,,4,,,,True,,,,10,750,,,8.7,,,10.0,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,14.0,,,True,,,,,,,87.8,,,,северо-западный,,,4,,,,,,,,,,,20,751,,,8.2,,,10.0,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,12.0,,,,,,,,,,86.0,,,,северо-западный,,,4,,,,,,,,,,,20,753,,,8.2,,True,10.0,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,10.0,,,,,,,,,,90.2,,,7.7,северо-западный,,,3,,,3,,,8,,,,,20,754,,,8.0,,,10.0,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,10.0,,,,,,,,,,82.0,,,7.7,северо-западный,,,4,,,2,,,,,,,,20,756,,,8.7,,,10.0,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,12.0,,,,,,,,,,72.5,,,,северо-западный,,,4,,,,,,,,,,,20,758,,,9.7,,,10.0,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,11.0,,,,,,,,,,61.8,,,,северо-западный,,,3,,,,,,,,,,,20,759,,,12.2,,,6.0,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,10.0,,,,,,,,,,56.7,,,,северо-западный,,,3,,,0,,,,,,,,20,759,,,13.0,,,0.0,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,88.9,,,,юго-западный,,13.6,1,,,0,,,,,,,,20,759,,,6.9,,,0.0,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,74.8,,,,западный,,,2,,,,,,,,,,,20,758,,,11.2,,,6.0,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,89.2,,,,западный,,,1,,,,,,,,,,,20,758,,,10.1,,,6.0,,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,,92.3,,,6.7,западный,,,2,,,0,,,0,,,,,20,759,,,10.4,,,7.0,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,,,,,,88.6,,,6.7,западный,,,2,,,0,,,,,,,,20,759,,,10.6,,,10.0,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,62.0,,,,западный,,,4,,,,,,,,,,,20,759,,,14.7,,,6.0,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,10.0,,,,,,,,,,52.8,,,,северо-западный,,,3,,,,,,,,,,,20,759,,,15.8,,,4.0,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,10.0,,,,,,,,,,56.9,,,,северо-западный,,,2,,,0,,,,,,,,20,759,,,14.0,,,2.0,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,,78.3,,,,северо-западный,,16.5,1,,,0,,,,,,,,20,760,,,9.9,,,2.0,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,87.7,,,,западный,,,2,,,,,,,,,,,20,761,,,7.1,,,0.0,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,92.7,,,,западный,,,2,,,,,,,,,,,20,761,,,6.6,,,0.0,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,,97.2,,,4.6,западный,,,1,,,0,,,0,,,,,20,762,,,4.9,,,10.0,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,,92.7,,,4.6,западный,,,2,,,0,,,,,,,,20,763,,,7.0,,,9.0,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,,68.3,,,,западный,,,2,,,,,,,,,,,20,763,,,13.0,,,5.0,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,56.1,,,,северо-западный,,,2,,,,,,,,,,,20,762,,,13.7,,,5.0,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,,63.9,,,,юго-западный,,,1,,,0,,,,,,,,20,761,,,13.4,,,10.0,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,,89.6,,,,юго-западный,,16.0,1,,,0,,,,,,,,20,760,,,7.9,,,2.0,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,90.9,,,,,,,0,,,,,,,,,,,20,760,,,7.9,,,7.0,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,78.9,,,,юго-западный,,,2,,,,,,,,,,,20,758,,,10.1,,,10.0,,
