timestamp,date,Ливневой снег умеренный или сильный,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",В окрестности станции местами туман,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Туман без изменений (небо видно),Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой дождь со снегом умеренный или сильный,Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый
1594112400,"Вторник, 7 июля
09:00 (UTC)",,,,,,,,,,10,731,,,22.5,,70.2,,,,западный,,7,,,,5.0,,,
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,10,732,,,21.4,,75.1,,True,,северо-западный,,9,,,,1.0,,,
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,,,,,,,,10,732,,,18.7,,98.1,,,,,,0,,,24.1,,,,
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,,,10,733,,,16.7,,100.0,,,,западный,,0,,,,2.0,,,
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,10,733,,,16.1,,100.0,,,,,,0,,,,,,,
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,10,733,,,16.7,,100.0,,,,,,9,,,,0.0,,,
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,,,10,734,,,18.1,,100.0,16.0,,,южный,,9,,,,3.0,,,
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,10,733,,,20.6,,80.9,,,,северо-восточный,,7,,,,4.0,,,
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,10,733,,,20.7,,81.9,,,,северный,,7,,,,4.0,,,
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,10,733,,,23.1,,74.9,,,,,,0,,,,,,,
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,,,,,10,734,,,18.7,,100.0,,,,юго-западный,,0,,,23.6,2.0,,,
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,0,734,,,15.6,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,4,734,,,14.8,,100.0,,,,южный,,0,,,,1.0,,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,9,734,,,15.7,,100.0,,True,,южный,,7,,,,2.0,,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,10,733,,,21.5,,84.1,14.4,,,юго-западный,,5,,,,2.0,,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,10,733,,,24.7,,65.1,,,,северный,,5,,,,2.0,,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,10,731,,,27.0,,48.1,,,,,,6,,,,,,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,10,730,,,26.0,,53.0,,,,,,0,,,,0.0,,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,10,730,,,21.3,,82.0,,,,южный,,0,,,27.5,2.0,,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,10,728,,,17.6,,100.0,,,,западный,,0,,,,2.0,,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,10,727,,,16.6,,100.0,,,,западный,,0,,,,2.0,,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,10,727,,,17.8,,96.3,,,,юго-западный,,9,,,,2.0,,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,10,726,,,23.5,,64.8,15.5,,,юго-западный,,4,,,,4.0,,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,True,18.0,,,,,,,8,725,,,19.5,,98.8,,,,западный,,9,,,,4.0,,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,16.0,,,,,,,10,724,,,23.5,,70.8,,,,западный,,9,,,,9.0,,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,18.0,,,,,True,,10,725,,,19.7,,100.0,,,,юго-западный,,10,,,,3.0,,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,10,727,,,15.5,,100.0,,,,северный,,0,,,27.8,5.0,,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,4,728,,,14.4,,100.0,,,,южный,,0,,,,2.0,,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,10,728,,,14.3,,100.0,,,,,,0,,,,0.0,,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,5,729,,,14.1,,100.0,,,,,,7,,,,,,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,10,730,,,17.1,,98.1,13.4,,,,,6,,,,,,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,10,730,,,18.8,,84.9,,,,северный,,9,,,,3.0,,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,10,730,,,17.6,,89.8,,,,северо-западный,,10,,,,3.0,,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,10,731,,,18.4,,84.8,,True,,северный,,9,,,,2.0,,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,10,732,,,16.9,,85.8,,,,,,0,,,20.0,,,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,10,732,,,13.8,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,10,733,,,13.0,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,10,733,,,12.9,,100.0,,,,западный,,0,,,,2.0,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,10,732,,,19.6,,73.8,12.2,,,,,1,,,,,,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,10,732,,,22.2,,57.1,,,,северо-восточный,,7,,,,3.0,,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,10,732,,,23.1,,59.2,,,,,,9,,,,,,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,10,732,,,22.0,,69.2,,,,северо-восточный,,0,,,,1.0,,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,10,731,,,20.0,,88.8,,,,южный,,0,,,23.8,1.0,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,10,731,,,17.9,,100.0,,,,западный,,0,,,,2.0,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,10,731,,,15.8,,100.0,,,,,,0,,,,0.0,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,10,731,,,16.3,,100.0,,,,юго-западный,,7,,,,2.0,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,10,731,,,19.2,,82.2,15.4,,,,,9,,,,0.0,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,10,731,,,20.6,,74.9,,,,восточный,,6,,,,3.0,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,10,731,,,20.9,,75.9,,,,,,9,,,,,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,10,731,,,20.8,,78.9,,,,,,9,,,,0.0,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,9,732,,,18.3,,100.0,,,,юго-западный,,0,,,21.4,1.0,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,10,732,,,17.0,,100.0,,,,юго-западный,,0,,,,1.0,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,10,732,,,16.2,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,10,732,,,16.9,,100.0,,,,юго-западный,,9,,,,2.0,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,True,,7,733,,,18.4,,100.0,15.5,,,западный,,9,,,,2.0,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,10,733,,,21.3,,88.9,,True,,западный,,9,,,,2.0,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,10,733,,,24.3,,75.1,,True,,,,7,,,,,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,10,733,,,23.3,,74.9,,True,,западный,,6,,,,3.0,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,11.0,,,,,,,9,735,,,18.3,,100.0,,,,юго-западный,,0,,,25.7,2.0,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,11.0,,,,,,,10,735,,,17.4,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,0,735,,,16.0,,100.0,,,,,,0,,,,0.0,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,0,736,True,,16.1,,100.0,,,,западный,,4,,,,2.0,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,10,737,,,21.5,,98.8,15.2,True,,,,4,,,,,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,10,737,,,24.6,,71.9,,True,,северный,,5,,,,3.0,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,10,736,,,26.3,,58.1,,,,северо-восточный,,5,,,,4.0,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,10,736,,,25.6,,57.9,,,,северный,,0,,,,4.0,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,10,737,,,20.3,,65.8,,,,северо-восточный,,0,,,26.8,3.0,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,10,737,,,14.9,,96.8,,,,южный,,0,,,,2.0,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,10,736,,,11.9,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,10,737,,,12.2,,100.0,,,,западный,,6,,,,2.0,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,10,736,,,19.0,,63.8,10.7,,,,,4,,,,,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,10,736,,,21.6,,60.0,,,,северный,,6,,,,2.0,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,10,736,,,24.0,,51.8,,,,северо-восточный,,6,,,,4.0,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,10,736,,,24.2,,57.9,,,,северный,,6,,,,3.0,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,9,736,,,19.0,,87.1,,,,юго-восточный,,0,,,24.9,1.0,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,10,736,,,14.7,,100.0,,,,западный,,0,,,,1.0,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,10,736,,,13.4,,100.0,,,,западный,,0,,,,2.0,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,10,736,,,14.5,,100.0,,,,юго-западный,,0,,,,2.0,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,10,736,,,21.3,,75.0,12.8,,,,,0,,,,0.0,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,10,735,,,26.0,,62.9,,,,северо-восточный,,0,,,,4.0,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,10,735,,,28.2,,55.0,,,,северо-восточный,,0,,,,4.0,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,10,734,,,27.5,,62.9,,,,северо-восточный,,0,,,,3.0,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,10,734,,,22.8,,84.8,,,,южный,,0,,,28.5,2.0,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,0,733,,,18.9,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,6,733,,,16.6,,100.0,,,,юго-западный,,0,,,,1.0,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,9,734,,,16.7,,100.0,,,,южный,,0,,,,2.0,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,10,733,,,23.1,,85.8,15.4,,,,,0,,,,,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,10,733,,,25.8,,51.0,,,,северный,,0,,,,4.0,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,10,732,,,27.1,,40.9,,,,северный,,0,,,,3.0,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,10,731,,,26.9,,48.1,,,,северный,,0,,,,2.0,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,10,731,,,21.6,,75.1,,,,,,0,,,27.6,,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,10,730,,,16.4,,100.0,,,,западный,,0,,,,2.0,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,10,730,,,15.1,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,10,730,,,15.2,,100.0,,,,,,0,,,,0.0,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,10,730,,,21.4,,79.0,13.5,,,северо-восточный,,0,,,,2.0,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,10,729,,,24.3,,64.2,,,,северный,,0,,,,3.0,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,10,729,,,26.1,,56.9,,,,северный,,4,,,,3.0,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,10,729,,,26.5,,57.0,,,,северный,,4,,,,2.0,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,10,729,,,20.6,,85.1,,,,юго-западный,,4,,,27.0,2.0,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,10,729,,,16.1,,100.0,,,,,,0,,,,,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,4,728,,,14.2,,100.0,,,,западный,,0,,,,3.0,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,9,728,,,14.5,,100.0,,,,западный,,4,,,,1.0,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,10,727,,,22.5,,81.1,13.4,,,,,2,,,,0.0,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,10,726,,,26.7,,58.1,,,,северный,,2,,,,3.0,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,10,726,,,27.4,,42.9,,,,северный,,6,,,,3.0,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,10,725,,,27.3,,50.1,,,,северный,,6,,,,2.0,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,10,725,,,20.9,,85.1,,,,юго-западный,,0,,,28.7,2.0,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,10,725,,,17.2,,100.0,,,,западный,,0,,,,3.0,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,10,725,,,15.1,,100.0,,,,западный,,0,,,,3.0,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,10,724,,,15.8,,100.0,,,,западный,,2,,,,2.0,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,10,724,,,23.2,,69.0,14.1,,,южный,,6,,,,3.0,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,10,724,,,27.3,,54.0,,,,,,6,,,,,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,10,724,,,28.2,,50.0,,,,северный,,7,,,,2.0,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,11.0,,,,,,,10,725,,True,20.6,,87.2,,,,северо-восточный,,9,,,,3.0,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,10,727,,,19.5,,100.0,,,,юго-западный,,0,,,29.5,2.0,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,9,727,,,18.9,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,9,727,,,17.7,,100.0,,,,,,0,,,,,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,10,728,,,17.6,,100.0,,,,западный,,9,,,,1.0,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,10,728,,,20.8,,83.0,16.9,,,,,6,,,,,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,10,729,,,22.0,,69.2,,,,северный,,7,,,,2.0,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,10,729,,,22.7,,61.8,,,,северный,,6,,,,3.0,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,10,730,,,21.8,,66.1,,,,северный,,0,,,,2.0,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,10,730,,,17.7,,85.8,,,,юго-западный,,0,,,23.8,2.0,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,10,731,,,13.6,,100.0,,,,западный,,0,,,,2.0,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,2,730,,,11.9,,100.0,,,,западный,,0,,,,2.0,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,10,731,,,12.7,,100.0,,,,западный,,0,,,,2.0,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,10,731,,,20.3,,68.0,11.4,,,,,0,,,,,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,10,730,,,22.9,,58.0,,,,северо-западный,,7,,,,3.0,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,10,730,,,24.6,,49.0,,,,северо-восточный,,6,,,,3.0,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,10,730,,,24.8,,46.0,,,,,,0,,,,0.0,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,10,731,,,18.4,,78.0,,,,южный,,0,,,25.9,2.0,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,10,731,,,13.6,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,10,731,,,12.4,,100.0,,,,южный,,0,,,,2.0,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,10,732,,,14.6,,100.0,,,,,,5,,,,,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,10,731,,,20.5,,73.0,11.6,,,северо-западный,,7,,,,2.0,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,10,731,,,25.6,,57.2,,,,северный,,0,,,,4.0,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,10,730,,,27.6,,41.9,,,,северо-восточный,,5,,,,5.0,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,10,729,,,24.8,,57.0,,,,северо-восточный,,10,,,,3.0,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,9,730,,,21.3,,70.9,,,,западный,,0,,,28.2,2.0,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,10,730,,,17.5,,100.0,,,,северо-западный,,0,,,,1.0,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,10,728,,,17.2,,100.0,,,,западный,,0,,,,1.0,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,10,729,,,17.3,,100.0,,,,,,6,,,,,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,10,729,,,25.4,,60.8,16.5,,,южный,,5,,,,4.0,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,True,,,,,,,,9,730,,,22.3,,67.1,,,,северный,,9,,,,4.0,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,14.0,,,,,,,10,730,,,21.3,,81.0,,True,,юго-восточный,,7,,,,3.0,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,14.0,,,,,,,10,730,,,25.2,,75.2,,True,,юго-восточный,,5,,,,2.0,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,10,730,,,21.6,,58.0,,,,южный,,0,,,29.3,4.0,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,10,731,,,19.6,,67.0,,,,южный,,0,,,,3.0,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,12.0,,,,,,,10,730,,,19.3,,68.2,,,,,,0,,,,,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,12.0,,,,,,,10,729,,,19.1,,71.8,,,,,,7,,,,,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,10,728,,,23.8,,58.9,17.9,,,,,1,,,,,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,10.0,,,,,,,10,726,,,29.9,,38.8,,,,южный,,6,,,,6.0,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,24.0,,,,,,,10,728,,,20.8,,85.1,,True,,юго-западный,,9,,,,3.0,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,24.0,,,,,,,10,731,,,19.8,,78.2,,True,,западный,,7,,,,8.0,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,16.0,,,,,,,10,733,,,18.7,,82.2,,,,западный,,0,,,30.9,3.0,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,16.0,,,,,,,10,733,,,14.7,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,10,733,,,13.0,,100.0,,,,западный,,0,,,,2.0,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,10,733,,,13.4,,100.0,,,,западный,,1,,,,1.0,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,10,733,,,20.0,,72.0,12.1,,,,,9,,,,,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,9,732,,,23.7,,53.1,,,,северо-западный,,9,,,,2.0,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,10,731,,,24.6,,48.1,,,,северо-восточный,,4,,,,3.0,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,10,731,,,24.5,,50.0,,,,северо-восточный,,4,,,,2.0,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,10,732,,,18.0,,82.1,,,,южный,,0,,,25.3,2.0,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,10,731,,,13.5,,100.0,,,,западный,,0,,,,2.0,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,3,731,,,12.5,,100.0,,,,западный,,0,,,,2.0,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,10,731,,,13.2,,100.0,,,,западный,,7,,,,1.0,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,10,731,,,21.0,,73.1,11.5,,,северо-западный,,2,,,,3.0,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,10,730,,,24.6,,58.0,,,,,,2,,,,,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,10,729,,,23.7,,56.0,,,,северный,,10,,,,3.0,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,16.0,,,,,,,10,730,,,19.3,,79.2,,True,,юго-восточный,,10,,,,4.0,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,9,729,,,17.2,,92.1,,,,,,0,,,26.7,,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,10,729,,,16.7,,100.0,,,,южный,,0,,,,2.0,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,10,729,,,15.4,,100.0,,,,юго-западный,,0,,,,2.0,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,10,729,,,15.9,,100.0,,,,северный,,9,,,,1.0,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,10,728,,,22.6,,65.0,14.4,,,южный,,7,,,,2.0,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,True,,,10,729,,,21.2,,70.8,,,,восточный,,10,,,,2.0,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,10,727,,,25.8,,53.0,,,,юго-восточный,,4,,,,2.0,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,20.0,,,,,,,10,729,,,18.5,,83.7,,,,восточный,,0,,,,3.0,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,10,729,,,16.7,,100.0,,,,,,0,,,27.1,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,10,730,,,15.9,,100.0,,,,западный,,0,,,,1.0,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,10,731,,,15.4,,100.0,,,,,,0,,,,0.0,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,True,,10,733,,,15.7,,100.0,,,,южный,,10,,,,3.0,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,True,,10,734,,,18.1,,80.0,15.1,,,юго-западный,,9,,,,4.0,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,True,,,10,734,,,18.8,,79.1,,,,юго-западный,,7,,,,3.0,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,11.0,,,,,,,10,735,,,17.7,,83.1,,True,,западный,,9,,,,3.0,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,10,736,,,12.2,,100.0,,,,юго-западный,,0,,,,1.0,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,10,736,,,18.6,,68.1,10.8,,,южный,,0,,,,4.0,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,10,735,,,22.7,,45.1,,,,,,2,,,,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,10,734,,,23.9,,35.9,,,,западный,,2,,,,2.0,,,
