timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,33.7,23.4,,,,,,восточный,2.0,,,5
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,750,,,32.8,25.8,,,,,,восточный,2.0,,34.1,4
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,27.3,36.4,,,,,,восточный,1.0,,,2
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,23.3,51.3,,,,,,восточный,0.0,,,2
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,20.5,63.3,,,,,,северо-восточный,0.0,,,2
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,24.0,53.9,,,19.9,,,восточный,0.0,,,3
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,31.6,29.5,,,,,,восточный,0.0,,,3
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,33.9,19.2,,,,,,восточный,2.0,,,5
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,34.5,19.5,,,,,,восточный,4.0,,,4
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,33.5,18.4,,,,,,восточный,0.0,,34.8,3
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,27.9,32.9,,,,,,восточный,0.0,,,1
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,23.4,46.2,,,,,,восточный,0.0,,,1
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,22.1,50.7,,,,,,восточный,0.0,,,2
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,25.1,45.8,,,20.0,,,восточный,0.0,,,1
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,33.2,25.6,,,,,,восточный,0.0,,,2
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,35.9,18.4,,,,,,восточный,4.0,,,2
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,37.3,15.6,,,,,,западный,2.0,,,2
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,35.9,18.4,,,,,,северный,2.0,,37.9,2
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,30.2,30.6,,,,,,восточный,2.0,,,2
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,24.9,45.1,,,,,,восточный,0.0,,,1
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,21.8,62.8,,,,,,восточный,7.0,,,2
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,25.5,45.3,,,20.2,,,восточный,2.0,,,2
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,35.9,20.3,,,,,,северо-восточный,1.0,,,2
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,37.7,15.6,,,,,,северный,2.0,,,3
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,38.0,14.9,,,,,,северо-западный,7.0,,,2
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,36.0,20.0,,,,,,северный,7.0,,39.1,4
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,32.1,28.7,,,,,,северо-восточный,7.0,,,3
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,27.4,42.4,,,,,,восточный,6.0,,,2
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,25.1,62.7,,,,,,северо-восточный,6.0,,,2
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,26.2,59.1,,,24.3,,,северо-восточный,7.0,,,3
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,28.9,50.8,,,,,,западный,9.0,,,3
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,35.2,29.4,,,,,,северо-восточный,9.0,,,2
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,38.0,17.1,,,,,,северо-восточный,7.0,,,4
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,22.0,,0,,,,,,,,,20.0,,751,,True,27.0,48.1,,,,,,южный,9.0,,38.4,7
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,True,12.0,,,,,,,,,,,10.0,,750,,,26.9,43.6,,,,,,северо-западный,9.0,,,2
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,23.7,63.6,,,,True,,восточный,7.0,,,3
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,22.7,66.3,,,,True,,восточный,9.0,,,2
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,0.5,,,,,,,,,20.0,,750,,,24.1,60.9,,,22.3,,,северо-восточный,7.0,,,2
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,30.1,39.2,,,,,,восточный,6.0,,,4
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,34.9,25.9,,,,,,восточный,6.0,,,5
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,37.5,18.1,,,,,,юго-восточный,4.0,,,3
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,748,,,34.8,26.2,,,,,,восточный,6.0,,38.1,4
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,29.1,40.4,,,,,,восточный,2.0,,,3
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,25.2,60.8,,,,,,восточный,0.0,,,2
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,23.1,58.0,,,,,,восточный,4.0,,,3
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,25.4,49.9,,,22.6,,,восточный,7.0,,,3
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,35.0,17.7,,,,,,юго-восточный,6.0,,,5
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,37.5,16.7,,,,,,юго-восточный,7.0,,,5
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,38.5,15.7,,,,,,юго-восточный,7.0,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,749,,,36.6,18.8,,,,,,восточный,1.0,,38.6,4
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,29.3,31.3,,,,,,восточный,1.0,,,2
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,24.3,37.5,,,,,,восточный,0.0,,,3
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,21.9,37.1,,,,,,восточный,2.0,,,4
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,25.1,33.9,,,21.3,,,восточный,7.0,,,3
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,35.3,17.3,,,,,,юго-восточный,0.0,,,5
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,749,,,38.9,10.7,,,,,,юго-восточный,0.0,,,5
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,748,,,40.0,9.2,,,,,,юго-восточный,1.0,,,5
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,748,,,38.6,10.1,,,,,,юго-восточный,1.0,,40.2,4
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,31.4,18.6,,,,,,юго-восточный,1.0,,,5
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,27.3,26.7,,,,,,восточный,0.0,,,2
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,22.9,36.1,,,,,,восточный,0.0,,,2
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,25.4,35.1,,,22.2,,,восточный,2.0,,,3
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,35.9,19.1,,,,,,юго-восточный,2.0,,,4
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,37.2,14.5,,,,,,юго-восточный,9.0,,,5
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,38.6,13.7,,,,,,южный,9.0,,,4
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,746,,,37.1,15.0,,,,,,юго-восточный,9.0,,39.1,3
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,746,,,31.1,25.7,,,,True,,восточный,10.0,,,3
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,29.6,27.7,,,,,,северо-восточный,6.0,,,1
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,22.3,50.7,,,,,,западный,7.0,,,1
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,746,,,24.8,39.7,,,22.1,,,восточный,7.0,,,4
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,36.1,16.1,,,,,,юго-восточный,2.0,,,3
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,38.1,12.3,,,,,,юго-восточный,7.0,,,3
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,38.1,11.7,,,,,,восточный,7.0,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,745,,,31.7,23.7,,,,,,,4.0,,39.7,0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,29.1,25.9,,,,,,северо-восточный,7.0,,,1
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,746,,,24.9,33.8,,,,,,восточный,,,,3
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,22.3,38.8,,,,,,восточный,2.0,,,3
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,746,,,24.9,36.0,,,21.9,,,восточный,0.0,,,3
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,36.2,14.7,,,,,,восточный,2.0,,,3
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,38.1,11.3,,,,,,восточный,1.0,,,3
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,38.4,10.2,,,,,,восточный,9.0,,,4
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,744,,,37.1,12.3,,,,,,восточный,10.0,,38.8,4
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,31.1,23.6,,,,,,,10.0,,,0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,26.5,38.9,,,,,,южный,7.0,,,3
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,22.1,65.3,,,,,,западный,2.0,,,3
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,746,,,23.1,61.1,,,20.8,,,западный,0.0,,,4
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,28.1,44.0,,,,,,западный,0.0,,,5
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,746,,,31.4,25.5,,,,,,западный,0.0,,,6
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,746,,,31.9,22.8,,,,,,западный,1.0,,,6
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,746,,,29.9,27.7,,,,,,западный,1.0,,32.6,6
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,22.9,46.7,,,,,,западный,1.0,,,2
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,19.8,52.8,,,,,,юго-западный,0.0,,,2
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,17.5,61.8,,,,,,юго-западный,1.0,,,2
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,20.9,56.7,,,16.5,,,западный,1.0,,,5
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,26.7,46.2,,,,,,северо-западный,2.0,,,5
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,747,,,29.3,29.9,,,,,,северо-западный,6.0,,,5
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,746,,,30.5,25.4,,,,,,северо-западный,4.0,,,5
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,746,,,29.8,25.0,,,,,,западный,1.0,,30.9,4
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,23.0,39.8,,,,,,западный,1.0,,,1
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,19.9,50.4,,,,,,западный,0.0,,,1
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,15.9,61.9,,,,,,западный,4.0,,,1
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,746,,,19.3,54.8,,,15.7,,,западный,7.0,,,1
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,27.8,30.5,,,,,,северо-западный,9.0,,,2
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,30.1,25.1,,,,,,северо-западный,7.0,,,2
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,30.1,24.3,,,,,,северо-восточный,9.0,,,3
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,745,,,29.0,26.6,,,,,,восточный,9.0,,30.6,3
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,24.8,37.9,,,,,,восточный,7.0,,,2
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,21.9,46.4,,,,,,северо-восточный,7.0,,,1
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,22.5,45.0,,,,,,восточный,9.0,,,1
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,744,,,21.9,58.9,,,20.8,,,южный,10.0,,,4
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,True,,,,,,,,,,10.0,,744,,,19.8,80.8,,,19.6,,,юго-восточный,10.0,,,3
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,True,,,,,,,,,,10.0,,744,,,19.3,90.5,,,,,,северный,10.0,,,2
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,True,,,,,,,,,,10.0,,743,,,19.6,92.2,,,,,,северо-западный,10.0,,,2
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,5,,,,,True,,,,10.0,,742,,,18.8,92.2,,,,,,северный,10.0,,21.9,1
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,17.4,90.9,,,,True,,северо-западный,10.0,,,3
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,16.0,90.8,,,,,,западный,7.0,,,3
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,15.1,91.9,,,,,,западный,10.0,,,3
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,0.3,,,,5,,,,,20.0,,741,,,16.4,93.8,,,15.0,,,западный,10.0,,,3
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,20.5,73.0,,,,,,северо-западный,10.0,,,5
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,741,,,24.1,59.8,,,,,,северо-западный,10.0,,,5
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,741,,,25.9,50.7,,,,,,северный,10.0,,,5
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,741,,,24.9,53.8,,,,,,северный,10.0,,26.8,4
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,742,,,18.0,81.6,,,,True,,западный,9.0,,,1
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,742,,,14.7,89.5,,,,,,западный,4.0,,,2
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,743,,,14.3,93.1,,,,,,западный,6.0,,,1
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,744,,,18.0,84.2,,,13.7,,,западный,2.0,,,3
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,745,,,23.7,55.2,,,,,,северо-западный,6.0,,,7
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,14.0,,,,,,,,,,,20.0,,745,,,26.8,34.4,,,,,,северо-западный,7.0,,,7
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,746,,,27.8,25.2,,,,,,северо-западный,6.0,,,6
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,746,,,26.8,31.7,,,,,,северо-западный,6.0,,28.1,4
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,21.3,63.5,,,,,,восточный,4.0,,,2
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,17.3,83.1,,,,,,,0.0,,,0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,14.6,92.5,,,,,,северо-западный,4.0,,,1
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,17.0,86.9,,,14.3,,,западный,7.0,,,1
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,24.5,48.7,,,,,,северный,6.0,,,2
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,27.1,32.9,,,,,,западный,7.0,,,2
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,27.8,31.5,,,,,,северный,7.0,,,6
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,750,,,25.6,32.7,,,,,,северный,6.0,,28.4,4
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,19.3,52.0,,,,,,северо-западный,0.0,,,3
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,15.8,65.7,,,,,,северо-западный,0.0,,,2
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,12.3,75.5,,,,,,западный,0.0,,,2
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,752,,,15.8,67.0,,,11.7,,,северо-западный,0.0,,,2
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,23.7,43.9,,,,,,северо-западный,7.0,,,3
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,25.1,33.2,,,,,,северо-западный,7.0,,,6
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,26.8,23.6,,,,,,северный,7.0,,,5
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,751,,,25.0,29.5,,,,,,северо-западный,7.0,,28.0,3
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,20.3,43.2,,,,,,северный,6.0,,,1
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,15.2,60.4,,,,,,северо-западный,0.0,,,2
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,13.2,73.2,,,,,,северо-западный,2.0,,,2
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,752,,,16.2,61.5,,,12.0,,,северо-западный,6.0,,,1
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,21.4,39.9,,,,,,северный,6.0,,,4
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,13.0,,,,,,,,,,,10.0,,751,True,,21.4,44.7,,,,,,северный,7.0,,,4
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,750,,,25.7,31.0,,,,True,,северо-западный,7.0,,,6
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,12.0,,менее 0.1,,,,,,,,,20.0,,750,,,23.9,36.9,,,,,,северный,4.0,,26.1,5
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,19.4,57.5,,,,,,северный,0.0,,,2
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,15.2,73.0,,,,,,северный,0.0,,,1
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,13.1,84.8,,,,,,,0.0,,,0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,752,,,16.4,75.7,,,11.8,,,северный,0.0,,,3
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,23.0,42.5,,,,,,северо-восточный,0.0,,,3
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,26.3,29.1,,,,,,северный,6.0,,,5
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,26.4,29.9,,,,,,северный,7.0,,,3
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,751,,,26.4,27.5,,,,,,северо-восточный,1.0,,28.0,3
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,22.4,35.0,,,,,,северо-восточный,0.0,,,2
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,16.6,54.1,,,,,,,0.0,,,0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,13.0,69.7,,,,,,западный,0.0,,,2
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,0,,,,0,,,True,,10.0,,753,,,17.0,60.5,,,12.6,,,,1.0,,,0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,26.7,33.4,,,,,,северо-восточный,2.0,,,1
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,29.6,23.0,,,,,,северный,6.0,,,2
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,True,,,,,,20.0,,752,,,28.4,25.9,,,,,,юго-западный,9.0,,,1
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,752,,,27.1,30.7,,,,,,юго-западный,4.0,,30.3,3
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,22.4,39.1,,,,,,юго-западный,0.0,,,1
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,18.3,52.4,,,,,,юго-западный,0.0,,,2
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,15.0,71.5,,,,,,западный,0.0,,,1
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,752,,,18.5,55.0,,,13.2,,,северо-западный,0.0,,,1
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,28.5,25.9,,,,,,западный,10.0,,,3
