timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый
1594792800,"Среда, 15 июля
06:00 (UTC)",,6.0,,,,,,,,,,55.6,,,,южный,,,,,3,,,,,,,,,,,10,745,,,,28.0,,,,,5,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,7.0,,,,,,,,,,53.2,,,,южный,,,,,2,,,,,,,,,,,10,745,,,,29.3,,,,,7,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,9.0,,,,,,,,,,51.5,,,,южный,,,,,3,,,,,,,,,,,20,746,,,,29.1,,,,,9,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,8.0,,,,True,,,,,,49.5,,,,южный,,,,31.0,2,,,,менее 0.1,,,,,,,20,745,,,,27.7,,,,,9,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,11.0,,,,,True,,,,,99.4,,,,восточный,,,,,1,,,,,,,,,,,10,746,,,,19.0,,,,,6,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,4.0,,,,,,,,,,87.7,,,,юго-западный,,,,,2,,,,,,,,,,,10,746,,,,20.0,,,,,6,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,5.0,,,,,,,,,,91.5,,,,южный,,,,,1,,,,,,,,,,,10,747,,,,17.0,,,,,2,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,4.0,,,,,,,,,,81.5,,,16.1,южный,,,,,2,,,,2,,,,2,,,10,748,,,,17.8,,,,,2,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,6.0,,,,,,,,,,49.4,,,,юго-западный,,,,,3,,,,,,,,,,,50,748,,,,22.2,,,,,7,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,9.0,,,,,,,,,,37.5,,,,юго-западный,,,,,4,,,,,,,,,,,50,748,,,,25.2,,,,,4,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,10.0,,,,,,,,,,36.5,,,,юго-западный,,,,,4,,,,,,,,,,,50,747,,,,25.8,,,,,7,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,7.0,,,,,,,,,,41.6,,,,юго-западный,,,,26.5,3,,,,0,,,,,,,50,747,,,,24.7,,,,,9,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,5.0,,,,,,,,,,56.1,,,,юго-западный,,,,,1,,,,,,,,,,,10,747,,,,21.2,,,,,7,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,5.0,,,,,,,,,,70.2,,,,южный,,,,,1,,,,,,,,,,,10,747,,,,18.0,,,,,9,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,3.0,,,,,,,,,,77.6,,,,юго-западный,,,,,2,,,,,,,,,,,10,747,,,,15.6,,,,,2,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,6.0,,,,,,,,,,76.7,,,14.4,юго-западный,,,,,2,,,,0,,,,0,,,20,748,,,,16.7,,,,,1,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,7.0,,,,,,,,,,65.6,,,,юго-западный,,,,,3,,,,,,,,,,,50,748,,,,19.2,,,,,7,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,7.0,,,,,,,,,,65.2,,,,юго-западный,,,,,2,,,,,,,,,,,50,749,,,,19.3,,,,,7,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,6.0,,,,,,,,,,60.8,,,,юго-западный,,,,,2,,,,,,,,,,,50,749,,,,20.2,,,,,9,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,5.0,,,,,,,,,,68.3,,,,юго-западный,,,,20.6,2,,,,0,,,,,,,20,749,,,,19.9,,,,,9,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,6.0,,,,,,,,,,75.5,,,,юго-западный,,,,,1,,,,,,,,,,,10,750,,,,18.1,,,,,7,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,3.0,,,,,,,,,,93.2,,,,юго-западный,,,,,2,,,,,,,,,,,10,750,,,,15.4,,,,,2,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,юго-западный,,,,,2,,,,,,,,,,,10,750,,,,13.6,,,,,4,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,4.0,,,,,,,,,,88.0,,,13.4,западный,,,,,1,,,,0,,,,0,,,20,751,,,,16.6,,,,,5,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,4.0,,,,,,,,,,69.8,,,,западный,,,,,1,,,,,,,,,,,50,750,,,,20.3,,,,,7,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,5.0,,,,,,,,,,68.2,,,,юго-западный,,,,,2,,,,,,,,,,,50,750,,,,21.2,,,,,9,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,5.0,,,,,,,,,,61.3,,,,западный,,,,,2,,,,,,,,,,,50,750,,,,22.4,,,,,9,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,4.0,,,,,,,,,,71.7,,,,северо-западный,,,,24.1,3,,,,0,,,,,,,50,750,,,,21.2,,,,,9,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,4.0,,,,,,,,,,96.9,,,,северо-западный,,,,,1,,,,,,,,,,,10,750,,,,16.8,,,,,7,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,3.0,,,,,,,,,,96.9,,,,северо-западный,,,,,1,,,,,,,,,,,10,750,,,,16.2,,,,,6,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,3.0,,,,,,,,,,95.6,,,,северо-западный,,,,,2,,,,,,,,,,,10,749,,,,15.6,,,,,7,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,4.0,,,,,,,,,,97.5,,,14.8,северный,,,,,2,,,,0,,,,0,,,20,749,,,,16.7,,,,,9,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,5.0,,,,,,,,,,71.9,,,,северо-восточный,,,,,3,,,,,,,,,,,50,748,,,,21.8,,,,,9,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,10.0,,,,,,,,,,59.6,,,,северо-восточный,,,,,5,,,,,,,,,,,50,748,,,,23.5,,,,,7,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,10.0,,,,,,,,,,69.3,,,,северный,,,,,2,,,,,,,,,,,50,748,,,,22.3,,,,,9,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,6.0,,,,,,,,,,67.5,,,,северо-восточный,,,,23.8,2,,,,0,,,,,,,50,747,,,,22.4,,,,,7,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,7.0,,,,,,,,,,94.5,,,,северо-западный,,,,,2,,,,,,,,,,,10,747,,,,18.7,,,,,7,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,3.0,,,,,,,,,,99.4,,,,северо-западный,,,,,2,,,,,,,,,,,10,747,,,,17.5,,,,,9,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,4.0,,,,,,,,,True,99.4,,,,западный,,,,,2,,,,,,,,,,,10,746,,,,17.5,,,,,10,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",True,6.0,,,,,,,,,,99.4,,,17.2,западный,,,,,2,,,,39,,,,39,,,10,745,,,,17.2,,,,,10,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,5.0,,,,,,,,,,93.9,,,17.1,западный,,,,,1,,,,,,,,,,,20,745,,,,19.2,,,True,,9,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,5.0,,,,,,,,,,75.2,,,,западный,,,,,2,,,,,,,,,,,50,745,,,,22.3,,,,,7,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,7.0,,,,,,,,,,67.7,,,,юго-западный,,,,,2,,,,,,,,,,,50,745,,,,23.1,,,,,9,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,5.0,,,,,,,,,True,89.9,,,,восточный,,,,23.4,1,,,,1,,,,,,,50,745,,,,19.7,,,,,9,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,3.0,,,,,,,,,,95.1,,,,южный,,,,,1,,,,,,,,,,,10,745,,,,18.4,,,True,,7,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,южный,,,,,1,,,,,,,,,,,10,744,,,,16.3,,,,,2,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,3.0,,,,,,,,,,99.4,,,,южный,,,,,2,,,,,,,,,,True,2,744,,,,15.3,,,,,10,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,5.0,,,,,,,True,,,99.4,,,15.2,южный,,,,,3,,,,менее 0.1,,,,1,,,4,744,,,,15.9,,,,,10,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,5.0,,,,,,,,,,98.1,,,,южный,,,,,3,,,,,,,,,True,,10,744,,,,17.7,,,,,10,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",True,6.0,,,,,,,,,,91.6,,,,юго-восточный,,,,,3,,,,,,,,,,,10,743,,,,19.0,,,,,9,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",True,9.0,,,,,,,,,,92.7,,,,юго-восточный,,,,,3,,,,,,,,,,,10,743,,,,17.7,,,,,9,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,6.0,,,,,,,,,,99.4,,,,южный,,True,,20.2,3,,,,17,,,,,,,20,743,,,,15.8,,,,,7,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,6.0,,,,,,,,,,100.0,,,,южный,,,,,2,,,,,,,,,,,10,744,,,,15.8,,,True,,9,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,5.0,,,,,,,,,,100.0,,,,юго-восточный,,,,,3,,,,,,,,,,,10,743,,,,15.5,,,,,4,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,6.0,,,,,,,,,,99.4,,,,юго-восточный,,,,,3,,,,,,,,,True,,10,743,,,,15.3,,,,,9,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,5.0,,,,,True,,,,,100.0,,,15.0,южный,,,,,3,,,,менее 0.1,,,,17,,,10,743,,,,16.6,,,,,7,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,5.0,,,,,,,,,,88.7,,,,южный,,,,,2,,,,,,,,,True,,10,744,,,,18.9,,,,,9,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,5.0,,,,,,,,,,82.4,,,,юго-западный,,,,,2,,,,,,,,,,,20,744,,,,20.2,,,True,,9,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,5.0,,,,,,,,,,82.4,,,,западный,,,,,3,,,,,,,,,,,50,743,,,,20.4,,,True,,7,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,4.0,,,,,True,,,,,63.9,,,,юго-западный,,,,23.2,2,,,,0.9,,,,,,,50,743,,,,22.9,,,,,5,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,4.0,,,,,,,,,,86.5,,,,южный,,,,,1,,,,,,,,,,,10,743,,,,18.6,,,True,,5,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,южный,,,,,2,,,,,,,,,,,10,743,,,,16.9,,,,,4,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,южный,,,,,1,,,,,,,,,,,10,743,,,,15.8,,,,,6,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,4.0,,,,,,,,,,98.7,,,15.1,южный,,,,,2,,,,0,,,,0.9,,,10,742,,,,16.9,,,,,7,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,4.0,,,,,,,,,,82.4,,,,юго-восточный,,,,,1,,,,,,,,,,,10,742,,,,20.7,,,,,7,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",True,8.0,,,,,,,,,,92.2,,,,северный,,,,,1,,,,,,,,,,,10,742,,,,18.7,,,,,9,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,5.0,,,,,,,,,,98.7,,,,восточный,,,,,3,,,,,,,,,,,4,743,,True,,16.3,,,,,9,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,4.0,,,,True,,,,,,87.7,,,,северо-восточный,,,,23.5,1,,,,9,,,,,,,20,743,,,,19.9,,,,,9,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,10.0,,,,,,,,,,98.7,,,,,,,,,0,,,,,,,,,True,,10,744,,,,14.4,,,,,9,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,западный,,,,,2,,,,,,,,,,,10,744,,,,13.1,,,,,4,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,5.0,,,,,,,,,,99.4,,,,западный,,,,,3,,,,,,,,,,,10,745,,,,12.5,,,,,2,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,5.0,,,,,,,,,,95.5,,,11.6,западный,,,,,2,,,,3,,,,12,,,50,746,,,,13.5,,,,,2,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,5.0,,,,,,,,,,72.5,,,,западный,,,,,2,,,,,,,,,,,50,747,,,,17.9,,,,,2,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,7.0,,,,,,,,,,56.2,,,,северо-западный,,,,,3,,,,,,,,,,,50,748,,,,21.6,,,,,6,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,7.0,,,,,,,,,,53.3,,,,северо-западный,,,,,3,,,,,,,,,,,50,748,,,,21.7,,,,,5,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,7.0,,,,,,,,,,52.8,,,,северо-западный,,,,22.4,3,,,,0,,,,,,,50,748,,,,21.1,,,,,2,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,5.0,,,,,,,,,,73.3,,,,западный,,,,,1,,,,,,,,,,,10,749,,,,16.9,,,,,2,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,4.0,,,,,,,,,,77.5,,,,западный,,,,,1,,,,,,,,,,,10,750,,,,14.8,,,,,1,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,3.0,,,,,,,,,,96.1,,,,западный,,,,,1,,,,,,,,,,,10,750,,,,11.7,,,,,9,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,4.0,,,,,,,,,,86.6,,,10.6,северо-восточный,,,,,1,,,,0,,,,0,,,10,751,,,,14.5,,,,,7,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,2.0,,,,,,,,,,72.7,,,,западный,,,,,1,,,,,,,,,,,50,751,,,,18.7,,,,,7,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,7.0,,,,,,,,,,41.7,,,,северо-западный,,,,,4,,,,,,,,,,,50,751,,,,22.9,,,,,7,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",True,9.0,,,,,,,,,,79.2,,,,западный,,,,,3,,,,,,,,,,,4,752,,,,15.8,,,,,9,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,5.0,,,,,,,,,,80.8,,,,северо-восточный,,True,,23.0,2,,,,4,,,,,,,50,752,,,,16.5,,,,,7,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,3.0,,,,,True,,,,,85.6,,,,западный,,,,,2,,,,,,,,,,,10,752,,,,14.9,,,,,4,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,4.0,,,,,,,,,,96.1,,,,северный,,,,,1,,,,,,,,,,,10,752,,,,12.2,,,,,6,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,4.0,,,,,,,,,,85.4,,,,западный,,,,,2,,,,,,,,,,,10,753,,,,13.5,,,,,7,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,4.0,,,,,,,,,,78.1,,,10.9,западный,,,,,1,,,,0,,,,4,,,50,753,,,,15.9,,,,,7,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,5.0,,,,,,,,,,63.5,,,,северо-западный,,,,,2,,,,,,,,,,,50,753,,,,19.4,,,,,9,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,6.0,,,,,,,,,,60.8,,,,западный,,,,,2,,,,,,,,,,,50,753,,,,20.3,,,,,9,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,8.0,,,,,,,,,,56.1,,,,северо-западный,,,,,4,,,,,,,,,,,50,753,,,,21.5,,,,,9,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,10.0,,,,,,,,,,71.0,,,,северо-западный,,,,22.8,2,,,,менее 0.1,,,,,,,50,753,,,,19.6,,,True,,7,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,4.0,,,,,,,,,,88.5,,,,западный,,,,,2,,,,,,,,,,,10,753,,,,16.4,,,True,,6,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,4.0,,,,,,,,,,99.4,,,,западный,,,,,1,,,,,,,,,,,10,753,,,,14.6,,,,,2,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,3.0,,,,,,,,,,99.4,,,,западный,,,,,1,,,,,,,,,,,10,754,,,,13.2,,,,,2,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,2.0,,,,,,,,,,96.8,,,12.4,северный,,,,,1,,,,0,,,,менее 0.1,,,20,754,,,,15.8,,,,,0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,3.0,,,,,,,,,,72.7,,,,северный,,,,,2,,,,,,,,,,,50,755,,,,21.4,,,,,5,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,4.0,,,,,,,,,,59.0,,,,северный,,,,,2,,,,,,,,,,,50,755,,,,23.9,,,,,7,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,6.0,,,,,,,,,,53.8,,,,северо-восточный,,,,,3,,,,,,,,,,,50,754,,,,25.1,,,,,7,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,6.0,,,,,,,,,,52.5,,,,северо-восточный,,,,25.3,1,,,,0,,,,,,,50,754,,,,23.8,,,,,2,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,2.0,,,,,,,,,,80.6,,,,западный,,,,,1,,,,,,,,,,,10,754,,,,18.6,,,,,2,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,2.0,,,,,,,,,,98.1,,,,,,,,,0,,,,,,,,,,,10,754,,,,15.2,,,,,0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,1.0,,,,,,,,,,99.4,,,,,,,,,0,,,,,,,,,,,10,754,,,,13.4,,,,,1,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,1.0,,,,,,,,,,88.7,,,13.0,,,,,,0,,,,0,,,,0,,True,4,754,,,,18.4,,,,,1,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,2.0,,,,,,,,,,62.9,,,,западный,,,,,1,,,,,,,,,,,20,754,,,,23.9,,,,,0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,4.0,,,,,,,,,,49.7,,,,восточный,,,,,1,,,,,,,,,,,20,754,,,,25.7,,,,,6,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,6.0,,,,,,,,,,55.9,,,,западный,,,,,1,,,,,,,,,,,50,753,,,,25.0,,,,,7,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,6.0,,,,,,,,,,52.8,,,,западный,,,,26.9,2,,,,0,,,,,,,50,753,,,,25.1,,,True,,7,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,4.0,,,,,True,,,,,72.5,,,,западный,,,,,1,,,,,,,,,,,10,753,,,,20.3,,,,,2,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,4.0,,,,,,,,,,82.7,,,,западный,,,,,2,,,,,,,,,,,10,753,,,,18.6,,,,,2,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,4.0,,,,,,,,,,91.4,,,,западный,,,,,1,,,,,,,,,,,10,753,,,,16.7,,,,,2,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,3.0,,,,,,,,,,86.9,,,13.4,юго-западный,,,,,2,,,,0,,,,0,,,10,753,,,,17.7,,,,,0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,5.0,,,,,,,,,,65.7,,,,западный,,,,,1,,,,,,,,,,,50,752,,,,23.7,,,,,2,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,6.0,,,,,,,,,,49.9,,,,западный,,,,,2,,,,,,,,,,,50,752,,,,26.6,,,,,5,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,8.0,,,,,,,,,,43.1,,,,западный,,,,,3,,,,,,,,,,,50,751,,,,27.2,,,,,4,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,7.0,,,,,,,,,,51.0,,,,юго-западный,,,,27.2,2,,,,0,,,,,,,20,750,,,,26.0,,,,,5,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,4.0,,,,,,,,,,66.7,,,,юго-западный,,,,,2,,,,,,,,,,,10,749,,,,22.5,,,,,7,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,5.0,,,,,,,,,,71.7,,,,юго-западный,,,,,2,,,,,,,,,,,10,748,,,,20.9,,,,,5,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,5.0,,,,,,,,,,71.1,,,,юго-западный,,,,,2,,,,,,,,,,,10,747,,,,20.3,,,,,7,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,5.0,,,,,,,,,,66.0,,,19.5,юго-западный,,,,,3,,,,0,,,,0,,,10,747,,,,21.0,,,,,7,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,6.0,,,,,,,,,,58.6,,,,юго-западный,,,,,4,,,,,,,,,,,50,746,,,,23.8,,,,,7,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,8.0,,,,,,,,,,52.3,,,,западный,,,,,4,,,,,,,,,,,50,745,,,,25.6,,,,,9,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,5.0,,,,,,,,,,98.7,,,,юго-западный,,,,,2,,,,,,,,,,,10,745,,,,16.0,,,,,7,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,6.0,,,,,,,,,,99.4,,,15.2,западный,,,,,2,,,,0.6,,,,1,,,10,744,,True,,15.2,,,,,7,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,4.0,,,,,,,,,,69.6,,,,юго-западный,,,,,2,,,,,,,,,,,50,744,,,,19.5,,,True,,7,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,8.0,,,,,,,,,,50.8,,,,юго-западный,,,,,4,,,,,,,,,,,50,743,,,,22.6,,,,,9,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,9.0,,,,,,,,,,56.6,,,,западный,,,,,1,,,,,,,,,,,50,743,,,,21.7,,,True,,7,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,9.0,,,,True,,,,,,58.2,,,,западный,,,,23.5,2,,,,0.7,,,,,,,50,743,,,,20.5,,,,,7,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,5.0,,,,,,,,,,66.3,,,,юго-западный,,,,,1,,,,,,,,,,,10,744,,,,16.7,,,True,,6,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,4.0,,,,,,,,,,87.1,,,,юго-западный,,,,,2,,,,,,,,,,,10,744,,,,13.6,,,,,2,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,4.0,,,,,,,,,,91.8,,,,юго-западный,,,,,1,,,,,,,,,,,10,744,,,,12.5,,,,,4,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,3.0,,,,,,,,,,96.1,,,11.4,южный,,,,,1,,,,0,,,,0.7,,,10,744,,,,12.3,,,,,5,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,3.0,,,,,,,,,,74.0,,,,южный,,,,,1,,,,,,,,,,,20,744,,,,18.1,,,,,7,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,5.0,,,,,,,,,,61.2,,,,юго-восточный,,,,,2,,,,,,,,,,,50,744,,,,20.2,,,,,9,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,4.0,,,,,,,,,,61.2,,,,юго-восточный,,,,,2,,,,,,,,,,,50,743,,,,20.3,,,,,10,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,4.0,,,,,,,,,,67.3,,,,восточный,,,,20.7,2,,,,0,,,,,,,50,743,,,,19.1,,,,,10,,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,9.0,,,,,,,,,,100.0,,,,северо-восточный,,,,,2,,,,,,,,,True,,10,742,,,,14.9,,,,,10,,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,7.0,,,,,,,,,,100.0,,,,северо-восточный,,,,,4,,,,,,,,,,,4,740,,True,,13.6,,,,,10,,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,11.0,,,,,,,,True,,99.4,,,,северный,,,,,4,,,,,,,,,,,4,736,,,,12.9,,,,,10,,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,11.0,,,,,,,,True,,99.4,,,12.8,северный,,,,,5,,,,41,,,,41,,,2,734,,,,13.4,,,,,10,,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,14.0,,,,,,,,True,,98.7,,,,северо-западный,,,,,7,,,,,,,,,,,2,737,,,,13.3,,,,,10,,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,16.0,,,,,,,,,,90.8,,,,западный,,,,,4,,,,,,,,,True,,10,741,,,,15.8,,,,,7,,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,8.0,,,,True,,,,,,89.1,,,,западный,,,,,2,,,,,,,,,,,10,744,,,,16.5,,,,,7,,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,5.0,,,,,,,,,,90.2,,,,западный,,,,16.9,1,,,,10,,,,,,,10,745,,,,15.8,,,,,7,,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,3.0,,,,,,,,,,99.4,,,,северо-западный,,,,,1,,,,,,,,,,,10,747,,,,13.9,,,,,9,,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,2.0,,,,,,,,,,100.0,,,,,,,,,0,,,,,,,,,,,10,747,,,,13.7,,,,,9,,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,2.0,,,,,,,,,,98.7,,,,,,,,,0,,,,,,,,,,True,2,748,,,,12.3,,,,,6,,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,2.0,,,,,,,,,,99.4,,,11.5,северный,,,,,1,,,,0,,,,10,,True,2,749,,,,13.1,,,,,5,,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,3.0,,,,,,,,,,71.5,,,,восточный,,,,,2,,,,,,,True,,,,20,750,,,,17.2,,,,,7,,
