timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,10.0,749,,,13.6,,79.9,,,,юго-восточный,0.0,,,2,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,749,,,13.9,,77.8,,12.7,,южный,0.0,,,2,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,749,,,21.7,,54.7,,12.7,,южный,0.0,,,2,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,10.0,748,,,24.9,,41.9,,,,южный,0.0,,,3,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,10.0,748,,,26.7,,38.5,,,,южный,0.0,,,3,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,27.0,,38.5,,,,южный,0.0,,,2,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,21.8,,62.0,,,,южный,0.0,,27.4,1,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,18.7,,72.2,,,,южный,0.0,,,1,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,16.8,,76.8,,,,южный,0.0,,,1,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,745,,,16.8,,74.8,,15.7,,южный,0.0,,,2,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,23.3,,58.4,,15.7,,южный,0.0,,,2,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,10.0,745,,,27.1,,40.1,,,,южный,0.0,,,3,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,28.4,,37.9,,,,южный,2.0,,,3,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,28.0,,38.6,,,,юго-восточный,2.0,,,2,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,23.1,,54.4,,,,юго-восточный,0.0,,29.0,1,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,19.4,,68.2,,,,юго-восточный,0.0,,,1,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,16.1,,85.1,,,,,0.0,,,0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,740,,,15.7,,89.6,,14.6,,,7.0,,,0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,739,,,22.2,,64.1,,14.6,,северо-восточный,9.0,,,2,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,10.0,739,,,24.3,,62.6,,,,северный,9.0,,,2,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,25.5,,56.8,,,,юго-восточный,9.0,,,3,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",True,,0.7,,,,,,,,,10.0,739,,,19.9,,87.2,,,,северо-западный,9.0,,,1,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,0.7,,,,,,,,,10.0,740,,,17.4,,84.7,,,True,,10.0,,26.0,0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,16.3,,87.9,,,,северный,10.0,,,1,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,15.5,,92.6,,,,северный,10.0,,,1,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,2,,,,2,,,True,,10.0,739,,,15.0,,95.0,,14.9,,северный,10.0,,,2,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,8,,,,,,,True,,4.0,738,,,15.2,,95.6,,14.8,,северный,10.0,,,2,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,True,,4.0,736,,,15.2,,96.2,,,,северный,10.0,,,2,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,10.0,,,,,,,,True,,4.0,734,,,15.5,,95.0,,,,северный,10.0,,,1,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,42,,,,,,,True,,4.0,732,,,15.5,,96.2,,,,северо-западный,10.0,,,1,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,36,,,,,,,True,,4.0,731,,,15.0,,95.6,,,,северный,10.0,,15.6,1,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,True,,4.0,731,,,14.4,,96.2,,,,,10.0,,,0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,True,,2.0,730,,,13.6,,96.8,,,,западный,10.0,,,1,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,7,,,,49,,,True,,2.0,731,,,13.2,,96.2,,13.2,,юго-западный,10.0,,,1,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,7,,,,,,,True,,4.0,731,,,13.5,,94.9,,13.1,,юго-западный,10.0,,,2,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,True,,4.0,732,,,13.4,,93.7,,,,юго-западный,10.0,,,2,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,True,,,4.0,735,,,13.7,,92.5,,,,юго-западный,10.0,,,3,
1594825200,"Среда, 15 июля
15:00 (UTC)",,12.0,4,,,,,,True,,,4.0,736,,,13.2,,87.7,,,,юго-западный,10.0,,,3,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,3,,,,,,True,,,4.0,737,,,12.7,,91.2,,,,юго-западный,10.0,,15.0,2,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,True,,,4.0,738,,,12.8,,91.2,,,,западный,10.0,,,2,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,True,,,4.0,739,,,12.5,,91.8,,,,западный,10.0,,,2,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,0.7,,,,4,,True,,,4.0,739,,,11.8,,93.6,,11.8,,западный,10.0,,,3,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,0.3,,,,,,,,,10.0,740,,,12.6,,85.9,,11.8,True,западный,10.0,,,3,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,16.2,,66.7,,,,западный,9.0,,,3,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,17.6,,65.2,,,,западный,10.0,,,2,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,16.7,,72.8,,,,,10.0,,,0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,15.5,,81.8,,,,южный,7.0,,18.2,1,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,15.2,,82.3,,,,западный,7.0,,,1,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,10.0,742,,,10.9,,93.5,,,,юго-восточный,2.0,,,1,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,0,,,,0,,,,,4.0,743,,,10.5,,96.1,,9.3,,юго-восточный,2.0,,,1,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,744,,,19.0,,63.4,,9.3,,северный,2.0,,,1,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,21.9,,48.0,,,,западный,7.0,,,2,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,22.4,,47.5,,,,западный,9.0,,,1,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,23.9,,41.1,,,,западный,9.0,,,1,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,16.3,,75.7,,,,,2.0,,23.9,0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,13.2,,92.4,,,,,0.0,,,0,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,13.1,,93.7,,,,,7.0,,,0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,13.2,,93.7,,12.3,,северный,9.0,,,1,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,16.6,,79.8,,12.3,,северный,9.0,,,1,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,22.2,,52.1,,,,северо-восточный,7.0,,,1,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,21.4,,53.6,,,,северный,9.0,,,1,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,20.8,,54.9,,,,северный,7.0,,,1,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,17.1,,79.9,,,,,7.0,,24.0,0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,14.5,,89.5,,,,,9.0,,,0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,12.4,,95.5,,,,,0.0,,,0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,11.8,,96.1,,11.4,,,1.0,,,0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,18.8,,72.2,,11.4,,северо-западный,4.0,,,1,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,24.4,,43.8,,,,северо-западный,6.0,,,1,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,25.2,,36.0,,,,северо-западный,2.0,,,1,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,24.9,,33.8,,,,северо-западный,2.0,,,1,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,17.5,,64.3,,,,,2.0,,26.0,0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,13.4,,86.0,,,,,0.0,,,0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,11.9,,93.6,,,,,0.0,,,0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,12.7,,95.5,,10.9,,,7.0,,,0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,744,,,18.1,,74.0,,10.9,,западный,6.0,,,1,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,23.1,,46.7,,,,западный,4.0,,,1,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,24.8,,38.2,,,,западный,4.0,,,2,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,24.7,,40.2,,,,западный,2.0,,,2,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,18.0,,71.6,,,,,2.0,,26.2,0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,14.1,,90.1,,,,западный,0.0,,,1,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,12.7,,93.6,,,,,0.0,,,0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,741,,,13.2,,91.8,,12.2,,,1.0,,,0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,21.2,,63.9,,12.2,,западный,0.0,,,1,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,24.1,,51.9,,,,северо-западный,6.0,,,1,
1595332800,"Вторник, 21 июля
12:00 (UTC)",True,,,,,,,,,,,4.0,740,,,16.9,,93.2,,,,северный,9.0,,,1,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,8,,,,,,,,,10.0,740,,,22.4,,60.9,,,,западный,7.0,,,1,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,8,,,,,,,,,10.0,739,,,18.6,,77.0,,,,западный,9.0,,26.2,1,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,15.9,,86.2,,,,,9.0,,,0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,16.2,,85.1,,,,западный,9.0,,,1,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,0,,,,8,,,,,10.0,739,,,15.8,,90.8,,15.3,,западный,9.0,,,1,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,740,,,17.4,,84.2,,15.3,,северо-западный,10.0,,,1,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,20.5,,62.1,,,,западный,7.0,,,3,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,21.0,,56.0,,,,западный,7.0,,,2,
1595430000,"Среда, 22 июля
15:00 (UTC)",,10.0,0,,,,,,,,,10.0,740,,,19.3,,56.0,,,,северо-западный,7.0,,,3,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,13.7,,68.0,,,,западный,1.0,,21.9,1,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,11.4,,78.5,,,,западный,0.0,,,1,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,10.0,741,,,10.2,,83.3,,,,западный,0.0,,,1,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,742,,,10.4,,83.9,,9.4,,западный,0.0,,,1,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,742,,,15.8,,67.5,,9.4,,западный,2.0,,,2,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,17.6,,58.2,,,,западный,7.0,,,2,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,20.5,,45.1,,,,западный,4.0,,,2,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,19.4,,43.3,,,,западный,4.0,,,1,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,743,,,13.2,,75.7,,,,,4.0,,20.5,0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,11.3,,82.3,,,,юго-восточный,4.0,,,1,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,10.7,,83.4,,,,южный,9.0,,,1,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,743,,,11.6,,82.4,,10.6,,южный,10.0,,,1,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,0.3,,,,,,,True,,10.0,743,,,12.6,,87.0,,10.6,,южный,10.0,,,1,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,16.7,,65.9,,,True,южный,7.0,,,3,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,10.0,743,,,19.4,,51.3,,,True,западный,7.0,,,2,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,3,,,,,,,,,10.0,744,,,19.7,,52.1,,,True,западный,6.0,,,1,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,3,,,,,,,,,10.0,745,,,14.9,,75.9,,,True,,7.0,,20.9,0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,11.8,,93.0,,,,южный,0.0,,,1,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,9.6,,95.4,,,,южный,0.0,,,1,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,0,,,,3,,,,,10.0,746,,,9.5,,95.4,,8.1,,,9.0,,,0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,18.0,,61.9,,8.1,,южный,2.0,,,1,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,21.9,,33.0,,,,юго-западный,2.0,,,2,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,22.8,,36.6,,,,юго-восточный,5.0,,,2,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,23.5,,33.0,,,,южный,4.0,,,1,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,16.9,,66.8,,,,,1.0,,24.6,0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,14.1,,69.5,,,,юго-восточный,0.0,,,1,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,10.0,746,,,12.5,,74.0,,,,юго-восточный,2.0,,,1,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,14.0,,70.9,,11.5,,южный,7.0,,,1,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,19.8,,53.2,,11.5,,южный,7.0,,,2,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,21.4,,49.8,,,,южный,10.0,,,2,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,23.5,,45.0,,,,южный,9.0,,,2,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,747,,,24.5,,39.1,,,,южный,7.0,,,2,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,747,,,18.7,,69.0,,,,,9.0,,26.0,0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,10.0,747,,,14.7,,82.8,,,,юго-восточный,0.0,,,1,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,13.7,,88.3,,,,,4.0,,,0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,747,,,14.4,,76.9,,12.8,,юго-восточный,7.0,,,1,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,747,,,22.4,,48.8,,12.8,,юго-восточный,2.0,,,2,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,10.0,747,,,27.2,,34.0,,,,юго-восточный,7.0,,,2,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,10.0,747,,,28.0,,30.6,,,,южный,7.0,,,2,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,746,,,28.0,,30.1,,,,восточный,4.0,,,2,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,23.2,,46.5,,,,восточный,2.0,,28.7,1,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,10.0,746,,,19.1,,61.4,,,,юго-восточный,2.0,,,1,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,10.0,747,,,17.6,,62.7,,,,юго-восточный,0.0,,,2,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,746,,,15.8,,68.9,,15.7,,юго-восточный,4.0,,,1,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,746,,,22.5,,47.8,,15.7,,южный,9.0,,,3,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,27.1,,32.2,,,,юго-восточный,9.0,,,3,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,10.0,746,,,28.3,,30.2,,,,восточный,7.0,,,3,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,28.1,,29.4,,,,юго-восточный,9.0,,,2,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,745,,,20.9,,55.3,,,,восточный,9.0,,29.0,1,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,16.5,,77.2,,,,,7.0,,,0,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,10.0,745,,,16.2,,70.3,,,,юго-восточный,0.0,,,1,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,15.4,,74.5,,14.4,,южный,4.0,,,1,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,22.7,,57.6,,14.4,,южный,5.0,,,1,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,29.6,,31.0,,,,южный,9.0,,,3,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,10.0,744,,,29.8,,28.7,,,,южный,9.0,,,4,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,0,,,,,,,,,10.0,743,,,29.7,,31.7,,,,юго-западный,9.0,,,2,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,23.7,,52.8,,,,южный,9.0,,31.1,1,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,20.7,,68.5,,,,северо-западный,9.0,,,1,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,True,,10.0,743,,,16.9,,93.2,,,,юго-западный,10.0,,,1,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,4,,,,4,,,,,10.0,744,,,16.8,,93.2,,16.3,True,западный,9.0,,,1,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,4,,,,,,,,,10.0,745,,,19.5,,81.2,,16.3,True,западный,7.0,,,1,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,10.0,744,,,23.7,,51.8,,,,западный,7.0,,,2,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,True,,,4.0,742,,,12.3,,95.5,,,,южный,1.0,,,1,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,8,,,,8,,True,,,4.0,742,,,12.6,,95.5,,11.5,,,7.0,,,0,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,1,,,,,,,,,10.0,741,,,16.7,,79.8,,11.5,,,9.0,,,0,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,True,,,,10.0,741,,,19.8,,58.8,,,,северный,6.0,,,1,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,20.9,,50.3,,,True,западный,7.0,,,1,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,739,,,20.0,,52.2,,,,северо-западный,7.0,,,1,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,739,,,15.1,,76.5,,,,,10.0,,22.3,0,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,10.0,739,,,13.6,,86.0,,,,,9.0,,,0,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,10.0,738,,,12.1,,91.8,,,,,10.0,,,0,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,0,,,,0,,,,,10.0,737,,,11.5,,93.6,,11.4,,западный,7.0,,,1,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,737,,,16.5,,74.2,,11.4,,западный,9.0,,,1,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,10.0,736,,,18.9,,58.5,,,,северо-западный,9.0,,,1,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,10.0,736,,,18.1,,68.0,,,True,западный,10.0,,,2,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,0.9,,,,,,,True,,10.0,736,,,15.5,,90.2,,,,,9.0,,,0,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,1,,,,,,,,,10.0,737,,,12.8,,94.9,,,True,,9.0,,19.6,0,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,True,,,4.0,737,,,11.6,,95.5,,,,,5.0,,,0,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,True,,,2.0,737,,,12.3,,96.1,,,,,0.0,,,0,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,0.4,,,,1,,True,,,2.0,738,,,12.5,,96.8,,11.3,,,10.0,,,0,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,0,,,,,,True,,,4.0,739,,,13.9,,94.9,,11.3,,,10.0,,,0,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,17.1,,78.8,,,,северо-западный,10.0,,,1,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,True,,10.0,741,,,16.6,,74.2,,,,северный,7.0,,,2,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,1,,,,,,,,,10.0,742,,,14.8,,78.5,,,True,,9.0,,,0,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,2,,,,,True,,,,10.0,742,,,12.9,,94.9,,,,,7.0,,20.7,0,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,True,,,4.0,743,,,10.9,,96.1,,,,,0.0,,,0,
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,True,,,4.0,744,,,9.1,,96.7,,,,,4.0,,,0,
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,0.6,,,,2,,True,,,4.0,745,,,9.1,,96.0,,8.4,,,4.0,,,0,
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,0,,,,,,,,,10.0,745,,,17.2,,70.1,,8.4,,,0.0,,,0,
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,10.0,746,,,21.1,,47.1,,,,северо-западный,5.0,,,1,
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,10.0,745,,,21.7,,40.2,,,,западный,6.0,,,1,
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,0,,,,,,,,,10.0,745,,,22.5,,39.1,,,,западный,5.0,,,1,
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,0,,,,,,,,,10.0,746,,,15.0,,77.0,,,,,9.0,,23.3,0,
