timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,92.8,,,,,0,,,,,,,,,10,741,,,,19.0,,,,0.0,,
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,93.9,,,,,0,,,,,,,,,10,742,,,,17.3,,,,0.0,,
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,,,59.8,17.3,,,,0,,0,,,,,,,10,743,,,,25.7,,,,0.0,,
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,33.2,,северо-восточный,,,2,,,,,,,,,10,743,,,,30.0,,,,2.0,,
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,32.9,,юго-восточный,,,2,,,,,,,,,10,743,,,,30.2,,,,5.0,,
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,23.3,,восточный,,,2,,,,,,,,,20,743,,,,32.5,,,,2.0,,
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,,,,,27.5,,юго-восточный,,32.5,2,,0,,,,,,,20,743,,,,29.8,,,,0.0,,
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,52.9,,,,,0,,,,,,,,,4,743,,,,22.7,,,,0.0,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,77.6,,,,,0,,,,,,,,,10,743,,,,19.0,,,,0.0,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,92.0,,,,,0,,,,,,,,,10,743,,,,16.7,,,,0.0,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,65.7,16.7,южный,,,1,,0,,,,,,,10,743,,,,23.6,,,,0.0,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,31.9,,юго-восточный,,,2,,,,,,,,,10,743,,,,30.6,,,,2.0,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,25.1,,юго-восточный,,,2,,,,,,,,,10,742,,,,32.5,,,,0.0,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,24.4,,южный,,,2,,,,,,,,,10,741,,,,33.0,,,,0.0,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,21.3,,северо-западный,,34.4,1,,0,,,,,,,10,740,,,,32.5,,,,0.0,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,51.3,,,,,0,,,,,,,,,4,740,,,,23.2,,,,0.0,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,55.8,,,,,0,,,,,,,,,4,740,,,,21.6,,,,7.0,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,62.0,,,,,0,,,,,,,,,10,740,,,,20.2,,,,9.0,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,46.9,20.0,северный,,,1,,0,,,,,,,10,740,,,,27.1,,,,2.0,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,27.0,,северный,,,2,,,,,,,,,10,740,,,,33.9,,,,2.0,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,20.7,,северо-западный,,,2,,,,,,,,,10,740,,,,35.0,,,,2.0,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,19.7,,северо-западный,,,2,,,,,,,,,10,739,,,,35.7,,,,4.0,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,23.6,,северо-восточный,,36.2,1,,0,,,,,,,10,739,,,,33.2,,,,2.0,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,49.4,,,,,0,,,,,,,,,4,740,,,,24.6,,,,0.0,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,71.7,,юго-западный,,,1,,,,,,,,,4,740,,,,21.2,,,,0.0,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,81.2,,юго-западный,,,1,,,,,,,,,10,740,,,,19.5,,,,0.0,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,43.5,19.5,северо-западный,,,2,,0,,,,,,,10,740,,,,28.5,,,,0.0,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,27.6,,северный,,,2,,,,,,,,,10,740,,,,34.2,,,,0.0,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,17.2,,северный,,,4,,,,,,,,,10,740,,,,35.6,,,,6.0,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,14.0,,,,,,,,31.0,,северо-западный,,,3,,,,,,,,,10,740,,,,31.2,,,,6.0,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,10.0,,,,,,,,34.4,,северный,,36.1,3,,0,,,,,,,10,740,,,,29.2,,,,0.0,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,46.1,,северо-западный,,,2,,,,,,,,,4,741,,,,24.2,,,,0.0,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,63.7,,северный,,,2,,,,,,,,,4,742,,,,22.0,,,,1.0,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,74.2,,северо-западный,,,1,,,,,,,,,10,743,,,,19.0,,,,0.0,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,50.3,18.8,северный,,,2,,0,,,,,,,10,743,,,,23.1,,,,0.0,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,27.8,,северный,,,2,,,,,,,,,20,743,,,,26.7,,,,2.0,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,22.3,,северо-восточный,,,2,,,,,,,,,20,743,,,,28.8,,,,2.0,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,17.7,,северо-западный,,,2,,,,,,,,,20,742,,,,30.5,,,,2.0,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,21.0,,северо-восточный,,31.1,1,,0,,,,,,,20,741,,,,29.6,,,,2.0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,44.4,,,,,0,,,,,,,,,4,742,,,,21.2,,,,0.0,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,72.0,,,,,0,,,,,,,,,10,742,,,,17.3,,,,0.0,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,89.7,,,,,0,,,,,,,,,10,742,,,,16.2,,,,0.0,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,30.4,16.2,,,,0,,0,,,,,,,10,742,,,,25.9,,,,0.0,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,25.2,,южный,,,2,,,,,,,,,10,741,,,,30.9,,,,0.0,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,21.2,,южный,,,1,,,,,,,,,20,741,,,,33.3,,,,0.0,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,18.2,,южный,,,2,,,,,,,,,20,740,,,,34.0,,,,1.0,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,18.8,,восточный,,34.6,1,,0,,,,,,,20,740,,,,32.4,,,,0.0,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,35.0,,северо-восточный,,,1,,,,,,,,,4,741,,,,26.6,,,,0.0,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,49.8,,,,,0,,,,,,,,,4,741,,,,22.7,,,,0.0,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,59.4,,северо-восточный,,,1,,,,,,,,,10,742,,,,20.9,,,,0.0,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,42.6,20.7,южный,,,1,,0,,,,,,,10,742,,,,26.4,,,,0.0,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,29.4,,юго-восточный,,,2,,,,,,,,,10,743,,,,32.6,,,,2.0,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,18.2,,южный,,,3,,,,,,,,,20,742,,,,35.6,,,,6.0,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,22.5,,юго-восточный,,,3,,,,,,,,,20,742,,,,34.8,,,,4.0,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,25.2,,южный,,35.8,1,,0,,,,,,,20,742,,,,30.3,,,,7.0,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,41.5,,южный,,,1,,,,,,,,,4,743,,,,27.4,,True,,4.0,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,46.8,,южный,,,1,,,,,,,,,4,743,,,,25.5,,,,2.0,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,39.0,,южный,,,1,,,,,,,,,10,744,,,,25.0,,,,7.0,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,39.0,23.6,южный,,,1,,менее 0.1,,,,,,,10,744,,,,27.7,,,,6.0,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,21.1,,южный,,,2,,,,,,,,,10,744,,,,33.3,,,,6.0,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,14.1,,южный,,,2,,,,,,,,,10,743,,,,36.6,,,,0.0,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,16.7,,южный,,,2,,,,,,,,,10,742,,,,36.0,,,,0.0,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,27.9,,юго-восточный,,36.6,2,,0,,,,,,,10,742,,,,32.7,,,,0.0,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,33.8,,южный,,,2,,,,,,,,,4,742,,,,28.2,,,,0.0,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,41.7,,южный,,,1,,,,,,,,,4,742,,,,26.0,,,,0.0,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,46.1,,юго-западный,,,1,,,,,,,,,10,742,,,,22.9,,,,0.0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,40.9,22.3,южный,,,2,,0,,,,,,,10,742,,,,26.9,,,,0.0,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,21.5,,южный,,,3,,,,,,,,,20,742,,,,33.3,,,,0.0,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,22.2,,южный,,,2,,,,,,,,,20,741,,,,35.5,,,,2.0,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,20.0,,юго-восточный,,,3,,,,,,,,,20,740,,,,35.6,,,,2.0,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,24.5,,юго-восточный,,36.3,3,,0,,,,,,,20,740,,,,32.9,,,,0.0,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,40.0,,южный,,,1,,,,,,,,,4,740,,,,25.8,,,,0.0,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,51.4,,,,,0,,,,,,,,,4,740,,,,22.2,,,,0.0,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,64.9,,,,,0,,,,,,,,,10,740,,,,19.9,,,,0.0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,43.1,19.5,юго-восточный,,,1,,0,,,,,,,10,740,,,,26.0,,,,0.0,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,23.6,,южный,,,2,,,,,,,,,10,739,,,,32.3,,,,0.0,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,19.3,,южный,,,3,,,,,,,,,10,739,,,,34.8,,,,1.0,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,17.6,,юго-восточный,,,2,,,,,,,,,10,738,,,,35.1,,,,2.0,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,23.8,,юго-восточный,,35.5,2,,0,,,,,,,10,738,,,,32.7,,,,0.0,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,40.0,,,,,0,,,,,,,,,4,739,,,,26.6,,,,0.0,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,41.6,,западный,,,1,,,,,,,,,4,739,,,,22.8,,,,5.0,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,71.8,,,,,0,,,,,,,,,10,739,,,,18.8,,,,0.0,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,48.3,18.6,юго-восточный,,,1,,0,,,,,,,10,739,,,,25.4,,,,0.0,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,24.7,,южный,,,1,,,,,,,,,10,739,,,,32.9,,,,0.0,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,21.9,,южный,,,2,,,,,,,,,20,738,,,,35.3,,,,4.0,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,23.3,,юго-восточный,,,2,,,,,,,,,20,737,,,,34.8,,,,5.0,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,36.7,,,,35.8,0,,0,,,,,,,20,738,,,,30.9,,,,7.0,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,48.9,,,,,0,,,,,,,,,4,738,,,,26.4,,,,4.0,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,True,50.8,,южный,,,2,,,,,,,,,4,738,,,,26.2,,,,2.0,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,59.6,,северо-западный,,,1,,,,,,,,,10,737,,,,23.4,,True,,7.0,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,39.3,23.0,,,,0,,0,,,,,,,10,738,,,,26.2,,,,7.0,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,27.3,,юго-восточный,,,1,,,,,,,,,10,737,,,,33.0,,,,7.0,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,24.7,,южный,,,2,,,,,,,,,10,735,,,,35.6,,,,6.0,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,12.0,,,,,,,,93.4,,юго-восточный,True,,1,,,,,,,,,10,736,,,,20.2,,,,7.0,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,63.5,,восточный,,35.8,2,,6,,,,,,,10,736,,,,23.0,,True,,6.0,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,76.5,,западный,,,1,,,,,,,,,4,737,,,,21.2,,True,,7.0,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,83.5,,восточный,,,1,,,,,,,,,10,735,,,,20.7,,,,1.0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,80.2,,,,,0,,,,,,,,,10,736,,,,19.4,,,,0.0,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,70.9,18.8,южный,,,1,,0,,,,,,,10,736,,,,21.8,,,,7.0,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,59.8,,западный,,,1,,,,,,,,,10,736,,,,24.1,,,,7.0,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,44.1,,восточный,,,2,,,,,,,,,10,736,,,,26.5,,,,7.0,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,41.8,,восточный,,,3,,,,,,,,,20,734,,,,28.4,,,,6.0,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,51.0,,восточный,,29.4,3,,0,,,,,,,10,735,,,,25.7,,,,7.0,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,17.0,,,,,,,,93.2,,северный,,,3,,,,,,,,,4,736,,,,16.8,True,,,10.0,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",True,,,,,,,,,96.9,,северный,,,2,,,,,,,,,4,737,,,,16.8,,,,10.0,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,96.9,,восточный,,,2,,,,,,,,True,10,737,,,,16.3,,,,10.0,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,96.3,16.2,северо-восточный,,,1,,20,,,,,,,10,737,,,,16.9,,True,,10.0,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,84.2,,северо-восточный,,,2,,,,,,,,,10,738,,,,18.0,,True,,10.0,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,77.7,,восточный,,,2,,,,,,,,,10,739,,,,19.4,,,,10.0,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,56.2,,восточный,,,2,,,,,,,,,10,739,,,,23.2,,,,10.0,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,49.6,,восточный,,23.3,3,,0,,,,,,,10,739,,,,21.9,,,,7.0,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,60.1,,восточный,,,2,,,,,,,,,4,739,,,,18.7,,,,0.0,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,68.6,,восточный,,,1,,,,,,,,,4,740,,,,16.6,,,,0.0,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,80.6,,,,,0,,,,,,,,,10,739,,,,14.8,,,,5.0,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,63.4,14.7,восточный,,,1,,0,,,,,,,10,740,,,,18.9,,,,10.0,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,41.0,,юго-восточный,,,3,,,,,,,,,10,739,,,,22.4,,,,6.0,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,39.7,,восточный,,,2,,,,,,,,,10,738,,,,22.7,,,,7.0,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,42.7,,восточный,,,2,,,,,,,,,10,737,,,,22.7,,,,10.0,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,46.1,,северо-восточный,,23.6,2,,0,,,,,,,10,736,,,,21.9,,,,10.0,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,49.7,,восточный,,,3,,,,,,,,,4,735,,,,21.1,,,,10.0,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,53.5,,восточный,,,3,,,,,,,,,4,734,,,,19.8,,,,7.0,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,55.1,,восточный,,,3,,,,,,,,,10,733,,,,18.9,,,,10.0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,53.4,18.8,восточный,,,3,,0,,,,,,,10,733,,,,19.3,,,,10.0,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,47.0,,восточный,,,3,,,,,,,,,10,732,,,,21.9,,,,10.0,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,12.0,,,,,,,,45.4,,восточный,,,4,,,,,,,,,10,732,,,,21.7,,,,10.0,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,12.0,,,,,,,,68.3,,юго-восточный,,,2,,,,,,,,,10,732,,,,19.6,,True,,10.0,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,10.0,,,,,,,,81.0,,северо-восточный,,23.4,2,,3,,,,,,,10,731,,,,17.5,,True,,10.0,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,85.3,,северо-восточный,,,2,,,,,,,,,4,731,,,,17.4,,True,,10.0,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,64.2,,северо-восточный,,,3,,,,,,,,,4,731,,,,18.7,,True,,10.0,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,58.2,,северо-восточный,,,3,,,,,,,,,10,731,,,,17.5,,True,,10.0,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,90.0,12.8,северо-восточный,,,2,,8,,,,,,True,10,732,,,,13.2,,,,10.0,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,61.3,,северо-восточный,,,3,,,,,,,,True,10,733,,,,19.0,,,,10.0,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,44.6,,северо-восточный,,,3,,,,,,,,,10,733,,,,24.0,,True,,7.0,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,10.0,,,,,,,,39.1,,северо-восточный,,,3,,,,,,,,,20,734,,,,25.2,,True,,6.0,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,42.8,,северо-восточный,,25.3,2,,1,,,,,,,10,735,,,,22.8,,,,5.0,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,58.1,,северный,,,1,,,,,,,,,10,736,,,,18.8,,,,2.0,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,66.2,,северо-западный,,,1,,,,,,,,,4,737,,,,15.8,,,,0.0,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,74.8,,северный,,,1,,,,,,,,,20,737,,,,14.2,,,,7.0,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,56.9,13.7,северный,,,1,,0,,,,,,,10,738,,,,18.5,,,,5.0,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,35.1,,северный,,,1,,,,,,,,,10,739,,,,22.8,,,,6.0,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,30.0,,,,,0,,,,,,,,,10,739,,,,24.6,,,,7.0,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,31.2,,западный,,,1,,,,,,,,,10,739,,,,23.6,,,,9.0,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,53.8,,северо-западный,,25.7,2,,менее 0.1,,,,,,,10,739,,,,20.7,,True,,9.0,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,74.8,,,,,0,,,,,,,,,4,739,,,,17.2,,True,,9.0,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,75.9,,северо-западный,,,1,,,,,,,,,4,739,,,,17.6,,,,10.0,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,91.4,,юго-западный,,,1,,,,,,,,True,4,739,,,,15.4,,,,10.0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,93.2,15.2,юго-западный,,,1,,1,,,,,,True,10,739,,,,15.7,,,,10.0,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,77.1,,северо-западный,,,1,,,,,,,,,10,740,,,,19.2,,True,,10.0,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,54.8,,северо-восточный,,,2,,,,,,,,,10,740,,,,20.6,,True,,10.0,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,61.7,,северо-западный,,,1,,,,,,,,,10,740,,,,20.6,,True,,7.0,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,86.9,,северный,,23.1,1,,0.3,,,,,,,10,740,,,,16.7,,True,,9.0,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,87.3,,,,,0,,,,,,,,,4,740,,,,15.9,,True,,9.0,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,87.3,,,,,0,,,,,,,,,4,740,,,,15.2,,,,10.0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,86.7,,северный,,,1,,,,,,,,,4,740,,,,15.2,,,,10.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,61.4,14.9,северо-восточный,,,2,,0,,,,,,,10,741,,,,17.3,,,,7.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,51.4,,северный,,,2,,,,,,,,,10,741,,,,19.7,,,,7.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,34.3,,северо-восточный,,,2,,,,,,,,,10,741,,,,21.8,,,,7.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,33.8,,северный,,,2,,,,,,,,,10,740,,,,23.3,,,,6.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,40.7,,северо-восточный,,23.6,2,,0,,,,,,,10,740,,,,20.4,,,,6.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,60.7,,северо-западный,,,1,,,,,,,,,4,740,,,,16.1,,,,7.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,72.9,,северо-западный,,,1,,,,,,,,,4,740,,,,14.6,,,,0.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,86.5,,северо-западный,,,2,,,,,,,,,10,740,,,,12.8,,,,0.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,72.3,12.5,северо-западный,,,2,,0,,,,,,,10,741,,,,16.8,,,,0.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,43.2,,северный,,,2,,,,,,,,,10,741,,,,22.3,,,,0.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,32.1,,северный,,,2,,,,,,,,,10,740,,,,24.5,,,,5.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,31.2,,северо-западный,,,4,,,,,,,,,10,740,,,,24.9,,,,4.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,50.6,,северо-западный,,25.4,2,,менее 0.1,,,,,,,10,740,,,,20.6,,,,7.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,63.5,,северо-западный,,,2,,,,,,,,,10,740,,,,17.4,,,,7.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,78.1,,северо-западный,,,2,,,,,,,,,4,740,,,,15.6,,,,7.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,87.8,,северо-западный,,,2,,,,,,,,,20,740,,,,14.2,,True,,6.0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,78.3,13.9,северо-западный,,,3,,менее 0.1,,,,,,,10,740,,,,16.7,,,,7.0,,
