timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Дождь замерзающий, образующий гололёд, слабый","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,30.6,,37.8,,,западный,4.0,,,1.0
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,True,,,,,20.0,,699.0,,,28.8,,46.8,,,западный,9.0,,32.0,2.0
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,702.0,,,24.8,,65.9,,,западный,10.0,,,1.0
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,21.2,,67.7,,True,,10.0,,,0.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.0,,69.7,,,северо-восточный,10.0,,,1.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,14,,,14,,,,,,,20.0,,703.0,,,19.6,,90.5,16.8,,,10.0,,,0.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,True,,,,,,,,20.0,,704.0,,,19.0,,83.8,16.0,,северный,10.0,,,2.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,21.3,,68.6,,,восточный,10.0,,,2.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,24.6,,62.6,,,,10.0,,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,19.0,,77.6,,,восточный,10.0,,25.0,2.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.6,,70.3,,,южный,10.0,,,2.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.0,,71.6,,,южный,10.0,,,2.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,17.5,,72.5,,,юго-западный,6.0,,,1.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,706.0,,,19.0,,70.0,17.5,,северо-восточный,10.0,,,2.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,20.6,,68.0,,,южный,10.0,,,2.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,22.0,,50.3,,,западный,6.0,,,2.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,23.2,,47.7,,,южный,6.0,,,2.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,8,,,,,True,,,,,4.0,,706.0,,,20.0,,61.6,,,южный,10.0,,25.0,2.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,19.5,,67.8,,True,южный,10.0,,,2.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,19.0,,68.2,,,восточный,10.0,,,2.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,17.8,,72.5,,,восточный,10.0,,,1.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,706.0,,,21.0,,70.8,17.7,,южный,10.0,,,2.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,22.5,,50.4,,,восточный,10.0,,,2.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,,,,,,западный,7.0,,,2.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,25.4,,50.5,,,западный,7.0,,,1.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,23.1,,52.3,,,западный,7.0,,27.3,1.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.0,,66.4,,,,10.0,,,0.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,20.1,,70.2,,,,10.0,,,0.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.4,,75.0,,,,7.0,,,0.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,20.2,,67.5,16.5,,,7.0,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,24.2,,65.4,,,юго-западный,7.0,,,1.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,28.2,,45.4,,,северо-восточный,7.0,,,1.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,True,,,,,20.0,,700.0,,,23.6,,70.4,,,южный,9.0,,,1.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,699.0,,,23.4,,71.7,,True,юго-западный,9.0,,29.0,1.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,21.2,,72.7,,,,10.0,,,0.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,20.3,,73.4,,,южный,7.0,,,1.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,697.0,,,18.6,,74.1,,,,7.0,,,0.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,697.0,,,20.6,,73.0,16.5,,юго-западный,6.0,,,1.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,25.0,,54.5,,,западный,2.0,,,1.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,696.0,,,27.8,,45.6,,,,6.0,,,0.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,696.0,,,28.6,,49.5,,,восточный,2.0,,,2.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,696.0,,,26.0,,53.7,,,южный,10.0,,29.0,2.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,697.0,,,24.4,,55.4,,,юго-восточный,0.0,,,2.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,20.0,,60.4,,,юго-восточный,0.0,,,2.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,18.1,,59.1,,,юго-восточный,0.0,,,2.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,20.0,,699.0,,,17.0,,60.5,17.0,,южный,10.0,,,2.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.0,,,,,северо-восточный,10.0,,,2.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.1,,52.7,,,южный,6.0,,,2.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.5,,45.9,,,северный,2.0,,,2.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,23.0,,50.2,,,восточный,6.0,,27.0,3.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.5,,59.3,,,восточный,6.0,,,2.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.5,,62.5,,,южный,0.0,,,2.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,17.0,,63.4,,,южный,0.0,,,2.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,705.0,,,20.0,,59.6,16.9,,юго-восточный,6.0,,,2.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,23.5,,55.9,,,восточный,6.0,,,2.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,25.0,,54.5,,,западный,6.0,,,1.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,26.6,,43.0,,,восточный,2.0,,,2.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,23.2,,54.0,,,южный,7.0,,28.0,3.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,20.6,,59.7,,,восточный,7.0,,,2.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,19.5,,62.7,,,южный,7.0,,,2.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,18.5,,63.3,,,южный,0.0,,,1.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,704.0,,,20.0,,60.8,18.4,,северо-восточный,0.0,,,2.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,22.3,,51.4,,,юго-восточный,2.0,,,2.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.4,,50.7,,,восточный,7.0,,,1.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,28.8,,39.8,,,восточный,7.0,,,2.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,26.8,,52.6,,,восточный,7.0,,30.2,1.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.0,,52.9,,,восточный,2.0,,,1.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,21.1,,66.8,,,,0.0,,,0.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,19.2,,73.7,,,,0.0,,,0.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,10.0,,700.0,,,20.1,,77.8,17.0,,западный,7.0,,,1.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,23.3,,69.0,,,южный,6.0,,,1.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,23.4,,70.8,,,западный,9.0,,,2.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,25.3,,57.8,,True,южный,7.0,,,1.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,,20.0,,700.0,,,26.0,,57.6,,,северо-западный,2.0,,29.0,1.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.6,,62.0,,,южный,7.0,,,1.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.2,,70.8,,,восточный,7.0,,,1.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,19.3,,71.9,,,,0.0,,,0.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,50.0,,702.0,,,19.2,,80.7,16.5,,,0.0,,,0.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,703.0,,,22.8,,67.2,,,западный,1.0,,,1.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,25.6,,54.7,,,северный,1.0,,,1.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,27.4,,50.7,,,северо-восточный,2.0,,,2.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,28.6,,49.5,,,восточный,2.0,,30.0,2.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.0,,54.5,,,восточный,0.0,,,1.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.3,,57.0,,,южный,0.0,,,1.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.6,,59.7,,,северный,0.0,,,1.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,24.0,,52.9,20.5,,восточный,0.0,,,2.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.6,,43.0,,,восточный,0.0,,,2.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,29.5,,34.7,,,северный,0.0,,,2.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,31.0,,32.7,,,юго-восточный,0.0,,,2.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,30.6,,37.8,,,восточный,0.0,,32.5,2.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.3,,47.6,,,южный,0.0,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,25.0,,52.8,,,северный,0.0,,,1.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,23.0,,54.7,,,восточный,0.0,,,1.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,21.5,,54.3,21.4,,восточный,0.0,,,2.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,24.0,,52.9,,,восточный,0.0,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,30.6,,37.8,,,восточный,0.0,,,2.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,33.0,,38.7,,,северный,0.0,,,1.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,29.6,,40.8,,,северо-восточный,0.0,,34.5,2.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,27.0,,43.9,,,восточный,0.0,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,24.7,,54.4,,,,0.0,,,0.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,22.0,,55.5,,,,0.0,,,0.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,22.5,,61.8,20.1,,южный,0.0,,,1.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,25.0,,65.1,,True,южный,7.0,,,2.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,29.2,,46.6,,,северный,7.0,,,1.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,30.2,,40.5,,,северо-восточный,9.0,,,1.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,15.0,,,0.8,,True,,,,,,,,10.0,,703.0,,,18.2,,92.1,,,западный,10.0,,32.0,3.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,18.0,,90.9,,,северный,10.0,,,1.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,17.4,,85.8,,,северный,10.0,,,1.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,17.0,,81.4,,,,10.0,,,0.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,0.8,,,,,,,10.0,,704.0,,,19.6,,70.5,16.5,,юго-западный,9.0,,,1.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,21.4,,63.5,,,северный,9.0,,,1.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,24.6,,53.0,,,юго-западный,9.0,,,1.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.6,,51.3,,,юго-западный,9.0,,,1.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,23.2,,57.7,,,северный,9.0,,27.0,1.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,20.8,,69.0,,,северный,9.0,,,1.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,19.6,,73.8,,,северный,7.0,,,1.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,18.4,,75.0,,,северный,0.0,,,1.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,20.4,,62.5,15.5,,юго-западный,6.0,,,1.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,23.8,,59.7,,,западный,2.0,,,1.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.2,,52.1,,,южный,2.0,,,2.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,29.0,,49.3,,,южный,0.0,,,2.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,27.4,,50.7,,,восточный,6.0,,31.0,2.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.0,,57.4,,,западный,0.0,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,23.2,,59.2,,,южный,0.0,,,2.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.0,,62.8,,,,0.0,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,24.7,,49.7,21.5,,северо-восточный,0.0,,,2.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,26.8,,37.7,,,северо-восточный,0.0,,,1.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,28.5,,34.4,,,южный,0.0,,,2.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,29.0,,35.7,,,северный,0.0,,,2.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,27.0,,43.9,,,северо-восточный,6.0,,29.5,2.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,25.0,,48.5,,,южный,0.0,,,2.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,24.3,,57.6,,,северный,0.0,,,1.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.5,,59.4,,,,0.0,,,0.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,23.0,,54.7,20.5,,юго-западный,0.0,,,2.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,25.4,,41.8,,,северный,0.0,,,2.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,29.0,,39.6,,,восточный,0.0,,,2.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,29.0,,35.7,,,восточный,0.0,,,2.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,27.3,,44.3,,,южный,0.0,,29.5,2.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,23.0,,51.6,,,западный,0.0,,,2.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,22.5,,52.5,,,северный,0.0,,,1.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.3,,53.2,,,,0.0,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,702.0,,,21.5,,39.6,21.2,,,6.0,,,0.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,24.0,,39.0,,,южный,2.0,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.4,,58.3,,,северный,10.0,,,1.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,26.4,,52.1,,,северный,7.0,,,1.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,25.8,,67.4,,,северный,7.0,,28.0,1.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,704.0,,,23.4,,76.3,,,северный,10.0,,,1.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.3,,86.6,,True,северный,7.0,,,1.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,703.0,,,19.7,,87.7,,,северо-восточный,4.0,,,1.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,,,,10.0,,703.0,,,20.8,,56.7,17.5,,восточный,2.0,,,1.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,24.2,,73.7,,,восточный,2.0,,,1.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,27.8,,61.4,,,восточный,7.0,,,1.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,28.4,,55.0,,,северный,7.0,,,1.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,28.2,,51.6,,,восточный,2.0,,30.5,1.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,15.0,,,,,,,,,,,,,10.0,,703.0,,,22.1,,87.4,,,восточный,10.0,True,,3.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,True,,,,,,10.0,,704.0,,,19.8,,88.8,,,северо-восточный,0.0,,,1.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,19.1,,89.3,,,восточный,0.0,,,1.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,10,,,10,,,,,,,20.0,,703.0,,,18.2,,88.1,14.5,,западный,2.0,,,1.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,23.0,,79.2,,,восточный,7.0,,,1.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,27.8,,49.9,,,юго-восточный,2.0,,,2.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,28.0,,43.9,,,юго-восточный,0.0,,,2.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,701.0,,,27.4,,47.6,,,южный,0.0,,28.0,3.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,23.0,,50.2,,,восточный,2.0,,,2.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,19.0,,88.2,,True,южный,10.0,,,2.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,18.8,,84.3,,True,юго-восточный,10.0,,,2.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,13,,,13,,,,,,,20.0,,703.0,,,15.5,,97.5,15.5,True,восточный,10.0,,,2.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,17.1,,79.9,,,южный,10.0,,,3.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.0,,74.5,,,восточный,10.0,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,21.6,,60.0,,,северо-восточный,10.0,,,2.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,705.0,,,21.3,,64.3,,,южный,10.0,,22.0,2.0
