timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег сильный непрерывный,Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,17.3,,78.9,,,,,северо-западный,6.0,,,1.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,14.8,,82.2,,,,,западный,2.0,,,2.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,13.7,,88.3,,,,,северо-западный,2.0,,,1.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,14.3,,90.1,,,12.6,,северо-западный,0.0,,,2.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,19.6,,56.8,,,,,северный,2.0,,,3.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,22.4,,39.6,,,,,северный,7.0,,,3.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,24.4,,32.3,,,,,северо-западный,7.0,,,4.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,752.0,,24.2,,31.8,,,,,северо-западный,6.0,,24.6,3.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,19.0,,52.6,,,,,северо-западный,0.0,,,1.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,14.8,,70.1,,,,,северо-западный,0.0,,,1.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,12.5,,83.6,,,,,,0.0,,,0.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,754.0,,13.6,,87.1,,,11.8,,северо-восточный,0.0,,,1.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,754.0,,22.2,,48.4,,,,,юго-восточный,0.0,,,1.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,753.0,,24.8,,37.2,,,,,южный,2.0,,,1.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,26.6,,32.1,,,,,северный,0.0,,,1.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,752.0,,27.1,,34.7,,,,,северный,0.0,,28.5,2.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.0,,48.9,,,,,восточный,0.0,,,1.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,19.2,,63.0,,,,,северо-восточный,0.0,,,1.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.2,,77.2,,,,,,0.0,,,0.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,14.8,,86.7,,,13.2,,,0.0,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.6,,50.4,,,,,юго-восточный,0.0,,,2.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,27.4,,39.7,,,,,восточный,0.0,,,2.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,29.7,,34.0,,,,,северо-восточный,0.0,,,2.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,746.0,,29.9,,32.1,,,,,северный,0.0,,30.6,1.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,24.5,,48.7,,,,,северный,2.0,,,2.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,21.9,,63.2,,,,,северо-восточный,4.0,,,2.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,19.9,,72.4,,,,,северо-восточный,7.0,,,1.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,743.0,,20.0,,75.3,,,17.8,,северный,9.0,,,1.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,True,,,,,,,,10,743.0,,20.6,,87.8,,,,,,10.0,,,0.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,24.8,,65.9,,,,,северный,10.0,,,2.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,23.5,,70.8,,,,,северо-западный,10.0,,,3.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,менее 0.1,,,,,,,,,,,10,742.0,,25.1,,63.9,,,,,северный,6.0,,25.8,2.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,742.0,,22.1,,75.6,,,,,северный,9.0,,,2.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,True,,,,10,741.0,,19.8,,88.8,,,,,северный,10.0,,,4.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,True,,,,,,10,741.0,,18.4,,89.3,,,,,северо-западный,2.0,,,3.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,10.0,,менее 0.1,,,,менее 0.1,,,,,,,10,740.0,,18.9,,80.6,,,18.4,,северный,10.0,,,4.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,738.0,,20.8,,73.1,,,,,северо-восточный,10.0,,,2.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,True,,,,10,737.0,,20.8,,84.5,,,,,северный,10.0,,,2.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,737.0,,21.2,,82.0,,,,True,южный,10.0,,,7.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,12.0,,2,,,,,,,,,,,10,737.0,,23.0,,60.7,,,,,южный,7.0,,23.5,4.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,13.0,,,,,,,,,,,,,10,738.0,,19.8,,68.8,,,,,юго-западный,4.0,,,1.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,11.0,,,,,,,,,,,,,10,739.0,,17.7,,74.4,,,,,южный,7.0,,,3.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,11.0,,,,,,,,,,,,,10,739.0,,16.2,,79.2,,,,,южный,9.0,,,3.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,11.0,,0,,,,2,,,,,,,10,739.0,,15.8,,79.2,,,15.2,,южный,10.0,,,7.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,11.0,,,,,True,,,,,,,,10,740.0,,16.9,,80.4,,,,,юго-западный,9.0,,,3.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,11.0,,,,True,,,,,,,,,10,742.0,,16.4,,70.4,,,,,западный,10.0,,,5.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,13.0,,,,,,,,,,,,,10,743.0,,17.6,,63.9,,,,True,юго-западный,10.0,,,6.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,12.0,,менее 0.1,,,,,,,,,,,10,744.0,,20.3,,49.8,,,,,западный,6.0,,21.5,5.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,12.0,,,,,,,,,,,,,10,744.0,,17.6,,55.2,,,,,юго-западный,7.0,,,4.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,15.0,,66.9,,,,,юго-западный,2.0,,,2.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,13.2,,78.3,,,,,юго-западный,2.0,,,2.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,10,745.0,,13.7,,76.3,,,11.8,,западный,6.0,,,3.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,16.4,,65.8,,,,,западный,9.0,,,5.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,21.1,,42.6,,,,,западный,6.0,,,4.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,10.0,,,,,,,,,,,,,10,746.0,,20.7,,42.5,,,,,западный,9.0,,,5.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,746.0,,22.6,,37.0,,,,,западный,6.0,,23.0,3.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,15.8,,67.0,,,,,,2.0,,,0.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,12.4,,85.9,,,,,,0.0,,,0.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,10.8,,92.3,,,,,,0.0,,,0.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,747.0,,11.7,,94.8,,,9.7,,,2.0,,,0.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,20.5,,47.6,,,,,северо-западный,7.0,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,23.6,,42.7,,,,,северо-западный,7.0,,,2.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,747.0,,24.5,,36.8,,,,,северо-западный,9.0,,25.7,2.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,20.4,,51.2,,,,,северный,9.0,,,2.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,18.3,,62.0,,,,,северный,9.0,,,2.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,17.1,,69.1,,,,,северо-восточный,10.0,,,1.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,749.0,,15.2,,85.0,,,14.7,,северный,9.0,,,1.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,18.8,,66.4,,,,,северо-восточный,7.0,,,1.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,23.6,,37.3,,,,,северный,9.0,,,2.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,23.4,,41.8,,,,,северный,9.0,,,3.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,749.0,,23.2,,42.0,,,,,северный,9.0,,23.8,3.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,19.2,,57.8,,,,,северный,7.0,,,2.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,15.4,,76.5,,,,,северо-западный,4.0,,,1.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,15.6,,80.7,,,,,северо-западный,4.0,,,1.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,749.0,,15.7,,81.8,,,14.8,,,9.0,,,0.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,19.9,,69.7,,,,,северо-западный,7.0,,,2.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,21.4,,57.2,,,,,северо-западный,7.0,,,3.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,23.9,,45.7,,,,,северо-западный,9.0,,,3.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,748.0,,24.6,,44.1,,,,,северо-западный,7.0,,26.0,3.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,19.2,,57.8,,,,,северо-западный,6.0,,,1.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,15.5,,81.8,,,,,северо-западный,0.0,,,1.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,14.5,,90.7,,,,,северо-западный,0.0,,,1.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,749.0,,14.2,,88.9,,,12.3,,северо-западный,2.0,,,1.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,23.2,,49.0,,,,,западный,0.0,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,26.0,,32.3,,,,,западный,7.0,,,4.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,27.0,,29.5,,,,,западный,6.0,,,3.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,746.0,,25.1,,33.9,,,,,северо-западный,4.0,,27.8,2.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,20.6,,53.4,,,,,,4.0,,,0.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,17.6,,62.3,,,,,северо-западный,0.0,,,2.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,15.8,,70.7,,,,,северо-западный,0.0,,,2.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,744.0,,17.0,,68.2,,,14.6,,западный,0.0,,,3.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,21.6,,59.2,,,,,западный,0.0,,,3.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,25.2,,40.4,,,,,западный,7.0,,,4.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,743.0,,25.8,,41.1,,,,,западный,7.0,,,4.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,743.0,,26.5,,36.2,,,,,северо-западный,7.0,,27.2,5.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,12.0,,,,,,,True,,,,,,10,744.0,,20.3,,67.5,,,,,западный,6.0,,,3.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,744.0,,17.6,,72.5,,,,,западный,0.0,,,2.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,17.1,,76.8,,,,,,6.0,,,0.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,0.7,,,,0.7,,,,,,,10,743.0,,17.4,,76.9,,,15.9,,западный,10.0,,,2.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,True,,,,,,10,744.0,,19.8,,74.3,,,,,западный,7.0,,,3.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,24.6,,50.7,,,,,западный,9.0,,,5.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,11.0,,,,,,,True,,,,,,10,743.0,,25.2,,44.9,,,,,западный,7.0,,,7.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,13.0,,менее 0.1,,,,,,,,,,,10,743.0,,25.0,,40.1,,,,,западный,7.0,,25.5,7.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,10.0,,,,,,,,,,,,,10,744.0,,21.4,,48.2,,,,,западный,9.0,,,4.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,16.8,,57.6,,,,,западный,0.0,,,3.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,13.5,,68.9,,,,,западный,0.0,,,4.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,10,745.0,,12.4,,69.6,,,12.0,,западный,0.0,,,4.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,18.2,,50.0,,,,,западный,0.0,,,6.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,21.4,,45.0,,,,,западный,6.0,,,6.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,11.0,,,,,,,,,,,,,10,746.0,,22.9,,34.2,,,,,западный,7.0,,,6.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,11.0,,0,,,,,,,,,,,10,746.0,,21.6,,38.3,,,,,северо-западный,7.0,,24.3,5.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,17.1,,58.1,,,,,западный,4.0,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,14.3,,68.6,,,,,северо-западный,2.0,,,1.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,12.8,,71.1,,,,,северо-западный,6.0,,,1.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,748.0,,12.1,,80.8,,,10.4,,северо-западный,7.0,,,1.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,20.3,,41.2,,,,,западный,7.0,,,1.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,22.4,,32.0,,,,,северо-западный,9.0,,,2.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,22.6,,37.0,,,,,западный,9.0,,,3.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,10.0,,менее 0.1,,,,,,,,,,,10,748.0,,20.4,,48.2,,,,True,западный,9.0,,23.0,2.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,True,,,,,,10,749.0,,16.9,,65.1,,,,,,6.0,,,0.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,14.2,,66.3,,,,,,0.0,,,0.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,10.7,,88.6,,,,,западный,0.0,,,1.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,0,,,,менее 0.1,,,,,,,10,750.0,,10.9,,89.9,,,9.6,,западный,2.0,,,1.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,19.5,,51.7,,,,,северо-восточный,2.0,,,2.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.2,,33.3,,,,,северо-восточный,7.0,,,2.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,25.0,,28.3,,,,,юго-восточный,2.0,,,1.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,750.0,,25.8,,25.7,,,,,,2.0,,26.6,0.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,17.6,,49.1,,,,,северный,0.0,,,1.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.3,,57.1,,,,,,0.0,,,0.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,16.0,,54.0,,,,,восточный,0.0,,,1.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,13.4,,65.2,,,12.5,,,1.0,,,0.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,21.9,,42.2,,,,,юго-восточный,2.0,,,3.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,27.8,,29.1,,,,,юго-восточный,4.0,,,2.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,28.6,,28.7,,,,,юго-восточный,4.0,,,2.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,751.0,,28.2,,29.0,,,,,северо-восточный,4.0,,30.2,2.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.8,,43.6,,,,,северо-восточный,7.0,,,1.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,21.3,,47.2,,,,,северо-восточный,7.0,,,1.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,19.9,,50.1,,,,,восточный,7.0,,,1.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,18.2,,58.4,,,17.3,,восточный,6.0,,,1.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,23.8,,40.3,,,,,северо-восточный,6.0,,,1.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,752.0,,28.4,,26.8,,,,,восточный,6.0,,,3.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,29.6,,24.6,,,,,юго-восточный,6.0,,,2.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,750.0,,28.8,,24.8,,,,,восточный,6.0,,30.2,2.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,23.9,,42.5,,,,,восточный,2.0,,,1.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,20.3,,55.1,,,,,северо-восточный,0.0,,,1.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,17.7,,64.4,,,,,северо-восточный,0.0,,,1.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,751.0,,16.5,,68.6,,,16.2,,северо-восточный,2.0,,,1.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,751.0,,24.0,,39.3,,,,,северо-восточный,2.0,,,2.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,28.8,,23.3,,,,,восточный,4.0,,,3.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,31.0,,19.3,,,,,восточный,4.0,,,1.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,749.0,,30.8,,20.3,,,,,северный,4.0,,31.0,1.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,24.8,,34.0,,,,,северный,2.0,,,1.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,22.2,,39.3,,,,,восточный,0.0,,,1.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,750.0,,18.4,,51.0,,,,,юго-восточный,0.0,,,2.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,0,,,,0,,,,,,,10,749.0,,16.8,,58.4,,,16.5,,юго-восточный,0.0,,,1.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,25.8,,40.6,,,,,юго-восточный,2.0,,,2.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,749.0,,32.6,,23.2,,,,,юго-западный,2.0,,,1.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,34.4,,19.8,,,,,юго-западный,4.0,,,2.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,0,,,,,,,,,,,10,748.0,,33.7,,20.1,,,,,юго-западный,4.0,,34.8,1.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,26.0,,36.0,,,,,,2.0,,,0.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,748.0,,25.4,,36.8,,,,,юго-западный,2.0,,,1.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,747.0,,25.2,,43.4,,,,,юго-западный,7.0,,,2.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,12.0,,0.4,,,,0.4,,,True,,,,10,749.0,,21.2,,71.7,,,21.2,,юго-западный,10.0,,,2.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,True,,,,10,749.0,,19.6,,86.6,,,,,юго-западный,10.0,,,1.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,True,,,,,,10,748.0,,24.4,,61.8,,,,,южный,9.0,,,2.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,16.0,,80.2,,,,,западный,0.0,,,2.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,менее 0.1,,,,0.8,,,,,,,10,746.0,,14.2,,81.1,,,14.0,,,2.0,,,0.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,10,746.0,,21.6,,54.3,,,,,западный,6.0,,,1.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,10,745.0,,24.7,,42.2,,,,,юго-западный,7.0,,,1.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,10,743.0,,26.0,,39.0,,,,,западный,10.0,,,2.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,13.0,,0.7,,,,,True,,,,,,10,742.0,,22.3,,68.4,,,,,,7.0,,27.1,0.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,True,,,,10,742.0,,18.8,,82.7,,,,,западный,10.0,,,3.0
