timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1598367600,"Вторник, 25 августа
15:00 (UTC)",,10.0,,,,,,,,60.7,,,западный,22.4,6,,,,менее 0.1,,,,,,,20.0,731,,,19.5,,,6.0,,
1598378400,"Вторник, 25 августа
18:00 (UTC)",,13.0,,,,,,,,71.6,,,западный,,4,,,,,,,,,,,10.0,731,,,17.7,,,7.0,,
1598389200,"Вторник, 25 августа
21:00 (UTC)",,10.0,,,,,,,,78.8,,,западный,,3,,,,,,,,,,,10.0,732,,,16.7,,,7.0,,
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,,,,,,83.9,,,западный,,2,,,,,,,,,,,10.0,733,,,15.2,,,6.0,,
1598410800,"Среда, 26 августа
03:00 (UTC)",,,,,,,,,,78.1,,14.8,западный,,4,,,,0,,,,,,,50.0,734,,,15.9,,,4.0,,
1598421600,"Среда, 26 августа
06:00 (UTC)",,10.0,,,,,,,,60.1,,,западный,,4,,,,,,,,,,,50.0,735,,,18.7,,,7.0,,
1598432400,"Среда, 26 августа
09:00 (UTC)",,,,,,,,,,45.5,,,северо-западный,,3,,,,,,,,,,,50.0,735,,,22.0,,,7.0,,
1598443200,"Среда, 26 августа
12:00 (UTC)",,13.0,,,,,,,,44.5,,,северо-западный,,3,,,,,,,,,,,50.0,735,,,21.8,,,7.0,,
1598454000,"Среда, 26 августа
15:00 (UTC)",,,,,,,,,,51.3,,,северо-западный,23.3,2,,,,0,,,,,,,50.0,736,,,19.3,,,7.0,,
1598464800,"Среда, 26 августа
18:00 (UTC)",,,,,,,,,,70.3,,,западный,,1,,,,,,,,,,,10.0,736,,,15.8,,,7.0,,
1598475600,"Среда, 26 августа
21:00 (UTC)",,,,,,,,,,83.1,,,юго-западный,,1,,,,,,,,,,,10.0,737,,,13.3,,,7.0,,
1598486400,"Четверг, 27 августа
00:00 (UTC)",,,,,,,,,,87.6,,,южный,,1,,,,,,,,,,,10.0,737,,,11.9,,,7.0,,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,,,,78.9,,11.6,юго-восточный,,1,,,,0,,0,,,,,10.0,737,,,13.9,,,7.0,,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,,59.8,,,южный,,3,,,,,,,,,,,20.0,737,,,21.0,,,9.0,,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,,,,40.3,,,южный,,3,,,,,,,,,,,50.0,736,,,24.0,,,4.0,,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,42.6,,,юго-западный,,3,,,,,,,,,,,50.0,736,,,24.3,,,7.0,,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,,,65.6,,,восточный,26.0,2,,,,менее 0.1,,,,,,,10.0,736,,,19.2,,True,7.0,,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,68.8,,,юго-восточный,,1,,,,,,,,,,,10.0,735,,,17.9,,True,2.0,,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,,,,78.2,,,юго-восточный,,1,,,,,,,,,,,10.0,735,,,16.0,,,2.0,,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,84.4,,,восточный,,1,,,,,,,,,,,10.0,735,,,14.6,,,2.0,,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,,,74.7,,13.9,юго-западный,,1,,,,0,,,,,,,10.0,735,,,16.6,,,7.0,,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,55.3,,,северо-западный,,2,,,,,,,,,,,20.0,736,,,22.7,,,2.0,,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,,,,28.4,,,западный,,4,,,,,,,,,,,50.0,736,,,27.3,,,4.0,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,27.0,,,западный,,3,,,,,,,,,,,50.0,736,,,28.0,,,6.0,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,37.6,,,южный,28.4,2,,,,0,,,,,,,20.0,736,,,24.4,,,10.0,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,54.3,,,южный,,1,,,,,,,,,,,10.0,736,,,20.1,,,10.0,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,,,,,,,,67.3,,,юго-восточный,,1,,,,,,,,,,,10.0,736,,,17.1,,,10.0,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,75.4,,,юго-восточный,,1,,,,,,,,,,,10.0,736,,,14.9,,,9.0,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,,,,,66.0,,14.7,южный,,1,,,,0,,,,,,,10.0,736,,,17.3,,,10.0,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,46.1,,,южный,,2,,,,,,,,,,,10.0,736,,,24.3,,,7.0,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,24.1,,,западный,,3,,,,,,,,,,,20.0,736,,,30.0,,,7.0,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,23.1,,,южный,,2,,,,,,,,,,,20.0,736,,,30.0,,,7.0,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,,31.6,,,юго-западный,31.0,3,,,,0,,,,,,,10.0,736,,,25.0,,,7.0,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,40.3,,,южный,,2,,,,,,,,,,,10.0,737,,,21.1,,,2.0,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,55.7,,,юго-восточный,,1,,,,,,,,,,,10.0,737,,,18.2,,,2.0,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,68.9,,,юго-восточный,,2,,,,,,,,,,,10.0,737,,,15.9,,,7.0,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,True,,,,64.3,,15.6,юго-восточный,,2,,,,менее 0.1,,,,,,,20.0,737,,,17.5,,,9.0,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,40.8,,,южный,,2,,,,,,,,,,,20.0,737,,,24.8,,True,9.0,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,29.5,,,южный,,4,,,,,,,,,,,50.0,737,,,27.8,,,10.0,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,11.0,,,,,,,,31.8,,,западный,,3,,,,,,,,,,,50.0,737,,,26.5,,,10.0,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,51.5,,,западный,28.9,1,,,,0,,,,,,,20.0,737,,,22.6,,,7.0,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,64.9,,,западный,,2,,,,,,,,,,,10.0,737,,,20.2,,,2.0,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,74.4,,,западный,,2,,,,,,,,,,,10.0,737,,,17.4,,,2.0,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,79.2,,,западный,,2,,,,,,,,,,,10.0,738,,,16.2,,,9.0,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,78.2,,15.7,западный,,3,,,,0,,,,,,,20.0,738,,,16.0,,,10.0,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,66.9,,,западный,,3,,,,,,,,,,,20.0,737,,,17.0,,,9.0,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,54.2,,,западный,,4,,,,,,,,,,,20.0,737,,,19.6,,,9.0,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,11.0,,,,,,,,60.5,,,западный,,3,,,,,,,,,,,20.0,737,,,18.9,,,10.0,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,63.5,,,западный,19.9,2,,,,0,,,,,,,10.0,736,,,19.2,,,9.0,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,76.8,,,северо-западный,,2,,,,,,,,,,,10.0,737,,,17.3,,,7.0,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,True,,,,84.6,,,западный,,2,,,,,,,,,,,10.0,736,,,16.2,,,7.0,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,83.4,,,южный,,1,,,,,,,,,,,10.0,735,,,15.9,,True,9.0,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,75.9,,15.7,южный,,1,,,,менее 0.1,,0,,,,,10.0,735,,,17.5,,True,10.0,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,55.3,,,южный,,2,,,,,,,,,,,20.0,735,,,23.9,,True,7.0,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,11.0,,,,,,,,36.5,,,западный,,4,,,,,,,,,,,50.0,734,,,27.8,,,7.0,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,14.0,,,,,,,,32.6,,,западный,,5,,,,,,,,,,,50.0,734,,,27.8,,,10.0,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,12.0,,,,,,,,47.0,,,западный,28.4,4,,,,0,,,,,,,20.0,733,,,24.2,,,10.0,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,10.0,,,,,,,,52.4,,,юго-западный,,5,,,,,,,,,,,10.0,733,,,22.4,,,7.0,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,10.0,,,,,,,,54.9,,,юго-западный,,3,,,,,,,,,,,10.0,732,,,21.0,,,10.0,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,56.2,,,юго-западный,,3,,,,,,,,,,,10.0,731,,,20.2,,,10.0,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,60.2,,18.9,западный,,3,,,,менее 0.1,,,,,,,20.0,730,,,19.4,,True,10.0,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,16.0,,,,,,,,51.7,,,западный,,7,,,,,,,,,,,20.0,729,,,20.7,,True,7.0,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,18.0,,,,,,,,70.2,,,северо-западный,,5,,,,,,,True,,,,20.0,734,,,13.0,,,9.0,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,15.0,,,,True,,,,67.0,,,северо-западный,,5,,,,,,,,,,,20.0,737,,,13.2,,,9.0,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,13.0,,,,,,,,84.0,,,северо-западный,21.3,4,,,,менее 0.1,,,True,,,,10.0,739,,,11.3,,,10.0,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,10.0,,,,True,,,,86.1,,,северо-западный,,4,,,,,,,,,,,10.0,741,,,8.7,,,10.0,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,10.0,,,,,,,,77.4,,,северо-западный,,3,,,,,,,,,,,10.0,741,,,7.6,,,2.0,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,79.4,,,северо-западный,,2,,,,,,,,,,,10.0,742,,,6.5,,,2.0,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,77.3,,5.7,северо-западный,,2,,,,1,,,,,,,50.0,742,,,6.8,,,2.0,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,61.5,,,северо-западный,,4,,,,,,,,,,,50.0,743,,,11.0,,,7.0,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,10.0,,,,,,,,49.3,,,северо-западный,,4,,,,,,,,,,,50.0,743,,,12.0,,,7.0,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,10.0,,,,,,,,39.3,,,северо-западный,,4,,,,,,,,,,,50.0,743,,,13.9,,,6.0,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,10.0,,,,,,,,50.9,,,северо-западный,14.0,3,,,,0,,,,,,,20.0,744,,,11.5,,,7.0,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,63.8,,,северо-западный,,3,,,,,,,,,,,10.0,745,,,9.1,,,7.0,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,73.0,,,северо-западный,,2,,,,,,,,,,,10.0,746,,,6.6,,,2.0,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,75.9,,,северо-западный,,2,,,,,,,,,,,10.0,746,,,5.3,,,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,,,,,71.3,,4.9,северо-западный,,3,,,,0,,,,,,,50.0,746,,,5.9,,,4.0,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,56.3,,,северо-западный,,3,,,,,,,,,,,20.0,746,,,10.0,,,9.0,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,42.8,,,северо-западный,,3,,,,,,,,,,,50.0,746,,,13.5,,,7.0,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,41.9,,,северо-западный,,4,,,,,,,,,,,50.0,745,,,13.7,,,9.0,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,56.8,,,северо-западный,14.9,3,,,,0,,,,,,,10.0,745,,,11.9,,,9.0,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,71.7,,,северо-западный,,2,,,,,,,,,,,10.0,745,,,10.6,,True,9.0,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,True,,,,78.8,,,западный,,2,,,,,,,,,,,10.0,744,,,9.9,,,9.0,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,84.4,,,северо-западный,,2,,,,,,,True,,,,10.0,744,,,9.4,,,10.0,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,83.9,,9.3,северо-западный,,2,,,,0.3,,0.3,,,,,20.0,744,,,9.9,,True,10.0,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,67.4,,,северо-западный,,2,,,,,,,,,,,20.0,744,,,13.1,,True,7.0,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,66.5,,,северо-западный,,3,,,,,,,True,,,,10.0,744,,,13.1,,,7.0,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,47.7,,,восточный,,1,,,,,,,,,,,50.0,743,,,16.2,,True,7.0,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,61.5,,,северо-западный,16.5,2,,,,0.3,,,,,,,10.0,743,,,12.7,,,7.0,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,79.5,,,северо-западный,,1,,,,,,,,,,,10.0,743,,,10.5,,,6.0,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,86.1,,,западный,,1,,,,,,,,,,,10.0,742,,,8.7,,,7.0,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,86.1,,,западный,,1,,,,,,,,,,,10.0,742,,,9.2,,,7.0,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,83.9,,8.7,западный,,2,,,,0,,0.3,,,,,20.0,742,,,10.2,,,6.0,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,57.3,,,северо-западный,,4,,,,,,,,,,,50.0,741,,,15.7,,,4.0,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,11.0,,,,,,,,42.0,,,северо-западный,,5,,,,,,,,,,,50.0,740,,,18.1,,,7.0,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,10.0,,,,,,,,44.7,,,северо-западный,,3,,,,,,,,,,,50.0,740,,,17.9,,,4.0,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,11.0,,,,,,,,53.1,,,северо-западный,18.9,3,,,,0,,,,,,,10.0,740,,,15.5,,,2.0,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,70.1,,,западный,,3,,,,,,,,,,,10.0,741,,,12.5,,,0.0,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,70.1,,,западный,,3,,,,,,,,,,,10.0,741,,,12.5,,,0.0,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,79.4,,,северо-западный,,2,,,,,,,,,,,10.0,740,,,10.2,,,0.0,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,77.4,,9.3,западный,,3,,,,0,,,,,,,50.0,741,,,11.2,,,6.0,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,70.0,,,западный,,2,,,,,,,,,,,20.0,741,,,14.4,,,4.0,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,54.9,,,северо-западный,,3,,,,,,,,,,,50.0,741,,,19.4,,,7.0,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,49.4,,,северо-западный,,3,,,,,,,,,,,50.0,741,,,20.0,,,7.0,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,63.3,,,северо-западный,21.0,3,,,,0,,,,,,,10.0,742,,,16.6,,,6.0,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,78.8,,,западный,,1,,,,,,,,,,,10.0,742,,,13.4,,,0.0,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,87.5,,,южный,,1,,,,,,,,,,,10.0,742,,,11.0,,,0.0,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,89.8,,,юго-западный,,1,,,,,,,,,,,10.0,742,,,10.0,,,6.0,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,,,,,83.0,,10.0,западный,,1,,,,0,,,,,,,10.0,743,,,12.1,,,9.0,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,61.4,,,западный,,1,,,,,,,,,,,10.0,743,,,17.3,,,9.0,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,48.9,,,северо-западный,,1,,,,,,,,,,,20.0,742,,,20.3,,,7.0,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,40.5,,,западный,,1,,,,,,,,,,,50.0,742,,,21.8,,,4.0,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,56.0,,,юго-восточный,22.1,2,,,,0,,,,,,,10.0,742,,,18.0,,,2.0,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,70.5,,,юго-восточный,,2,,,,,,,,,,,10.0,742,,,14.6,,,0.0,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,81.9,,,юго-восточный,,1,,,,,,,,,,,10.0,741,,,12.3,,,0.0,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,89.2,,,юго-восточный,,1,,,,,,,,,,,10.0,741,,,10.5,,,0.0,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,,,,,84.6,,9.9,юго-восточный,,1,,,,0,,0,,,,,10.0,740,,,11.4,,,10.0,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,59.7,,,южный,,2,,,,,,,,,,,20.0,740,,,19.0,,,10.0,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,38.2,,,южный,,2,,,,,,,,,,,20.0,739,,,23.1,,,10.0,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,31.7,,,юго-западный,,3,,,,,,,,,,,50.0,738,,,23.8,,,7.0,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,,,,,53.0,,,юго-восточный,24.1,2,,,,0,,,,,,,10.0,737,,,19.1,,,10.0,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,58.9,,,юго-восточный,,3,,,,,,,,,,,10.0,737,,,17.0,,,10.0,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,69.1,,,юго-восточный,,3,,,,,,,,,,,10.0,736,,,14.4,,,10.0,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,67.5,,,юго-восточный,,3,,,,,,,,,,,10.0,735,,,13.4,,,7.0,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,64.7,,12.5,юго-восточный,,2,,,,0,,0,,,,,20.0,735,,,13.1,,,10.0,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,58.5,,,юго-западный,,2,,,,,,,,,,,20.0,736,,,15.7,,,9.0,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,48.3,,,южный,,2,,,,,,,,,,,20.0,736,,,18.2,,,9.0,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,49.4,,,южный,,4,,,,,,,,,,,50.0,736,,,17.3,,,9.0,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,49.9,,,южный,18.8,2,,,,0,,,,,,,10.0,736,,,15.4,,,9.0,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,49.9,,,юго-западный,,2,,,,,,,,,,,10.0,737,,,15.4,,,2.0,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,77.9,,,юго-западный,,1,,,,,,,,,,,10.0,737,,,10.6,,,0.0,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,86.0,,,юго-восточный,,1,,,,,,,,,,,10.0,737,,,8.4,,,0.0,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,78.4,,8.1,юго-восточный,,1,,,,0,,,,,,,20.0,736,,,10.4,,,7.0,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,56.0,,,юго-восточный,,2,,,,,,,,,,,20.0,735,,,16.4,,,7.0,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,33.0,,,южный,,4,,,,,,,,,,,20.0,734,,,20.4,,,7.0,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,30.5,,,южный,,2,,,,,,,,,,,20.0,733,,,20.2,,,10.0,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,50.6,,,западный,22.2,4,,,,0,,,,,,,10.0,734,,,16.6,,,10.0,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,11.0,,,,,,,,87.5,,,юго-западный,,3,,,,,,,,,,,10.0,734,True,,10.9,,,10.0,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,88.0,,,южный,,2,,,,,,,True,,,,10.0,733,,,10.6,,,10.0,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,True,,,,89.8,,,юго-западный,,2,,,,,,,,,,,10.0,733,,,10.7,,,10.0,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,86.9,,10.2,западный,,3,,,,6,,,,,,,20.0,734,,,10.9,,,2.0,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,11.0,,,,,,,,64.8,,,западный,,4,,,,,,,,,,,20.0,735,,,13.9,,,7.0,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,10.0,,,,,,,,62.7,,,западный,,4,,,,,,,,,,,50.0,736,,,13.9,,,9.0,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,63.0,,,западный,,4,,,,,,,,,,,50.0,737,,,13.5,,True,10.0,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,72.0,,,юго-западный,14.9,2,,,,менее 0.1,,,,,,,10.0,738,,,12.3,,,9.0,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,78.5,,,западный,,3,,,,,,,,,,,10.0,739,,,11.5,,,9.0,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,82.3,,,западный,,2,,,,,,,,,,,10.0,739,,,11.1,,,9.0,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,81.2,,,северо-западный,,3,,,,,,,True,,,,10.0,740,,,10.8,,,9.0,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,,,,,75.7,,9.8,северо-западный,,2,,,,менее 0.1,,менее 0.1,,,,,20.0,741,,,10.1,,True,7.0,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,67.0,,,северо-западный,,3,,,,,,,,,,,50.0,742,,,11.1,,True,9.0,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,54.6,,,западный,,3,,,,,,,,,,,50.0,742,,,12.6,,,9.0,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,46.5,,,западный,,3,,,,,,,,,,,50.0,742,,,14.4,,,7.0,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,,,,,59.4,,,юго-западный,15.7,2,,,,0,,,,,,,10.0,741,,,11.0,,,2.0,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,70.8,,,южный,,1,,,,,,,,,,,10.0,741,,,8.9,,,4.0,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,74.7,,,южный,,1,,,,,,,,,,,10.0,740,,,7.8,,,4.0,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,79.4,,,юго-восточный,,2,,,,,,,,,,,10.0,738,,,6.4,,,1.0,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,,,,,77.8,,5.8,южный,,2,,,,0,,0,,,,,20.0,737,,,7.0,,,10.0,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,55.9,,,южный,,2,,,,,,,,,,,50.0,735,,,14.6,,,10.0,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,10.0,,,,,,,,45.6,,,юго-западный,,3,,,,,,,,,,,50.0,733,,,16.9,,,10.0,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,10.0,,,,,,,,47.9,,,южный,,3,,,,,,,,,,,50.0,731,,,15.8,,,10.0,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,,,,,,,61.3,,,юго-восточный,17.5,2,,,,0,,,,,,,10.0,730,,,13.7,,,10.0,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,,,,,,,59.6,,,юго-западный,,3,,,,,,,,,,,10.0,729,,,13.3,,,10.0,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,80.0,,,южный,,1,,,,,,,,,,,,727,,,10.2,,,,,
