timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Морось (незамерзающая). Снежные зерна,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Град,Ливневой снег слабый,Снег слабый непрерывный,Ливневый дождь со снегом,Снег слабый с перерывами,Снег умеренный непрерывный,Снег сильный непрерывный
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,93.9,,,,,,0.0,,,,,,,,,,,20,743.0,,,18.5,,True,,10.0,,,,,,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,95.1,,,,,,0.0,,,,,,,,,,,20,742.0,,,17.4,,True,,10.0,,,,,,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,95.6,,,,,,0.0,,,,,,,,,True,,10,742.0,,,16.6,,,,10.0,,,,,,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,95.6,,16.5,,,,0.0,,2,,,,,2,,,,20,743.0,,,16.7,,True,,10.0,,,,,,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,94.4,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,17.2,,,,10.0,,,,,,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,83.9,,,северо-западный,,,1.0,,,,,,,,,,,20,744.0,,,19.6,,,,9.0,,,,,,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,66.1,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,23.6,,True,,6.0,,,,,,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,61.2,,,северо-западный,,24.5,1.0,,менее 0.1,,,,,,,,,20,745.0,,,23.7,,True,,2.0,,,,,,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,83.3,,,,,,0.0,,,,,,,,,,,20,745.0,,,19.0,,,,0.0,,,,,,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,93.8,,,,,,0.0,,,,,,,,,,,20,746.0,,,17.1,,,,2.0,,,,,,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,96.2,,,,,,0.0,,,,,,,,,,,20,746.0,,,15.5,,,,0.0,,,,,,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,96.2,,14.7,,,,0.0,,0,,,,,менее 0.1,,,,1,746.0,,True,15.5,,,,,,,,,,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,63.0,,,юго-западный,,,1.0,,,,,,,,,,,20,747.0,,,22.5,,True,,1.0,,,,,,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,45.9,,,северо-западный,,,1.0,,,,,,,,,,,20,747.0,,,25.7,,True,,0.0,,,,,,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,44.5,,,западный,,,1.0,,,,,,,,,,,20,747.0,,,27.0,,,,2.0,,,,,,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,42.1,,,северо-западный,,27.8,1.0,,0,,,,,,,,,20,747.0,,,25.5,,,,4.0,,,,,,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,54.9,,,северо-западный,,,1.0,,,,,,,,,,,20,749.0,,,20.8,,,,0.0,,,,,,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,63.2,,,северный,,,1.0,,,,,,,,,,,20,750.0,,,18.1,,,,0.0,,,,,,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,63.7,,,северный,,,1.0,,,,,,,,,,,20,751.0,,,14.7,,,,4.0,,,,,,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,63.7,,12.7,северный,,,2.0,,0,,,,,0,,,,20,753.0,,,12.9,,,,2.0,,,,,,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,47.3,,,северный,,,2.0,,,,,,,,,,,20,754.0,,,17.0,,,,2.0,,,,,,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,38.6,,,северный,,,2.0,,,,,,,,,,,20,754.0,,,19.9,,,,2.0,,,,,,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,32.7,,,северо-западный,,,1.0,,,,,,,,,,,20,753.0,,,21.8,,,,4.0,,,,,,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,35.0,,,северный,,22.3,1.0,,0,,,,,,,,,20,753.0,,,21.4,,,,2.0,,,,,,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,61.5,,,,,,0.0,,,,,,,,,,,20,753.0,,,16.0,,,,0.0,,,,,,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,73.3,,,,,,0.0,,,,,,,,,,,20,753.0,,,13.9,,,,4.0,,,,,,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,90.0,,,,,,0.0,,,,,,,,,,,20,753.0,,,13.3,,,,10.0,,,,,,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,87.8,,11.6,,,,0.0,,0,,,,,0,,,,20,752.0,,,14.2,,,,7.0,,,,,,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,63.8,,,восточный,,,1.0,,,,,,,,,,,20,751.0,,,18.9,,,,10.0,,,,,,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,45.0,,,северный,,,1.0,,,,,,,,,,,20,750.0,,,24.4,,,,1.0,,,,,,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,True,,,,83.9,,,,,,0.0,,,,,,,,,,,20,749.0,,,19.9,,,,10.0,,,,,,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,64.1,,,западный,,25.2,1.0,,3,,,,,,,,,20,748.0,,,24.2,,True,,7.0,,,,,,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,90.0,,,,,,0.0,,,,,,,,,,,20,747.0,,,20.3,,,,9.0,,,,,,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,80.9,,,южный,,,1.0,,,,,,,,,,,20,747.0,,,21.0,,,,6.0,,,,,,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,91.6,,,,,,0.0,,,,,,,,,,,20,747.0,,,19.9,,,,10.0,,,,,,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,74.3,,18.7,северный,,,1.0,,0,,,,,3,,,,20,748.0,,,19.5,,,,10.0,,,,,,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,49.7,,,северо-западный,,,1.0,,,,,,,,,,,20,749.0,,,22.1,,,,0.0,,,,,,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,45.3,,,северо-западный,,,1.0,,,,,,,,,,,20,749.0,,,23.4,,,,0.0,,,,,,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,42.4,,,северо-западный,,,2.0,,,,,,,,,,,20,749.0,,,24.6,,,,0.0,,,,,,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,42.3,,,западный,,24.9,1.0,,0,,,,,,,,,20,749.0,,,24.3,,,,0.0,,,,,,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,58.4,,,северный,,,1.0,,,,,,,,,,,20,749.0,,,18.3,,,,2.0,,,,,,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,69.7,,,,,,0.0,,,,,,,,,,,20,749.0,,,15.2,,,,1.0,,,,,,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,79.3,,,северо-восточный,,,1.0,,,,,,,,,,,20,750.0,,,13.3,,,,1.0,,,,,,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,77.3,,12.3,северо-восточный,,,1.0,,0,,,,,0,,,,20,750.0,,,13.6,,,,1.0,,,,,,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,48.8,,,юго-восточный,,,1.0,,,,,,,,,,,20,751.0,,,20.2,,,,2.0,,,,,,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,40.2,,,северный,,,1.0,,,,,,,,,,,20,750.0,,,22.5,,,,6.0,,,,,,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,37.9,,,,,,0.0,,,,,,,,,,,20,749.0,,,23.8,,,,10.0,,,,,,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,37.0,,,,,25.3,0.0,,0,,,,,,,,,20,749.0,,,24.4,,,,2.0,,,,,,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,66.1,,,,,,0.0,,,,,,,,,,,20,748.0,,,17.8,,,,0.0,,,,,,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,80.1,,,,,,0.0,,,,,,,,,,,20,748.0,,,14.7,,,,0.0,,,,,,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,90.6,,,северо-восточный,,,1.0,,,,,,,,,,,20,747.0,,,13.0,,,,0.0,,,,,,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,82.6,,12.2,,,,0.0,,0,,,,,0,,,,20,747.0,,,13.4,,,,0.0,,,,,,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,48.1,,,южный,,,1.0,,,,,,,,,,,20,747.0,,,21.3,,,,0.0,,,,,,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,37.5,,,южный,,,1.0,,,,,,,,,,,20,746.0,,,25.0,,,,6.0,,,,,,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,36.2,,,юго-восточный,,,1.0,,,,,,,,,,,20,745.0,,,26.5,,,,7.0,,,,,,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,38.2,,,юго-западный,,28.0,1.0,,0,,,,,,,,,20,744.0,,,27.7,,,,2.0,,,,,,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,69.3,,,,,,0.0,,,,,,,,,,,20,743.0,,,20.1,,,,2.0,,,,,,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,81.0,,,,,,0.0,,,,,,,,,,,20,742.0,,,17.5,,,,0.0,,,,,,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,86.4,,,,,,0.0,,,,,,,,,,,20,741.0,,,17.6,,,,2.0,,,,,,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",True,,,,,,,,,92.1,,16.1,,,,0.0,,менее 0.1,,,,,менее 0.1,,,,20,740.0,,,17.3,,,,10.0,,,,,,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,95.1,,,юго-западный,True,,1.0,,,,,,,,,,,20,740.0,,,19.2,,,,7.0,,,,,,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,61.6,,,западный,,,1.0,,,,,,,,,,,20,739.0,,,25.4,,True,,10.0,,,,,,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,54.4,,,юго-западный,,,1.0,,,,,,,,,,,20,738.0,,,27.2,,,,9.0,,,,,,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",True,,,,,,,,,95.0,,,северный,,27.6,1.0,,3,,,,,,,,,10,738.0,,,17.0,,,,10.0,,,,,,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,96.2,,,,,,0.0,,,,,,,,,,,20,738.0,,,15.9,,True,,1.0,,,,,,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,96.2,,,юго-западный,,,1.0,,,,,,,,,,,1,738.0,,True,16.2,,,,,,,,,,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,96.2,,,северный,,,1.0,,,,,,,,,,,20,738.0,,,15.9,,True,,10.0,,,,,,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,95.6,,15.6,северный,,,1.0,,21,,,,,24,,,,20,739.0,,,16.4,,True,,10.0,,,,,,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,84.8,,,западный,,,1.0,,,,,,,,,,,20,739.0,,,17.9,,,,10.0,,,,,,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,69.3,,,западный,,,2.0,,,,,,,,,,,20,739.0,,,20.0,,,,6.0,,,,,,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,62.5,,,северо-западный,,,2.0,,,,,,,,,,,20,739.0,,,20.4,,,,5.0,,,,,,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,74.4,,,северный,,21.8,1.0,,0,,,,,,,,,20,740.0,,,17.3,,,,9.0,,,,,,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,77.2,,,северный,,,1.0,,,,,,,,,,,20,741.0,,,16.6,,,,2.0,,,,,,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,79.6,,,северо-западный,,,1.0,,,,,,,,,,,20,741.0,,,15.2,,,,6.0,,,,,,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,93.0,,,северный,,,1.0,,,,,,,,,,,20,741.0,,,13.0,,,,0.0,,,,,,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,92.4,,12.3,северо-западный,,,1.0,,0,,,,,0,,,,20,742.0,,,13.0,,,,2.0,,,,,,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,69.6,,,северо-западный,,,1.0,,,,,,,,,,,20,742.0,,,17.0,,,,7.0,,,,,,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,55.3,,,северо-западный,,,1.0,,,,,,,,,,,20,742.0,,,19.7,,,,4.0,,,,,,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,43.4,,,западный,,,1.0,,,,,,,,,,,20,742.0,,,21.0,,,,2.0,,,,,,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,56.6,,,западный,,21.4,1.0,,0.3,,,,,,,,,20,742.0,,,17.3,,True,,9.0,,,,,,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,69.5,,,,,,0.0,,,,,,,,,,,20,743.0,,,14.1,,,,7.0,,,,,,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,81.9,,,,,,0.0,,,,,,,,,,,20,743.0,,,11.9,,,,1.0,,,,,,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,94.7,,,южный,,,1.0,,,,,,,,,,,20,743.0,,,9.3,,,,0.0,,,,,,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,95.4,,9.1,,,,0.0,,0,,,,,0.3,,,,20,743.0,,,10.0,,,,7.0,,,,,,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,76.8,,,южный,,,1.0,,,,,,,,,,,20,744.0,,,13.6,,True,,7.0,,,,,,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,50.3,,,,,,0.0,,,,,,,,,,,20,743.0,,,17.1,,True,,7.0,,,,,,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,42.3,,,западный,,,1.0,,,,,,,,,,,20,743.0,,,19.2,,,,6.0,,,,,,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,47.6,,,северо-западный,,19.6,1.0,,менее 0.1,,,,,,,,,20,743.0,,,18.0,,,,7.0,,,,,,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,74.6,,,,,,0.0,,,,,,,,,,,20,744.0,,,12.7,,,,7.0,,,,,,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,91.0,,,северный,,,1.0,,,,,,,,,,,20,744.0,,,9.9,,,,0.0,,,,,,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,94.1,,,юго-западный,,,1.0,,,,,,,,,,,20,744.0,,,8.6,,,,4.0,,,,,,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,89.2,,8.4,юго-западный,,,1.0,,0,,,,,менее 0.1,,,,20,745.0,,,10.8,,,,7.0,,,,,,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,65.1,,,юго-западный,,,1.0,,,,,,,,,,,20,745.0,,,16.9,,,,0.0,,,,,,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,50.4,,,юго-западный,,,1.0,,,,,,,,,,,20,745.0,,,21.2,,,,7.0,,,,,,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,52.8,,,,,,0.0,,,,,,,,,,,20,745.0,,,20.9,,,,10.0,,,,,,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,43.1,,,западный,,23.4,1.0,,0,,,,,,,,,20,745.0,,,23.1,,,,7.0,,,,,,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,81.8,,,,,,0.0,,,,,,,,,,,20,745.0,,,15.6,,,,4.0,,,,,,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,88.4,,,северо-восточный,,,1.0,,,,,,,,,,,20,744.0,,,15.0,,,,0.0,,,,,,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,92.4,,,северо-восточный,,,1.0,,,,,,,,,,,20,743.0,,,12.7,,,,6.0,,,,,,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,85.4,,12.7,северо-восточный,,,1.0,,0,,,,,0,,,,20,743.0,,,13.7,,,,10.0,,,,,,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,68.0,,,северный,,,1.0,,,,,,,,,,,20,742.0,,,18.1,,,,9.0,,,,,,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,55.3,,,северный,,,1.0,,,,,,,,,,,20,742.0,,,21.2,,,,10.0,,,,,,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,57.0,,,северный,,,1.0,,,,,,,,,,,20,742.0,,,21.8,,,,10.0,,,,,,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,57.7,,,юго-западный,,22.8,1.0,,0,,,,,,,,,20,742.0,,,21.6,,,,7.0,,,,,,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,86.3,,,,,,0.0,,,,,,,,,,,20,742.0,,,16.9,,,,7.0,,,,,,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,95.6,,,,,,0.0,,,,,,,,,,,20,742.0,,,14.2,,,,0.0,,,,,,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,95.5,,,,,,0.0,,,,,,,,,,,20,742.0,,,13.1,,,,2.0,,,,,,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,96.1,,12.6,,,,0.0,,0,,,,,0,,True,,4,742.0,,,12.9,,,,10.0,,,,,,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,91.0,,,западный,,,1.0,,,,,,,,,True,,10,742.0,,,18.7,,,,10.0,,,,,,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,68.1,,,,,,0.0,,,,,,,,,,,20,742.0,,,21.0,,True,,10.0,,,,,,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,58.8,,,северный,,,1.0,,,,,,,,,,,20,742.0,,,19.9,,,,10.0,,,,,,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,52.2,,,северный,,22.5,2.0,,0,,,,,,,,,20,742.0,,,21.6,,,,9.0,,,,,,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,71.5,,,северный,,,1.0,,,,,,,,,,,20,743.0,,,17.3,,,,7.0,,,,,,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,70.5,,,,,,0.0,,,,,,,,,,,20,744.0,,,14.7,,,,7.0,,,,,,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,91.8,,,,,,0.0,,,,,,,,,,,20,745.0,,,12.6,,,,10.0,,,,,,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,True,,,,94.9,,12.1,,,,0.0,,0.6,,,,,0.6,,,,20,745.0,,,12.8,,,,9.0,,,,,,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,68.5,,,южный,,,1.0,,,,,,,,,,,20,745.0,,,18.5,,,,0.0,,,,,,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,56.1,,,западный,,,1.0,,,,,,,,,,,20,745.0,,,20.0,,,,7.0,,,,,,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,39.6,,,юго-западный,,,1.0,,,,,,,,,,,20,744.0,,,23.4,,,,6.0,,,,,,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,48.0,,,северо-западный,,23.4,1.0,,менее 0.1,,,,,,,,,20,744.0,,,20.9,,True,,7.0,,,,,,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,80.6,,,,,,0.0,,,,,,,,,,,20,744.0,,,14.8,,,,10.0,,,,,,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,94.2,,,,,,0.0,,,,,,,,,,,20,744.0,,,11.9,,,,0.0,,,,,,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,95.4,,,,,,0.0,,,,,,,,,,,20,744.0,,,10.5,,,,0.0,,,,,,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,95.4,,9.5,,,,0.0,,0,,,,,менее 0.1,,,,20,744.0,,,10.5,,,,2.0,,,,,,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,69.0,,,южный,,,1.0,,,,,,,,,,,20,744.0,,,18.9,,,,10.0,,,,,,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,53.5,,,северо-западный,,,1.0,,,,,,,,,,,20,744.0,,,20.9,,,,9.0,,,,,,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,56.8,,,восточный,,,2.0,,,,,,,,,,,20,744.0,,,21.1,,True,,9.0,,,,,,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,60.9,,,,,23.7,0.0,,менее 0.1,,,,,,,,,20,743.0,,,20.6,,True,,7.0,,,,,,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,70.2,,,северный,,,1.0,,,,,,,,,,,20,743.0,,,17.7,,,,10.0,,,,,,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,81.7,,,северо-восточный,,,1.0,,,,,,,,,,,20,743.0,,,15.3,,,,10.0,,,,,,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,86.6,,,северо-восточный,,,1.0,,,,,,,,,,,20,742.0,,,13.9,,,,6.0,,,,,,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,86.6,,13.8,северный,,,1.0,,0,,,,,менее 0.1,,,,20,742.0,,,14.5,,,,10.0,,,,,,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,74.1,,,северный,,,1.0,,,,,,,,,,,20,742.0,,,18.5,,True,,10.0,,,,,,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,60.7,,,,,,0.0,,,,,,,,,,,20,742.0,,,21.2,,True,,9.0,,,,,,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,61.6,,,северный,,,1.0,,,,,,,,,,,20,741.0,,,21.9,,True,,10.0,,,,,,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,69.3,,,,,22.3,0.0,,менее 0.1,,,,,,,,,20,741.0,,,20.5,,True,,10.0,,,,,,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,88.1,,,северный,,,1.0,,,,,,,,True,,,20,741.0,,,18.0,,,,10.0,,,,,,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,94.3,,,северный,,,1.0,,,,,,,,,,,1,740.0,True,,14.6,,,,10.0,,,,,,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",True,,,,,,,,,96.2,,,южный,,,1.0,,,,,,,,,,,20,740.0,,,14.6,,,,10.0,,,,,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,96.2,,14.2,,,,0.0,,17,,,,,17,True,,,1,740.0,,,15.4,,,,,,,,,,,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,True,,,,96.2,,,западный,,,2.0,,,,,,,,,,,20,741.0,,,15.0,,,,10.0,,,,,,,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,79.0,,,западный,,,1.0,,,,,,,,True,,,20,743.0,,,17.9,,,,7.0,,,,,,,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,53.8,,,западный,,,1.0,,,,,,,,,,,20,744.0,,,20.9,,,,6.0,,,,,,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,96.7,,9.5,,,,0.0,,0,,,,,4,,,,20,748.0,,,10.3,,,,0.0,,,,,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,68.3,,,,,,0.0,,,,,,,,,,,20,747.0,,,17.4,,,,1.0,,,,,,,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,45.9,,,юго-восточный,,,1.0,,,,,,,,,,,20,747.0,,,21.2,,,,7.0,,,,,,,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,37.9,,,восточный,,,1.0,,,,,,,,,,,20,747.0,,,22.9,,,,7.0,,,,,,,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,65.4,,,,,23.6,0.0,,0,,,,,,,,,20,747.0,,,18.3,,,,7.0,,,,,,,,
