timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Снег умеренный непрерывный,"Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Снег,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,17.8,,,84.8,,,True,восточный,,7.0,,,,1
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,,,,1,,,,1,,,10.0,746.0,,,,18.0,,,79.5,,16.6,,,,7.0,,,,0
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,22.9,,,58.7,,,,южный,,10.0,,,,1
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,20.6,,,66.3,,,,западный,,10.0,,,,3
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,21.2,,,72.2,,,True,юго-восточный,,10.0,,,,1
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,1,,,,,,,10.0,747.0,,,,20.0,,,77.3,,,,южный,,10.0,,,22.9,1
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,17.2,,,90.9,,,,западный,,10.0,,,,1
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,15.1,,,95.6,,,,западный,,0.0,,,,1
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,True,,4.0,749.0,,,,14.3,,,96.8,,,,,,0.0,,,,0
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,True,,0,,,,1,,,10.0,751.0,,,,14.5,,,96.8,,13.0,,западный,,2.0,,,,1
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,19.0,,,78.6,,,,северо-западный,,4.0,,,,2
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,22.9,,,55.8,,,,северо-западный,,7.0,,,,2
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,22.1,,,54.5,,,,северо-западный,,9.0,,,,1
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,0,,,,,,,10.0,753.0,,,,20.6,,,58.9,,,,северо-западный,,7.0,,,23.1,1
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.0,,,76.1,,,,,,0.0,,,,0
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,15.0,,,84.4,,,,,,0.0,,,,0
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,13.4,,,93.7,,,,,,0.0,,,,0
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,0,,,,0,,,10.0,753.0,,,,14.5,,,96.2,,11.9,,восточный,,0.0,,,,1
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,19.8,,,62.8,,,,западный,,0.0,,,,2
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,24.7,,,43.6,,,,юго-западный,,0.0,,,,2
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,27.0,,,37.5,,,,западный,,0.0,,,,3
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,0,,,,,,,10.0,752.0,,,,26.1,,,40.4,,,,юго-западный,,0.0,,,27.8,1
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,19.4,,,65.6,,,,,,0.0,,,,0
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,17.8,,,74.9,,,,,,0.0,,,,0
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,15.7,,,78.6,,,,западный,,0.0,,,,1
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,751.0,,,,18.7,,,61.7,,15.4,,,,0.0,,,,0
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,23.6,,,43.3,,,,западный,,0.0,,,,1
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,29.2,,,31.5,,,,западный,,2.0,,,,2
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,31.4,,,25.5,,,,западный,,7.0,,,,3
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,749.0,,,,28.5,,,30.7,,,,юго-западный,,2.0,,,31.4,1
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,25.2,,,37.3,,,,западный,,0.0,,,,1
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,23.2,,,41.5,,,,западный,,0.0,,,,2
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,20.8,,,47.0,,,,западный,,0.0,,,,2
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,750.0,,,,19.0,,,68.2,,17.5,,северо-западный,,0.0,,,,1
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,20.8,,,63.0,,,,северо-западный,,0.0,,,,3
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,753.0,,,,20.0,,,55.8,,,,северо-западный,,4.0,,,,4
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,10.0,755.0,,,,18.2,,,55.3,,,,северный,,4.0,,,,3
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,755.0,,,,18.4,,,50.0,,,,северный,,0.0,,,21.5,2
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,15.6,,,59.3,,,,северо-восточный,,0.0,,,,2
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,12.8,,,64.2,,,,северо-восточный,,0.0,,,,2
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,11.1,,,67.0,,,,северо-восточный,,0.0,,,,1
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,760.0,,,,9.4,,,75.0,,9.0,,северо-восточный,,0.0,,,,1
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,14.4,,,53.2,,,,северный,,0.0,,,,3
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,18.2,,,36.5,,,,северо-восточный,,0.0,,,,2
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,19.7,,,35.9,,,,северо-восточный,,1.0,,,,3
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,760.0,,,,17.7,,,40.7,,,,северо-восточный,,0.0,,,20.0,2
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,15.7,,,49.6,,,,северо-восточный,,0.0,,,,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,14.3,,,55.4,,,,северо-восточный,,0.0,,,,2
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,11.9,,,61.8,,,,восточный,,0.0,,,,1
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,761.0,,,,11.7,,,63.0,,10.1,,восточный,,4.0,,,,1
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,761.0,,,,16.0,,,46.3,,,,северо-восточный,,2.0,,,,2
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,18.9,,,36.5,,,,северный,,5.0,,,,2
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,19.8,,,28.9,,,,восточный,,10.0,,,,2
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,758.0,,,,18.4,,,31.7,,,,восточный,,10.0,,,20.5,1
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,11.6,,,53.6,,,,,,2.0,,,,0
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,13.8,,,39.9,,,,восточный,,0.0,,,,2
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,11.4,,,48.8,,,,восточный,,0.0,,,,2
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,758.0,,,,10.6,,,54.5,,10.4,,восточный,,1.0,,,,3
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,15.7,,,41.6,,,,восточный,,1.0,,,,2
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,19.1,,,35.3,,,,восточный,,4.0,,,,2
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,20.6,,,32.1,,,,восточный,,7.0,,,,2
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,756.0,,,,19.3,,,36.9,,,,северо-восточный,,9.0,,,21.0,1
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,16.9,,,43.8,,,,восточный,,6.0,,,,1
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,14.4,,,54.7,,,,восточный,,2.0,,,,3
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,12.6,,,61.5,,,,восточный,,4.0,,,,3
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,756.0,,,,11.9,,,66.2,,11.9,,восточный,,10.0,,,,3
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,14.2,,,59.4,,,,восточный,,10.0,,,,2
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,19.0,,,44.7,,,,восточный,,7.0,,,,1
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,21.4,,,32.6,,,,восточный,,6.0,,,,2
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,755.0,,,,19.3,,,38.7,,,,восточный,,2.0,,,22.3,1
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,16.8,,,45.9,,,,восточный,,0.0,,,,2
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,14.5,,,53.2,,,,восточный,,0.0,,,,2
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,12.4,,,61.9,,,,восточный,,0.0,,,,2
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,757.0,,,,10.9,,,70.3,,10.8,,восточный,,2.0,,,,2
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,18.5,,,45.5,,,,восточный,,1.0,,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,22.8,,,26.0,,,,западный,,0.0,,,,2
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,24.8,,,25.4,,,,западный,,0.0,,,,2
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,756.0,,,,19.4,,,38.2,,,,,,0.0,,,25.0,0
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,15.0,,,57.2,,,,,,0.0,,,,0
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,12.2,,,67.2,,,,,,0.0,,,,0
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,11.3,,,71.8,,,,,,0.0,,,,0
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,756.0,,,,12.1,,,76.5,,11.1,,,,10.0,,,,0
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,21.3,,,29.7,,,,северо-западный,,6.0,,,,1
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,25.6,,,20.9,,,,западный,,10.0,,,,2
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,26.5,,,21.7,,,,западный,,10.0,,,,2
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,752.0,,,,24.1,,,26.3,,,,западный,,10.0,,,27.3,1
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,21.0,,,30.3,,,,восточный,,2.0,,,,2
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,20.0,,,28.1,,,,юго-восточный,,10.0,,,,2
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,18.8,,,28.0,,,,южный,,10.0,,,,1
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,18.3,,,36.6,,16.9,,восточный,,10.0,,,,2
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,,,,,,,,,True,10.0,748.0,,,,16.6,,,54.5,,16.6,,юго-западный,,10.0,,,,2
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,,,,,,,,,,True,10.0,747.0,,,,13.9,,,87.2,,,,юго-западный,,10.0,,,,2
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,,,,,,,,,,True,10.0,747.0,,,,11.7,,,97.4,,,,восточный,,10.0,,,,2
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,,,,13,,,,,,,10.0,746.0,,,,12.3,,,90.6,,,True,восточный,,10.0,,,18.4,2
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,12.1,,,94.9,,,True,юго-западный,,7.0,,,,1
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,10.7,,,96.1,,,True,западный,,2.0,,,,1
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,1.0,746.0,,True,,10.1,,,100.0,,,,западный,,,,,,1
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,0.5,,,,14,True,,2.0,747.0,,,,9.3,,,96.7,,9.1,,западный,,10.0,,,,1
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,13.8,,,86.6,,,True,северный,,0.0,,,,1
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,16.9,,,68.2,,,,западный,,6.0,,,,2
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,17.4,,,62.6,,,,западный,,7.0,,,,1
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,749.0,,,,16.2,,,61.1,,,,юго-западный,,2.0,,,18.3,1
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,14.2,,,71.9,,,,,,0.0,,,,0
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,14.2,,,70.9,,,,южный,,0.0,,,,1
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,14.0,,,69.4,,,,южный,,2.0,,,,1
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,746.0,,,,14.4,,,69.1,,12.3,,южный,,7.0,,,,1
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,17.1,,,60.9,,,,юго-западный,,9.0,,,,2
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,17.7,,,59.4,,,,западный,,10.0,,,,2
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,17.6,,,73.0,,,True,западный,,7.0,,,,2
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,0.8,,,,,,,10.0,747.0,,,,16.6,,,74.2,,,,западный,,7.0,,,19.9,1
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,749.0,,,,13.9,,,63.5,,,,западный,,0.0,,,,1
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,12.3,,,65.4,,,,западный,,0.0,,,,1
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,9.5,,,82.7,,,,,,0.0,,,,0
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,0,,,,0.8,,,10.0,752.0,,,,10.7,,,85.1,,7.9,,западный,,7.0,,,,1
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,12.7,,,80.9,,,,западный,,9.0,,,,2
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,15.4,,,64.7,,,,северо-западный,,10.0,,,,2
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,16.7,,,59.6,,,,северо-западный,,10.0,,,,1
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,755.0,,,,14.6,,,65.9,,,,западный,,2.0,,,17.4,1
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,10.1,,,85.0,,,,,,0.0,,,,0
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,7.9,,,96.7,,,,,,0.0,,,,0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,7.4,,,96.6,,,,,,0.0,,,,0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,,,0,,,,0,True,,4.0,757.0,,,,7.4,,,97.3,,6.8,,,,7.0,,,,0
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,14.3,,,88.3,,,True,западный,,2.0,,,,1
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,18.8,,,42.5,,,,западный,,7.0,,,,2
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,19.1,,,45.9,,,,западный,,0.0,,,,2
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,754.0,,,,16.8,,,51.0,,,,,,0.0,,,19.5,0
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,753.0,,,,16.5,,,44.6,,,,юго-западный,,0.0,,,,2
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,752.0,,,,12.1,,,61.8,,,,южный,,0.0,,,,1
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,13.1,,,55.5,,,,юго-западный,,6.0,,,,1
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,747.0,,,,12.5,,,55.4,,11.5,,юго-западный,,10.0,,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,13.4,,,63.4,,,,западный,,10.0,,,,2
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,True,10.0,746.0,,,,11.0,,,92.3,,,,западный,,10.0,,,,3
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,746.0,,,,13.1,,,87.1,,,True,западный,,7.0,,,,2
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,11.0,,,3,,,,,,,10.0,746.0,True,,,10.7,,,92.9,,,,северо-западный,,10.0,,,14.1,3
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,746.0,,,,9.1,,,95.4,,,True,,,6.0,,,,0
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,9.6,,,86.7,,,,западный,,7.0,,,,1
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,8.2,,,94.7,,,,западный,,4.0,,,,1
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,,,2,,,,5,,,10.0,745.0,,,,8.3,,,96.0,,6.9,,западный,,9.0,,,,1
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,13.3,,,75.7,,,,западный,,7.0,,,,3
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,15.3,,,58.0,,,True,западный,,9.0,,,,3
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,,10.0,,,,,,True,,,,10.0,744.0,,,,14.5,,,59.9,,,,северо-западный,,9.0,,,,2
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,10.0,,,0.5,,,,,,,10.0,744.0,,,,12.5,,,60.6,,,True,западный,,9.0,,,16.6,3
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,744.0,,,,10.4,,,76.8,,,True,северо-западный,,2.0,,,,1
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,9.8,,,78.3,,,,западный,,6.0,,,,2
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,8.9,,,83.7,,,True,западный,,4.0,,,,2
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,,,менее 0.1,,,,0.5,,,10.0,744.0,,,,8.5,,,84.9,,8.3,,северо-западный,,6.0,,,,3
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,11.0,,,,,,,,,,10.0,745.0,,,,10.2,,,76.2,,,,северо-западный,,9.0,,,,4
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,11.0,,,,,,True,,,,10.0,746.0,,,,11.3,,,66.1,,,,северо-западный,,10.0,,,,4
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,12.0,,,,,,,,,,10.0,747.0,,,,11.0,,,71.3,,,True,северо-западный,,9.0,,,,4
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,10.0,,,0.3,,,,,,,10.0,748.0,,,,11.2,,,65.6,,,,северо-западный,,7.0,,,12.2,3
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,748.0,,,,11.3,,,66.1,,,,северо-западный,,9.0,,,,4
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,11.0,,,,,,,,,,10.0,749.0,,,,10.6,,,70.2,,,,северо-западный,,7.0,,,,5
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,10.0,,,,,,,,,,10.0,750.0,,,,9.6,,,74.0,,,,северо-западный,,9.0,,,,2
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,10.0,,,0,,,,0.3,,,10.0,751.0,,,,9.7,,,70.5,,9.2,,северо-западный,,10.0,,,,4
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,10.0,751.0,,,,10.8,,,63.3,,,,северо-западный,,7.0,,,,2
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,13.1,,,55.5,,,,северо-западный,,6.0,,,,2
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,14.6,,,47.9,,,,северо-западный,,7.0,,,,2
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,751.0,,,,10.5,,,68.7,,,,,,10.0,,,15.0,0
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,10.1,,,72.6,,,,юго-восточный,,0.0,,,,1
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,751.0,,,,8.5,,,75.4,,,,восточный,,0.0,,,,1
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,750.0,,,,7.2,,,82.4,,,,восточный,,0.0,,,,2
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,,,0,,,,0,,,10.0,748.0,,,,6.3,,,81.1,,5.9,,восточный,,9.0,,,,2
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,,,10.0,748.0,,,,14.8,,,45.7,,,,южный,,10.0,,,,2
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,,,,,,,10.0,747.0,,,,19.6,,,32.3,,,,южный,,10.0,,,,2
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,746.0,,,,20.1,,,28.7,,,,южный,,10.0,,,,2
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,,,0,,,,,,,10.0,745.0,,,,18.8,,,30.9,,,,южный,,10.0,,,20.9,2
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,,,,,,,,,,10.0,745.0,,,,16.4,,,34.0,,,,юго-восточный,,10.0,,,,1
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,,,10.0,743.0,,,,14.5,,,39.5,,,,юго-восточный,,10.0,,,,3
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,,,10.0,742.0,,,,13.1,,,49.2,,,,юго-восточный,,10.0,,,,2
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,0.5,,,True,0.5,,,10.0,740.0,,,,10.1,,,76.2,,10.0,,восточный,,10.0,,,,2
