timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,24.5,,40.7,,,юго-западный,5.0,,,2.0
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,24.9,,38.5,,,южный,7.0,,,2.0
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,706.0,,,,23.3,,46.8,23.2,,южный,10.0,,,2.0
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,26.5,,46.4,,,западный,10.0,,,2.0
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,28.3,,51.3,,,северо-западный,10.0,,,5.0
1594209600,"Среда, 8 июля
12:00 (UTC)",True,,,,,,,,,,,10.0,709.0,,,,24.9,,63.9,,,юго-западный,10.0,,,3.0
1594220400,"Среда, 8 июля
15:00 (UTC)",,10.0,,6,,,,,,,,4.0,710.0,True,,,18.6,,98.1,,,южный,10.0,,30.3,3.0
1594231200,"Среда, 8 июля
18:00 (UTC)",,11.0,,,,,,,,,,4.0,711.0,,,,19.9,,83.9,,True,западный,10.0,,,6.0
1594242000,"Среда, 8 июля
21:00 (UTC)",,11.0,,,,,,,,,,4.0,710.0,,,,21.1,,68.1,,,,6.0,,,0.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,19.8,,68.3,,,юго-западный,7.0,,,2.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,0.5,,,7,,,,,20.0,712.0,,,,20.3,,79.8,18.5,True,западный,10.0,,,3.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,23.3,,66.0,,True,западный,9.0,,,3.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,25.8,,54.7,,,северо-западный,9.0,,,3.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,26.2,,52.4,,,северный,7.0,,,4.0
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,713.0,,,,23.5,,60.8,,,северный,9.0,,27.4,4.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,21.7,,67.0,,,северо-западный,10.0,,,2.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,20.0,,78.8,,,северо-западный,7.0,,,3.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,18.2,,80.0,,,западный,10.0,,,3.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,17.3,,91.5,16.9,True,западный,10.0,,,1.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,19.1,,72.3,,True,северо-западный,10.0,,,2.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,22.8,,54.7,,,юго-западный,10.0,,,2.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,24.6,,45.9,,,северо-западный,9.0,,,3.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,715.0,,,,25.0,,39.0,,,западный,5.0,,26.5,3.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,21.0,,58.7,,,западный,0.0,,,2.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,17.9,,72.5,,,южный,0.0,,,1.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,14.1,,83.8,,,юго-западный,0.0,,,1.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,17.8,,71.6,13.1,,,0.0,,,0.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,24.9,,41.4,,,северо-восточный,0.0,,,1.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,28.8,,30.2,,,восточный,2.0,,,3.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,30.4,,26.6,,,восточный,4.0,,,2.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,712.0,,,,29.9,,27.6,,,юго-восточный,2.0,,31.1,3.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,23.1,,50.6,,,южный,1.0,,,1.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,20.4,,59.3,,,южный,0.0,,,1.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,19.0,,65.5,,,,0.0,,,0.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,20.2,,60.8,16.0,,южный,1.0,,,1.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,26.9,,37.3,,,восточный,2.0,,,1.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,30.5,,30.0,,,восточный,10.0,,,3.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,33.6,,20.7,,,восточный,10.0,,,3.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,707.0,,,,29.5,,34.4,,,западный,10.0,,34.8,3.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,24.4,,54.4,,,юго-восточный,7.0,,,1.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,21.2,,66.0,,,,6.0,,,0.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,21.7,,60.8,,,южный,10.0,,,2.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,0.5,,,0.5,,True,,,10.0,707.0,,,,19.6,,77.2,19.5,,юго-западный,10.0,,,1.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,,23.8,,55.3,,True,северо-западный,10.0,,,1.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,,25.4,,46.4,,,северо-западный,10.0,,,3.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,10.0,707.0,,,,22.2,,69.2,,True,юго-западный,10.0,,,2.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,0.3,,,,,,,,10.0,706.0,,,,21.1,,67.3,,True,юго-западный,10.0,,25.5,2.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,18.3,,95.7,,True,южный,10.0,,,1.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,19.0,,89.3,,,юго-западный,2.0,,,2.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,17.2,,89.7,,,юго-восточный,7.0,,,1.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,1,,,2,,,,,20.0,708.0,,,,18.1,,83.2,16.5,,южный,9.0,,,1.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,25.8,,38.7,,,юго-западный,7.0,,,1.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,28.3,,31.5,,,северо-западный,4.0,,,6.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,10.0,,,,,,,,,,20.0,710.0,,,,30.1,,27.1,,,северный,6.0,,,3.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,0.1,,,,True,,,,20.0,711.0,,,,24.8,,50.1,,,северный,6.0,,30.1,2.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,22.6,,52.8,,True,северо-западный,6.0,,,1.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,19.8,,71.0,,,северо-западный,10.0,,,2.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,18.3,,68.5,,,северо-западный,10.0,,,3.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,0,,,0.1,,,,,20.0,714.0,,,,17.8,,73.0,17.3,,северо-западный,10.0,,,3.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,19.6,,53.8,,,восточный,9.0,,,1.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,22.5,,50.4,,,восточный,10.0,,,2.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,24.5,,46.5,,,восточный,9.0,,,2.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,713.0,,,,24.7,,49.1,,,восточный,2.0,,25.1,2.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,22.8,,59.1,,,восточный,10.0,,,1.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,20.0,,69.7,,,южный,0.0,,,2.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,18.4,,74.6,,,южный,10.0,,,1.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,712.0,,,,18.0,,70.2,17.6,,южный,0.0,,,3.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,24.7,,48.4,,,восточный,0.0,,,3.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,29.0,,33.2,,,восточный,1.0,,,1.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,29.8,,28.1,,,южный,9.0,,,1.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,28.6,,35.8,,,восточный,6.0,,31.6,3.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,25.0,,48.5,,,южный,0.0,,,1.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,22.5,,56.0,,,юго-восточный,0.0,,,2.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,18.2,,77.5,,,южный,0.0,,,1.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,708.0,,,,19.8,,68.3,16.8,,юго-восточный,10.0,,,1.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,26.5,,43.5,,,юго-восточный,10.0,,,1.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,27.8,,40.9,,,западный,9.0,,,5.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,11.0,,,,True,,,,,,20.0,709.0,,,,23.8,,61.7,,,северо-западный,7.0,,,2.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,11.0,,0,,,,,,,,20.0,710.0,,,,23.5,,58.5,,,северо-западный,10.0,,28.7,5.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,11.0,,,,,,,,,,4.0,711.0,,,,19.1,,69.5,,,северный,10.0,,,2.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,16.0,,92.6,,,,0.0,,,0.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,16.3,,92.6,,,,0.0,,,0.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,0,,,0,,,,,50.0,711.0,,,,17.8,,85.3,14.5,,северо-западный,1.0,,,1.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,24.2,,54.3,,,северо-западный,0.0,,,1.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,29.7,,38.8,,,северо-восточный,4.0,,,2.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,31.4,,30.9,,,восточный,6.0,,,4.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,30.6,,32.5,,,восточный,2.0,,32.3,3.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,26.5,,47.1,,,восточный,2.0,,,1.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,21.4,,62.3,,,западный,0.0,,,1.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,21.4,,61.5,,,южный,0.0,,,1.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,20.6,,70.3,19.3,,,7.0,,,0.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,25.8,,46.9,,,юго-восточный,6.0,,,2.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,30.8,,32.4,,,восточный,1.0,,,4.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,33.2,,26.5,,,юго-восточный,2.0,,,2.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,33.3,,25.1,,,восточный,1.0,,34.1,2.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,26.7,,41.6,,,,0.0,,,0.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,25.4,,51.5,,,юго-восточный,0.0,,,1.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,23.6,,59.7,,,юго-восточный,0.0,,,1.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,710.0,,,,22.9,,65.1,21.3,,юго-восточный,0.0,,,1.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,30.0,,35.5,,,западный,0.0,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,33.4,,27.0,,,северо-западный,0.0,,,4.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,34.7,,21.7,,,северный,0.0,,,4.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,709.0,,,,33.3,,23.5,,,северо-западный,1.0,,35.1,4.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,28.5,,31.3,,,северо-западный,9.0,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,24.9,,45.7,,,,7.0,,,0.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,22.3,,56.0,,,юго-восточный,9.0,,,1.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,709.0,,,,21.9,,58.5,20.6,,южный,7.0,,,1.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,27.8,,35.1,,,восточный,1.0,,,4.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,13.0,,,,,,,,,,20.0,708.0,,,,29.5,,29.8,,,восточный,7.0,,,5.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,19.0,,,,,,,,,,10.0,712.0,,,,18.8,,89.3,,,юго-восточный,10.0,True,,1.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,16,,,,,,,,10.0,711.0,,,,20.7,,64.6,,,восточный,10.0,,30.0,1.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,18.1,,88.7,,,,7.0,,,0.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,17.4,,92.7,,,южный,10.0,,,1.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,17.4,,92.7,,,,10.0,,,0.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,0,,,16,,,,,20.0,713.0,,,,18.0,,92.1,17.0,,южный,10.0,,,1.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,22.1,,62.5,,,северо-западный,5.0,,,2.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,25.1,,41.2,,,северный,7.0,,,1.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,27.4,,33.2,,,северный,9.0,,,2.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,712.0,,,,27.2,,32.0,,,северо-западный,9.0,,28.5,3.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,23.1,,44.6,,,северо-западный,7.0,,,2.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,20.6,,55.9,,,,7.0,,,0.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,20.0,,58.4,,,южный,5.0,,,1.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,712.0,,,,19.5,,65.2,17.0,,юго-восточный,2.0,,,1.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,24.4,,46.8,,,северный,1.0,,,1.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,26.1,,38.0,,,западный,5.0,,,3.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,28.7,,29.7,,,северо-западный,5.0,,,3.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,711.0,,,,27.0,,32.6,,,северный,9.0,,29.4,3.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,23.6,,41.3,,,северо-западный,9.0,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,18.1,,65.8,,,северо-западный,0.0,,,1.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,15.2,,79.6,,,,0.0,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,17.0,,71.0,14.9,,южный,2.0,,,1.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,23.2,,37.2,,,восточный,5.0,,,2.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,27.5,,30.2,,,восточный,5.0,,,4.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,29.8,,25.7,,,восточный,5.0,,,3.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,710.0,,,,29.1,,28.5,,,восточный,10.0,,30.4,3.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,26.4,,31.4,,,северо-восточный,9.0,,,2.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,21.4,,45.0,,,северо-восточный,6.0,,,1.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,17.9,,57.9,,,южный,0.0,,,1.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,17.2,,71.0,16.3,,,10.0,,,0.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,23.9,,56.4,,,восточный,2.0,,,4.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,12.0,,,,,,,,,,20.0,711.0,,,,28.0,,39.1,,,восточный,1.0,,,6.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,12.0,,,,,,,,,,20.0,710.0,,,,29.8,,31.7,,,восточный,7.0,,,5.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,13.0,,0,,,,,,,,20.0,710.0,,,,30.4,,30.2,,,восточный,4.0,,30.8,5.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,26.4,,47.0,,,восточный,0.0,,,1.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,24.2,,54.0,,,юго-восточный,0.0,,,3.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,22.0,,59.3,,,восточный,0.0,,,3.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,21.1,,74.5,21.0,,восточный,4.0,,,4.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,11.0,,,,,,,,,,20.0,711.0,,,,24.6,,57.3,,,восточный,7.0,,,5.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,15.0,,,,,,,,,,10.0,711.0,,,,27.5,,47.0,,,восточный,9.0,,,6.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,16.0,,,,,,,,,,10.0,711.0,,,,28.0,,44.5,,,юго-восточный,9.0,,,6.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,15.0,,0,,,,,,,,20.0,711.0,,,,27.7,,45.0,,,юго-восточный,10.0,,28.8,5.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,25.0,,55.9,,,юго-восточный,7.0,,,2.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,21.9,,55.5,,,юго-восточный,0.0,,,2.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,20.0,,69.7,,,юго-восточный,0.0,,,1.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,18.6,,76.1,18.0,,юго-восточный,2.0,,,2.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,24.5,,51.0,,,восточный,10.0,,,1.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,29.0,,45.9,,,восточный,9.0,,,1.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,28.7,,45.6,,,юго-восточный,10.0,,,2.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,17.0,,2,,,,,,,,20.0,714.0,,,,21.2,,77.9,,True,южный,10.0,,31.2,2.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,20.2,,76.8,,True,юго-восточный,9.0,,,3.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,19.1,,77.6,,,южный,0.0,,,2.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,16.4,,87.4,,,южный,0.0,,,1.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,0,,,2,,,,,20.0,711.0,,,,17.0,,86.3,15.1,,южный,0.0,,,1.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,24.6,,51.0,,,восточный,2.0,,,2.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,29.6,,42.4,,,северо-восточный,5.0,,,3.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,30.5,,34.9,,,восточный,6.0,,,5.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,12.0,,1,,,,,,,,10.0,709.0,,,,25.7,,52.3,,,восточный,10.0,True,30.6,2.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,True,,,4.0,713.0,,,,16.9,,74.8,,,южный,10.0,,,4.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,16.1,,93.8,,True,,0.0,,,0.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,15.2,,94.4,,True,,0.0,,,0.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,39,,,40,,,,,20.0,713.0,,,,15.2,,96.8,15.2,,,2.0,,,0.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,19.4,,80.7,,,,9.0,,,0.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,24.3,,55.7,,,северо-восточный,6.0,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,24.6,,55.1,,,восточный,7.0,,,3.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,0,,,,,,,,20.0,714.0,,,,21.0,,62.6,,,южный,10.0,,25.8,5.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,19.4,,67.4,,True,южный,7.0,,,1.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,17.3,,78.4,,,южный,0.0,,,2.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,15.6,,87.9,,,,0.0,,,0.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,2,,,2,,,,,50.0,715.0,,,,16.6,,75.2,14.6,,южный,0.0,,,3.0
