timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,20.5,46.6,,,,западный,9.0,,,2,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,17.2,61.3,,,,юго-западный,4.0,,22.3,1,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,14.2,74.3,,,,северо-западный,0.0,,,1,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,12.8,77.2,,,,северо-западный,2.0,,,1,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,744,,,,13.8,71.3,,11.6,,северо-западный,2.0,,,1,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,19.9,51.1,,11.6,,юго-западный,2.0,,,1,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,21.9,38.1,,,,северо-западный,6.0,,,2,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,23.6,28.9,,,,северо-восточный,7.0,,,1,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,24.3,27.7,,,,западный,6.0,,,2,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,20.6,38.3,,,,восточный,0.0,,24.8,1,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,16.2,61.1,,,,юго-восточный,2.0,,,1,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,15.2,63.4,,,,юго-восточный,0.0,,,1,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,15.4,74.0,,12.6,,,0.0,,,0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,22.0,42.5,,12.6,,южный,0.0,,,2,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,25.5,30.7,,,,юго-западный,0.0,,,2,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,27.7,28.3,,,,южный,0.0,,,1,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,28.2,26.7,,,,юго-западный,0.0,,,1,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,24.0,38.2,,,,юго-восточный,0.0,,28.6,2,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,19.3,55.2,,,,,0.0,,,0,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,18.3,58.8,,,,юго-восточный,0.0,,,1,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,19.2,55.6,,17.3,,юго-восточный,0.0,,,2,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,24.1,40.6,,17.3,,юго-восточный,0.0,,,2,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,27.3,27.0,,,,юго-восточный,0.0,,,2,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,28.9,25.0,,,,юго-восточный,0.0,,,2,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,28.7,28.2,,,,восточный,0.0,,,1,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,24.7,43.0,,,,северо-восточный,0.0,,29.4,1,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,21.7,50.9,,,,северо-восточный,0.0,,,1,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,20.2,53.3,,,,северо-восточный,4.0,,,1,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,735,,,,19.3,61.4,,18.6,,северо-восточный,9.0,,,1,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,22.5,62.6,,18.6,,западный,9.0,,,1,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,24.0,54.3,,,,,9.0,,,0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,25.7,45.0,,,,северо-западный,9.0,,,1,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,True,,,10.0,734,,,,24.5,57.3,,,,северо-западный,9.0,,,3,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,11,,,,,,,True,,,10.0,735,,,,18.6,88.7,,,,северо-западный,9.0,,27.4,2,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,734,,,,17.1,87.5,,,,северный,10.0,,,2,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,True,2.0,734,,,,16.6,92.6,,,,северо-западный,10.0,,,1,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,42,,,,,42,,,,True,2.0,733,,,,16.5,92.6,,16.3,,северо-западный,10.0,,,1,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,49,,,,,,,,,,2.0,732,,True,,16.4,92.6,,16.1,,северный,10.0,,,2,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,,True,4.0,730,,,,16.9,90.9,,,,северный,10.0,,,2,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,729,,,,17.3,83.1,,,True,северо-западный,10.0,,,4,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,10.0,,,26,,,,,,,,,,10.0,728,,,,16.9,80.9,,,,западный,10.0,,,3,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,True,9,,,,,,,,,,4.0,728,,,,14.8,91.3,,,,западный,10.0,,17.7,3,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,True,,,,,,,,,,,2.0,728,,,,14.0,92.5,,,,западный,10.0,,,4,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,True,,,,,,,,,,,2.0,729,,,,13.3,92.4,,,,западный,10.0,,,4,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,10.0,,True,11,,,,,37,,,,,2.0,729,,,,12.7,91.8,,12.5,,западный,10.0,,,5,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,12.0,,True,12,,,,,,,,,,4.0,730,,,,12.6,90.6,,12.5,,юго-западный,10.0,,,5,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,13.0,,True,,,,,,,,,,,4.0,732,,,,12.4,90.6,,,,юго-западный,10.0,,,5,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,17.0,,,,,,,,,,,,,10.0,734,,,,15.1,66.9,,,True,западный,9.0,,,6,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,13.0,,,3,,,,,,,,,True,10.0,735,,,,12.7,83.6,,,,юго-западный,10.0,,,4,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,10.0,,,2,,,,,,,,,,10.0,736,,,,13.1,77.7,,,True,юго-западный,9.0,,15.4,3,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,736,,,,12.7,77.1,,,,юго-западный,9.0,,,3,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,12.4,77.6,,,,юго-западный,10.0,,,3,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,0.3,,,,,3,,,,,10.0,737,,,,12.0,79.1,,11.3,,юго-западный,9.0,,,3,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10.0,737,,,,15.1,63.4,,11.3,,западный,9.0,,,4,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,737,,,,19.0,46.2,,,,юго-западный,6.0,,,4,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,738,,,,21.1,39.8,,,,западный,7.0,,,5,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,20.7,39.7,,,,западный,6.0,,,3,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,18.5,56.1,,,,,9.0,,22.0,0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,14.8,74.4,,,,северо-восточный,2.0,,,1,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,12.7,79.2,,,,юго-восточный,0.0,,,1,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,14.8,69.1,,11.3,,,6.0,,,0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,20.7,46.4,,11.3,,западный,9.0,,,1,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,22.4,40.4,,,,западный,7.0,,,2,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,24.3,33.9,,,,юго-западный,7.0,,,1,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,24.9,31.8,,,,западный,7.0,,,1,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,20.4,54.0,,,,северо-восточный,5.0,,24.9,1,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,17.8,59.8,,,,северо-восточный,0.0,,,1,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,14.5,75.4,,,,северо-восточный,0.0,,,1,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,15.6,66.6,,14.5,,северо-восточный,5.0,,,1,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,18.3,64.1,,14.5,,юго-восточный,7.0,,,1,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,22.6,43.6,,,,северный,7.0,,,2,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,22.5,49.8,,,,северный,7.0,,,2,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,22.3,50.4,,,,северный,7.0,,,1,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,18.9,58.5,,,,северный,0.0,,23.8,2,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,16.3,66.3,,,,северный,2.0,,,1,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,15.4,75.0,,,,северный,7.0,,,1,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,742,,,,14.1,83.2,,13.1,,северо-западный,0.0,,,1,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,18.4,67.1,,13.1,,северный,7.0,,,2,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,20.6,51.6,,,,северный,7.0,,,2,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,22.7,43.3,,,,восточный,6.0,,,2,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,23.1,41.7,,,,северо-восточный,5.0,,,1,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,18.8,57.7,,,,,2.0,,24.2,0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,16.8,63.3,,,,,0.0,,,0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,16.4,62.0,,,,северо-западный,0.0,,,1,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,14.7,70.5,,14.5,,,6.0,,,0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,21.3,56.1,,14.5,,западный,7.0,,,1,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,24.4,37.8,,,,северо-западный,7.0,,,2,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,25.5,34.7,,,,западный,7.0,,,2,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,23.4,37.5,,,,западный,7.0,,,2,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,19.5,52.7,,,,северо-западный,4.0,,25.7,1,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,17.2,62.6,,,,северо-западный,0.0,,,1,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,15.3,74.0,,,,северный,0.0,,,1,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,737,,,,15.5,74.1,,14.3,,западный,1.0,,,1,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,737,,,,21.5,56.1,,14.3,,западный,1.0,,,2,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,24.3,41.8,,,,западный,6.0,,,3,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,26.4,36.1,,,,западный,6.0,,,3,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,25.9,35.5,,,,западный,6.0,,,3,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,21.2,52.5,,,,западный,9.0,,26.5,2,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,19.1,66.0,,,,западный,10.0,,,2,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,17.2,75.8,,,,западный,7.0,,,1,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,736,,,,16.1,87.4,,15.7,,западный,5.0,,,1,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,18.8,71.8,,15.7,,западный,7.0,,,3,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,736,,,,21.5,52.9,,,,западный,7.0,,,5,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,736,,,,21.8,37.6,,,True,западный,6.0,,,5,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,11.0,,,менее 0.1,,,,,,,,,,10.0,737,,,,20.7,32.6,,,,западный,2.0,,,4,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,737,,,,15.8,48.3,,,,западный,1.0,,22.6,2,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,12.8,62.8,,,,западный,0.0,,,1,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,10.7,71.7,,,,западный,0.0,,,1,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,738,,,,10.9,72.2,,9.8,,западный,0.0,,,2,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,16.2,54.8,,9.8,,западный,0.0,,,3,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,739,,,,18.4,46.4,,,,западный,6.0,,,4,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,20.6,41.3,,,,западный,6.0,,,3,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,20.8,35.0,,,,западный,7.0,,,2,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,15.4,55.3,,,,,7.0,,21.4,0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,14.0,59.3,,,,,7.0,,,0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,13.8,64.4,,,,юго-восточный,9.0,,,1,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,14.1,69.0,,13.0,,южный,9.0,,,1,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,True,10.0,739,,,,14.4,69.5,,13.0,,,10.0,,,0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,15.0,69.2,,,True,,10.0,,,0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,20.1,42.6,,,True,юго-западный,7.0,,,2,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,0.1,,,,,,,,,,10.0,740,,,,19.6,44.2,,,,западный,7.0,,,1,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,0.1,,,,,,,,,,10.0,741,,,,16.8,60.0,,,,северо-восточный,0.0,,21.3,1,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,13.2,73.6,,,,юго-восточный,0.0,,,1,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,11.5,77.5,,,,восточный,0.0,,,1,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,0,,,,,0.1,,,,,10.0,742,,,,12.5,77.1,,10.9,,юго-восточный,7.0,,,1,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,18.9,48.1,,10.9,,восточный,7.0,,,2,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,21.0,35.3,,,,северо-восточный,7.0,,,1,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,22.5,32.9,,,,северо-восточный,7.0,,,1,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,23.8,28.0,,,,юго-восточный,2.0,,,2,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,20.5,36.7,,,,юго-восточный,2.0,,24.5,1,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,18.2,45.1,,,,восточный,6.0,,,2,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,16.2,52.2,,,,восточный,7.0,,,1,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,742,,,,15.6,57.3,,14.7,,восточный,9.0,,,2,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,16.9,59.2,,14.7,,восточный,9.0,,,2,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,19.5,59.5,,,,восточный,10.0,,,1,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,22.5,48.5,,,,северо-восточный,10.0,,,2,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,23.6,44.8,,,,северный,9.0,,,2,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,21.3,50.5,,,,северо-восточный,7.0,,24.8,1,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,19.8,52.5,,,,северо-восточный,0.0,,,1,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,18.6,53.6,,,,восточный,6.0,,,2,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,742,,,,17.3,57.0,,17.0,,восточный,9.0,,,2,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,22.0,42.3,,16.9,,восточный,7.0,,,3,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,27.3,27.2,,,,юго-восточный,9.0,,,4,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,28.6,24.4,,,,восточный,7.0,,,2,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,28.0,27.6,,,,восточный,7.0,,,2,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,23.8,36.4,,,,восточный,7.0,,29.2,2,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,20.6,46.7,,,,восточный,0.0,,,2,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,19.4,44.8,,,,восточный,0.0,,,2,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,742,,,,17.6,50.5,,16.9,,восточный,2.0,,,2,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,742,,,,22.9,44.6,,16.9,,восточный,7.0,,,1,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,27.2,28.5,,,,восточный,6.0,,,3,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,28.9,23.0,,,,восточный,2.0,,,2,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,29.1,23.7,,,,восточный,2.0,,,1,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,25.2,33.2,,,,северный,1.0,,29.7,2,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,23.1,35.7,,,,восточный,2.0,,,2,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,19.4,51.7,,,,юго-восточный,2.0,,,1,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,17.8,59.1,,16.4,,,1.0,,,0,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,26.8,39.8,,16.4,,южный,6.0,,,1,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,30.6,25.4,,,,южный,2.0,,,2,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,32.0,20.3,,,,южный,9.0,,,2,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,30.7,23.3,,,,юго-западный,7.0,,,3,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,26.7,32.5,,,,юго-западный,7.0,,32.2,1,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,24.1,44.0,,,,южный,6.0,,,2,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,True,18.5,80.6,,,,северо-западный,9.0,,,2,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,8,,,,,8,,,,,10.0,740,,,,17.6,91.5,,17.2,True,южный,10.0,,,1,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,8,,,,,,,,,,10.0,740,,,,20.8,77.4,,17.2,True,юго-западный,9.0,,,2,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,24.2,56.4,,,,западный,6.0,,,2,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,15.3,82.8,,,True,северо-восточный,7.0,,,1,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,0.6,,,,,0.6,,,,,10.0,738,,,,15.1,81.7,,15.1,True,южный,6.0,,,2,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,0.6,,,,,,,,,,10.0,737,,,,20.3,62.5,,15.1,True,южный,7.0,,,3,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,23.2,41.2,,,,юго-западный,9.0,,,3,
