timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,65.0,,,восточный,,,4.0,,,,,,,,,,10,744,,,18.5,,,0.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,76.1,,17.1,восточный,,,4.0,,,0,,,0,,,,10,744,,,18.6,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,10.0,,,,,,,,58.1,,17.1,восточный,,,7.0,,,0,,,,,,,10,743,,,26.4,,,0.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,11.0,,,,,,,,33.0,,,северо-восточный,,,5.0,,,,,,,,,,10,743,,,30.6,,,1.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,10.0,,,,,,,,22.0,,,восточный,,,4.0,,,,,,,,,,10,742,,,32.7,,,1.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,10.0,,,,,,,,25.1,,,северный,,,5.0,,,0,,,,,,,10,741,,,31.8,,,0.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,30.9,,,северо-восточный,,33.6,2.0,,,0,,,,,,,10,741,,,26.3,,,0.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,46.9,,,северо-западный,,,2.0,,,,,,,,,,10,741,,,22.6,,,6.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,59.1,,19.0,южный,,,2.0,,,0,,,0,,,,10,740,,,19.6,,,6.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,53.9,,19.0,северный,,,2.0,,,0,,,,,,,10,740,,,25.5,,,0.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,34.0,,,северный,,,5.0,,,,,,,,,,10,740,,,30.5,,,1.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,35.0,,,северо-западный,,,6.0,,,,,,,,,,10,739,,,29.8,,,7.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,13.0,,,,True,,,,51.1,,,северо-западный,,,8.0,,,0,,,,,,,10,740,,,26.3,,,2.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,11.0,,,,True,,,,71.1,,,западный,,31.8,4.0,,,0,,,,,,,10,741,,,20.0,,,4.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,84.2,,,западный,,,4.0,,,,,,,,,,10,742,,,17.4,,,10.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,86.3,,,западный,,,4.0,,,,,,,,,,10,742,,,16.6,,,10.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,82.9,,15.9,западный,,,5.0,,,0,,,0,,,,10,742,,,15.9,,,10.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,66.2,,15.9,северо-западный,,,5.0,,,0,,,,,,,10,743,,,18.1,,,10.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,10.0,,,,,,,,47.1,,,западный,,,5.0,,,,,,,,,,10,743,,,22.2,,,7.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,13.0,,,,,,,,48.2,,,западный,,,8.0,,,,,,,,,,10,743,,,22.5,,,6.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,13.0,,,,,,,,47.1,,,западный,,,9.0,,,0,,,,,,,10,744,,,22.2,,,2.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,12.0,,,,,,,,67.1,,,западный,,24.1,4.0,,,0,,,,,,,10,745,,,18.0,,,1.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,78.0,,,южный,,,4.0,,,,,,,,,,10,746,,,14.9,,,0.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,75.9,,,юго-восточный,,,3.0,,,,,,,,,,10,746,,,14.8,,,0.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,73.0,,14.0,юго-восточный,,,3.0,,,0,,,0,,,,10,746,,,15.3,,,0.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,43.9,,14.0,юго-восточный,,,1.0,,,0,,,,,,,10,746,,,22.6,,,0.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,29.9,,,северо-западный,,,3.0,,,,,,,,,,10,746,,,25.0,,,2.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,10.0,,,,,,,,29.1,,,западный,,,6.0,,,,,,,,,,10,745,,,26.4,,,10.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,11.0,,,,,,,,34.9,,,западный,,,6.0,,,0,,,,,,,10,745,,,24.6,,,2.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,42.0,,,западный,,27.8,3.0,,,0,,,,,,,10,746,,,19.2,,,1.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,57.2,,,южный,,,2.0,,,,,,,,,,10,746,,,16.6,,,0.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,61.0,,,юго-восточный,,,3.0,,,,,,,,,,10,745,,,15.6,,,0.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,54.1,,14.7,восточный,,,4.0,,,0,,,0,,,,10,745,,,16.5,,,4.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,37.9,,14.7,северо-восточный,,,7.0,,,0,,,,,,,10,745,,,23.1,,,10.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,10.0,,,,,,,,34.0,,,восточный,,,3.0,,,,,,,,,,10,744,,,26.3,,,10.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,31.0,,,северо-восточный,,,3.0,,,,,,,,,,10,743,,,28.0,,,10.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,10.0,,,,,,,,41.0,,,западный,,,5.0,,,0,,,,,,,10,742,,,23.6,,,9.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,46.1,,,южный,,29.0,3.0,,,0,,,,,,,10,743,,,21.8,,,10.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,53.1,,,южный,,,3.0,,,,,,,,,,10,743,,,19.5,,,10.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,64.8,,,юго-восточный,,,3.0,,,,,,,,,,10,742,,,17.7,,,7.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,69.0,,15.6,юго-восточный,,,3.0,,,0,,,0,,,,10,742,,,16.2,,,7.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,37.9,,15.6,северный,,,3.0,,,0,,,,,,,10,742,,,24.8,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,26.1,,,северо-восточный,,,6.0,,,,,,,,,,10,742,,,29.1,,,6.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,10.0,,,,,,,,24.0,,,северный,,,4.0,,,,,,,,,,10,742,,,29.8,,,6.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,11.0,,,,,,,,27.1,,,северный,,,6.0,,,0,,,,,,,10,742,,,28.8,,,6.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,38.1,,,северный,,31.5,4.0,,,0,,,,,,,10,742,,,24.5,,,2.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,50.1,,,восточный,,,2.0,,,,,,,,,,10,743,,,21.1,,,0.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,55.9,,,восточный,,,5.0,,,,,,,,,,10,743,,,19.2,,,0.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,64.8,,17.1,восточный,,,4.0,,,0,,,0,,,,10,743,,,17.7,,,0.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,67.0,,17.1,северо-восточный,,,5.0,,,0,,,,,,,10,744,,,24.1,,,2.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,50.9,,,северо-восточный,,,5.0,,,,,,,,,,10,744,,,26.6,,,4.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,15.0,,,,,,,,54.9,,,восточный,,,9.0,,,0,,,,,,,10,743,,,26.4,,,1.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,12.0,,,,,,,,67.2,,,восточный,,29.0,5.0,,,0,,,,,,,10,744,,,22.7,,,0.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,83.9,,,восточный,,,5.0,,,,,,,,,,10,744,,,20.1,,,0.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,90.9,,,восточный,,,3.0,,,,,,,,,,10,744,,,17.8,,,0.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,88.8,,17.5,восточный,,,5.0,,,0,,,0,,,,10,744,,,19.4,,,1.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,12.0,,,,,,,,63.0,,17.5,восточный,,,9.0,,,0,,,,,,,10,744,,,24.5,,,5.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,13.0,,,,,,,,49.1,,,северо-восточный,,,9.0,,,,,,,,,,10,744,,,28.5,,,2.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,14.0,,,,,,,,45.1,,,северо-восточный,,,9.0,,,,,,,,,,10,743,,,30.3,,,2.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,14.0,,,,,,,,51.0,,,северо-восточный,,,10.0,,,0,,,,,,,10,742,,,28.5,,,1.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,13.0,,,,,,,,59.0,,,северо-восточный,,31.1,5.0,,,0,,,,,,,10,743,,,24.1,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,87.9,,,южный,,,2.0,,,,,,,,,,10,743,,,21.8,,,0.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,88.9,,,восточный,,,2.0,,,,,,,,,,10,743,,,20.9,,,5.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,True,,85.0,,20.1,северо-восточный,,,6.0,,,0.1,,,0.1,,,,10,742,,,20.3,,,10.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,True,,,,,,92.9,,20.1,восточный,,,3.0,,,2,,,,,,,10,743,,,21.5,,,10.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,True,,,,58.8,,,восточный,,,3.0,,,,,,,,,,10,742,,,26.5,,,7.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,42.9,,,западный,,,3.0,,,,True,,,,,,10,742,,,29.4,,,10.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,52.2,,,западный,,,7.0,,,3,,,,,,,10,742,,,27.8,,,5.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,69.9,,,западный,,30.4,3.0,,,0.6,,,,,,,10,743,,,23.6,,,10.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,79.0,,,южный,,,2.0,,,,,,,,,,10,743,,,21.9,,,7.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",True,10.0,,,,,,,,96.9,,,северный,,,8.0,,,,,,,,,,10,743,,,18.3,,,10.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,12.0,,,,True,,,,98.7,,17.2,северный,,,3.0,,,7,,,10,,,,10,743,,,17.2,,,4.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,87.2,,17.2,северо-восточный,,,2.0,,,7,True,,,,,,10,744,,,20.4,,,5.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,55.2,,,северо-западный,,,4.0,,,,,,,,,,10,744,,,26.2,,,2.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,,,,,,,39.0,,,северный,,,4.0,,,,,,,,,,10,744,,,29.7,,,6.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,46.0,,,северо-восточный,,,3.0,,,0,,,,,,,10,744,,,29.2,,,5.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,57.2,,,северо-западный,,30.3,3.0,,,0,,,,,,,10,745,,,24.1,,,2.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,67.9,,,южный,,,3.0,,,,,,,,,,10,746,,,19.7,,,1.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,70.1,,,южный,,,3.0,,,,,,,,,,10,746,,,19.5,,,5.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,71.8,,18.5,юго-восточный,,,3.0,,,0,,,0,,,,10,746,,,19.2,,,0.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,48.1,,18.5,западный,,,2.0,,,0,,,,,,,10,746,,,25.9,,,0.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,39.9,,,северный,,,4.0,,,,,,,,,,10,746,,,30.0,,,1.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,11.0,,,,,,,,32.9,,,северный,,,4.0,,,,,,,,,,10,745,,,31.2,,,4.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,32.1,,,северный,,,5.0,,,0,,,,,,,10,745,,,29.8,,,1.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,47.0,,,северный,,31.7,3.0,,,0,,,,,,,10,745,,,24.0,,,1.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,66.2,,,северо-восточный,,,2.0,,,,,,,,,,10,746,,,20.0,,,0.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,78.0,,,восточный,,,4.0,,,,,,,,,,10,746,,,18.2,,,0.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,75.8,,16.6,восточный,,,4.0,,,0,,,0,,,,10,746,,,17.1,,,1.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,44.0,,16.6,северо-восточный,,,6.0,,,0,,,,,,,10,746,,,24.2,,,0.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,30.1,,,северо-восточный,,,4.0,,,,,,,,,,10,746,,,27.1,,,1.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,26.0,,,северо-восточный,,,3.0,,,,,,,,,,10,745,,,28.2,,,1.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,24.9,,,северо-восточный,,,4.0,,,0,,,,,,,10,744,,,28.1,,,0.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,37.1,,,северо-восточный,,29.4,4.0,,,0,,,,,,,10,744,,,22.7,,,0.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,58.2,,,западный,,,1.0,,,,,,,,,,10,745,,,19.1,,,0.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,72.9,,,юго-восточный,,,4.0,,,,,,,,,,10,745,,,17.2,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,74.8,,16.4,юго-восточный,,,2.0,,,0,,,0,,,,10,745,,,16.9,,,7.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,40.0,,16.4,северо-восточный,,,4.0,,,0,,,,,,,10,745,,,24.8,,,0.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,10.0,,,,,,,,32.1,,,северо-восточный,,,6.0,,,,,,,,,,10,745,,,27.5,,,4.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,11.0,,,,,,,,29.1,,,восточный,,,7.0,,,,,,,,,,10,745,,,29.2,,,7.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,11.0,,,,,,,,30.1,,,восточный,,,7.0,,,0,,,,,,,10,745,,,27.7,,,6.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,11.0,,,,,,,,38.0,,,восточный,,30.1,4.0,,,0,,,,,,,10,745,,,23.2,,,7.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,49.9,,,восточный,,,3.0,,,,,,,,,,10,745,,,19.1,,,0.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,57.0,,,восточный,,,4.0,,,,,,,,,,10,745,,,17.3,,,0.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,68.1,,16.2,восточный,,,3.0,,,0,,,0,,,,10,745,,,16.6,,,0.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,10.0,,,,,,,,53.0,,16.2,северо-восточный,,,7.0,,,0,,,,,,,10,745,,,24.7,,,0.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,14.0,,,,,,,,27.1,,,восточный,,,9.0,,,,,,,,,,10,744,,,29.4,,,0.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,14.0,,,,,,,,26.1,,,восточный,,,9.0,,,,,,,,,,10,744,,,30.4,,,0.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,14.0,,,,,,,,26.0,,,восточный,,,9.0,,,0,,,,,,,10,743,,,28.7,,,0.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,12.0,,,,,,,,41.1,,,восточный,,31.2,3.0,,,0,,,,,,,10,743,,,23.8,,,0.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,55.1,,,восточный,,,2.0,,,,,,,,,,10,743,,,20.4,,,0.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,67.2,,,северо-восточный,,,4.0,,,,,,,,,,10,742,,,18.7,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,75.1,,18.1,восточный,,,3.0,,,0,,,0,,,,10,742,,,19.0,,,1.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,13.0,,,,,,,,55.9,,18.1,восточный,,,10.0,,,0,,,,,,,10,742,,,26.3,,,1.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,15.0,,,,,,,,43.0,,,северо-восточный,,,10.0,,,,,,,,,,10,741,,,30.7,,,6.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,15.0,,,,,,,,40.0,,,восточный,,,8.0,,,,,,,,,,10,741,,,31.2,,,5.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,12.0,,,,,,,,45.0,,,восточный,,,7.0,,,0,,,,,,,10,740,,,30.7,,,4.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,65.9,,,западный,,32.7,3.0,,,0,,,,,,,10,741,,,24.7,,,7.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,12.0,,,,,,,True,73.0,,,северо-восточный,,,8.0,,,,,,,,,,10,742,,,23.2,,,10.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,13.0,,,,,True,,,86.1,,,восточный,,,9.0,,,,,,,,,,10,741,,,20.8,,,10.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,16.0,,,,True,,,,95.7,,19.4,западный,,,3.0,,,12,,,12,,,,10,742,,,19.4,,,6.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,True,,,,86.2,,19.4,западный,,,1.0,,,12,,,,,,,10,742,,,21.5,,,7.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,67.1,,,западный,,,5.0,,,,,,,,,,10,742,,,24.6,,,7.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,11.0,,,,,,,,73.0,,,северо-западный,,,6.0,,,,,,,,,,10,742,,,23.0,,,10.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,66.9,,,западный,,,6.0,,,0,,,,,,,10,742,,,23.7,,,7.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,90.1,,,юго-западный,,26.3,3.0,,,0,,,,,,,10,742,,,21.5,,,7.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,True,,,,,98.2,,,западный,,,3.0,,,,,,,,,,10,742,,,19.9,,,7.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,98.8,,,западный,,,4.0,,,,,True,,,,,4,741,,,19.5,,,10.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,98.8,True,18.2,западный,,,4.0,,,0.5,,,0.5,,,,2,741,,,18.3,,,10.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,98.8,True,17.6,западный,,,3.0,,,1,,,,,,,3,741,,,17.8,,,10.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,96.9,,,западный,,,4.0,,,,,,,,,,10,742,,,19.0,,True,10.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,84.0,,,западный,,,3.0,,,,,,,,,,10,742,,,20.4,,True,10.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,79.9,,,западный,,,1.0,,,1,,,,,,,10,742,,,20.8,,,10.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,84.0,,,южный,,21.0,2.0,,,0.7,,,,,,,10,742,,,20.6,,,10.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,87.2,,,южный,,,1.0,,,,,,,,,,10,743,,,20.0,,,10.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,88.8,,,,,,0.0,,,,,,,,,,10,742,,,19.5,,,6.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,98.1,,17.1,восточный,,,2.0,,,0,,,1,,True,,6,743,,,17.6,,,5.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,79.1,,17.1,северо-восточный,,,5.0,,,0,,,,,,,10,744,,,22.6,,,4.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,10.0,,,,,,,,59.1,,,северо-восточный,,,5.0,,,,,,,,,,10,745,,,27.5,,,5.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,10.0,,,,,,,,47.9,,,северо-восточный,,,6.0,,,,,,,,,,10,745,,,29.7,,,7.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,11.0,,,,,,,,52.1,,,северо-восточный,,,6.0,,,0,,,,,,,10,745,,,29.0,,,4.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,10.0,,,,,,,,72.2,,,северо-восточный,,30.9,4.0,,,0,,,,,,,10,746,,,23.5,,,0.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,90.0,,,восточный,,,3.0,,,,,,,,,,10,746,,,20.2,,,0.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,95.7,,,восточный,,,2.0,,,,,,,,,,10,746,,,19.0,,,0.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,96.3,,18.1,северный,,,1.0,,,0,,,0,,,,10,747,,,18.4,,,1.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,62.0,,18.1,восточный,,,2.0,,,0,,,,,,,10,747,,,25.5,,,0.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,43.1,,,восточный,,,2.0,,,,,,,,,,10,747,,,30.1,,,1.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,87.2,,,южный,,,3.0,,,,,,,,,,10,746,,,20.0,,,0.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,86.1,,19.3,южный,,,3.0,,,0,,,0,,,,10,746,,,20.0,,,1.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,61.9,,19.3,северный,,,2.0,,,0,,,,,,,10,745,,,26.7,,,0.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,41.9,,,,,,0.0,,,,,,,,,,10,744,,,31.7,,,7.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,10.0,,,,,,,,43.1,,,западный,,,8.0,,,,,,,,,,10,743,,,32.1,,,2.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,11.0,,,,,,,,55.0,,,западный,,,7.0,,,0,,,,,,,10,742,,,28.2,,,1.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,10.0,,,,,,,,78.8,,,западный,,33.4,4.0,,,0,,,,,,,10,742,,,24.1,,,9.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,True,95.3,,,юго-западный,,,4.0,,,,,,,,,,10,741,,,23.0,,,10.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,True,,,,86.2,,,юго-западный,,,1.0,,,,,,,,,,10,740,,,21.1,,,7.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,11.0,,,,,,,,95.1,,18.1,северный,,,5.0,,,1,,,1,,,,10,741,,,18.1,,True,10.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,True,,,,67.2,,17.6,северный,,,4.0,,,1,,,,,,,10,741,,,20.7,,,5.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,44.1,,,северный,,,5.0,,,,,,,,,,10,741,,,24.3,,,7.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,38.0,,,северный,,,4.0,,,,,,,,,,10,741,,,25.2,,,6.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,10.0,,,,,,,,32.0,,,северо-западный,,,5.0,,,0,,,,,,,10,741,,,25.5,,,4.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,48.9,,,северо-западный,,27.2,3.0,,,0,,,,,,,10,741,,,20.6,,,1.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,68.9,,,юго-западный,,,2.0,,,,,,,,,,10,742,,,18.3,,,0.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,73.9,,,южный,,,3.0,,,,,,,,,,10,741,,,17.3,,,2.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,75.8,,16.7,южный,,,3.0,,,0,,,0,,,,10,741,,,17.3,,,5.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,48.0,,16.7,северный,,,1.0,,,0,,,,,,,10,742,,,22.0,,,10.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,41.0,,,северный,,,4.0,,,,,,,True,,,10,743,,,23.5,,,10.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,10.0,,,,,,,,39.1,,,северо-западный,,,4.0,,,,,,,,,,10,743,,,24.5,,True,10.0
