timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,11.0,,,,,,,,,,92.0,,,южный,,,7.0,,,,,,,,,,,50,744,,,,15.8,,,,,9.0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,93.2,,,южный,,,4.0,,,,,,,,,,,50,743,,,,16.0,,,,,10.0,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,91.4,,15.5,южный,,,4.0,,,0,,,,0,,,,50,743,,,,16.4,,,,,10.0,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,86.9,,,южный,,,3.0,,,,,,,,,,,50,743,,,,17.3,,,,,10.0,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,81.7,,,южный,,,4.0,,,,,,,,,,,50,743,,,,18.8,,,,,10.0,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,74.4,,,южный,,,3.0,,,,,,,,,,,50,742,,,,20.4,,,,,6.0,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,83.2,,,южный,,20.8,4.0,,,0,,,,,,,,50,741,,,,18.7,,,,,6.0,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,91.4,,,южный,,,3.0,,,,,,,,,,,50,741,,,,16.3,,,,,2.0,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,98.7,,,южный,,,4.0,,,,,,,,,,,50,741,,,,16.1,,,,,7.0,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,96.8,,,юго-восточный,,,2.0,,,,,,,,,,,50,740,,,,15.2,,,,,6.0,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,98.7,,15.2,южный,,,3.0,,,0,,,,0,,,,20,740,,,,15.8,,,,,10.0,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,2.0,,,,,,True,,,,,1,740,,,,16.0,,,,,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,96.9,,,южный,,,4.0,,,,,,,,,,,20,740,,,,16.3,,,True,,10.0,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,85.9,,,южный,,,5.0,,,,,,,,,,,50,739,,,,18.2,,,True,,7.0,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,85.8,,,южный,,18.4,6.0,,,менее 0.1,,,,,,,,50,738,,,,17.2,,,,,6.0,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,91.4,,,южный,,,4.0,,,,,,,,,,,50,738,,,,15.8,,,,,2.0,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,96.8,,,южный,,,4.0,,,,,,,,,,,50,738,,,,15.2,,,,,0.0,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,94.4,,,южный,,,8.0,,,,,,,,,,,50,738,,,,15.5,,,,,0.0,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,13.0,,,,,,,,,,96.2,,14.9,южный,,,7.0,,,0,,,,менее 0.1,,,,50,739,,,,15.4,,,,,7.0,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,13.0,,,,,,,,,,98.1,,,южный,,,7.0,,,,,,,,True,,,20,739,,,,15.0,,,,,10.0,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,13.0,,,,,,,,,,85.8,,,южный,,,8.0,,,,,,,,,,,50,739,,,,17.0,,,True,,10.0,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,13.0,,,,,,,,,,77.1,,,южный,,,8.0,,,,,,,,,,,50,738,,,,18.8,,,True,,2.0,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,11.0,,,,,,,,,,78.4,,,южный,,19.7,7.0,,,2,,,,,,,,50,738,,,,17.9,,,,,6.0,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,96.2,,,южный,,,6.0,,,,,,,,,,,50,739,,,,15.7,,,,,6.0,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,,98.7,,,южный,,,4.0,,,,,,,,,,,50,739,,,,15.5,,,,,7.0,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,95.6,,,южный,,,5.0,,,,,,,,,,,50,739,,,,15.6,,,,,10.0,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,94.4,,15.2,южный,,,4.0,,,0,,,,2,,,,50,739,,,,16.3,,,,,10.0,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,95.6,,,южный,,,5.0,,,,,,True,,,,,50,739,,,,16.9,,,,,10.0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,92.7,,,южный,,,5.0,,,,,,,,,,,50,739,,,,17.5,,,True,,10.0,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,95.1,,,южный,,,7.0,,,,,,,,,,,50,739,,,,17.4,,,True,,10.0,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,100.0,True,,южный,,17.8,5.0,,,менее 0.1,,,,,,,,1,739,,,,17.0,,,,,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,99.4,,,южный,,,5.0,,,,,,True,,,,,10,740,,,,17.0,,,,,10.0,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,98.7,True,,южный,,,4.0,,,,,,,,,,,10,740,,,,17.1,,,,,10.0,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,96.9,,,южный,,,5.0,,,,,,,,,,,10,740,,,,17.4,,,True,,10.0,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,98.7,,16.9,южный,,,5.0,,,0.4,,,True,0.4,,,,20,741,,,,17.1,,,,,10.0,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,91.0,,,южный,,,5.0,,,,,,,,,,,50,741,,,,18.8,,,True,,10.0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,88.8,,,южный,,,5.0,,,,,,,,,,,50,741,,,,19.8,,,,,10.0,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,10.0,,,,,,,,,,96.9,True,,южный,,,7.0,,,,,,,,,,,20,741,,,,18.5,,,,,10.0,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,10.0,,,,,,,,,,98.8,True,,южный,,20.4,5.0,,,менее 0.1,,,,,,,,20,741,,,,18.1,,,,,10.0,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,98.8,,,южный,,,6.0,,,,,,,,,,,20,742,,,,18.2,,,True,,10.0,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,99.4,,,южный,,,4.0,,,,,,,,,,,20,742,,,,18.1,,,,,10.0,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,98.8,,,южный,,,4.0,,,,,,,,,,,20,742,,,,17.7,,,,,10.0,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,98.8,,17.5,южный,,,4.0,,,менее 0.1,,,,менее 0.1,,,,20,742,,,,17.7,,,,,10.0,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,85.4,,,южный,,,5.0,,,,,,,,,,,20,742,,,,18.8,,,,,10.0,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,77.5,,,южный,,,5.0,,,,,,,,,,,50,742,,,,21.3,,,,,9.0,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,10.0,,,,,,,,,,87.7,,,южный,,,6.0,,,,,,,,,,,50,742,,,,19.8,,,,,10.0,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,10.0,,,,,,,,,,93.4,,,южный,,21.3,5.0,,,0,,,,,,,,50,742,,,,19.3,,,,,10.0,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,96.3,,,южный,,,5.0,,,,,,,,,,,50,742,,,,18.7,,,,,10.0,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,99.4,,,южный,,,4.0,,,,,,,,,,,50,742,,,,18.4,,,,,10.0,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,97.5,,,южный,,,4.0,,,,,,,,,,,50,742,,,,18.1,,,,,10.0,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,96.9,,17.6,южный,,,5.0,,,0,,,,0,,,,50,742,,,,17.8,,,,,10.0,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,88.8,,,южный,,,5.0,,,,,,,,,,,50,742,,,,19.8,,,,,9.0,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,85.6,,,южный,,,6.0,,,,,,,,,,,50,742,,,,20.5,,,,,9.0,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,11.0,,,,,,,,,,79.4,,,южный,,,8.0,,,,,,,,,,,50,741,,,,20.8,,,,,6.0,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,11.0,,,,,,,,,,91.0,,,южный,,21.9,6.0,,,0,,,,,,,,50,741,,,,19.2,,,,,10.0,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,12.0,,,,,,,,,,98.8,,,южный,,,7.0,,,,,,,,,,,50,741,,,,18.4,,,,,10.0,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,12.0,,,,,,,,,,96.9,,,южный,,,9.0,,,,,,,,,,,50,741,,,,18.5,,,,,10.0,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,14.0,,,,,,,,,,98.1,,,юго-восточный,,,10.0,,,,,,,,,,,10,739,,,,18.2,,,True,,7.0,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,20.0,,,,,,,,,,96.3,,18.0,юго-восточный,,,14.0,,,менее 0.1,,,,менее 0.1,True,,,50,738,,,,18.0,,,,,10.0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,23.0,True,,,,,,,,,97.5,,,юго-восточный,,,15.0,,,,,,,,,,,10,737,,,,18.6,,,,,10.0,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,27.0,True,,,,,,,,,98.8,,,юго-восточный,,,15.0,,,,,,,,,,,10,735,,,,18.0,,,,,10.0,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,27.0,,,,,,,,,,100.0,,,юго-восточный,,,15.0,,,,,,,,True,,,1,735,,,,18.6,,,,,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,25.0,,,,,,,,,,100.0,,,юго-восточный,,19.0,13.0,,,8,,,,,,,True,1,735,,,,18.9,,,,,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,19.0,,,,,,,,,,100.0,,,юго-восточный,,,6.0,,,,,,,,True,,,1,737,,,,18.9,,,,,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,2.0,,,,,,,,,,True,1,738,,,,18.9,,,,,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,100.0,,,северный,,,5.0,,,,,,,,,,True,1,738,,,,19.0,,,,,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,11.0,,,,,,,,,,96.9,,18.5,северный,,,7.0,,,7,,,,15,,,,50,739,,,,18.6,,,True,,7.0,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,11.0,,,,,,,,,,92.3,,,северный,,,6.0,,,,,,,,,,,50,740,,,,21.0,,,,,6.0,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,13.0,,,,,,,,,,70.6,,,северный,,,7.0,,,,,,,,,,,50,741,,,,24.7,,,,,5.0,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,12.0,,,,,,,,,,56.1,,,северный,,,5.0,,,,,,,,,,,50,740,,,,27.2,,,,,0.0,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,10.0,,,,,,,,,,54.1,,,северный,,27.8,4.0,,,0,,,,,,,,50,740,,,,27.7,,,,,0.0,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,74.4,,,северо-западный,,,2.0,,,,,,,,,,,50,741,,,,23.0,,,,,2.0,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,71.7,,,западный,,,1.0,,,,,,,,,,,50,741,,,,23.5,,,,,2.0,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,81.6,,,северо-западный,,,2.0,,,,,,,,,,,50,741,,,,22.2,,,,,0.0,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,90.5,,20.0,северный,,,4.0,,,0,,,,0,,,,50,741,,,,20.2,,,,,4.0,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,67.9,,,северный,,,6.0,,,,,,,,,,,50,742,,,,24.1,,,,,6.0,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,68.7,,,северный,,,4.0,,,,,,,,,,,50,742,,,,26.1,,,,,7.0,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,83.1,,,южный,,,6.0,,,,,,,,,,,50,742,,,,21.9,,,,,7.0,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,90.5,,,южный,,27.3,5.0,,,0,,,,,,,,50,742,,,,20.0,,,,,7.0,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,97.5,,,южный,,,4.0,,,,,,,,,,,50,742,,,,18.2,,,,,6.0,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,2.0,,,,,,,,,,True,1,743,,,,18.4,,,,,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,100.0,,,южный,,,3.0,,,,,,,,,,True,1,743,,,,18.3,,,,,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,100.0,,16.9,юго-восточный,,,7.0,,,0,,,,0,,,True,0,743,,,,16.9,,,,,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,True,,,,,,,,100.0,,16.5,южный,,,7.0,,,,,,,,,,,10,744,,,,16.7,,,,,10.0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,89.3,,,южный,,,6.0,,,,,,,,,,,50,744,,,,19.4,,,,,10.0,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,84.5,,,южный,,,5.0,,,,,,,,,,,50,743,,,,20.7,,,,,9.0,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,95.7,,,южный,,21.3,6.0,,,0,,,,,,,,50,743,,,,17.9,,,,,10.0,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,96.9,,,южный,,,4.0,,,,,,,,,,,50,743,,,,17.4,,,,,10.0,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,3.0,,,,,,,,,,,50,743,,,,17.4,,,,,10.0,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,99.4,,,юго-восточный,,,2.0,,,,,,,,,,,50,743,,,,17.1,,,,,10.0,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,97.5,,16.8,юго-восточный,,,3.0,,,0,,,,0,,,,50,742,,,,17.0,,,,,10.0,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,92.1,,,южный,,,3.0,,,,,,,,,,,50,742,,,,18.3,,,,,10.0,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,92.2,,,южный,,,6.0,,,,,,,,,,,50,742,,,,18.8,,,,,10.0,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,87.6,,,южный,,,7.0,,,,,,,,,,,50,742,,,,19.0,,,,,9.0,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,11.0,,,,,,,,,,89.8,,,южный,,20.2,6.0,,,0,,,,,,,,50,742,,,,17.9,,,,,9.0,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,4.0,,,,,,,,,,,50,742,,,,17.2,,,,,10.0,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,96.3,,,южный,,,7.0,,,,,,,,,,,50,743,,,,17.1,,,,,10.0,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,13.0,,,,,,,,,,95.0,,,южный,,,9.0,,,,,,,,,,,50,742,,,,16.8,,,,,10.0,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,13.0,,,,,,,,,,96.9,,16.4,южный,,,6.0,,,0,,,,0,,,,50,743,,,,16.9,,,,,10.0,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,88.1,,,южный,,,4.0,,,,,,,,,,,50,743,,,,18.4,,,,,10.0,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,86.5,,,юго-западный,,,3.0,,,,,,,,,,,50,743,,,,19.1,,,,,10.0,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,86.6,,,западный,,,3.0,,,,,,,,,,,50,743,,,,19.8,,,,,10.0,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,88.1,,,южный,,20.0,5.0,,,0,,,,,,,,50,743,,,,18.5,,,,,10.0,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,96.3,,,южный,,,6.0,,,,,,,,,,,50,744,,,,17.2,,,,,10.0,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,10.0,,,,,,,,,,95.6,,,южный,,,4.0,,,,,,,,,,,50,744,,,,16.7,,,,,7.0,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,3.0,,,,,,,,,,,50,743,,,,16.7,,,,,7.0,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,96.2,,16.4,южный,,,2.0,,,0,,,,0,,,,50,744,,,,16.5,,,,,6.0,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,88.1,,,юго-западный,,,2.0,,,,,,,,,,,50,744,,,,18.5,,,,,10.0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,84.9,,,юго-западный,,,1.0,,,,,,,,,,,50,744,,,,19.6,,,,,10.0,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,79.9,,,юго-западный,,,3.0,,,,,,,,,,,50,743,,,,20.8,,,,,9.0,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,84.5,,,юго-западный,,22.0,3.0,,,0,,,,,,,,50,743,,,,20.0,,,,,7.0,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,85.4,,,южный,,,4.0,,,,,,,,,,,50,743,,,,19.1,,,,,10.0,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,93.9,,,северо-западный,,,2.0,,,,,,,,,,,50,743,,,,18.3,,,,,6.0,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,95.1,,,юго-западный,,,1.0,,,,,,,,,,,50,743,,,,18.3,,,,,6.0,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,93.9,,17.9,северо-западный,,,1.0,,,0,,,,0,,,,50,743,,,,18.7,,,,,10.0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,98.8,True,,северный,,,2.0,,,,,,,,,,,10,744,,,,18.6,,,,,10.0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,90.0,,,северо-западный,,,2.0,,,,,,,,,,,50,744,,,,20.7,,,True,,9.0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,87.8,,,южный,,,4.0,,,,,,,,,,,50,743,,,,21.1,,,True,,10.0,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,84.5,,,южный,,22.2,5.0,,,менее 0.1,,,,,,,,50,743,,,,20.0,,,,,7.0,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,95.1,,,южный,,,4.0,,,,,,,,,,,50,744,,,,18.5,,,,,9.0,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,3.0,,,,,,,,,,,50,744,,,,18.3,,,,,10.0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,96.9,,,северный,,,2.0,,,,,,,,,,,50,743,,,,18.5,,,,,10.0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,96.3,,18.1,северо-западный,,,2.0,,,0,,,,менее 0.1,,,,50,744,,,,18.7,,,,,10.0,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,98.1,True,,северный,,,3.0,,,,,,,,,,,4,744,,,,18.9,,,,,10.0,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,83.1,,,северо-западный,,,2.0,,,,,,,,,,,50,744,,,,21.6,,,True,,9.0,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,81.1,,,юго-западный,,,4.0,,,,,,,,,,,50,743,,,,22.5,,,True,,6.0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,78.1,,,южный,,23.9,6.0,,,0.3,,,,,,,,50,744,,,,22.3,,,,,7.0,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,4.0,,,,,,,,,,,50,745,,,,18.5,,,,,7.0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,12.0,,,,,,,,,,93.3,,,южный,,,6.0,,,,,,,,,,,50,745,,,,18.8,,,,,10.0,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,98.1,True,,южный,,,4.0,,,,,,,,,,,10,745,,,,18.5,,,,,10.0,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,96.9,,18.2,южный,,,4.0,,,менее 0.1,,,,менее 0.1,,,,50,745,,,,18.7,,,True,,9.0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,83.9,,,юго-восточный,,,7.0,,,,,,,,,,,50,746,,,,20.2,,,True,,10.0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,83.9,,,южный,,,6.0,,,,,,,,,,,50,746,,,,20.2,,,,,10.0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,80.5,,,южный,,,4.0,,,,,,,,,,,50,745,,,,21.4,,,,,9.0,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,85.6,,,южный,,22.7,4.0,,,0,,,,,,,,50,745,,,,20.4,,,,,9.0,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,96.9,,,южный,,,3.0,,,,,,,,,,,50,745,,,,19.5,,,,,10.0,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,98.2,,,южный,,,4.0,,,,,,True,,,,,10,745,,,,19.2,,,,,10.0,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,98.1,,,южный,,,5.0,,,,,,,,,,,10,744,,,,18.8,,,True,,10.0,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,100.0,True,18.8,южный,,,6.0,,,0.3,,,,0.3,,,,1,744,,,,18.9,,,,,,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,98.2,,,южный,,,5.0,,,,,,,,,,,20,744,,,,19.3,,,True,,10.0,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,11.0,,,,,,,,,,96.9,,,южный,,,7.0,,,,,,True,,,,,20,743,,,,20.0,,,,,10.0,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,98.2,True,,южный,,,5.0,,,,,,,,,,,20,743,,,,19.5,,,,,10.0,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,100.0,True,,южный,,20.0,5.0,,,0.3,,,,,,,,1,742,,,,19.6,,,,,,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,100.0,True,,юго-западный,,,1.0,,,,,,,,,,,0,742,,,,19.3,,,,,,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,76.7,,,южный,,,3.0,,,,,,,,,,,50,741,,,,25.5,,,True,,2.0,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,79.4,,,южный,,,6.0,,,,,,,,,,,50,740,,,,24.6,,,True,,6.0,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,91.2,,,юго-восточный,,25.8,5.0,,,менее 0.1,,,,,,,,50,740,,,,21.8,,,,,4.0,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,True,0,740,,,,19.2,,,,,,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,True,0,741,,,,19.2,,,,,,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,100.0,,,юго-восточный,,,7.0,,,,,,,,,,True,0,741,,,,19.0,,,,,,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,12.0,,,,,,,,,,100.0,True,19.0,южный,,,9.0,,,0.7,,,,0.7,,,,0,741,,,,19.1,,,,,,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,16.0,,,,,,,,,,100.0,,18.4,юго-восточный,,,11.0,,,,,,,,,,True,1,742,,,,18.6,,,,,,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,15.0,,,,,,,,,,96.9,,,южный,,,7.0,,,,,,,,,,,20,742,,,,19.3,,,True,,10.0,,
