timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,740.0,,,,,16.2,,72.2,,16.1,,юго-западный,4.0,,,1
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,741.0,,,,,21.1,,57.9,,16.1,,юго-западный,2.0,,,2
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,26.6,,43.5,,,,западный,0.0,,,3
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,26.8,,47.7,,,,северо-западный,4.0,,,3
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,23.7,,56.7,,,,северо-западный,0.0,,,3
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,17.9,,72.1,,,,северный,0.0,,27.4,2
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,15.8,,77.1,,,,северо-восточный,0.0,,,3
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,14.5,,85.5,,,,северо-восточный,7.0,,,3
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,0,,,,0,,,,,50,750.0,,,,,12.9,,88.2,,12.9,,северо-восточный,9.0,,,3
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,13.9,,81.0,,12.7,,северо-восточный,9.0,,,4
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,17.8,,59.8,,,,северо-восточный,9.0,,,3
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,21.1,,47.4,,,,восточный,4.0,,,2
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,19.8,,53.9,,,,северо-восточный,2.0,,,2
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,16.3,,67.2,,,,северо-восточный,0.0,,21.3,2
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,,,,,,,10,752.0,,,,,15.3,,67.4,,,,восточный,2.0,,,2
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,10,752.0,,,,,13.4,,74.7,,,,восточный,0.0,,,1
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,752.0,,,,,12.0,,80.8,,11.9,,восточный,2.0,,,2
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,752.0,,,,,17.3,,62.6,,11.9,,восточный,7.0,,,2
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,,,,,,,10,752.0,,,,,22.3,,51.1,,,,восточный,7.0,,,3
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,24.9,,38.2,,,,восточный,7.0,,,3
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,22.6,,42.1,,,,восточный,7.0,,,2
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,19.0,,50.5,,,,восточный,7.0,,25.0,2
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,17.2,,50.4,,,,восточный,7.0,,,2
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,16.1,,47.4,,,,восточный,9.0,,,2
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,750.0,,,,,14.1,,50.9,,14.1,,восточный,9.0,,,3
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,17.1,,42.0,,14.1,,юго-восточный,10.0,,,3
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,22.8,,30.1,,,,юго-восточный,10.0,,,2
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,10.0,,,,,,,,,,,10,749.0,,,,,25.4,,21.0,,,,юго-восточный,9.0,,,4
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,22.5,,26.3,,,,восточный,9.0,,,2
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,16.8,,46.9,,,,восточный,10.0,,26.0,1
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,16.2,,48.7,,,,восточный,10.0,,,1
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,14.9,,49.0,,,,восточный,10.0,,,1
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,747.0,,,,,13.8,,53.0,,13.8,,восточный,10.0,,,1
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,16.0,,50.0,,13.8,,юго-восточный,9.0,,,2
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,20.2,,40.9,,,,юго-восточный,9.0,,,3
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,21.1,,34.4,,,,южный,10.0,,,3
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,19.3,,44.8,,,,юго-восточный,10.0,,,1
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,18.2,,45.1,,,,юго-восточный,10.0,,22.4,2
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,16.6,,50.6,,,,юго-восточный,7.0,,,2
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,14.4,,62.8,,,,юго-восточный,6.0,,,1
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,747.0,,,,,13.1,,72.1,,13.1,,северный,7.0,,,1
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,18.2,,51.7,,13.0,,восточный,6.0,,,1
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,24.1,,28.5,,,,юго-восточный,2.0,,,2
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,26.1,,24.2,,,,южный,6.0,,,2
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,25.2,,29.4,,,,юго-восточный,6.0,,,1
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,16.0,,68.5,,,,восточный,2.0,,26.7,1
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,11.9,,91.1,,,,северо-восточный,4.0,,,1
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,10.8,,87.4,,,,,6.0,,,0
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,746.0,,,,,10.7,,85.1,,10.4,,,7.0,,,0
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,18.5,,51.4,,10.4,,южный,7.0,,,1
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,24.4,,39.1,,,,юго-восточный,6.0,,,1
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,27.2,,28.0,,,,юго-западный,6.0,,,1
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,26.2,,31.5,,,,южный,6.0,,,2
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,19.5,,42.7,,,,юго-восточный,4.0,,27.3,1
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,18.2,,36.0,,,,юго-восточный,4.0,,,2
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,17.1,,36.7,,,,юго-восточный,4.0,,,2
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,743.0,,,,,15.5,,41.3,,15.5,,юго-восточный,6.0,,,2
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,743.0,,,,,17.7,,38.8,,15.2,,южный,9.0,,,2
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,15.3,,79.1,,,,западный,10.0,,,4
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,11.0,,,,,,,,,True,,4,744.0,,,,,11.0,,92.3,,,,юго-западный,10.0,,,2
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,16,,,,,,,True,,10,743.0,,,,,10.7,,94.8,,,,юго-западный,10.0,,,2
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,20,,,,,True,,,,10,743.0,,,,,10.3,,94.8,,,,юго-западный,6.0,,17.7,3
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,9.6,,96.7,,,,юго-западный,9.0,,,3
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,10.1,,96.7,,,,юго-западный,10.0,,,2
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,,5,,,,21,,,True,,10,739.0,,,,,10.2,,96.1,,9.2,,южный,10.0,,,3
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,,3,,,,,,,True,,10,738.0,,,,,11.5,,96.1,,9.2,,юго-западный,10.0,,,3
1599642000,"Среда, 9 сентября
09:00 (UTC)",,10.0,,,,,,,,,True,,10,739.0,,,,,13.9,,85.4,,,,западный,10.0,,,3
1599652800,"Среда, 9 сентября
12:00 (UTC)",,11.0,,,,,,,,,,,10,740.0,,,,,15.6,,71.6,,,True,западный,7.0,,,4
1599663600,"Среда, 9 сентября
15:00 (UTC)",,11.0,,9,,,,,,,,,10,741.0,,,,,14.7,,73.4,,,True,западный,7.0,,,3
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,8,,,,,,,,,10,743.0,,,,,11.0,,89.9,,,True,западный,2.0,,16.1,1
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,,,,,,,10,743.0,,,,,9.7,,93.5,,,,западный,2.0,,,1
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,8.8,,93.4,,,,южный,0.0,,,1
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,0,,,,9,,,,,10,742.0,,,,,9.4,,97.3,,8.1,,южный,7.0,,,2
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,740.0,,,,,14.4,,78.4,,8.1,,южный,6.0,,,3
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,15.0,,,,,,,,,,,10,739.0,,,,,18.2,,66.2,,,,южный,7.0,,,4
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,13.0,,,,,,,,,,,10,737.0,,,,,18.8,,68.6,,,,южный,9.0,,,5
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,11.0,,0.5,,,,,,,,,10,736.0,,,,,18.6,,73.1,,,True,южный,10.0,,,5
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,10.0,,4,,,,,,,,,10,737.0,,,,,13.3,,94.3,,,True,западный,7.0,,18.9,3
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,,,,,,,10,739.0,,,,,10.8,,93.5,,,,западный,0.0,,,2
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,10,740.0,,,,,8.8,,93.4,,,,западный,0.0,,,2
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,3,,,,4,,,,,10,741.0,,,,,8.1,,96.0,,7.4,,юго-западный,9.0,,,3
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,11.0,,0,,,,,,,,,10,743.0,,,,,9.5,,83.2,,7.4,,западный,9.0,,,3
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,12.9,,63.7,,,,западный,7.0,,,3
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,14.4,,56.6,,,,западный,6.0,,,3
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,13.6,,60.1,,,,западный,6.0,,,1
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,10.3,,78.4,,,,юго-западный,4.0,,15.1,1
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,7.5,,96.6,,,,юго-западный,2.0,,,1
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,6.6,,98.6,,,,западный,2.0,,,1
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,750.0,,,,,5.2,,96.6,,5.2,,юго-западный,0.0,,,1
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,10.9,,84.0,,4.9,,западный,4.0,,,1
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,17.1,,48.3,,,,юго-западный,7.0,,,3
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,16.3,,48.1,,,,юго-западный,6.0,,,2
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,15.7,,53.2,,,,юго-западный,6.0,,,1
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,751.0,,,,,8.8,,90.3,,,,южный,0.0,,18.3,1
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,,,,,,,10,751.0,,,,,6.0,,95.3,,,,,0.0,,,0
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,5.2,,95.2,,,,,0.0,,,0
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,749.0,,,,,7.9,,89.6,,5.0,,юго-западный,7.0,,,2
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,14.1,,60.2,,5.0,,юго-западный,0.0,,,3
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,11.0,,,,,,,,,,,10,747.0,,,,,20.5,,42.7,,,,юго-западный,6.0,,,4
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,11.0,,,,,,,,,,,10,745.0,,,,,20.7,,42.5,,,,южный,7.0,,,4
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,11.0,,0,,,,,,,,,10,744.0,,,,,18.7,,55.8,,,,юго-западный,7.0,,,2
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,10.0,,4,,,,,,,True,,10,744.0,,,,,14.2,,95.6,,,,западный,9.0,,21.1,2
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,,,,,,,,,,,,10,744.0,,,,,13.5,,98.7,,,True,западный,7.0,,,1
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,11.0,,94.2,,,,западный,9.0,,,1
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,,,6,,,,6,,,,,10,745.0,,,,,9.2,,96.0,,9.2,,западный,2.0,,,2
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,,,2,,,,,,,,,10,746.0,,,,,12.5,,81.9,,9.2,,западный,2.0,,,2
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,16.3,,56.3,,,,западный,6.0,,,4
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,10.0,,,,,,,,,,,10,745.0,,,,,15.4,,62.6,,,,западный,9.0,,,3
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,,,0.8,,,,,,,True,,4,745.0,,,,,12.1,,97.4,,,,юго-западный,10.0,,,2
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,,,0.8,,,,,,,,,10,745.0,,,,,12.7,,98.1,,,True,западный,9.0,,17.6,2
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,11.7,,98.0,,,True,западный,4.0,,,2
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,10.2,,98.7,,,True,западный,2.0,,,1
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,,,0.5,,,True,1,,,,,10,747.0,,,,,10.8,,99.3,,9.9,,западный,10.0,,,2
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,,,0.5,,,,,,,,,10,747.0,,,,,13.2,,84.8,,9.9,True,западный,6.0,,,3
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,17.0,,66.4,,,,юго-западный,7.0,,,5
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,10.0,,,,,True,,,,,,10,746.0,,,,,15.5,,91.4,,,,западный,7.0,,,2
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,,,1,,,,,,,,,10,745.0,,,,,16.2,,69.9,,,,северо-западный,6.0,,,2
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,,,1,,,,,,,,,10,747.0,,,,,12.6,,82.5,,,,северо-западный,2.0,,18.5,2
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,10.3,,83.9,,,,северо-западный,0.0,,,2
1600214400,"Среда, 16 сентября
00:00 (UTC)",,,,,,,,,,,,,10,748.0,,,,,6.9,,98.0,,,,западный,0.0,,,1
1600225200,"Среда, 16 сентября
03:00 (UTC)",,,,0,,,,1,,,,,10,749.0,,,,,5.1,,96.6,,5.1,,юго-западный,2.0,,,1
1600236000,"Среда, 16 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,750.0,,,,,11.0,,75.8,,5.0,,северо-западный,2.0,,,2
1600246800,"Среда, 16 сентября
09:00 (UTC)",,,,,,,,,,,,,10,750.0,,,,,15.4,,49.2,,,,западный,7.0,,,2
1600257600,"Среда, 16 сентября
12:00 (UTC)",,,,,,,,,,,,,10,749.0,,,,,17.2,,40.3,,,,северо-западный,6.0,,,1
1600268400,"Среда, 16 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,15.6,,49.6,,,,юго-западный,2.0,,,1
1600279200,"Среда, 16 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,748.0,,,,,8.4,,96.7,,,,,0.0,,17.4,0
1600290000,"Среда, 16 сентября
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,9.7,,83.8,,,,восточный,10.0,,,1
1600300800,"Четверг, 17 сентября
00:00 (UTC)",,,,,,,,,,,,,10,746.0,,,,,12.3,,68.6,,,,юго-восточный,10.0,,,1
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,744.0,,,,,12.8,,73.6,,7.6,,южный,9.0,,,2
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,16.1,,71.3,,7.6,,южный,9.0,,,4
1600333200,"Четверг, 17 сентября
09:00 (UTC)",,12.0,,,,,,,,,,,10,739.0,,,,,21.8,,54.8,,,,южный,9.0,,,6
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,15.0,,,,,,,,,,,10,737.0,,,,,25.1,,44.6,,,,южный,7.0,,,7
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,15.0,,0,,,,,,,,,10,735.0,,,,,23.6,,46.0,,,,южный,9.0,,,6
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,14.0,,2,,,,,,,True,,10,735.0,,,,,15.4,,91.4,,,,юго-западный,10.0,,25.4,5
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,12.0,,,,,,,,,,,10,736.0,,,,,9.4,,92.2,,,True,западный,10.0,,,3
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,,,10,735.0,,,,,9.2,,89.7,,,True,юго-западный,9.0,,,4
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,,7,,,,7,,,,,10,735.0,,,,,9.0,,87.9,,9.0,,западный,10.0,,,3
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,5,,,,,,,,,10,736.0,,,,,9.0,,83.8,,8.3,,юго-западный,9.0,,,4
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,,,,,,True,,,,,,10,736.0,,,,,11.1,,77.9,,,,западный,7.0,,,4
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,,,,,,,,,,,,10,737.0,,,,,11.8,,70.0,,,True,западный,7.0,,,3
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,,,1,,,,,,,,,10,738.0,,,,,10.7,,72.7,,,,западный,4.0,,,3
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,,,1,,,,,,,,,10,739.0,,,,,8.0,,84.2,,,,северо-западный,7.0,,13.1,3
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,True,,10,740.0,,,,,7.4,,97.3,,,,северо-западный,10.0,,,3
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,True,,,,,,10,740.0,,,,,7.0,,95.3,,,,северо-западный,9.0,,,2
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,10.0,,менее 0.1,,,,1,,,,,10,741.0,,,,,6.2,,81.1,,6.1,,северо-западный,9.0,,,3
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,менее 0.1,,,,,,,,,10,741.0,,,,,7.7,,84.2,,6.0,,западный,9.0,,,2
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,,,10,741.0,,,,,11.2,,74.3,,,,западный,9.0,,,3
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,10.0,,,,,,,,,,,10,742.0,,,,,10.9,,73.7,,,,западный,9.0,,,3
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,11.9,,65.3,,,,западный,6.0,,,2
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,742.0,,,,,7.7,,86.0,,,,западный,0.0,,13.2,2
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,7.0,,95.3,,,,юго-западный,2.0,,,2
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,,,10,742.0,,,,,6.5,,95.3,,,,западный,2.0,,,1
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,743.0,,,,,4.9,,98.6,,4.9,,западный,0.0,,,2
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,8.6,,81.4,,4.8,,западный,2.0,,,3
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,745.0,,,,,11.4,,59.9,,,,северо-западный,7.0,,,4
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,12.5,,50.1,,,,западный,7.0,,,3
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,11.0,,0,,,,,,,,,10,746.0,,,,,10.8,,57.3,,,,северо-западный,6.0,,,3
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,747.0,,,,,5.8,,81.0,,,,западный,0.0,,13.4,1
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,4.5,,89.3,,,,западный,0.0,,,2
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,,,10,747.0,,,,,3.6,,96.5,,,,юго-западный,0.0,,,1
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,747.0,,,,,3.6,,97.9,,3.1,,юго-западный,10.0,,,2
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,746.0,,,,,7.2,,88.3,,3.1,,юго-западный,7.0,,,2
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,746.0,,,,,13.0,,63.8,,,,западный,9.0,,,5
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,11.0,,,,,,,,,,,10,745.0,,,,,15.4,,54.2,,,,западный,7.0,,,4
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,13.8,,62.6,,,,юго-западный,7.0,,,3
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,11.2,,71.3,,,,юго-западный,6.0,,15.8,2
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,8.2,,89.0,,,,,6.0,,,0
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,9.8,,91.0,,,,юго-западный,7.0,,,2
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,0,,,,0,,,,,10,745.0,,,,,9.8,,92.2,,8.1,,юго-западный,7.0,,,2
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,0,,,,,,,,,10,745.0,,,,,12.0,,87.0,,8.1,,юго-западный,9.0,,,3
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,10.0,,,,,,,,,,,10,745.0,,,,,17.8,,61.1,,,,юго-западный,7.0,,,5
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,11.0,,,,,,,,,,,10,744.0,,,,,19.4,,52.7,,,,юго-западный,4.0,,,4
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,10.0,,0,,,,,,,,,10,744.0,,,,,16.7,,63.7,,,,юго-западный,2.0,,,4
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,0,,,,,,,,,10,744.0,,,,,11.8,,84.6,,,,юго-западный,0.0,,19.7,2
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,10.7,,88.6,,,,западный,0.0,,,2
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,,,10,745.0,,,,,8.6,,98.0,,,,юго-западный,0.0,,,2
