timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,10,733,,,,34.6,27.2,,,,южный,9.0,,,,4.0,,,
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,0,,,,,,,10,732,,,,33.9,27.5,,,,западный,7.0,,,,3.0,,,
1594144800,"Вторник, 7 июля
18:00 (UTC)",,10.0,0,,,,,,,10,732,,,,26.3,33.3,,,,восточный,7.0,,,34.8,4.0,,,
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,10,732,,,,25.9,36.0,,,,юго-восточный,7.0,,,,3.0,,,
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,,,,,,10,733,,,,22.3,67.5,,,,северо-западный,6.0,,,,4.0,,,
1594177200,"Среда, 8 июля
03:00 (UTC)",,,0,,,0,,,,10,733,,,,21.9,73.3,,21.3,,северо-западный,9.0,,,,3.0,,,
1594188000,"Среда, 8 июля
06:00 (UTC)",,,0,,,,,,,10,733,,,,23.6,68.2,,21.3,,западный,9.0,,,,4.0,,,
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,10,733,,,,23.0,75.3,,,True,северный,9.0,,,,6.0,,,
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,10,735,,,,23.0,66.0,,,True,северо-западный,9.0,,,,6.0,,,
1594220400,"Среда, 8 июля
15:00 (UTC)",,10.0,1,,True,,,,,10,736,,,,19.0,82.7,,,,северо-западный,9.0,,,,4.0,,,
1594231200,"Среда, 8 июля
18:00 (UTC)",True,11.0,23,,,,,,,2,737,,,,15.0,96.8,,,,северо-западный,10.0,,,24.0,7.0,,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,13.0,,,,,True,,,10,738,,,,14.5,89.5,,,,северо-западный,9.0,,,,6.0,,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,10,739,,,,14.4,86.6,,,True,северо-западный,9.0,,,,6.0,,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,23,,,24,,,,10,740,,,,13.1,89.4,,12.8,,северо-западный,9.0,,,,6.0,,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,0.9,,,,,,,10,741,,,,17.0,70.0,,12.8,,северо-западный,5.0,,,,5.0,,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,11.0,,,,,,,,10,742,,,,21.3,46.9,,,,северо-западный,7.0,,,,7.0,,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,12.0,,,,,,,,10,743,,,,22.9,36.9,,,,северный,7.0,,,,6.0,,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,10.0,0,,,,,,,10,743,,,,21.8,42.2,,,,северо-западный,7.0,,,,7.0,,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,10.0,0,,,,,,,10,744,,,,18.1,47.3,,,,западный,2.0,,,23.9,4.0,,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,10,744,,,,16.0,60.6,,,,западный,0.0,,,,3.0,,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,10,745,,,,13.8,70.8,,,,западный,0.0,,,,3.0,,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,0,,,0,,,,10,746,,,,13.6,73.2,,12.5,,северный,2.0,,,,2.0,,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,0,,,,,,,10,746,,,,19.5,50.3,,12.5,,северный,2.0,,,,2.0,,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,10,746,,,,22.3,43.5,,,,северо-западный,4.0,,,,2.0,,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,10,746,,,,23.6,36.8,,,,северо-западный,6.0,,,,2.0,,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,0,,,,,,,10,746,,,,23.4,38.3,,,,восточный,2.0,,,,2.0,,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,0,,,,,,,10,746,,,,21.7,37.0,,,,северо-восточный,0.0,,,24.8,1.0,,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,10,746,,,,19.3,45.1,,,,юго-восточный,0.0,,,,1.0,,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,10,747,,,,14.9,66.0,,,,восточный,0.0,,,-1.2,2.0,,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,0,,,0,,,,10,747,,,,14.9,71.0,,12.7,,северо-восточный,0.0,,,,2.0,,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,0,,,,,,,10,747,,,,21.3,45.9,,12.7,,южный,0.0,,,,3.0,,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,10,747,,,,25.1,36.5,,,,восточный,0.0,,,,2.0,,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,10,746,,,,26.5,35.0,,,,восточный,0.0,,,,2.0,,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,0,,,,,,,10,745,,,,26.9,33.3,,,,восточный,0.0,,,,2.0,,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,0,,,,,,,10,744,,,,23.2,36.7,,,,восточный,0.0,,,27.9,3.0,,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,10,744,,,,19.4,50.6,,,,восточный,0.0,,,,4.0,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,10,744,,,,17.8,56.3,,,,северо-восточный,0.0,,,,2.0,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,0,,,0,,,,10,743,,,,16.3,64.9,,14.5,,северо-восточный,0.0,,,,3.0,,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,0,,,,,,,10,743,,,,23.4,39.6,,14.5,,юго-восточный,0.0,,,,3.0,,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,10,742,,,,27.2,26.3,,,,северный,0.0,,,,3.0,,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,10.0,,,,,,,,10,741,,,,28.8,23.3,,,,восточный,0.0,,,,2.0,,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,0,,,,,,,10,739,,,,28.6,25.1,,,,северо-восточный,0.0,,,,3.0,,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,0,,,,,,,10,739,,,,25.1,39.6,,,,северо-восточный,2.0,,,29.4,2.0,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,10,738,,,,20.8,56.7,,,,северо-восточный,4.0,,,,2.0,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,10,737,,,,19.5,59.9,,,,северный,5.0,,,,3.0,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,0,,,0,,,,10,736,,,,18.8,66.8,,18.6,,северо-восточный,9.0,,,,3.0,,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,0,,,,,,,10,736,,,,23.0,55.8,,17.9,,юго-восточный,9.0,,,,3.0,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,10,737,,,,26.3,44.3,,,,южный,9.0,,,,3.0,,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,True,,,,,10,736,,,,22.8,74.3,,,,северо-восточный,7.0,,,,3.0,,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,2,,,,,,,10,736,,,,23.9,60.9,,,,северный,9.0,,,,4.0,,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,2,,,,,,,10,736,,,,21.0,70.8,,,True,северо-западный,9.0,,,26.3,6.0,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,True,4,736,,,,18.6,89.3,,,,северный,9.0,,,,3.0,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,True,4,735,,,,17.2,90.9,,,,северный,9.0,,,,5.0,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,11,,,12,,,True,4,734,,,,16.3,92.6,,16.3,,северный,9.0,,,,3.0,,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,20,,,,,,True,4,732,,,,17.0,96.9,,16.3,,северо-восточный,10.0,,,,5.0,,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,2,732,,True,,17.5,95.1,,,,юго-западный,10.0,,,,1.0,,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,True,4,732,,,,16.1,95.6,,,,западный,10.0,,,,6.0,,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,11.0,28,,,,,,True,4,732,,,,16.2,94.4,,,,юго-западный,9.0,,,,6.0,,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,11.0,18,,True,,,,,4,733,,,,14.9,95.6,,,,юго-западный,9.0,,,17.7,6.0,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,10,733,,,,14.6,94.3,,,True,юго-западный,9.0,,,,3.0,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,True,4,733,,,,14.0,96.2,,,,западный,9.0,,,,5.0,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,11.0,9,,,35,,,True,4,734,,,,13.4,94.9,,13.4,,западный,9.0,,,,7.0,,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,15.0,7,,,,True,,,10,736,,,,16.1,67.1,,13.4,,западный,6.0,,,,10.0,,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,15.0,,,,,,,,10,737,,,,18.3,53.1,,,,западный,6.0,,,,9.0,,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,15.0,,,,,,,,10,738,,,,21.7,41.9,,,,юго-западный,7.0,,,,8.0,,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,15.0,0.3,,True,,,,,10,739,,,,19.0,60.9,,,,северо-западный,7.0,,,,5.0,,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,0.3,,,,,,,10,740,,,,15.2,65.6,,,True,западный,7.0,,,21.9,3.0,,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,10,740,,,,13.4,72.7,,,,юго-западный,4.0,,,,3.0,,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,10,740,,,,12.9,76.1,,,,юго-западный,4.0,,,,3.0,,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,0,,,0.3,,,,10,740,,,,12.6,77.6,,11.9,,юго-западный,4.0,,,,3.0,,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,0,,,,,,,10,740,,,,17.7,55.2,,11.9,,юго-западный,7.0,,,,3.0,,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,10.0,,,,,,,,10,740,,,,21.3,44.1,,,,западный,4.0,,,,4.0,,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,10,740,,,,23.7,36.8,,,,западный,4.0,,,,5.0,,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,0,,,,,,,10,740,,,,23.4,36.3,,,,западный,2.0,,,,5.0,,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,0,,,,,,,10,740,,,,18.1,54.9,,,,северный,2.0,,,23.9,2.0,,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,10,740,,,,16.7,59.6,,,,северо-восточный,2.0,,,,1.0,,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,10,740,,,,14.3,73.8,,,,северо-восточный,2.0,,,,1.0,,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,0,,,0,,,,10,741,,,,13.6,75.2,,11.6,,северо-восточный,7.0,,,,1.0,,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,0,,,,,,,10,741,,,,19.0,57.8,,11.6,,восточный,9.0,,,,2.0,,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,10,741,,,,23.4,36.3,,,,северо-восточный,9.0,,,,3.0,,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,10,741,,,,24.6,34.2,,,,северо-восточный,7.0,,,,3.0,,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,0,,,,,,,10,741,,,,24.7,34.9,,,,северо-восточный,5.0,,,,2.0,,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,0,,,,,,,10,741,,,,19.8,49.0,,,,северо-восточный,4.0,,,25.1,2.0,,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,10,742,,,,17.1,55.4,,,,северо-восточный,4.0,,,,2.0,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,10,742,,,,16.1,60.7,,,,северо-восточный,0.0,,,,2.0,,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,0,,,0,,,,10,742,,,,13.6,73.7,,13.3,,северо-восточный,2.0,,,,3.0,,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,0,,,,,,,10,743,,,,21.2,64.3,,13.3,,северный,1.0,,,,1.0,,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,10,743,,,,24.8,44.5,,,,восточный,7.0,,,,3.0,,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,10,743,,,,25.0,38.2,,,,северо-восточный,7.0,,,,2.0,,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,0,,,,,,,10,742,,,,24.5,39.9,,,,северо-восточный,4.0,,,,2.0,,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,0,,,,,,,10,743,,,,19.6,60.3,,,,северо-восточный,5.0,,,25.7,3.0,,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,10,743,,,,17.7,68.8,,,,северный,6.0,,,,2.0,,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,10,744,,,,15.0,79.1,,,,северный,2.0,,,,3.0,,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,0,,,0,,,,10,744,,,,14.8,78.5,,13.8,,северный,0.0,,,,4.0,,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,0,,,,,,,10,744,,,,19.8,67.0,,13.8,,северный,0.0,,,,4.0,,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,10,743,,,,22.5,52.5,,,,северо-восточный,4.0,,,,3.0,,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,10,743,,,,23.5,50.0,,,,северный,7.0,,,,3.0,,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,0,,,,,,,10,742,,,,24.1,45.2,,,,северный,4.0,,,,3.0,,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,0,,,,,,,10,742,,,,21.1,52.5,,,,северный,4.0,,,24.7,2.0,,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,10,742,,,,17.6,66.5,,,,северный,2.0,,,,2.0,,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,10,742,,,,15.6,67.9,,,,северный,0.0,,,,2.0,,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,0,,,0,,,,10,742,,,,15.6,71.6,,14.0,,северо-восточный,0.0,,,,1.0,,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,0,,,,,,,10,742,,,,22.4,41.8,,14.0,,восточный,0.0,,,,2.0,,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,10,742,,,,24.9,30.5,,,,восточный,4.0,,,,3.0,,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,10,741,,,,25.5,30.9,,,,восточный,6.0,,,,3.0,,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,0,,,,,,,10,740,,,,26.0,27.1,,,,северный,4.0,,,,2.0,,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,0,,,,,,,10,740,,,,21.5,49.2,,,,северный,7.0,,,26.9,2.0,,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,10,740,,,,18.4,57.2,,,,северо-западный,4.0,,,,3.0,,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,10,740,,,,16.8,68.2,,,,западный,0.0,,,,3.0,,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,0,,,0,,,,10,739,,,,16.4,70.4,,15.1,,западный,2.0,,,,3.0,,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,0,,,,,,,10,739,,,,19.7,66.1,,15.1,,западный,7.0,,,,1.0,,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,10,739,,,,25.9,43.6,,,,северо-западный,7.0,,,,5.0,,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,,,,,,,10,739,,,,26.9,45.1,,,,северо-западный,5.0,,,,6.0,,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,10.0,0,,,,,,,10,738,,,,24.3,42.1,,,,северо-западный,7.0,,,,7.0,,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,10.0,0,,,,,,,10,739,,,,22.0,47.4,,,,западный,7.0,,,27.2,3.0,,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,10,739,,,,19.7,61.9,,,,западный,4.0,,,,4.0,,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,10,739,,,,17.7,68.8,,,,западный,7.0,,,,4.0,,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,0,,,0,,,,10,739,,,,16.1,79.7,,16.1,,западный,7.0,,,,4.0,,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,0,,,,,,,10,739,,,,20.4,72.5,,16.1,,западный,7.0,,,,5.0,,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,12.0,,,,,,,,10,739,,,,20.9,63.8,,,,северо-западный,9.0,,,,5.0,,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,13.0,,,,,,,,10,739,,,,21.8,57.7,,,,северо-западный,7.0,,,,7.0,,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,13.0,0,,,,,,,10,739,,,,22.3,38.8,,,,западный,1.0,,,,7.0,,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,12.0,0,,,,,,,10,740,,,,17.3,51.1,,,,западный,0.0,,,24.0,3.0,,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,10,740,,,,14.4,64.1,,,,западный,0.0,,,,3.0,,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,10,741,,,,12.1,71.5,,,,западный,0.0,,,,3.0,,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,0,,,0,,,,10,741,,,,11.7,73.4,,11.3,,западный,0.0,,,,3.0,,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,0,,,,,,,10,741,,,,17.7,57.8,,11.3,,западный,0.0,,,,3.0,,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,11.0,,,,,,,,10,741,,,,20.9,40.0,,,,западный,2.0,,,,6.0,,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,11.0,,,,,,,,10,741,,,,21.7,37.8,,,,северо-западный,5.0,,,,6.0,,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,11.0,0,,,,,,,10,741,,,,21.0,40.3,,,,западный,4.0,,,,5.0,,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,0,,,,,,,10,741,,,,17.2,52.1,,,,западный,4.0,,,22.2,3.0,,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,10,741,,,,15.0,59.2,,,,западный,4.0,,,,3.0,,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,10,741,,,,13.9,63.1,,,,западный,2.0,,,,2.0,,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,0,,,0,,,,10,741,,,,13.9,66.6,,13.0,,западный,7.0,,,,1.0,,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,0,,,,,,,10,742,,,,16.1,58.6,,13.0,,юго-западный,9.0,,,,1.0,,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,10,742,,,,19.6,43.0,,,,юго-западный,9.0,,,,3.0,,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,10,742,,,,22.8,33.9,,,,юго-западный,9.0,,,,4.0,,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,0,,,,,,,10,742,,,,22.1,39.2,,,,северо-западный,6.0,,,,4.0,,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,0,,,,,,,10,742,,,,18.5,52.1,,,,северо-западный,1.0,,,23.1,3.0,,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,10,743,,,,16.8,54.9,,,,северо-восточный,0.0,,,,1.0,,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,10,743,,,,14.0,67.1,,,,северо-восточный,0.0,,,,2.0,,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,0,,,0,,,,10,744,,,,10.6,84.5,,10.4,,северо-восточный,2.0,,,,2.0,,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,0,,,,,,,10,744,,,,19.2,52.3,,10.4,,восточный,7.0,,,,2.0,,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,10,744,,,,23.6,28.1,,,,северо-западный,6.0,,,,2.0,,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,10,744,,,,24.6,25.2,,,,юго-западный,2.0,,,,3.0,,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,0,,,,,,,10,743,,,,24.7,26.1,,,,северо-восточный,2.0,,,,2.0,,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,0,,,,,,,10,743,,,,21.3,39.8,,,,восточный,2.0,,,25.7,2.0,,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,10,743,,,,18.1,51.7,,,,северо-восточный,2.0,,,,2.0,,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,10,743,,,,14.6,66.8,,,,северо-восточный,2.0,,,,2.0,,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,0,,,0,,,,10,744,,,,14.3,69.5,,13.3,,восточный,2.0,,,,2.0,,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,0,,,,,,,10,744,,,,21.2,50.1,,13.3,,южный,7.0,,,,3.0,,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,10,744,,,,26.2,37.3,,,,юго-восточный,9.0,,,,2.0,,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,10,744,,,,27.9,30.3,,,,восточный,7.0,,,,2.0,,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,0,,,,,,,10,743,,,,26.7,33.9,,,,восточный,9.0,,,,2.0,,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,0,,,,,,,10,743,,,,22.0,39.5,,,,северо-восточный,9.0,,,28.2,3.0,,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,10,743,,,,19.6,43.0,,,,северо-восточный,7.0,,,,3.0,,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,10,743,,,,17.3,49.0,,,,восточный,4.0,,,,4.0,,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,0,,,0,,,,10,744,,,,15.4,56.5,,15.3,,северо-восточный,7.0,,,,3.0,,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,0,,,,,,,10,744,,,,22.7,43.6,,15.3,,восточный,9.0,,,,6.0,,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,10,744,,,,28.3,28.6,,,,восточный,7.0,,,,6.0,,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,10.0,,,,,,,,10,743,,,,30.3,29.2,,,,восточный,6.0,,,,3.0,,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,0,,,,,,,10,743,,,,28.4,32.6,,,,восточный,7.0,,,,4.0,,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,0,,,,,,,10,743,,,,23.8,40.3,,,,северо-восточный,4.0,,,30.4,3.0,,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,10,743,,,,20.0,46.2,,,,восточный,2.0,,,,3.0,,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,10,743,,,,17.2,52.5,,,,северо-восточный,0.0,,,,3.0,,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,0,,,0,,,,10,743,,,,16.7,58.4,,16.4,,северо-восточный,2.0,,,,4.0,,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,0,,,,,,,10,742,,,,21.7,42.8,,16.4,,северо-восточный,7.0,,,,4.0,,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,10,742,,,,27.5,27.5,,,,северо-восточный,7.0,,,,5.0,,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,10,742,,,,29.0,26.2,,,,северо-восточный,7.0,,,,4.0,,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,0,,,,,,,10,742,,,,28.9,26.9,,,,восточный,7.0,,,,3.0,,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,0,,,,,,,10,742,,,,24.8,43.0,,,,северо-восточный,2.0,,,29.7,2.0,,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,10,742,,,,23.1,49.6,,,,восточный,5.0,,,,2.0,,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,10,742,,,,19.8,61.1,,,,северо-восточный,0.0,,,,3.0,,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,0,,,0,,,,10,742,,,,18.8,60.1,,18.6,,северо-восточный,2.0,,,,3.0,,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,0,,,,,,,10,743,,,,24.9,39.5,,18.6,,юго-восточный,5.0,,,,3.0,,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,10,742,,,,30.4,26.8,,,,юго-восточный,2.0,,,,3.0,,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,10,742,,,,32.2,20.1,,,,южный,5.0,,,,4.0,,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,10.0,0,,,,,,,10,742,,,,31.4,24.0,,,,юго-западный,5.0,,,,4.0,,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,0,,,,,,,10,742,,,,27.0,35.1,,,,юго-западный,7.0,,,32.4,3.0,,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,10,742,,,,24.7,44.2,,,,юго-западный,4.0,,,,3.0,,,
