timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1600308000,"Четверг, 17 сентября
02:00 (UTC)",,,,,,,,,,,84.5,,,,,южный,,,2,,,,,,,,,,,,,,736,,,15.3,,,,,
1600311600,"Четверг, 17 сентября
03:00 (UTC)",,,,,,,,,,,85.6,,,14.0,,южный,,,2,,,,0,,,,0.4,,,,,10.0,736,,,14.9,,,,7.0,
1600315200,"Четверг, 17 сентября
04:00 (UTC)",,,,,,,,,,,86.1,,,,,южный,,,2,,,,,,,,,,,,,,735,,,14.7,,,,,
1600318800,"Четверг, 17 сентября
05:00 (UTC)",,,,,,,,,,,83.9,,,,,южный,,,2,,,,,,,,,,,,,,734,,,15.3,,,,,
1600322400,"Четверг, 17 сентября
06:00 (UTC)",,,,,,,,,,,80.9,,,14.0,,южный,,,2,,,,0,,,,,,,,,10.0,734,,,16.7,,,,4.0,
1600326000,"Четверг, 17 сентября
07:00 (UTC)",,,,,,,,,,,79.9,,,,,южный,,,2,,,,,,,,,,,,,,733,,,17.5,,,,,
1600333200,"Четверг, 17 сентября
09:00 (UTC)",True,,,,,,,,,,93.2,,,,,юго-западный,,,1,,,,,,,,,,,,,4.0,733,,,16.9,,,,10.0,
1600340400,"Четверг, 17 сентября
11:00 (UTC)",,,,,,,,,,,89.6,,,,,западный,,,4,,,,,,,,,,,,,,732,,,15.0,,,,,
1600344000,"Четверг, 17 сентября
12:00 (UTC)",,12.0,,,,,,,,,91.7,,,,,северо-западный,,,3,,,,,,,,,,True,,,4.0,733,,,10.8,,,,10.0,
1600347600,"Четверг, 17 сентября
13:00 (UTC)",,12.0,,,,,,,,,86.8,,,,,северо-западный,,,3,,,,,,,,,,,,,,734,,,9.8,,,,,
1600351200,"Четверг, 17 сентября
14:00 (UTC)",,12.0,,,,,,,,,91.6,,,,,западный,,,1,,,,,,,,,,,,,,734,,,9.1,,,,,
1600354800,"Четверг, 17 сентября
15:00 (UTC)",,,,,,,,,,,88.0,,,,,западный,,,2,,,,8,,,,,,,,,10.0,734,,,10.0,,True,,6.0,
1600358400,"Четверг, 17 сентября
16:00 (UTC)",,12.0,,,,,,,,,90.4,,,,,западный,,,2,,,,,,,,,,,,,,734,,,9.5,,,,,
1600362000,"Четверг, 17 сентября
17:00 (UTC)",,12.0,,,,,,,,,89.1,,,,,западный,,,2,,,,,,,,,,,,,,734,,,9.5,,,,,
1600365600,"Четверг, 17 сентября
18:00 (UTC)",,,,,,,,,,,89.7,,,,,западный,,18.5,1,,,,8,,,,,,,,,10.0,734,,,9.4,,True,,5.0,
1600369200,"Четверг, 17 сентября
19:00 (UTC)",,,,,,,,,,,89.7,,,,,западный,,,2,,,,,,,,,,,,,,734,,,9.1,,,,,
1600372800,"Четверг, 17 сентября
20:00 (UTC)",,,,,,,,,,,95.3,,,,,западный,,,2,,,,,,,,,,,,,,734,,,7.6,,,,,
1600376400,"Четверг, 17 сентября
21:00 (UTC)",,,,,,,,,,,93.4,,,,,западный,,,2,,,,,,,,,True,,,,4.0,734,,,7.8,,,,10.0,
1600380000,"Четверг, 17 сентября
22:00 (UTC)",,,,,,,,,,,93.4,,,,,западный,,,2,,,,,,,,,,,,,,734,,,7.6,,,,,
1600383600,"Четверг, 17 сентября
23:00 (UTC)",,,,,,,,,,,93.4,,,,,западный,,,2,,,,,,,,,,,,,,734,,,7.6,,,,,
1600387200,"Пятница, 18 сентября
00:00 (UTC)",,,,,,,,,,,94.0,,,,,западный,,,2,,,,,,,,,,True,,,4.0,734,,,7.4,,,,10.0,
1600390800,"Пятница, 18 сентября
01:00 (UTC)",,,,,,,,,,,93.4,,,,,западный,,,2,,,,,,,,,,,,,,734,,,7.1,,,,,
1600394400,"Пятница, 18 сентября
02:00 (UTC)",,,,,,,,,,,94.0,,,,,западный,,,3,,,,,,,,,,,,,,734,,,6.7,,,,,
1600398000,"Пятница, 18 сентября
03:00 (UTC)",,,True,,,,,,,,94.6,,,6.5,,западный,,,2,,,,7,,,,8,,,,,4.0,734,,,6.5,,,,10.0,
1600401600,"Пятница, 18 сентября
04:00 (UTC)",,,,,,,,,,,94.6,,,,,западный,,,2,,,,,,,,,,,,,,734,,,6.4,,,,,
1600405200,"Пятница, 18 сентября
05:00 (UTC)",,,,,,,,,,,95.3,,,,,западный,,,2,,,,,,,,,,,,,,734,,,6.6,,,,,
1600408800,"Пятница, 18 сентября
06:00 (UTC)",,,,,,,,,,,93.4,,,6.4,,северо-западный,,,3,,,,9,,,,,True,,,,4.0,735,,,7.1,,,,10.0,
1600412400,"Пятница, 18 сентября
07:00 (UTC)",,,,,,,,,,,90.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,736,,,7.4,,,,,
1600416000,"Пятница, 18 сентября
08:00 (UTC)",,12.0,,,,,,,,,86.5,,,,,северо-западный,,,3,,,,,,,,,,,,,,736,,,7.2,,,,,
1600419600,"Пятница, 18 сентября
09:00 (UTC)",,12.0,True,,,,,,,,85.9,,,,,северо-западный,,,3,,,,,,,,,,,,,4.0,737,,,7.5,,,,10.0,
1600423200,"Пятница, 18 сентября
10:00 (UTC)",,12.0,,,,,,,,,92.1,,,,,северо-западный,,,2,,,,,,,,,,,,,,738,,,7.2,,,,,
1600426800,"Пятница, 18 сентября
11:00 (UTC)",,12.0,,,,,,,,,91.5,,,,,северо-западный,,,3,,,,,,,,,,,,,,738,,,7.5,,,,,
1600430400,"Пятница, 18 сентября
12:00 (UTC)",,10.0,True,,,,,,,,89.6,,,,,северо-западный,,,3,,,,,,,,,,,,,4.0,738,,,7.7,,,,10.0,
1600434000,"Пятница, 18 сентября
13:00 (UTC)",,12.0,,,,,,,,,89.6,,,,,северо-западный,,,2,,,,,,,,,,,,,,739,,,7.6,,,,,
1600437600,"Пятница, 18 сентября
14:00 (UTC)",,,,,,,,,,,92.1,,,,,северо-западный,,,3,,,,,,,,,,,,,,739,,,7.3,,,,,
1600441200,"Пятница, 18 сентября
15:00 (UTC)",,11.0,True,,,,,,,,87.7,,,,,северо-западный,,,3,,,,2,,,,,,,,,4.0,740,,,7.4,,,,10.0,
1600444800,"Пятница, 18 сентября
16:00 (UTC)",,,,,,,,,,,87.7,,,,,северо-западный,,,2,,,,,,,,,,,,,,741,,,7.4,,,,,
1600448400,"Пятница, 18 сентября
17:00 (UTC)",,,,,,,,,,,85.9,,,,,северо-западный,,,2,,,,,,,,,,,,,,741,,,7.4,,,,,
1600452000,"Пятница, 18 сентября
18:00 (UTC)",,10.0,,,,,,,,,88.3,,,,,северо-западный,,7.7,2,,,,1,,,,,,,,,4.0,741,,,7.3,,True,,10.0,
1600455600,"Пятница, 18 сентября
19:00 (UTC)",,,,,,,,,,,90.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,7.2,,,,,
1600459200,"Пятница, 18 сентября
20:00 (UTC)",,,,,,,,,,,91.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,7.2,,,,,
1600462800,"Пятница, 18 сентября
21:00 (UTC)",,,,,,,,,,,92.1,,,,,западный,,,1,,,,,,,,,,,,,10.0,742,,,6.8,,,,10.0,
1600466400,"Пятница, 18 сентября
22:00 (UTC)",,,,,,,,,,,94.6,,,,,западный,,,1,,,,,,,,,,,,,,742,,,5.7,,,,,
1600470000,"Пятница, 18 сентября
23:00 (UTC)",,,,,,,,,,,95.9,,,,,западный,,,1,,,,,,,,,,,,,,742,,,5.1,,,,,
1600473600,"Суббота, 19 сентября
00:00 (UTC)",,,,,,,,,,,93.9,,,,,западный,,,1,,,,,,,,,True,,,,4.0,742,,,5.5,,,,7.0,
1600484400,"Суббота, 19 сентября
03:00 (UTC)",,,,,,,,,,,93.9,,,,,западный,,,1,,,,0.3,,,,10,True,,,,4.0,742,,,5.5,,,,7.0,
1600491600,"Суббота, 19 сентября
05:00 (UTC)",,,,,,,,,,,91.5,,,,,западный,,,2,,,,,,,,,,,,,,742,,,7.4,,,,,
1600495200,"Суббота, 19 сентября
06:00 (UTC)",,,,,,,True,,,,89.1,,,5.1,,северо-западный,,,2,,,,менее 0.1,,,,,,,,,10.0,742,,,8.7,,,,7.0,
1600498800,"Суббота, 19 сентября
07:00 (UTC)",,,,,,,,,,,86.2,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,9.6,,,,,
1600502400,"Суббота, 19 сентября
08:00 (UTC)",,,,,,,,,,,87.9,,,,,северо-западный,,,1,,,,,,,,,,,,,,742,,,9.6,,,,,
1600506000,"Суббота, 19 сентября
09:00 (UTC)",,,,,,,,,,,86.8,,,,,западный,,,2,,,,,,,,,,,,,10.0,742,,,10.1,,,,10.0,
1600509600,"Суббота, 19 сентября
10:00 (UTC)",,,,,,,,,,,88.0,,,,,северо-западный,,,2,,,,,,,,,,,,,,742,,,10.1,,,,,
1600513200,"Суббота, 19 сентября
11:00 (UTC)",,,,,,,,,,,73.5,,,,,западный,,,2,,,,,,,,,,,,,,742,,,12.2,,,,,
1600516800,"Суббота, 19 сентября
12:00 (UTC)",,,,,,,,,,,70.7,,,,,западный,,,2,,,,,,,,,,,,,10.0,742,,,13.1,,,,9.0,
1600520400,"Суббота, 19 сентября
13:00 (UTC)",,,,,,,,,,,67.9,,,,,западный,,,3,,,,,,,,,,,,,,742,,,13.5,,,,,
1600524000,"Суббота, 19 сентября
14:00 (UTC)",,,,,,,,,,,71.9,,,,,западный,,,2,,,,,,,,,,,,,,742,,,11.9,,,,,
1600527600,"Суббота, 19 сентября
15:00 (UTC)",,,,,,,,,,,79.5,,,,,западный,,,2,,,,менее 0.1,,,,,,,,,10.0,742,,,10.8,,,,5.0,
1600531200,"Суббота, 19 сентября
16:00 (UTC)",,,,,,,,,,,85.6,,,,,западный,,,1,,,,,,,,,,,,,,742,,,9.5,,,,,
1600534800,"Суббота, 19 сентября
17:00 (UTC)",,,,,,,,,,,90.9,,,,,западный,,,1,,,,,,,,,,,,,,742,,,8.0,,,,,
1600538400,"Суббота, 19 сентября
18:00 (UTC)",,,,,,,,,,,92.1,,,,,северо-западный,,13.7,1,,,,0,,,,,,,,,10.0,742,,,7.6,,,,0.0,
1600542000,"Суббота, 19 сентября
19:00 (UTC)",,,,,,,,,,,92.7,,,,,западный,,,1,,,,,,,,,,,,,,742,,,7.5,,,,,
1600545600,"Суббота, 19 сентября
20:00 (UTC)",,,,,,,,,,,92.7,,,,,западный,,,1,,,,,,,,,,,,,,742,,,7.4,,,,,
1600549200,"Суббота, 19 сентября
21:00 (UTC)",,,,,,,,,,,92.7,,,,,западный,,,1,,,,,,,,,,,,,10.0,742,,,7.3,,,,0.0,
1600552800,"Суббота, 19 сентября
22:00 (UTC)",,,,,,,,,,,94.0,,,,,северо-западный,,,1,,,,,,,,,,,,,,743,,,6.7,,,,,
1600556400,"Суббота, 19 сентября
23:00 (UTC)",,,,,,,,,,,94.6,,,,,северо-западный,,,1,,,,,,,,,,,,,,743,,,6.1,,,,,
1600560000,"Воскресенье, 20 сентября
00:00 (UTC)",,,,,,,,,,,94.6,,,,,северо-западный,,,1,,,,,,,,,True,,,,4.0,743,,,6.0,,,,6.0,
1600563600,"Воскресенье, 20 сентября
01:00 (UTC)",,,,,,,,,,,94.6,,,,,северо-западный,,,1,,,,,,,,,,,,,,743,,,5.2,,,,,
1600567200,"Воскресенье, 20 сентября
02:00 (UTC)",,,,,,,,,,,95.2,,,,,западный,,,1,,,,,,,,,,,,,,744,,,4.9,,,,,
1600570800,"Воскресенье, 20 сентября
03:00 (UTC)",,,,,,,,,,,96.5,,,4.0,,западный,,,1,,,,0,,,,менее 0.1,True,,,,4.0,744,,,4.1,,,,4.0,
1600574400,"Воскресенье, 20 сентября
04:00 (UTC)",,,,,,,,,,,97.2,,,,,западный,,,1,,,,,,,,,,,,,,744,,,4.0,,,,,
1600578000,"Воскресенье, 20 сентября
05:00 (UTC)",,,,,,,,,,,95.9,,,,,западный,,,1,,,,,,,,,,,,,,745,,,5.7,,,,,
1600581600,"Воскресенье, 20 сентября
06:00 (UTC)",,,,,,,,,,,88.3,,,3.8,,северо-западный,,,1,,,,0,,,,,,,,,10.0,745,,,7.3,,,,0.0,
1600585200,"Воскресенье, 20 сентября
07:00 (UTC)",,,,,,,,,,,82.1,,,,,западный,,,1,,,,,,,,,,,,,,745,,,9.2,,,,,
1600588800,"Воскресенье, 20 сентября
08:00 (UTC)",,,,,,,,,,,72.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,746,,,11.1,,,,,
1600592400,"Воскресенье, 20 сентября
09:00 (UTC)",,,,,,,,,,,62.8,,,,,северо-западный,,,2,,,,,,,,,,,,,20.0,746,,,12.5,,,,1.0,
1600596000,"Воскресенье, 20 сентября
10:00 (UTC)",,,,,,,,,,,54.4,,,,,северо-западный,,,2,,,,,,,,,,,,,,746,,,13.4,,,,,
1600599600,"Воскресенье, 20 сентября
11:00 (UTC)",,,,,,,,,,,49.8,,,,,северо-западный,,,2,,,,,,,,,,,,,,745,,,13.9,,,,,
1600603200,"Воскресенье, 20 сентября
12:00 (UTC)",,,,,,,,,,,47.8,,,,,западный,,,2,,,,,,,,,,,,,20.0,745,,,14.1,,,,1.0,
1600606800,"Воскресенье, 20 сентября
13:00 (UTC)",,,,,,,,,,,48.6,,,,,западный,,,1,,,,,,,,,,,,,,745,,,14.5,,,,,
1600610400,"Воскресенье, 20 сентября
14:00 (UTC)",,,,,,,,,,,51.9,,,,,западный,,,2,,,,,,,,,,,,,,745,,,13.8,,,,,
1600614000,"Воскресенье, 20 сентября
15:00 (UTC)",,,,,,,,,,,66.5,,,,,западный,,,1,,,,0,,,,,,,,,20.0,745,,,11.2,,,,2.0,
1600617600,"Воскресенье, 20 сентября
16:00 (UTC)",,,,,,,,,,,86.6,,,,,,,,0,,,,,,,,,,,,,,745,,,8.1,,,,,
1600621200,"Воскресенье, 20 сентября
17:00 (UTC)",,,,,,,,,,,92.7,,,,,,,,0,,,,,,,,,,,,,,745,,,6.7,,,,,
1600624800,"Воскресенье, 20 сентября
18:00 (UTC)",,,,,,,,,,,94.6,,,,,,,14.7,0,,,,0,,,,,True,,,,4.0,745,,,5.9,,,,2.0,
1600628400,"Воскресенье, 20 сентября
19:00 (UTC)",,,,,,,,,,,95.9,,,,,,,,0,,,,,,,,,,,,,,745,,,5.2,,,,,
1600632000,"Воскресенье, 20 сентября
20:00 (UTC)",,,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,,,,,,745,,,4.6,,,,,
1600635600,"Воскресенье, 20 сентября
21:00 (UTC)",,,,,,,,,,,97.2,,,,,,,,0,,,,,,,,,True,,,,4.0,745,,,4.2,,,,1.0,
1600639200,"Воскресенье, 20 сентября
22:00 (UTC)",,,,,,,,,,,97.9,,,,,,,,0,,,,,,,,,,,,,,745,,,3.9,,,,,
1600642800,"Воскресенье, 20 сентября
23:00 (UTC)",,,,,,,,,,,97.9,,,,,,,,0,,,,,,,,,,,,,,745,,,3.6,,,,,
1600646400,"Понедельник, 21 сентября
00:00 (UTC)",,,,,,,,,,,97.9,,,,,,,,0,,,,,,,,,,,,,4.0,745,,,3.2,,,True,0.0,
1600650000,"Понедельник, 21 сентября
01:00 (UTC)",,,,,,,,,,,97.9,,,,,,,,0,,,,,,,,,,,,,,745,,,3.1,,,,,
1600653600,"Понедельник, 21 сентября
02:00 (UTC)",,,,,,,,,,,98.6,,,,,,,,0,,,,,,,,,,,,,,744,,,3.0,,,,,
1600657200,"Понедельник, 21 сентября
03:00 (UTC)",,,,,,,,,,,98.6,,,2.6,,,,,0,,,,0,,,,0,,,,,4.0,744,,,2.6,,,True,0.0,
1600660800,"Понедельник, 21 сентября
04:00 (UTC)",,,,,,,,,,,97.9,,,,,,,,0,,,,,,,,,,,,,,744,,,3.1,,,,,
1600664400,"Понедельник, 21 сентября
05:00 (UTC)",,,,,,,,,,,97.2,,,,,северо-западный,,,1,,,,,,,,,,,,,,744,,,4.9,,,,,
1600668000,"Понедельник, 21 сентября
06:00 (UTC)",,,,,,,,,,,94.0,,,2.6,,западный,,,1,,,,0,,,,,True,,,,4.0,744,,,8.1,,,,5.0,
1600671600,"Понедельник, 21 сентября
07:00 (UTC)",,,,,,,,,,,78.4,,,,,западный,,,2,,,,,,,,,,,,,,744,,,10.4,,,,,
1600675200,"Понедельник, 21 сентября
08:00 (UTC)",,,,,,,,,,,67.8,,,,,западный,,,2,,,,,,,,,,,,,,744,,,12.7,,,,,
1600678800,"Понедельник, 21 сентября
09:00 (UTC)",,,,,,,,,,,63.5,,,,,западный,,,2,,,,,,,,,,,,,10.0,744,,,13.7,,,,9.0,
1600682400,"Понедельник, 21 сентября
10:00 (UTC)",,,,,,,,,,,65.8,,,,,юго-западный,,,2,,,,,,,,,,,,,,744,,,14.0,,,,,
1600686000,"Понедельник, 21 сентября
11:00 (UTC)",,,,,,,,,,,63.1,,,,,западный,,,2,,,,,,,,,,,,,,744,,,15.9,,,,,
1600689600,"Понедельник, 21 сентября
12:00 (UTC)",,,,,,,,,,,68.7,,,,,западный,,,2,,,,,,,,,,,,,10.0,743,,,15.2,,,,9.0,
1600693200,"Понедельник, 21 сентября
13:00 (UTC)",,,,,,,,,,,68.7,,,,,западный,,,2,,,,,,,,,,,,,,743,,,14.9,,,,,
1600696800,"Понедельник, 21 сентября
14:00 (UTC)",,,,,,,,,,,70.1,,,,,западный,,,1,,,,,,,,,,,,,,743,,,15.0,,,,,
1600700400,"Понедельник, 21 сентября
15:00 (UTC)",,,,,,,,,,,76.8,,,,,юго-западный,,,1,,,,0,,,,,,,,,10.0,743,,,14.1,,,,7.0,
1600704000,"Понедельник, 21 сентября
16:00 (UTC)",,,,,,,,,,,90.5,,,,,,,,0,,,,,,,,,,,,,,743,,,11.6,,,,,
1600707600,"Понедельник, 21 сентября
17:00 (UTC)",,,,,,,,,,,91.7,,,,,юго-западный,,,1,,,,,,,,,,,,,,743,,,11.3,,,,,
1600711200,"Понедельник, 21 сентября
18:00 (UTC)",,,,,,,,,,,92.9,,,,,юго-западный,,16.0,1,,,,0,,,,,True,,,,4.0,743,,,10.8,,,,2.0,
1600714800,"Понедельник, 21 сентября
19:00 (UTC)",,,,,,,,,,,92.9,,,,,западный,,,1,,,,,,,,,,,,,,743,,,10.2,,,,,
1600718400,"Понедельник, 21 сентября
20:00 (UTC)",,,,,,,,,,,94.1,,,,,западный,,,1,,,,,,,,,,,,,,743,,,9.7,,,,,
1600722000,"Понедельник, 21 сентября
21:00 (UTC)",,,,,,,,,,,89.8,,,,,западный,,,1,,,,,,,,,,,,,10.0,742,,,10.3,,,,0.0,
1600725600,"Понедельник, 21 сентября
22:00 (UTC)",,,,,,,,,,,91.0,,,,,западный,,,1,,,,,,,,,,,,,,742,,,10.1,,,,,
1600729200,"Понедельник, 21 сентября
23:00 (UTC)",,,,,,,,,,,89.8,,,,,западный,,,1,,,,,,,,,,,,,,742,,,10.0,,,,,
1600732800,"Вторник, 22 сентября
00:00 (UTC)",,,,,,,,,,,88.6,,,,,западный,,,1,,,,,,,,,,,,,10.0,742,,,10.0,,,,0.0,
1600736400,"Вторник, 22 сентября
01:00 (UTC)",,,,,,,,,,,89.1,,,,,западный,,,1,,,,,,,,,,,,,,742,,,9.5,,,,,
1600740000,"Вторник, 22 сентября
02:00 (UTC)",,,,,,,,,,,90.3,,,,,юго-западный,,,1,,,,,,,,,,,,,,742,,,9.1,,,,,
1600743600,"Вторник, 22 сентября
03:00 (UTC)",,,,,,,,,,,92.1,,,7.9,,юго-западный,,,1,,,,0,,,,0,,,,,10.0,742,,,7.9,,,,0.0,
1600747200,"Вторник, 22 сентября
04:00 (UTC)",,,,,,,,,,,94.1,,,,,юго-западный,,,1,,,,,,,,,,,,,,742,,,8.2,,,,,
1600750800,"Вторник, 22 сентября
05:00 (UTC)",,,,,,,,,,,91.0,,,,,юго-западный,,,1,,,,,,,,,,,,,,742,,,9.2,,,,,
1600754400,"Вторник, 22 сентября
06:00 (UTC)",,,,,,,,,,,85.7,,,7.4,,юго-западный,,,1,,,,0,,,,,,,,,10.0,742,,,10.7,,,,7.0,
1600758000,"Вторник, 22 сентября
07:00 (UTC)",,,,,,,,,,,78.3,,,,,юго-западный,,,2,,,,,,,,,,,,,,742,,,13.3,,,,,
1600761600,"Вторник, 22 сентября
08:00 (UTC)",,,,,,,,,,,67.6,,,,,юго-западный,,,2,,,,,,,,,,,,,,742,,,16.1,,,,,
1600765200,"Вторник, 22 сентября
09:00 (UTC)",,,,,,,,,,,61.8,,,,,западный,,,2,,,,,,,,,,,,,10.0,742,,,17.6,,,,9.0,
1600768800,"Вторник, 22 сентября
10:00 (UTC)",,,,,,,,,,,56.3,,,,,юго-западный,,,2,,,,,,,,,,,,,,742,,,19.0,,,,,
1600772400,"Вторник, 22 сентября
11:00 (UTC)",,,,,,,,,,,52.1,,,,,западный,,,2,,,,,,,,,,,,,,742,,,19.9,,,,,
1600776000,"Вторник, 22 сентября
12:00 (UTC)",,,,,,,,,,,50.4,,,,,юго-западный,,,3,,,,,,,,,,,,,10.0,742,,,19.8,,,,6.0,
1600779600,"Вторник, 22 сентября
13:00 (UTC)",,,,,,,,,,,50.1,,,,,западный,,,2,,,,,,,,,,,,,,742,,,19.9,,,,,
1600783200,"Вторник, 22 сентября
14:00 (UTC)",,,,,,,,,,,53.8,,,,,юго-западный,,,2,,,,,,,,,,,,,,741,,,19.4,,,,,
1600786800,"Вторник, 22 сентября
15:00 (UTC)",,,,,,,,,,,65.5,,,,,юго-западный,,,1,,,,0,,,,,,,,,10.0,741,,,16.8,,,,0.0,
1600790400,"Вторник, 22 сентября
16:00 (UTC)",,,,,,,,,,,83.7,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,13.2,,,,,
1600794000,"Вторник, 22 сентября
17:00 (UTC)",,,,,,,,,,,85.3,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,12.1,,,,,
1600797600,"Вторник, 22 сентября
18:00 (UTC)",,,,,,,,,,,84.7,,,,,юго-западный,,20.3,1,,,,0,,,,,,,,,10.0,741,,,11.9,,,,0.0,
1600801200,"Вторник, 22 сентября
19:00 (UTC)",,,,,,,,,,,89.8,,,,,,,,0,,,,,,,,,,,,,,741,,,10.7,,,,,
1600804800,"Вторник, 22 сентября
20:00 (UTC)",,,,,,,,,,,92.9,,,,,,,,0,,,,,,,,,,,,,,741,,,10.0,,,,,
1600808400,"Вторник, 22 сентября
21:00 (UTC)",,,,,,,,,,,92.2,,,,,юго-западный,,,1,,,,,,,,,,,,,10.0,742,,,10.0,,,,0.0,
1600812000,"Вторник, 22 сентября
22:00 (UTC)",,,,,,,,,,,93.5,,,,,юго-западный,,,1,,,,,,,,,,,,,,741,,,9.3,,,,,
1600815600,"Вторник, 22 сентября
23:00 (UTC)",,,,,,,,,,,95.4,,,,,,,,0,,,,,,,,,,,,,,741,,,8.3,,,,,
1600819200,"Среда, 23 сентября
00:00 (UTC)",,,,,,,,,,,96.0,,,,,,,,0,,,,,,,,,True,,,,4.0,741,,,7.8,,,,0.0,
1600822800,"Среда, 23 сентября
01:00 (UTC)",,,,,,,,,,,96.0,,,,,,,,0,,,,,,,,,,,,,,741,,,7.3,,,,,
1600826400,"Среда, 23 сентября
02:00 (UTC)",,,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,,,,,,741,,,6.7,,,,,
1600830000,"Среда, 23 сентября
03:00 (UTC)",,,,,,,,,,,96.6,,,6.7,,,,,0,,,,0,,,,0,,,,,4.0,741,,,6.7,,,,0.0,
1600833600,"Среда, 23 сентября
04:00 (UTC)",,,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,,,,,,741,,,6.4,,,,,
1600840800,"Среда, 23 сентября
06:00 (UTC)",,,,,,,,,,,87.0,,,6.2,,,,,0,,,,0,,,,,True,,,,4.0,741,,,12.5,,,,0.0,
1600844400,"Среда, 23 сентября
07:00 (UTC)",,,,,,,,,,,70.8,,,,,южный,,,1,,,,,,,,,,,,,,741,,,16.0,,,,,
1600848000,"Среда, 23 сентября
08:00 (UTC)",,,,,,,,,,,61.7,,,,,южный,,,1,,,,,,,,,,,,,,741,,,18.9,,,,,
1600851600,"Среда, 23 сентября
09:00 (UTC)",,,,,,,,,,,53.5,,,,,южный,,,2,,,,,,,,,,,,,10.0,741,,,21.0,,,,0.0,
1600855200,"Среда, 23 сентября
10:00 (UTC)",,,,,,,,,,,47.8,,,,,южный,,,2,,,,,,,,,,,,,,741,,,22.4,,,,,
1600858800,"Среда, 23 сентября
11:00 (UTC)",,,,,,,,,,,41.7,,,,,южный,,,2,,,,,,,,,,,,,,741,,,23.0,,,,,
1600862400,"Среда, 23 сентября
12:00 (UTC)",,,,,,,,,,,39.1,,,,,юго-западный,,,2,,,,,,,,,,,,,20.0,741,,,23.3,,,,0.0,
1600873200,"Среда, 23 сентября
15:00 (UTC)",,,,,,,,,,,58.5,,,,,южный,,,1,,,,0,,,,,,,,,20.0,740,,,18.9,,,,0.0,
1600876800,"Среда, 23 сентября
16:00 (UTC)",,,,,,,,,,,82.1,,,,,,,,0,,,,,,,,,,,,,,740,,,14.0,,,,,
1600880400,"Среда, 23 сентября
17:00 (UTC)",,,,,,,,,,,83.6,,,,,,,,0,,,,,,,,,,,,,,740,,,12.7,,,,,
1600884000,"Среда, 23 сентября
18:00 (UTC)",,,,,,,,,,,88.7,,,,,,,23.6,0,,,,0,,,,,,,,,10.0,740,,,11.3,,,,0.0,
1600894800,"Среда, 23 сентября
21:00 (UTC)",,,,,,,,,,,94.1,,,,,,,,0,,,,,,,,,True,,,,4.0,741,,,9.1,,,,0.0,
1600905600,"Четверг, 24 сентября
00:00 (UTC)",,,,,,,,,,,94.7,,,,,восточный,,,1,,,,,,,,,True,,,,4.0,741,,,7.8,,,,0.0,
1600916400,"Четверг, 24 сентября
03:00 (UTC)",,,,,,,,,,,96.6,,,6.3,,юго-восточный,,,1,,,,0,,,,0,True,,,,4.0,741,,,6.4,,,,4.0,
1600923600,"Четверг, 24 сентября
05:00 (UTC)",,,,,,,,,,,96.0,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,8.1,,,,,
1600927200,"Четверг, 24 сентября
06:00 (UTC)",,,,,,,,,,,79.6,,,6.1,,юго-восточный,,,1,,,,0,,,,,,,,,10.0,741,,,11.3,,,,4.0,
1600930800,"Четверг, 24 сентября
07:00 (UTC)",,,,,,,,,,,65.4,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,14.3,,,,,
1600934400,"Четверг, 24 сентября
08:00 (UTC)",,,,,,,,,,,54.3,,,,,юго-восточный,,,1,,,,,,,,,,,,,,741,,,17.1,,,,,
