timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Поземок (слабый или умеренный),Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый,Туман (с отложением изморози). Небо не видно
1598562000,"Четверг, 27 августа
21:00 (UTC)",,7.0,,,,,,,,55.5,,,южный,,,4.0,,,,,,,,10,738,,,20.6,,,,,10.0,,,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,6.0,,,,,,,,59.2,,,южный,,,3.0,,,,,,,,10,737,,,20.0,,,,,10.0,,,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,6.0,,,,,,,,67.3,17.1,,юго-восточный,,,3.0,,0,,0,,,,10,736,,,17.2,,,,,10.0,,,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,7.0,,,,,,,,55.3,,,южный,,,5.0,,,,,,,,10,736,,,22.5,,,,,6.0,,,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,9.0,,,,,,,,50.1,,,юго-западный,,,4.0,,,,,,,,10,736,,,24.8,,,,,7.0,,,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,8.0,,,,,,,,39.5,,,западный,,,3.0,,,,,,,,10,736,,,26.6,,,,,10.0,,,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,8.0,,,,,,,,60.2,,,южный,,27.6,3.0,,0,,,,,,10,737,,,22.6,,,,,10.0,,,
1598637600,"Пятница, 28 августа
18:00 (UTC)",True,11.0,,,,,,,,87.4,,,юго-западный,,,2.0,,,,,,,,4,738,,,16.6,,,,,10.0,,,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,6.0,,,,,,,,94.3,,,южный,,,3.0,,,,,,True,,4,738,,,14.2,,,,,10.0,,,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,5.0,,,,,,,,89.4,,,южный,,,1.0,,,,,,True,,4,739,,,13.3,,,,,10.0,,,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,4.0,,,,,,,,96.1,10.9,,южный,,,3.0,,2,,2,,True,,4,740,,,12.1,,,,,10.0,,,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,5.0,,,,,,,,83.1,,,юго-западный,,,3.0,,,,,,,,10,740,,,17.6,,,,,10.0,,,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,8.0,,,,,,,,57.4,,,западный,,,4.0,,,,,,,,10,740,,,23.4,,,,,6.0,,,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,11.0,,,,,,,,56.8,,,северо-западный,,,7.0,,,,,,,,10,741,,,22.6,,,,,7.0,,,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,10.0,,,,,,,,58.8,,,северо-западный,,24.8,5.0,,0,,,,,,10,742,,,21.4,,,,True,7.0,,,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,8.0,,,,,,,,80.1,,,западный,,,4.0,,,,,,,,10,744,,,14.6,,,,True,2.0,,,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,6.0,,,,,,,,84.9,,,северо-западный,,,3.0,,,,,,,,10,745,,,13.9,,,,,0.0,,,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,5.0,,,,,,,,93.5,,,западный,,,2.0,,,,,,True,,4,746,,,10.7,,,,,0.0,,,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,4.0,,,,,,,,94.8,8.4,,юго-западный,,,2.0,,0,,0,,True,,4,747,,,11.0,,,,,6.0,,,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,5.0,,,,,,,,76.1,,,западный,,,2.0,,,,,,,,10,748,,,16.0,,,,,7.0,,,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,7.0,,,,,,,,55.6,,,западный,,,3.0,,,,,,,,10,748,,,20.7,,,,,5.0,,,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,8.0,,,,,,,,42.2,,,западный,,,4.0,,,,,,,,10,747,,,22.9,,,,,10.0,,,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,7.0,,,,,,,,48.0,,,юго-западный,,23.8,3.0,,0,,,,,,10,747,,,22.0,,,,,7.0,,,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,4.0,,,,,,,,74.0,,,южный,,,4.0,,,,,,,,10,747,,,15.1,,,,,4.0,,,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,6.0,,,,,,,,65.9,,,южный,,,4.0,,,,,,,,10,747,,,16.7,,,,,4.0,,,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,6.0,,,,,,,,73.5,,,южный,,,3.0,,,,,,,,10,746,,,15.1,,,,,2.0,,,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,5.0,,,,,,,,72.6,13.9,,южный,,,3.0,,0,,0,,,,10,747,,,15.6,,,,,2.0,,,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,8.0,,,,,,,,49.6,,,западный,,,4.0,,,,,,,,10,747,,,24.4,,,,,2.0,,,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,10.0,,,,,,,,32.9,,,западный,,,7.0,,,,,,,,20,746,,,29.7,,,,,2.0,,,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,11.0,,,,,,,,27.9,,,юго-западный,,,8.0,,,,,,,,20,745,,,30.4,,,,,2.0,,,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,10.0,,,,,,,,34.5,,,юго-западный,,30.9,5.0,,0,,,,,,10,744,,,27.3,,,,,4.0,,,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,6.0,,,,,,,,52.3,,,юго-западный,,,5.0,,,,,,,,10,744,,,20.6,,,,,4.0,,,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,8.0,,,,,,,,55.3,,,юго-западный,,,6.0,,,,,,,,10,744,,,19.8,,,,,2.0,,,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,8.0,,,,,,,,57.0,,,юго-западный,,,4.0,,,,,,,,10,744,,,18.9,,,,,4.0,,,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,7.0,,,,,,,,61.5,17.0,,юго-западный,,,4.0,,0,,0,,,,10,744,,,17.8,,,,,6.0,,,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,10.0,,,,,,,,44.0,,,юго-западный,,,6.0,,,,,,,,20,744,,,25.1,,,,,6.0,,,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,13.0,,,,,,,,29.2,,,западный,,,8.0,,,,,,,,20,743,,,30.5,,,,,7.0,,,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,13.0,,,,,,,,26.3,,,юго-западный,,,7.0,,,,,,,,20,743,,,31.3,,,,,6.0,,,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,11.0,,,,,,,,36.6,,,юго-западный,,31.9,4.0,,0,,,,,,20,743,,,27.2,,,,,6.0,,,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,7.0,,,,,,,,51.8,,,западный,,,3.0,,,,,,,,10,744,,,21.2,,,,,5.0,,,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,9.0,,,,,,,,72.3,,,северо-восточный,,,3.0,,,,,,,,10,745,,,19.0,,,,,4.0,,,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,8.0,,,,,,,,79.7,,,северный,,,4.0,,,,,,,,10,747,,,16.0,,,,,0.0,,,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,8.0,,,,,,,,91.2,13.0,,северо-восточный,,,6.0,,0,,0,,True,,4,749,,,13.1,,,,,6.0,,,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,11.0,,,,,,,,73.2,,,северо-восточный,,,7.0,,,,,,,,10,751,,,13.6,,,,,10.0,,,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,10.0,,,,,,,,59.3,,,северо-восточный,,,5.0,,,,,,,,10,752,,,17.3,,,,,4.0,,,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,11.0,,,,,,,,48.1,,,северо-восточный,,,7.0,,,,,,,,10,752,,,19.9,,,,,0.0,,,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,10.0,,,,,,,,56.6,,,северо-восточный,,20.4,5.0,,0,,,,,,10,752,,,17.5,,,,,0.0,,,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,7.0,,,,,,,,79.7,,,восточный,,,3.0,,,,,,,,10,754,,,11.8,,,,,0.0,,,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,4.0,,,,,,,,91.5,,,восточный,,,2.0,,,,,,True,,4,755,,,8.7,,,,,0.0,,,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,4.0,,,,,,,,94.0,,,северо-восточный,,,2.0,,,,,,True,,4,755,,,6.7,,,,,0.0,,,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,3.0,,,,,,,,90.2,5.8,,северный,,,1.0,,0,,0,,True,,4,756,,,7.6,,,,,0.0,,,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,6.0,,,,,,,,64.0,,,восточный,,,3.0,,,,,,,,10,757,,,14.1,,,,,2.0,,,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,8.0,,,,,,,,47.9,,,восточный,,,4.0,,,,,,,,20,757,,,18.0,,,,,2.0,,,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,9.0,,,,,,,,40.4,,,восточный,,,5.0,,,,,,,,20,756,,,19.4,,,,,0.0,,,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,7.0,,,,,,,,47.9,,,восточный,,20.1,3.0,,0,,,,,,10,756,,,16.9,,,,,0.0,,,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,5.0,,,,,,,,76.7,,,юго-восточный,,,2.0,,,,,,,,10,756,,,9.8,,,,,2.0,,,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,3.0,,,,,,,,79.3,,,южный,,,1.0,,,,,,,,10,756,,,9.5,,,,,0.0,,,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,2.0,,,,,,,,81.3,,,юго-восточный,,,1.0,,,,,,,,10,756,,,7.6,,,,,0.0,,,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,2.0,,,,,,,,86.5,5.1,,юго-восточный,,,1.0,,0,,0,,True,,4,756,,,6.8,,,,,4.0,,,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,4.0,,,,,,,,58.4,,,юго-восточный,,,2.0,,,,,,,,20,756,,,16.6,,,,,5.0,,,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,6.0,,,,,,,,43.6,,,южный,,,2.0,,,,,,,,20,755,,,19.6,,,,,5.0,,,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,6.0,,,,,,,,40.5,,,юго-восточный,,,3.0,,,,,,,,20,754,,,20.9,,,,,4.0,,,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,5.0,,,,,,,,57.1,,,восточный,,21.3,2.0,,0,,,,,,20,753,,,18.0,,,,,7.0,,,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,3.0,,,,,,,,76.0,,,южный,,,1.0,,,,,,,,10,753,,,12.3,,,,,7.0,,,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,3.0,,,,,,,,77.4,,,юго-восточный,,,2.0,,,,,,,,10,752,,,10.8,,,,,7.0,,,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,4.0,,,,,,,,79.9,,,юго-восточный,,,3.0,,,,,,,,10,752,,,9.5,,,,,7.0,,,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,4.0,,,,,,,,78.8,7.9,,юго-восточный,,,2.0,,0,,0,,,,10,752,,,9.4,,,,,7.0,,,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,5.0,,,,,,,,52.7,,,юго-восточный,,,3.0,,,,,,,,10,752,,,16.8,,,,,10.0,,,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,8.0,,,,,,,,40.9,,,юго-восточный,,,5.0,,,,,,,,20,751,,,19.2,,,,,9.0,,,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,8.0,,,,,,,,36.5,,,юго-восточный,,,4.0,,,,,,,,20,751,,,20.7,,,,,7.0,,,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,6.0,,,,,,,,46.9,,,юго-восточный,,21.2,3.0,,0,,,,,,10,750,,,18.0,,,,,10.0,,,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,4.0,,,,,,,,70.5,,,юго-восточный,,,3.0,,,,,,,,10,750,,,11.9,,,,,6.0,,,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,5.0,,,,,,,,59.6,,,юго-западный,,,1.0,,,,,,,,10,750,,,11.7,,,,,7.0,,,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,4.0,,,,,,,,63.4,,,юго-восточный,,,2.0,,,,,,,,10,750,,,11.3,,,,,10.0,,,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,4.0,,,,,,,,69.3,9.7,,юго-восточный,,,3.0,,0,,0,,,,10,750,,,11.0,,,,,10.0,,,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,4.0,,,,,,,,64.8,,,юго-восточный,,,2.0,,,,,,,,10,750,,,13.8,,,,,10.0,,,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,6.0,,,,,,,,38.1,,,юго-восточный,,,4.0,,,,,,,,10,749,,,20.9,,,,,6.0,,,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,6.0,,,,,,,,42.2,,,юго-восточный,,,3.0,,,,,,,,10,749,,,21.9,,,,,6.0,,,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,6.0,,,,,,,,56.4,,,восточный,,22.9,2.0,,0,,,,,,10,748,,,19.6,,,,,2.0,,,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,4.0,,,,,,,,70.5,,,юго-восточный,,,3.0,,,,,,,,10,749,,,14.8,,,,,2.0,,,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,5.0,,,,,,,,73.5,,,,,,0.0,,,,,,,,10,749,,,12.5,,,,,2.0,,,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,4.0,,,,,,,,76.7,,,юго-восточный,,,2.0,,,,,,,,10,749,,,10.0,,,,,4.0,,,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,4.0,,,,,,,,75.1,8.9,,юго-восточный,,,2.0,,0,,0,,,,10,750,,,9.7,,,,,6.0,,,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,5.0,,,,,,,,39.1,,,юго-западный,,,3.0,,,,,,,,10,750,,,19.8,,,,,7.0,,,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,7.0,,,,,,,,24.7,,,западный,,,4.0,,,,,,,,20,750,,,26.0,,,,,4.0,,,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,9.0,,,,,,,,22.0,,,западный,,,5.0,,,,,,,,20,750,,,27.1,,,,,4.0,,,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,7.0,,,,,,,,36.4,,,юго-западный,,27.7,2.0,,0,,,,,,10,750,,,21.4,,,,,7.0,,,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,5.0,,,,,,,,51.6,,,южный,,,2.0,,,,,,,,10,750,,,16.5,,,,,6.0,,,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,3.0,,,,,,,,59.0,,,,,,0.0,,,,,,,,10,750,,,14.3,,,,,4.0,,,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,3.0,,,,,,,,67.7,,,восточный,,,1.0,,,,,,,,10,749,,,12.5,,,,,5.0,,,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,2.0,,,,,,,,70.9,10.9,,юго-восточный,,,1.0,,0,,0,,,,10,749,,,11.5,,,,,5.0,,,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,8.0,,,,,,,,33.6,,,южный,,,4.0,,,,,,,,10,748,,,21.8,,,,,6.0,,,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,11.0,,,,,,,,27.3,,,южный,,,7.0,,,,,,,,10,747,,,25.5,,,,,0.0,,,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,11.0,,,,,,,,29.1,,,южный,,,6.0,,,,,,,,10,745,,,25.8,,,,,4.0,,,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,11.0,,,,,,,,40.5,,,южный,,26.6,6.0,,0,,,,,,10,743,,,21.7,,,,,10.0,,,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,13.0,,,,,,,,40.3,,,южный,,,9.0,,,,,,,,10,741,,,21.1,,,,,5.0,,,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,17.0,,,,,,,,94.3,,,юго-западный,,,4.0,,,,,,True,,4,741,,,12.8,,,,,10.0,,,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,11.0,,,,,,,,89.8,,,юго-западный,,,6.0,,,,,,True,,4,742,,,9.7,,,,,10.0,,,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,10.0,,,,,,,,91.0,9.4,,юго-западный,,,5.0,,2,,2,,True,,4,741,,,9.8,,,,,10.0,,,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,9.0,,,,,,,,79.2,,,юго-западный,,,6.0,,,,,,,,10,741,,,12.7,,,,,9.0,,,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,11.0,,,,,,,,59.7,,,западный,,,6.0,,,,,,,,10,740,,,15.4,,,,,9.0,,,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,16.0,,,,,,,,93.6,,,юго-западный,,,4.0,,,,,True,,,4,740,,,11.7,,,,,10.0,,,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,6.0,,,,,,,,88.2,,,юго-западный,,17.0,3.0,,1,,,,True,,4,740,,,12.4,,,,,10.0,,,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,5.0,,,,,,,,94.2,,,юго-западный,,,3.0,,,,,,True,,4,740,,,11.1,,,,,10.0,,,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,6.0,,,,,,,,93.6,,,западный,,,4.0,,,,,,True,,4,741,,,11.4,,,,,10.0,,,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,6.0,,,,,,,,92.9,,,северо-западный,,,4.0,,,,,,True,,4,742,,,10.8,,,,,10.0,,,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,6.0,,,,,,,,93.5,9.8,,западный,,,3.0,,0,,1,,True,,4,743,,,9.9,,,,,10.0,,,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,7.0,,,,,,,,87.0,,,западный,,,4.0,,,,,,True,,4,743,,,11.9,,,,,10.0,,,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,8.0,,,,,,,,66.6,,,западный,,,5.0,,,,,,,,10,743,,,15.6,,,,,9.0,,,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,11.0,,,,,,,,55.2,,,юго-западный,,,6.0,,,,,,,,10,742,,,17.9,,,,,7.0,,,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,11.0,,,,,,,,66.2,,,южный,,18.7,5.0,,0,,,,,,10,741,,,16.1,,,,,10.0,,,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,8.0,,,,,,,,77.9,,,южный,,,6.0,True,,,,,,,10,740,,,14.3,,,,,10.0,,,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,11.0,,,,,,,,71.4,,,юго-западный,,,8.0,,,,,,,,10,737,,,14.5,,,,True,10.0,,,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,14.0,,,,,,,,62.3,,,западный,,,5.0,,,,,,,,10,737,,,16.2,,,,True,10.0,,,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,10.0,,,,,,,,93.6,11.2,,западный,,,5.0,,1,,1,,True,,4,738,,,11.5,,,,,10.0,,,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,10.0,,,,,,,,76.3,,,западный,,,6.0,,,,,,,,10,739,,,14.1,,,,True,9.0,,,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,13.0,,,,,,,,53.1,,,северо-западный,,,9.0,,,,,,,,10,741,,,15.3,,,,,6.0,,,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,13.0,,,,,,,,47.5,,,северо-западный,,,9.0,,,,,,,,10,742,,,15.6,,,,,6.0,,,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,14.0,,,,,,,,57.7,,,северо-западный,,17.4,5.0,,0,,,,,,10,744,,,14.0,,,,,10.0,,,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,10.0,,,,,,,,68.7,,,северо-западный,,,5.0,,,,,,,,10,745,,,12.6,,,,,10.0,,,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,8.0,,,,,,,,83.3,,,западный,,,3.0,,,,,,,,10,746,,,10.0,,,,,10.0,,,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,5.0,,,,,,,,82.7,,,западный,,,3.0,,,,,,,,10,747,,,9.9,,,,,7.0,,,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,4.0,,,,,,,,92.2,7.9,,западный,,,3.0,,0,,0,,True,,4,748,,,8.5,,,,,10.0,,,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,4.0,,,,,,,,73.6,,,северо-западный,,,2.0,,,,,,,,10,749,,,13.0,,,,,6.0,,,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,8.0,,,,,,,,50.3,,,северо-западный,,,4.0,,,,,,,,20,750,,,16.8,,,,,6.0,,,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,8.0,,,,,,,,46.3,,,северо-западный,,,4.0,,,,,,,,10,750,,,16.9,,,,,6.0,,,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,7.0,,,,,,,,54.5,,,западный,,18.8,2.0,,0,,,,,,10,751,,,15.2,,,,,2.0,,,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,3.0,,,,,,,,78.5,,,юго-западный,,,1.0,,,,,,,,10,751,,,7.8,,,,,0.0,,,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,2.0,,,,,,,,82.4,,,,,,0.0,,,,,,,,10,752,,,7.6,,,,,0.0,,,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,2.0,,,,,,,,95.2,,,южный,,,1.0,,,,,,True,,4,752,,,4.5,,,,,6.0,,,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,2.0,,,,,,,,96.5,3.6,,юго-восточный,,,1.0,,0,,0,,True,,4,752,,,3.9,,,,,2.0,,,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,6.0,,,,,,,,60.5,,,западный,,,4.0,,,,,,,,10,752,,,13.9,,,,,2.0,,,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,11.0,,,,,,,,38.0,,,западный,,,8.0,,,,,,,,10,750,,,19.8,,,,,2.0,,,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,12.0,,,,,,,,34.5,,,западный,,,8.0,,,,,,,,10,749,,,20.7,,,,,2.0,,,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,12.0,,,,,,,,50.0,,,юго-западный,,21.0,4.0,,0,,,,,,10,747,,,16.0,,,,,4.0,,,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,9.0,,,,,,,,48.2,,,юго-западный,,,7.0,,,,,,,,10,745,,,15.4,,,,,10.0,,,
1600030800,"Воскресенье, 13 сентября
21:00 (UTC)",,11.0,,,,,,,,47.8,,,юго-западный,,,7.0,,,,,,,,10,743,,,15.3,,,,,10.0,,,
1600041600,"Понедельник, 14 сентября
00:00 (UTC)",,9.0,True,,,,,,,78.1,,,северо-западный,,,3.0,,,,,,,,4,742,,,11.9,,,,,10.0,,,
1600052400,"Понедельник, 14 сентября
03:00 (UTC)",,11.0,,,,,,,,94.8,9.9,,северо-западный,,,3.0,,3,,3,,True,,4,742,,,10.0,,,,,10.0,,,
1600063200,"Понедельник, 14 сентября
06:00 (UTC)",,10.0,,,,,,,,87.5,9.8,,северо-западный,,,6.0,,,,,,True,,4,742,,,11.4,,,,,10.0,,,
1600074000,"Понедельник, 14 сентября
09:00 (UTC)",,11.0,,,,,,,,62.1,,,северо-западный,,,8.0,,,,,,,,10,742,,,15.3,,,,,6.0,,,
1600084800,"Понедельник, 14 сентября
12:00 (UTC)",,12.0,,,,,,,,47.9,,,северо-западный,,,8.0,,,,,,,,10,742,,,16.9,,,,,7.0,,,
1600095600,"Понедельник, 14 сентября
15:00 (UTC)",,14.0,,,,,,,,52.5,,,северо-западный,,17.5,6.0,,0,,,,,,10,742,,,14.7,,,,,4.0,,,
1600106400,"Понедельник, 14 сентября
18:00 (UTC)",,12.0,,,,,,,,80.9,,,западный,,,4.0,,,,,,,,10,743,,,8.6,,,,,2.0,,,
1600117200,"Понедельник, 14 сентября
21:00 (UTC)",,6.0,,,,,,,,85.3,,,западный,,,4.0,,,,,,,,10,743,,,7.3,,,,,2.0,,,
1600128000,"Вторник, 15 сентября
00:00 (UTC)",,6.0,,,,,,,,92.7,,,западный,,,5.0,,,,,,True,,4,743,,,6.1,,,,,4.0,,,
1600138800,"Вторник, 15 сентября
03:00 (UTC)",,6.0,,,,,,,,95.3,5.7,,западный,,,4.0,,0,,0,,True,,4,743,,,6.5,,,,,2.0,,,
1600149600,"Вторник, 15 сентября
06:00 (UTC)",,9.0,,,,,,,,83.3,,,западный,,,6.0,,,,,,,,10,743,,,10.0,,,,,6.0,,,
1600160400,"Вторник, 15 сентября
09:00 (UTC)",,11.0,,,,,,,,58.4,,,северо-западный,,,8.0,,,,,,,,10,742,,,15.1,,,,,2.0,,,
1600171200,"Вторник, 15 сентября
12:00 (UTC)",,17.0,,,,,,,,57.2,,,северо-западный,,,9.0,,,,,,,,10,742,,,15.1,,,,True,4.0,,,
1600182000,"Вторник, 15 сентября
15:00 (UTC)",,16.0,,,,,,,,68.0,,,северо-западный,,16.2,5.0,,менее 0.1,,,,,,10,742,,,11.5,,,,True,2.0,,,
1600192800,"Вторник, 15 сентября
18:00 (UTC)",,6.0,,,,,,,,80.9,,,западный,,,3.0,,,,,,,,10,742,,,8.7,,,,True,4.0,,,
1600203600,"Вторник, 15 сентября
21:00 (UTC)",,7.0,,,,,,,,79.1,,,северо-западный,,,4.0,,,,,,,,10,742,,,8.2,,,,,2.0,,,
1600214400,"Среда, 16 сентября
00:00 (UTC)",,8.0,,,,,,,,86.4,,,северо-западный,,,4.0,,,,,,True,,4,743,,,6.5,,,,,0.0,,,
1600225200,"Среда, 16 сентября
03:00 (UTC)",,9.0,,,,,,,,90.7,5.6,,северо-западный,,,5.0,,0,,менее 0.1,,True,,4,744,,,5.7,,,,,4.0,,,
1600236000,"Среда, 16 сентября
06:00 (UTC)",,11.0,,,,,,,,80.9,,,северный,,,7.0,,,,,,,,10,745,,,8.7,,,,,9.0,,,
