timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,709.0,,,,27.3,,44.9,,,,юго-восточный,10.0,,,32.2,2.0
1594134000,"Вторник, 7 июля
15:00 (UTC)",,,12.0,,,,,,,,,,,,712.0,,,,19.4,True,78.2,,,,северо-западный,10.0,,,,3.0
1594144800,"Вторник, 7 июля
18:00 (UTC)",,,,,,,,True,,,,,,,712.0,,,,17.3,,91.5,,,,северо-западный,10.0,,,,1.0
1594155600,"Вторник, 7 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,17.0,,92.1,,,,западный,10.0,,,,2.0
1594166400,"Среда, 8 июля
00:00 (UTC)",,,,,6,,,,6,,,,,50.0,713.0,,,,17.9,,87.0,16.8,,,северо-западный,10.0,,,,2.0
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,True,,,,,,50.0,713.0,,,,21.1,,69.0,,,,северо-западный,10.0,,,,3.0
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,True,,,,,,50.0,713.0,,,,21.1,,76.9,,,,северо-западный,10.0,,,,2.0
1594198800,"Среда, 8 июля
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,712.0,,,,24.7,,44.2,,True,,северо-западный,10.0,,,,5.0
1594209600,"Среда, 8 июля
12:00 (UTC)",,,11.0,,0.5,,,,,,,,,50.0,713.0,,,,21.4,,63.1,,True,,северо-западный,10.0,,,25.5,3.0
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,18.6,,80.1,,,,северо-западный,10.0,,,,1.0
1594231200,"Среда, 8 июля
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,16.8,,86.3,,,,северо-западный,6.0,,,,1.0
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,713.0,,,,17.1,,83.0,,,,северо-западный,10.0,,,,2.0
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,0,,,,0.5,,,,,20.0,713.0,,,,17.4,,76.4,16.8,,,северо-западный,10.0,,,,2.0
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,20.2,,64.5,,,,северо-западный,10.0,,,,2.0
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,23.8,,52.1,,,,северо-западный,10.0,,,,3.0
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,23.5,,46.2,,,,западный,10.0,,,,3.0
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,711.0,,,,20.9,,61.0,,,,северо-западный,10.0,,,24.0,1.0
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,18.3,,76.5,,,,,10.0,,,,0.0
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,16.1,,88.5,,,,,6.0,,,,0.0
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,True,,,,4.0,710.0,,,,14.1,,92.5,,,,,10.0,,,,0.0
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,0,,,,0,True,,,,4.0,711.0,,,,16.9,,81.4,14.1,,,северо-западный,10.0,,,,1.0
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,,,,,20.0,711.0,,,,25.5,,47.7,,,,южный,10.0,,,,1.0
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,26.9,,38.8,,,,южный,10.0,,,,1.0
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,25.0,,44.0,,,,юго-восточный,10.0,,,,4.0
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,710.0,,,,20.9,,61.8,,,,южный,10.0,,,27.0,3.0
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,,,,,709.0,,,,18.2,,71.2,,,,юго-восточный,10.0,,,,3.0
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,709.0,,,,16.8,,76.8,,,,юго-восточный,0.0,,,,3.0
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,15.2,,81.7,,,,юго-восточный,7.0,,,,3.0
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,710.0,,,,18.5,,65.4,15.1,,,юго-восточный,7.0,,,,3.0
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,23.2,,52.3,,,,юго-восточный,10.0,,,,4.0
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,27.4,,38.9,,,,юго-восточный,10.0,,,,1.0
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,28.8,,39.3,,,,юго-восточный,10.0,,,,2.0
1594468800,"Суббота, 11 июля
12:00 (UTC)",,True,,,менее 0.1,,,,,,,,,50.0,712.0,,,,25.0,,50.8,,,,восточный,10.0,,,29.1,4.0
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,19.6,,79.7,,True,,южный,10.0,,,,1.0
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,18.4,,83.2,,True,,юго-западный,10.0,,,,1.0
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,True,,,20.0,715.0,,,,17.8,,81.0,,,,северо-западный,10.0,,,,2.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,19,,,,19,,,,,10.0,716.0,,True,,16.2,,92.0,16.1,,,западный,10.0,,,,2.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,True,,,20.0,717.0,,,,17.7,,86.4,,,,северо-западный,10.0,,,,1.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,True,,,,,,20.0,716.0,,,,19.3,,74.7,,,,западный,10.0,,,,2.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,20.3,,71.1,,,,западный,10.0,,,,1.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,2,,,,,,,,,50.0,716.0,,,,20.3,,73.0,,,,южный,2.0,,,22.8,2.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,18.4,,81.1,,,,юго-восточный,7.0,,,,1.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,16.5,,90.3,,,,,6.0,,,,0.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,717.0,,,,14.9,,92.5,,,,северо-восточный,2.0,,,,1.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,0,,,,2,,,,,10.0,717.0,,,,19.4,,71.4,14.6,,,северо-восточный,2.0,,,,1.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,23.9,,59.7,,,,западный,7.0,,,,1.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,27.0,,46.6,,,,юго-восточный,6.0,,,,1.0
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,29.5,,33.8,,,,юго-восточный,4.0,,,,1.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,714.0,,,,25.9,,44.5,,,,юго-восточный,9.0,,,29.6,1.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,21.5,,62.7,,,,юго-восточный,2.0,,,,2.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,18.5,,74.1,,,,юго-восточный,0.0,,,,1.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,16.0,,85.1,,,,восточный,4.0,,,,1.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,714.0,,,,21.2,,66.4,15.8,,,юго-восточный,4.0,,,,1.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,26.0,,52.0,,,,юго-восточный,7.0,,,,2.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,29.5,,42.1,,,,юго-восточный,10.0,,,,2.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,32.7,,29.7,,,,юго-восточный,7.0,,,,2.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,0,,,,,,,,,20.0,710.0,,,,26.2,,54.5,,,,западный,10.0,,,32.8,2.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,20.4,,85.6,,,,восточный,10.0,True,,,1.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,True,,,,,710.0,,,,20.1,,85.5,,,,северо-западный,10.0,,,,1.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,20.0,710.0,,,,19.9,,85.5,,,,северо-западный,10.0,,,,2.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,True,,,21,,,,21,,,,,10.0,710.0,,,,17.4,,93.3,17.1,,,северо-западный,10.0,,,,1.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,True,,,20.0,711.0,,,,19.2,,87.6,,,,западный,10.0,,,,3.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,True,,,50.0,711.0,,,,18.4,,88.7,,,,западный,10.0,,,,3.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,True,,,50.0,711.0,,,,18.0,,87.5,,,,западный,10.0,,,,2.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,10.0,,30,,,,,,,,,1.0,712.0,,True,,16.5,,93.2,,,,северо-западный,10.0,,,19.9,4.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,13.0,,,,,,,,,,,,714.0,,True,,15.9,,93.8,,,,северо-западный,10.0,,,,4.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,14.0,,,,,,,,True,,,,716.0,,,,14.6,,91.3,,,,северо-западный,10.0,,,,3.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,13.9,,82.1,,True,,северо-западный,10.0,,,,3.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,10.0,,61,,,,91,,,,,50.0,719.0,,,,14.2,,71.9,13.7,True,,северо-западный,10.0,,,,3.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,11.0,,,,,,,,,,,50.0,720.0,,,,17.8,,56.7,,,,северный,7.0,,,,2.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,12.0,,,,,,,,,,,50.0,719.0,,,,18.9,,44.6,,,,северо-западный,7.0,,,,3.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,13.0,,,,,,,,,,,50.0,719.0,,,,18.8,,42.5,,,,северо-западный,7.0,,,,3.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,11.0,,0,,,,,,,,,50.0,719.0,,,,16.1,,46.1,,,,северо-западный,6.0,,,20.5,1.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,,,720.0,,,,12.6,,66.4,,,,северо-западный,7.0,,,,1.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,10.2,,86.2,,,,северо-восточный,10.0,,,,1.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,718.0,,,,8.4,,84.3,,,,северо-восточный,10.0,,,,1.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,0,,,,0,,,,,20.0,718.0,,,,12.9,,71.1,8.4,,,юго-восточный,0.0,,,,2.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,19.2,,37.6,,,,западный,2.0,,,,1.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,20.6,,39.4,,,,северо-западный,7.0,,,,1.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,True,,,20.0,716.0,,,,16.8,,66.8,,,,западный,10.0,,,,2.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,0.1,,,,,,,,,50.0,716.0,,,,16.3,,76.2,,True,,западный,10.0,,,21.7,1.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,14.7,,85.0,,,,южный,9.0,,,,1.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,True,,,,,,,716.0,,,,13.8,,92.5,,,,,10.0,,,,0.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,20.0,717.0,,,,13.5,,93.7,,,,западный,10.0,,,,1.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,2,,,,2,,,,,50.0,718.0,,,,16.0,,80.8,12.9,,,северо-западный,9.0,,,,3.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,True,,,50.0,718.0,,,,15.3,,80.1,,,,западный,10.0,,,,2.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,True,,,,,,50.0,718.0,,,,16.1,,62.3,,,,северо-западный,10.0,,,,3.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,True,,,,,,50.0,719.0,,,,15.1,,72.5,,,,западный,10.0,,,,1.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,2,,,,,,,,,50.0,719.0,,,,15.7,,64.8,,True,,западный,10.0,,,18.0,1.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,12.7,,76.6,,,,северо-западный,6.0,,,,1.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,9.7,,89.8,,,,западный,10.0,,,,1.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,719.0,,,,9.6,,92.2,,,,,10.0,,,,0.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,0.3,,,,2,,True,,,20.0,719.0,,,,11.3,,84.0,8.9,,,,10.0,,,,0.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,True,,,,,,50.0,718.0,,,,14.7,,67.3,,,,северо-западный,9.0,,,,2.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,True,,,50.0,717.0,,,,17.8,,45.3,,,,северный,9.0,,,,2.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,12.0,,,,,,,,,,,50.0,716.0,,,,19.7,,42.2,,True,,северо-западный,2.0,,,,2.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,0.8,,,,,,,,,50.0,716.0,,,,17.2,,40.9,,True,,северо-западный,1.0,,,19.7,1.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,12.2,,65.8,,,,северо-западный,0.0,,,,1.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,8.0,,87.8,,,,северо-восточный,0.0,,,,1.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,6.1,,87.6,,,,северо-восточный,6.0,,,,2.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,0,,,,0.8,,,,,50.0,716.0,,,,11.1,,72.3,5.9,,,северо-восточный,0.0,,,,1.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,18.6,,41.3,,,,юго-восточный,0.0,,,,1.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,21.3,,34.2,,,,северо-западный,9.0,,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,22.4,,27.4,,,,северо-западный,10.0,,,,1.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,712.0,,,,19.5,,35.1,,,,,7.0,,,23.1,0.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,15.3,,70.6,,,,северо-восточный,7.0,,,,2.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,12.4,,77.1,,,,северо-восточный,7.0,,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,11.3,,76.9,,,,северо-восточный,10.0,,,,2.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,711.0,,,,15.1,,65.6,10.4,,,,6.0,,,,0.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,20.9,,46.4,,,,юго-восточный,2.0,,,,1.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,24.9,,30.3,,,,юго-восточный,0.0,,,,3.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,25.9,,29.6,,,,юго-восточный,2.0,,,,3.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,710.0,,,,21.8,,35.3,,,,юго-восточный,10.0,,,26.6,2.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,,,710.0,,,,17.1,,49.3,,,,южный,0.0,,,,1.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,709.0,,,,15.4,,67.9,,,,восточный,7.0,,,,1.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,20.0,708.0,,,,13.0,,77.7,,,,северо-восточный,10.0,,,,2.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,708.0,,,,16.0,,67.1,12.6,,,юго-восточный,10.0,,,,1.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,707.0,,,,20.9,,54.9,,,,южный,10.0,,,,2.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,707.0,,,,25.0,,42.8,,,,западный,10.0,,,,1.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,708.0,,,,24.6,,50.7,,,,северо-западный,10.0,,,,3.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,True,10.0,,2,,,,,,,,,10.0,710.0,,,,16.9,,88.0,,,,северо-западный,10.0,,,25.8,2.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,True,,16.5,,92.0,,,,западный,10.0,,,,1.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,True,,,,712.0,,,,16.4,,92.6,,,,северо-западный,10.0,,,,1.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,True,,,10.0,713.0,,,,16.5,,92.6,,,,западный,10.0,,,,1.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,7,,,,9,,True,,,4.0,714.0,,,,16.9,,92.6,16.3,,,северо-западный,10.0,,,,2.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,True,,,4.0,715.0,,,,17.4,,89.8,,,,северо-западный,10.0,,,,1.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,20.3,,73.4,,True,,северо-западный,10.0,,,,1.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,23.1,,61.5,,True,,восточный,10.0,,,,1.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,3,,,,,,,,,50.0,716.0,,,,20.7,,65.9,,True,,южный,0.0,,,23.5,1.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,17.5,,85.3,,,,юго-восточный,0.0,,,,1.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,15.9,,90.8,,,,восточный,0.0,,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,716.0,,,,13.8,,92.5,,,,восточный,0.0,,,,1.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,0,,,,3,,,,,50.0,715.0,,,,17.5,,75.4,13.2,,,юго-восточный,0.0,,,,2.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,21.9,,60.8,,,,юго-восточный,10.0,,,,2.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,26.0,,44.2,,,,юго-восточный,10.0,,,,4.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,23.6,,52.4,,,,,10.0,,,,0.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,0.1,,,,,,,,,50.0,716.0,,,,22.9,,71.6,,True,,западный,10.0,,,26.9,1.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,19.8,,75.3,,,,западный,10.0,,,,3.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,18.9,,66.8,,,,западный,10.0,,,,3.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,True,,,10.0,718.0,,,,16.8,,79.8,,,,северо-западный,10.0,,,,2.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,0.3,,,,0.4,,True,,,20.0,718.0,,,,16.8,,79.3,15.8,,,западный,10.0,,,,2.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,20.8,,60.6,,True,,,10.0,,,,0.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,25.0,,50.4,,True,,южный,10.0,,,,1.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,24.1,,51.2,,,,юго-восточный,10.0,,,,3.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,716.0,,,,22.3,,64.6,,,,юго-восточный,10.0,,,25.6,2.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,18.9,,75.6,,,,юго-восточный,2.0,,,,2.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,17.1,,84.7,,,,восточный,0.0,,,,2.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,15.8,,90.2,,,,юго-восточный,0.0,,,,2.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,714.0,,,,19.6,,70.5,15.6,,,юго-восточный,0.0,,,,1.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,24.6,,56.9,,,,западный,6.0,,,,2.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,22.4,,64.2,,,,северо-западный,10.0,,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,21.8,,67.0,,,,западный,10.0,,,,2.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,0.3,,,,,,True,,,20.0,714.0,,,,17.9,,86.4,,,,,10.0,,,24.8,0.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,17.2,,88.6,,True,,западный,10.0,,,,1.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,16.6,,90.3,,True,,,10.0,,,,0.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,713.0,,,,17.1,,87.5,,,,,10.0,,,,0.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,менее 0.1,,,,0.3,,,,,10.0,713.0,,,,18.2,,84.8,16.6,,,северо-западный,10.0,,,,2.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,22.8,,65.5,,,,северный,10.0,,,,2.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,25.8,,46.6,,,,северный,9.0,,,,2.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,27.3,,39.7,,,,северо-западный,6.0,,,,2.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,0,,,,,,,,,50.0,713.0,,,,22.7,,59.4,,,,северо-восточный,10.0,,,27.4,2.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,19.6,,77.7,,,,северо-западный,6.0,,,,1.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,18.1,,77.5,,,,северо-западный,10.0,,,,3.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,,10.0,717.0,,,,15.5,,87.9,,True,,северо-западный,10.0,,,,1.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,0.1,,,,0.1,,,,,50.0,718.0,,,,17.7,,73.5,15.4,True,,северо-западный,7.0,,,,3.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,21.7,,57.7,,,,северо-западный,2.0,,,,1.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,23.4,,49.4,,,,северный,2.0,,,,2.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,25.5,,45.0,,,,северо-западный,2.0,,,,2.0
