timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег слабый,Ливневый дождь со снегом
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,6,,,,,6,,,,True,,,10,744,,,17.1,97.5,17.1,,,южный,10,,,1,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,17.2,97.5,17.1,,,юго-западный,10,,,3,,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,20.9,83.5,,True,,юго-западный,9,,,3,,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,21.5,84.1,,,,западный,10,,,2,,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,17,,,,,,,,,,,,20,740,,,22.7,84.2,,,,западный,7,,24.3,2,,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,20.5,93.4,,,,западный,7,,,1,,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,18.0,95.7,,,,западный,7,,,1,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,17.2,98.1,,,,юго-восточный,10,,,1,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,0.3,,,,,17,,,,True,,,10,733,,,18.5,98.1,16.8,,,юго-восточный,10,,,2,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",True,13.0,,,,,,,,,,,,,,0,731,,,18.7,98.1,,,,юго-западный,10,,,4,,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,733,,,15.5,96.2,,,,северный,10,,,5,,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,11.0,,,,,,,,,,,,,,50,734,,,19.7,65.7,,True,,северо-западный,9,,,6,,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,12.0,,86,,,,,,,,,,,,20,736,,,17.7,60.6,,True,,северо-западный,7,,20.9,5,,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,10.0,,,,,,,,,,,,,,20,739,,,15.0,73.0,,,,северо-западный,7,,,2,,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,12.7,88.8,,,,западный,2,,,2,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,11.5,95.5,,,,западный,2,,,2,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,0,,,,,86,,,True,,,,4,741,,,13.0,94.3,10.6,,,западный,10,,,1,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,True,,,,4,742,,,15.5,87.3,,,,южный,10,,,1,,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,18.4,75.5,,,,западный,10,,,2,,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,True,,,,,20,743,,,20.3,69.3,,,,северо-западный,10,,,1,,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,менее 0.1,,,,,,,,,,,,20,743,,,21.6,56.9,,True,,северный,10,,22.5,1,,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,15.7,93.2,,,,западный,9,,,1,,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,True,,,,4,744,,,12.8,96.1,,,,западный,5,,,1,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,True,,,,1,745,,,12.0,98.0,,,,,7,,,0,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,0,True,,,,менее 0.1,,,,,,,0,745,,,13.0,99.4,11.4,,,южный,7,,,1,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,,True,,,,4,745,,,19.2,89.3,,,,юго-восточный,2,,,1,,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,23.9,56.4,,True,,южный,4,,,2,,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,24.9,48.2,,,,южный,5,,,2,,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,743,,,25.1,43.4,,,,южный,0,,25.6,2,,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,17.4,88.6,,,,,0,,,0,,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,14.2,92.5,,,,западный,1,,,1,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.0,96.2,,,,юго-западный,6,,,1,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,742,,,16.1,89.1,12.7,,,южный,2,,,1,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,21.4,73.2,,,,северо-восточный,7,,,1,,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,24.3,57.9,,,,северо-западный,6,,,2,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,25.8,48.1,,,,северо-западный,6,,,2,,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,743,,,25.7,48.4,,,,северо-западный,4,,26.3,2,,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,21.1,71.3,,,,северо-западный,5,,,2,,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,19.4,86.0,,,,северо-западный,4,,,1,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,18.3,91.5,,,,северо-западный,7,,,1,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,745,,,19.0,88.2,17.5,,,северо-западный,9,,,2,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,23.0,69.4,,,,северный,9,,,3,,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,25.8,50.0,,,,северный,7,,,4,,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,26.2,45.2,,,,северо-западный,6,,,4,,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,26.4,46.4,,,,северо-западный,4,,26.6,3,,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,21.3,67.3,,,,северо-западный,2,,,2,,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,19.9,72.4,,,,северо-западный,1,,,2,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,16.8,70.9,,,,северный,2,,,2,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,751,,,16.4,67.6,15.3,,,северный,5,,,2,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,18.5,58.8,,,,северный,2,,,3,,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,20.9,48.0,,,,северный,2,,,3,,
1594803600,"Среда, 15 июля
09:00 (UTC)",,10.0,,,,,,,,,,,,,,20,751,,,21.6,38.3,,,,северный,0,,,3,,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,752,,,21.3,38.5,,,,северо-восточный,2,,22.1,3,,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,15.1,67.8,,,,северо-западный,2,,,1,,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,10.8,89.8,,,,западный,2,,,1,,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,9.3,94.1,,,,западный,2,,,1,,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,752,,,13.2,87.1,8.9,,,,5,,,0,,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,20.0,45.0,,,,восточный,4,,,1,,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,23.0,39.5,,,,северо-западный,2,,,2,,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,24.4,42.4,,,,западный,5,,,3,,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,748,,,24.2,48.6,,,,западный,2,,25.3,3,,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,20.7,67.6,,,,юго-западный,4,,,1,,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,19.4,79.2,,,,юго-восточный,0,,,1,,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,18.2,88.7,,,,западный,2,,,1,,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,747,,,21.2,79.9,16.5,,,,2,,,0,,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,24.4,66.2,,,,северо-западный,1,,,2,,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,26.6,41.6,,,,северо-западный,2,,,3,,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,27.0,29.7,,,,северо-западный,0,,,4,,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,26.0,32.1,,,,северо-западный,0,,27.2,3,,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,18.6,62.9,,,,северный,1,,,1,,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,14.4,76.4,,,,северный,2,,,1,,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,12.2,89.9,,,,северо-западный,4,,,1,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,749,,,13.9,87.2,11.3,,,северный,2,,,2,,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,19.7,50.0,,,,северо-восточный,4,,,3,,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,23.6,38.1,,,,северный,6,,,3,,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,24.8,32.0,,,,северный,7,,,3,,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,23.7,39.4,,,,северный,7,,25.1,3,,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,17.2,62.6,,,,северный,0,,,1,,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,13.9,82.1,,,,северо-западный,0,,,1,,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,11.2,92.9,,,,северо-западный,0,,,1,,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,15.7,74.6,11.0,,,северный,0,,,2,,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,,,,,50,745,,,22.4,45.3,,,,северо-восточный,0,,,2,,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,50,744,,,26.0,28.0,,,,северный,2,,,3,,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,50,743,,,27.2,26.6,,,,северный,5,,,3,,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,743,,,27.0,30.5,,,,северный,2,,27.6,2,,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,18.1,69.8,,,,западный,1,,,1,,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.0,85.6,,,,западный,0,,,1,,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,12.8,92.4,,,,,2,,,0,,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,740,,,16.4,86.3,12.3,,,южный,2,,,1,,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,22.6,62.2,,,,западный,9,,,2,,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,23.4,64.8,,,,западный,7,,,3,,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,26.4,50.8,,,,западный,5,,,3,,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,737,,,26.3,54.5,,,,западный,5,,27.1,3,,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,21.8,79.5,,,,западный,7,,,1,,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,18.9,89.9,,True,,,2,,,0,,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,15.3,93.8,,,,северо-западный,5,,,2,,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,737,,,16.0,93.8,15.2,,,северный,10,,,3,,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,17.0,87.4,,,,северный,10,,,2,,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,19.4,74.2,,,,северный,10,,,2,,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,22.5,54.2,,,,северный,6,,,3,,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,10.0,,0,,,,,,,,,,,,20,738,,,21.8,59.2,,,,северный,6,,24.0,5,,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,18.1,80.0,,,,северный,6,,,3,,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,15.8,87.9,,,,северо-западный,7,,,2,,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,14.4,91.9,,,,северо-западный,7,,,1,,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,740,,,15.4,90.2,14.3,,,северо-западный,10,,,3,,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,18.5,68.5,,,,северный,6,,,3,,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,20.2,53.6,,,,северо-западный,9,,,4,,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,21.6,49.5,,,,северо-западный,7,,,4,,
1595419200,"Среда, 22 июля
12:00 (UTC)",,11.0,,0,,,,,,,,,,,,20,742,,,19.4,55.2,,,,северо-западный,9,,22.2,3,,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.3,63.4,,,,западный,7,,,1,,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,13.2,72.7,,,,северо-западный,7,,,1,,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,11.7,89.9,,,,западный,7,,,1,,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,743,,,13.4,80.4,8.3,,,,1,,,0,,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,17.5,55.9,,,,южный,5,,,1,,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,12.0,,,,,,,,,,,,,,20,742,,,18.0,56.8,,,,северный,10,,,5,,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,12.0,,,,,,,,,,,,,,20,742,,,18.4,69.8,,True,,северный,7,,,1,,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,1,,,,,,,,,,,,20,742,,,18.8,52.9,,True,,северный,7,,19.9,3,,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,11.5,91.7,,,,юго-западный,7,,,1,,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,9.0,96.0,,,,западный,6,,,1,,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,7.1,97.3,,,,юго-западный,2,,,1,,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,0,,,,,1,,,True,,,,4,745,,,8.1,98.0,5.8,,,южный,0,,,1,,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,16.8,65.5,,,,северный,1,,,1,,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,20.1,47.5,,,,северо-восточный,2,,,2,,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,22.0,33.5,,,,северо-восточный,2,,,1,,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,744,,,22.3,32.6,,,,северо-восточный,1,,23.0,2,,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,12.9,82.5,,,,западный,2,,,1,,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,12.0,88.1,,,,западный,4,,,1,,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,11.7,95.5,,,,западный,7,,,1,,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,741,,,13.6,93.7,11.2,,,юго-западный,10,,,1,,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,,,,,4,741,True,,14.4,96.2,,,,северный,10,,,1,,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,20.0,65.7,,True,,северо-восточный,9,,,2,,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,True,,,10,741,,,17.5,89.8,,,,северный,10,,,2,,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,5,,,,,,,,,True,,,10,741,,,16.5,95.6,,,,северо-восточный,10,,20.7,1,,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,16.2,97.5,,True,,северный,10,,,1,,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,15.6,93.2,,True,,северо-западный,10,,,2,,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.3,96.8,,,,западный,10,,,1,,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,0.8,,,,,6,,,,,,,10,742,,,15.6,96.8,15.1,,,,9,,,0,,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,19.8,75.8,,,,северо-восточный,9,,,1,,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,19.6,78.7,,,,юго-восточный,10,,,2,,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,True,,,10,740,,,18.5,89.8,,,,северный,10,,,1,,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,4,,,,,,,True,,,,,20,741,,,18.0,89.8,,,,северо-западный,10,,21.1,2,,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,16.8,91.5,,,,северо-западный,6,,,3,,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,14.2,93.1,,,,северо-западный,0,,,1,,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,10.9,96.7,,,,,2,,,0,,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,0,,,,,4,,,,,,,20,744,,,13.3,97.4,10.5,,,,10,,,0,,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,,,,,10,745,,,16.6,81.9,,,,,10,,,0,,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,19.1,75.2,,,,северо-восточный,7,,,2,,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,21.5,57.3,,,,северный,7,,,1,,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,744,,,19.5,67.4,,,,юго-западный,7,,22.6,2,,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,15.4,93.2,,,,,2,,,0,,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,12.0,96.8,,,,,0,,,0,,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,True,,,,4,743,,,11.3,98.0,,,,юго-восточный,0,,,1,,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,0,,,,,0,,,True,,,,1,744,,,12.6,99.4,10.4,,,южный,10,,,1,,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,,,,,,,10,743,,,17.0,86.3,,True,,юго-восточный,9,,,1,,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,16.1,96.2,,,,,10,,,0,,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,17.5,86.9,,True,,восточный,9,,,1,,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,9,,,,,,,,,,,,20,742,,,20.3,71.6,,True,,,5,,20.3,0,,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.2,95.6,,,,западный,6,,,1,,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,14.7,96.2,,,,западный,7,,,1,,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,14.3,98.1,,,,,10,,,0,,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,0,,,,,9,,,True,,,,4,741,,,14.5,98.7,13.3,,,,9,,,0,,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,,,,True,,,10,741,,,16.8,93.2,,,,,10,,,0,,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,22.5,67.6,,True,,северный,7,,,1,,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,22.7,65.5,,,,восточный,9,,,1,,
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,3,,,,,,,,,,,,20,740,,,18.5,91.0,,True,,северо-западный,10,,24.0,1,,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,,,True,,,,4,740,,,16.9,97.5,,,,западный,10,,,1,,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,16.6,98.7,,True,,южный,2,,,1,,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,15.7,98.7,,,,,7,True,,0,,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,4,,,,,7,,True,,,,,10,740,,,16.3,98.1,15.1,,,юго-западный,10,,,1,,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,,True,,,,,20,742,,,17.1,91.5,,,,западный,10,,,2,,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,20.7,69.8,,True,,западный,9,,,4,,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,10.0,,,,,,,,,,,,,,20,744,,,20.3,65.8,,,,западный,7,,,4,,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,0,,,,,0.3,,,True,,,,4,748,,,10.9,98.0,8.6,,,южный,0,,,1,,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,17.7,74.9,,,,южный,2,,,2,,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,50,747,,,21.7,51.6,,,,юго-восточный,7,,,2,,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,50,747,,,22.6,43.3,,,,южный,7,,,3,,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,0,,,,,,,,,,,,50,746,,,22.5,40.7,,,,юго-восточный,4,,22.9,2,,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,16.4,88.0,,,,,10,,,0,,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,15.5,81.2,,,,северо-западный,10,,,1,,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,14.9,88.4,,,,,10,,,0,,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,748,,,14.9,93.7,13.8,,,,10,,,0,,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,19.6,67.0,,,,,7,,,0,,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,23.9,51.1,,,,юго-западный,2,,,1,,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,24.2,39.6,,,,северо-восточный,6,,,1,,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,0,,,,,,,,,,,,20,749,,,24.3,40.7,,,,восточный,2,,25.8,2,,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,15.5,89.0,,,,западный,2,,,1,,
