timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C",Снег умеренный непрерывный,"Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,0.8,,,0.8,,,,10,748,,,,19.1,,,88.2,,19.1,,северо-западный,10,,,5
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,19.3,,,86.0,,19.0,,северо-западный,10,,,5
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,11.0,,,,,,,,,10,750,,,,21.7,,,73.7,,,,северо-западный,10,,,7
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,11.0,,,,,,,,,10,750,,,,24.2,,,62.9,,,,северо-западный,9,,,5
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,10.0,,0,,,,,,,10,751,,,,21.7,,,70.0,,,,северо-западный,6,,24.4,6
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,10.0,,,,,,,,,10,752,,,,19.5,,,74.7,,,,северо-западный,4,,,4
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,18.1,,,78.0,,,,северо-западный,0,,,4
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.0,,,79.3,,,,северо-западный,2,,,4
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,17.7,,,73.0,,16.6,,северо-западный,0,,,5
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,10.0,,,,,,,,,10,753,,,,22.6,,,52.5,,,,северо-западный,0,,,5
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,27.4,,,40.2,,,,северный,0,,,5
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,10.0,,,,,,,,,10,752,,,,30.1,,,32.4,,,,северный,0,,,4
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,29.4,,,35.3,,,,северный,1,,30.2,3
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,24.7,,,45.4,,,,северо-западный,2,,,2
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,20.4,,,58.9,,,,северо-западный,0,,,2
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,19.1,,,61.0,,,,северо-западный,0,,,3
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,751,,,,20.3,,,59.3,,18.3,,северо-западный,0,,,3
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,10,751,,,,26.4,,,51.1,,,,северный,0,,,4
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,10,750,,,,30.7,,,40.3,,,,северный,0,,,3
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,10,749,,,,33.4,,,33.3,,,,северо-восточный,0,,,3
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,0,,,,,,,10,747,,,,32.6,,,36.9,,,,северо-восточный,2,,33.8,3
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,13.0,,,,,,,,,10,749,,,,25.1,,,56.3,,,,юго-западный,10,True,,4
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,,24.5,,,56.2,,,True,северо-западный,7,,,2
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,10,746,,,,22.0,,,74.7,,,True,северо-западный,6,,,3
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,746,,,,24.1,,,64.9,,21.8,,северо-западный,6,,,1
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,28.9,,,47.7,,,,северо-восточный,2,,,2
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,10,745,,,,34.3,,,33.1,,,,северо-восточный,6,,,2
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,11.0,,,,,,,,,10,744,,,,34.6,,,30.8,,,,северо-восточный,7,,,3
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10,743,,,,32.8,,,27.8,,,True,северный,7,,37.8,1
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,,10,743,,,,29.0,,,34.8,,,True,северо-восточный,7,,,2
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,10,742,,,,27.2,,,39.6,,,,восточный,0,,,2
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,10,743,,,,22.4,,,59.8,,,,,0,,,0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,743,,,,23.3,,,52.7,,20.8,,юго-восточный,0,,,2
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,,10,743,,,,27.8,,,35.6,,,,юго-восточный,9,,,1
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,,10,742,,,,37.0,,,19.9,,,,южный,9,,,2
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,10,741,,,,36.8,,,17.7,,,,южный,7,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,12.0,,0,,,,,,,10,742,,,,33.7,,,34.5,,,,южный,10,,37.8,2
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,14.0,,,,,,,True,,10,744,,,,25.9,,,62.1,,,,юго-западный,10,,,2
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,10,745,,,,23.5,,,75.9,,,True,юго-западный,7,,,1
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,10,745,,,,21.9,,,84.7,,,True,юго-восточный,7,,,1
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,менее 0.1,,,0,,,,10,746,,,,22.8,,,84.2,,21.9,,южный,4,,,2
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,,24.3,,,63.4,,,,юго-восточный,9,,,3
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,10.0,,,,,,,,,10,747,,,,26.2,,,47.6,,,,южный,7,,,3
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,29.0,,,24.7,,,,южный,4,,,4
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,10.0,,0,,,,,,,10,747,,,,27.1,,,34.9,,,,западный,2,,29.3,3
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,22.3,,,48.1,,,,западный,0,,,4
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,10,748,,,,19.4,,,59.8,,,,западный,0,,,2
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,19.2,,,55.9,,,,западный,7,,,2
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,749,,,,20.7,,,54.8,,17.3,,северный,2,,,1
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,24.2,,,34.6,,,,западный,4,,,3
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,26.5,,,31.0,,,,западный,7,,,4
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,10,748,,,,27.2,,,25.7,,,,западный,7,,,2
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,0,,,,,,,10,748,,,,27.2,,,26.6,,,,юго-западный,7,,27.9,2
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,22.9,,,35.6,,,,западный,2,,,3
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,10,748,,,,18.2,,,50.6,,,,северо-западный,0,,,1
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,14.4,,,70.0,,,,юго-западный,2,,,1
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,749,,,,19.9,,,52.8,,14.2,,северо-западный,6,,,2
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,25.9,,,36.7,,,,восточный,2,,,1
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,,28.2,,,27.1,,,,западный,4,,,2
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,10,748,,,,29.8,,,24.0,,,,западный,7,,,3
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,0,,,,,,,10,748,,,,28.8,,,22.6,,,,северо-западный,4,,29.9,3
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,10,749,,,,22.5,,,42.4,,,,северный,2,,,3
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,19.1,,,58.2,,,,северо-западный,0,,,3
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,17.5,,,66.1,,,,северо-западный,2,,,3
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,750,,,,19.1,,,61.0,,16.6,,северо-западный,9,,,3
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,10,750,,,,21.6,,,52.9,,,,северный,10,,,3
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,True,,10,750,,,,21.6,,,56.9,,,,северо-западный,10,,,4
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,True,,10,750,,,,22.0,,,51.7,,,,северо-западный,10,,,4
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,10,749,,,,22.1,,,53.1,,,True,северо-западный,7,,23.4,3
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,10,749,,,,19.5,,,71.9,,,True,северо-западный,7,,,3
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,17.8,,,78.9,,,,северо-западный,5,,,3
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,15.6,,,87.3,,,,северо-западный,2,,,3
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,0,,,менее 0.1,,,,10,750,,,,16.3,,,83.0,,15.1,,северо-западный,2,,,3
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,21.9,,,57.0,,,,северо-западный,2,,,3
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,,24.9,,,42.8,,,,северо-западный,7,,,4
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,10,749,,,,27.5,,,32.3,,,,западный,6,,,3
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,0,,,,,,,10,748,,,,26.6,,,36.2,,,,северо-западный,2,,27.9,3
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,10,749,,,,20.6,,,56.7,,,,северо-западный,0,,,1
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,16.1,,,76.1,,,,северо-западный,0,,,1
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,15.9,,,77.1,,,,северо-западный,1,,,1
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,749,,,,19.2,,,65.1,,14.1,,северо-западный,0,,,2
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,24.2,,,45.8,,,,северо-западный,4,,,3
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,27.1,,,33.5,,,,западный,6,,,3
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,10,747,,,,28.8,,,27.4,,,,западный,6,,,4
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,0,,,,,,,10,746,,,,27.7,,,28.9,,,,западный,6,,28.9,3
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,19.9,,,52.1,,,,западный,4,,,1
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,16.8,,,63.8,,,,юго-западный,0,,,1
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,10,746,,,,15.2,,,76.0,,,,западный,4,,,1
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,745,,,,18.4,,,72.2,,14.7,,южный,7,,,1
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,26.2,,,35.1,,,,западный,7,,,2
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,28.6,,,30.3,,,,юго-западный,7,,,2
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,10,743,,,,28.7,,,26.5,,,,юго-западный,7,,,2
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,0,,,,,,,10,743,,,,28.7,,,26.0,,,,западный,6,,29.9,3
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,10,744,,,,24.3,,,37.5,,,,западный,2,,,2
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,10,744,,,,20.6,,,55.9,,,,северо-западный,2,,,2
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,10,744,,,,15.7,,,79.7,,,,северо-западный,0,,,1
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,745,,,,20.8,,,55.2,,15.6,,северо-западный,0,,,3
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,10,744,,,,25.0,,,44.3,,,,северо-западный,0,,,3
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,28.5,,,33.3,,,,северо-западный,9,,,3
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,10,744,,,,27.9,,,33.1,,,,северо-западный,10,,,3
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,0.3,,True,,,,,10,743,,,,25.6,,,45.9,,,,северо-западный,9,,28.9,4
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,10,744,,,,21.5,,,58.0,,,True,северо-западный,6,,,1
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,10,744,,,,20.9,,,58.2,,,,северо-западный,5,,,2
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,10,744,,,,18.3,,,75.0,,,,северо-западный,1,,,3
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,0,,,0.3,,,,10,744,,,,18.7,,,75.6,,17.2,,северо-западный,1,,,3
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,10,744,,,,23.5,,,57.0,,,,северо-западный,6,,,4
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,26.4,,,42.1,,,,западный,7,,,4
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,12.0,,,,,,,,,10,744,,,,26.3,,,34.2,,,,западный,6,,,5
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,11.0,,0,,,,,,,10,745,,,,24.9,,,29.9,,,,северо-западный,2,,26.9,5
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,10.0,,,,,,,,,10,746,,,,20.3,,,37.7,,,,северо-западный,0,,,3
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,,17.4,,,48.7,,,,северо-западный,0,,,3
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,15.4,,,58.1,,,,северо-западный,0,,,2
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,748,,,,16.9,,,57.6,,14.7,,северо-западный,6,,,2
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,21.3,,,45.0,,,,северо-западный,6,,,2
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,,23.6,,,34.4,,,,западный,7,,,3
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,10,749,,,,24.4,,,31.2,,,,западный,7,,,3
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,0,,,,,,,10,749,,,,23.1,,,32.4,,,,северо-западный,6,,25.0,2
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,16.3,,,52.2,,,,западный,4,,,1
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,14.7,,,65.9,,,,северо-западный,2,,,1
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,10,750,,,,14.1,,,64.9,,,,западный,2,,,1
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,751,,,,17.6,,,53.7,,12.2,,северо-западный,2,,,1
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,23.2,,,36.5,,,,северный,0,,,1
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,24.6,,,29.2,,,,северо-западный,7,,,2
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,26.6,,,25.2,,,,северный,6,,,2
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,25.8,,,29.3,,,,восточный,7,,27.1,1
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.9,,,57.5,,,,западный,0,,,1
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,15.2,,,63.8,,,,,0,,,0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,13.5,,,71.7,,,,северо-западный,0,,,1
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,18.1,,,54.2,,12.8,,северо-западный,0,,,1
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,24.1,,,39.5,,,,северо-западный,2,,,2
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,10,753,,,,27.5,,,26.5,,,,западный,6,,,1
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,27.8,,,28.1,,,,восточный,4,,,2
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,27.1,,,28.1,,,,восточный,2,,28.6,2
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,10,753,,,,22.1,,,35.9,,,,северо-западный,1,,,3
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,10,753,,,,17.2,,,48.7,,,,северо-западный,0,,,1
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,10,753,,,,15.3,,,56.1,,,,северо-западный,0,,,2
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,754,,,,17.5,,,50.8,,12.7,,северо-западный,0,,,2
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,10,754,,,,23.4,,,38.0,,,,северо-восточный,0,,,2
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,10,754,,,,25.8,,,29.3,,,,юго-восточный,1,,,2
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,10,753,,,,26.7,,,30.6,,,,южный,2,,,2
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,0,,,,,,,10,752,,,,26.3,,,30.3,,,,южный,7,,27.5,1
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,10,753,,,,21.4,,,41.2,,,,северо-западный,4,,,2
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,10,753,,,,19.6,,,48.7,,,,северо-западный,2,,,2
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,10,753,,,,15.4,,,67.0,,,,северо-западный,0,,,2
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,19.7,,,55.0,,14.8,,северо-западный,0,,,2
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,25.2,,,40.9,,,,северный,2,,,1
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,10,753,,,,26.6,,,35.0,,,,западный,6,,,1
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,28.8,,,27.8,,,,северо-восточный,7,,,2
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,28.7,,,25.4,,,,северо-восточный,7,,29.9,2
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,21.0,,,55.6,,,,северо-западный,6,,,1
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.5,,,70.6,,,,западный,0,,,1
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,16.0,,,75.6,,,,западный,2,,,1
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,19.6,,,59.5,,15.1,,северо-западный,0,,,1
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,26.2,,,38.3,,,,юго-восточный,0,,,1
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,29.9,,,28.7,,,,северо-восточный,2,,,3
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,10,751,,,,30.2,,,26.5,,,,южный,7,,,2
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,29.5,,,26.4,,,,восточный,6,,31.0,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,10,751,,,,20.9,,,54.2,,,,,2,,,0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,18.7,,,59.7,,,,,0,,,0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,21.3,,,51.8,,,,южный,0,,,2
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,0,,,0,,,,10,750,,,,21.1,,,73.1,,16.5,,юго-восточный,2,,,2
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,10,750,,,,27.8,,,40.3,,,,южный,5,,,2
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,10,749,,,,32.7,,,23.5,,,,южный,10,,,3
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,14.0,,,,,,,,,10,748,,,,19.9,,,78.2,,,,северо-западный,10,,,3
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,10.0,,0.5,,,3,,True,,10,747,,,,19.0,,,87.1,,19.0,,западный,10,,,4
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,11.0,,,,,,,,,10,746,,,,22.6,,,67.1,,,True,юго-западный,10,,,2
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,10,746,,,,24.0,,,67.4,,,,западный,7,,,3
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,10,745,,,,28.0,,,37.3,,,,северо-западный,9,,,4
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,0.3,,,,,,,10,745,,,,26.2,,,36.1,,,,северо-западный,10,,28.0,3
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,10,745,,,,20.1,,,63.7,,,,западный,10,,,1
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,True,,,,,10,744,,,,18.3,,,74.1,,,,,10,,,0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,True,,10,742,,,,20.2,,,78.8,,,,южный,10,,,2
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,7,,,8,,True,,10,741,,,,18.4,,,90.4,,18.3,,южный,10,,,1
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,True,,10,740,,,,18.6,,,95.7,,,,северо-восточный,10,,,1
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,True,,10,740,,,,18.9,,,96.9,,,,южный,10,,,1
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,,10,740,,True,,16.3,,,92.0,,,,западный,10,,,3
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,30,,True,,,,,10,739,,,,16.4,,,94.4,,,,северо-западный,10,,19.0,3
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,10,740,,,,16.3,,,92.6,,,True,юго-западный,10,,,1
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,10,740,,,,16.5,,,88.5,,,,западный,4,,,2
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,10,741,,,,14.0,,,91.9,,,,северо-западный,4,,,2
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,0.3,,,30,,,,10,742,,,,14.5,,,90.1,,12.1,,южный,0,,,1
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,10,743,,,,18.6,,,75.6,,,,северо-западный,2,,,2
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,22.2,,,55.6,,,,северо-западный,6,,,2
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,10,744,,,,21.8,,,59.6,,,,восточный,7,,,1
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,17,,,,,,,10,745,,,,19.2,,,74.2,,,True,северо-восточный,7,,23.4,1
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,15.2,,,97.5,,,True,,6,,,0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,13.6,,,92.5,,,,,2,,,0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,13.6,,,95.5,,,,северо-западный,0,,,1
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,0,,,17,,,,10,748,,,,15.4,,,87.9,,12.3,,северо-западный,0,,,2
