timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно)
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,10.0,725,,,19.5,,89.3,,True,юго-западный,10.0,,,1,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,3,,,3,,,,10.0,726,,,19.7,,87.7,18.8,,юго-западный,10.0,,,2,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,True,,,,,10.0,727,,,19.0,,89.3,18.2,,южный,10.0,,,1,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,10.0,726,,,22.9,,65.9,,,,10.0,,,0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,10.0,726,,,24.8,,60.7,,,западный,7.0,,,1,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,0.8,,,,,,,10.0,726,,,24.7,,60.7,,,западный,10.0,,25.9,2,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,10.0,726,,,23.1,,69.4,,,юго-западный,9.0,,,3,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,10.0,726,,,21.2,,70.4,,,юго-западный,7.0,,,2,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,21.3,,63.9,,,юго-западный,9.0,,,1,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,0,,,0.8,,,,20.0,726,,,21.9,,59.6,19.6,,юго-западный,7.0,,,2,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,20.0,726,,,27.2,,34.0,,,,0.0,,,0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,20.0,725,,,29.3,,33.7,,,восточный,2.0,,,2,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,20.0,724,,,30.9,,30.3,,,северо-восточный,4.0,,,2,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,724,,,29.2,,34.6,,,южный,7.0,,31.5,2,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,10.0,724,,,26.1,,47.3,,,юго-западный,9.0,,,3,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,22.6,,62.2,,True,юго-западный,9.0,,,4,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,21.8,,67.8,,True,юго-западный,9.0,,,3,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,менее 0.1,,,0,,,,10.0,722,,,22.7,,64.2,20.8,,юго-западный,9.0,,,5,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,20.0,721,,,26.7,,49.0,,,юго-западный,10.0,,,5,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,20.0,720,,,30.8,,32.4,,,восточный,10.0,,,2,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,20.0,719,,,30.9,,31.6,,,восточный,7.0,,,2,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,718,,,28.8,,43.6,,True,юго-западный,10.0,,32.7,3,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,10.0,719,,,24.6,,54.4,,True,юго-западный,6.0,,,2,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,10.0,718,,,23.3,,49.0,,,юго-западный,10.0,,,2,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,10.0,717,,,21.8,,60.4,,,западный,10.0,,,1,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,717,,,23.5,,53.8,20.4,,юго-западный,7.0,,,3,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,20.0,716,,,28.4,,42.1,,,северо-западный,7.0,,,2,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,20.0,716,,,30.9,,35.3,,,северный,10.0,,,2,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,10.0,716,,,27.4,,46.7,,,западный,10.0,,,6,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,715,,,28.3,,43.7,,,юго-западный,7.0,,30.9,1,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,10.0,717,,,22.8,,64.7,,,,10.0,,,0,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,10.0,717,,,22.0,,71.4,,,,9.0,,,0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,10.0,718,,,20.9,,77.9,,,юго-восточный,7.0,,,1,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,0,,,0,,,,10.0,720,,,21.5,,80.5,20.5,,,10.0,,,0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,True,,,,,10.0,721,,,23.8,,66.1,,,юго-восточный,9.0,,,1,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,True,,,,,,10.0,721,,,26.9,,45.4,,,юго-восточный,9.0,,,3,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,True,,,,,,10.0,721,,,29.0,,39.9,,,юго-восточный,6.0,,,2,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,2,,,,,,,10.0,721,,,27.2,,50.7,,,юго-западный,7.0,,29.2,2,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,24.0,,63.7,,,юго-западный,6.0,,,2,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,19.5,,71.0,,,юго-западный,2.0,,,2,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,20.6,,62.9,,,юго-западный,6.0,,,2,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,0,,,2,,,,10.0,725,,,21.2,,67.7,18.5,,,9.0,,,0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,10.0,726,,,21.4,,65.6,,,северный,10.0,,,1,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,20.0,725,,,24.1,,57.9,,,северный,9.0,,,1,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,10.0,725,,,25.1,,55.6,,,северо-восточный,10.0,,,1,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,0,,,,,,,10.0,725,,,23.1,,65.1,,,юго-западный,10.0,,25.4,3,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,10.0,724,,,22.5,,68.4,,,юго-западный,10.0,,,2,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,21.9,,70.1,,,западный,9.0,,,2,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,21.0,,74.5,,,западный,7.0,,,2,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,0,,,0,,,,10.0,724,,,20.8,,75.4,18.4,,западный,10.0,,,2,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,10.0,723,,,24.9,,53.8,,,северо-западный,9.0,,,1,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,29.9,,39.9,,,восточный,5.0,,,3,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,30.4,,35.4,,,восточный,6.0,,,3,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,721,,,29.4,,38.2,,,южный,7.0,,31.3,2,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,10.0,721,,,25.1,,60.4,,,,9.0,,,0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,10.0,721,,,23.3,,61.9,,,юго-западный,7.0,,,1,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,19.4,,79.7,,,западный,6.0,,,2,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,0,,,0,,,,10.0,720,,,20.4,,77.3,17.8,,юго-западный,10.0,,,1,
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,10.0,721,,,22.4,,68.8,,,северо-восточный,7.0,,,2,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,True,,,,,10.0,720,,,22.2,,83.6,,,восточный,9.0,,,3,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,True,,,,,,20.0,719,,,29.8,,36.6,,,северный,6.0,,,1,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,2,,,,,,,20.0,719,,,27.7,,45.9,,,западный,7.0,,30.2,3,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,True,,,,,10.0,722,,,24.5,,58.0,,,западный,10.0,,,3,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,19.3,,82.8,,True,северо-западный,0.0,,,2,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,10.0,721,,,18.7,,81.1,,True,западный,0.0,,,1,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,0.3,,,2,,,,20.0,722,,,18.4,,87.0,16.5,,северо-восточный,0.0,,,1,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,24.1,,61.7,,,северный,0.0,,,2,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.7,,45.9,,,северо-восточный,0.0,,,2,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,31.7,,35.5,,,восточный,2.0,,,2,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,721,,,30.9,,35.1,,,юго-восточный,2.0,,32.1,1,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,24.8,,65.5,,,юго-западный,4.0,,,2,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,23.2,,65.2,,,юго-западный,0.0,,,1,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,19.8,,80.2,,,западный,0.0,,,2,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,20.8,,78.9,19.2,,западный,2.0,,,1,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,26.7,,47.1,,,северный,6.0,,,2,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,30.3,,36.8,,,северо-западный,4.0,,,1,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,33.9,,30.0,,,северный,2.0,,,2,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,721,,,33.7,,32.3,,,западный,0.0,,34.8,1,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,10.0,721,,,27.8,,54.9,,,юго-западный,0.0,,,1,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,10.0,721,,,24.3,,65.4,,,юго-западный,0.0,,,3,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,21.0,,79.4,,,,0.0,,,0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,0,,,0,,,,10.0,720,,,22.6,,72.5,20.4,,,0.0,,,0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,20.0,721,,,29.8,,45.3,,,западный,0.0,,,1,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,20.0,720,,,34.5,,33.8,,,западный,0.0,,,1,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,20.0,719,,,36.7,,29.0,,,восточный,1.0,,,2,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,719,,,34.8,,32.6,,,южный,6.0,,37.2,1,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,10.0,720,,,29.9,,45.9,,,юго-западный,6.0,,,3,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,10.0,720,,,25.2,,53.9,,,западный,4.0,,,3,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,10.0,720,,,22.4,,60.5,,,западный,0.0,,,2,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,720,,,22.1,,61.7,20.4,,западный,5.0,,,2,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,20.0,720,,,30.8,,30.1,,,северный,2.0,,,4,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,20.0,719,,,32.0,,27.2,,,восточный,6.0,,,3,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,10.0,720,,,30.3,,29.6,,,северный,10.0,,,4,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,3,,True,,,,,20.0,722,,,22.2,,67.1,,,северо-западный,7.0,,33.4,2,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,21.6,,66.1,,True,юго-западный,10.0,,,2,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,20.1,,75.3,,,западный,10.0,,,2,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,20.6,,71.2,,,юго-западный,9.0,,,2,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,0,,,3,,,,20.0,724,,,20.4,,69.8,19.7,,западный,10.0,,,2,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,20.0,724,,,24.6,,50.3,,,западный,9.0,,,2,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,28.1,,36.1,,,северный,7.0,,,2,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,20.0,723,,,29.4,,32.6,,,восточный,7.0,,,1,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,722,,,26.9,,40.6,,,юго-западный,9.0,,29.5,3,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,10.0,723,,,25.1,,46.4,,,юго-западный,9.0,,,3,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,True,,,10.0,723,,,22.7,,57.6,,,юго-западный,10.0,,,3,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,21.4,,60.7,,True,западный,10.0,,,2,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,менее 0.1,,,менее 0.1,,,,10.0,723,,,22.3,,54.2,20.8,,юго-западный,9.0,,,2,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,27.6,,38.0,,,северо-восточный,1.0,,,1,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.6,,33.7,,,северо-восточный,6.0,,,2,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,31.9,,27.9,,,восточный,4.0,,,2,
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,0,,,,,,,10.0,721,,,29.4,,30.7,,,южный,9.0,,31.9,1,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,25.7,,51.0,,,юго-западный,10.0,,,2,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,24.3,,48.6,,,западный,7.0,,,3,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,19.6,,67.0,,True,западный,6.0,,,2,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,менее 0.1,,,менее 0.1,,,,20.0,722,,,19.3,,65.2,17.2,,западный,4.0,,,2,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,20.0,722,,,26.2,,32.6,,,северо-восточный,2.0,,,2,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.1,,31.6,,,северо-восточный,7.0,,,1,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,30.9,,27.8,,,северо-восточный,5.0,,,1,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,721,,,29.1,,32.1,,,юго-западный,9.0,,31.4,2,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,24.8,,53.8,,,юго-западный,9.0,,,3,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,23.4,,55.2,,,западный,6.0,,,3,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,19.3,,71.9,,,северо-западный,2.0,,,2,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,20.7,,65.0,18.4,,западный,7.0,,,1,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,24.8,,55.5,,,северный,2.0,,,2,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.2,,50.0,,,северный,6.0,,,2,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,31.1,,38.9,,,восточный,5.0,,,2,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,0,,,,,,,10.0,722,,,29.1,,44.5,,,юго-западный,9.0,,31.7,3,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,10.0,722,,,25.3,,61.2,,,северо-западный,9.0,,,1,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,10.0,722,,,22.0,,64.9,,,северо-восточный,0.0,,,1,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,20.8,,72.6,,,западный,7.0,,,1,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,722,,,20.3,,80.8,19.6,,северо-западный,10.0,,,1,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,25.4,,62.4,,,северный,10.0,,,2,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,27.6,,57.6,,,северо-восточный,9.0,,,1,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,20.0,723,,,29.0,,44.5,,,восточный,10.0,,,2,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,0,,,,,,,10.0,723,,,27.5,,53.1,,,западный,10.0,,30.1,2,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,True,,,,,10.0,723,,,23.8,,71.8,,,юго-западный,7.0,,,3,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,19.8,,80.2,,,западный,0.0,,,3,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,18.5,,83.2,,,западный,0.0,,,2,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,0.3,,,0.3,,,,20.0,723,,,19.0,,84.3,18.4,,северо-западный,4.0,,,1,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,25.8,,59.4,,,северный,1.0,,,2,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,27.8,,52.5,,,северный,9.0,,,1,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,20.0,722,,,31.7,,39.3,,,восточный,7.0,,,2,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,менее 0.1,,,,,,,10.0,722,,True,26.0,,72.6,,,северо-западный,9.0,,32.0,4,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,13.0,,,,,,,,,10.0,725,,,22.6,,65.0,,True,западный,9.0,,,1,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,10.0,724,,,18.4,,82.7,,,западный,0.0,,,2,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,10.0,723,,,17.3,,86.4,,,,0.0,,,0,
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,0.8,,,0.8,,,,20.0,723,,,18.8,,77.1,16.0,,юго-западный,4.0,,,2,
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,20.0,723,,,25.5,,57.5,,,восточный,7.0,,,2,
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,20.0,722,,,28.7,,47.3,,,восточный,2.0,,,4,
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,32.0,,34.9,,,восточный,1.0,,,3,
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,720,,,30.5,,29.6,,,северо-восточный,7.0,,32.8,5,
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,10.0,721,,,25.9,,36.0,,,северо-восточный,7.0,,,2,
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,12.0,,,,,,,,,10.0,725,,,18.8,,69.5,,,северо-западный,10.0,,,3,
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,10.0,722,,,18.1,,74.0,,True,восточный,9.0,,,1,
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,723,,,16.3,,85.7,15.7,,северо-западный,7.0,,,1,
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,20.0,725,,,20.0,,69.3,,,северо-западный,10.0,,,3,
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,20.0,724,,,25.0,,52.8,,,северо-восточный,7.0,,,2,
1596024000,"Среда, 29 июля
12:00 (UTC)",,True,,,,,,,,,,20.0,725,,,23.6,,63.2,,,северо-восточный,10.0,,,1,
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,менее 0.1,,,,,,,10.0,725,,,23.3,,66.9,,True,северо-западный,10.0,,25.5,2,
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,10.0,726,,,21.7,,74.2,,True,западный,9.0,,,2,
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,10.0,726,,,19.6,,82.8,,,,9.0,,,0,
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,10.0,726,,,20.2,,73.0,,,южный,10.0,,,1,
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,менее 0.1,,,менее 0.1,,,,10.0,727,,,20.1,,79.3,19.2,True,западный,9.0,,,1,
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,True,,,,,,10.0,727,,,24.0,,63.3,,,восточный,9.0,,,2,
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,20.0,726,,,28.7,,41.9,,,восточный,7.0,,,3,
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,10.0,724,,,20.7,,58.6,,,юго-западный,0.0,,,3,
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,0,,,0,,,,20.0,724,,,21.3,,58.0,18.7,,юго-западный,0.0,,,2,
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,20.0,724,,,26.3,,42.1,,,восточный,1.0,,,2,
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,20.0,723,,,30.6,,23.4,,,восточный,2.0,,,3,
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,20.0,721,,,32.2,,19.4,,,восточный,4.0,,,2,
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,0,,,,,,,20.0,721,,,30.0,,22.0,,,северо-восточный,7.0,,33.0,1,
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,10.0,720,,,26.7,,42.2,,,юго-западный,10.0,,,2,
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,10.0,720,,,24.3,,46.5,,,западный,7.0,,,3,
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,10.0,719,,,23.3,,51.0,,,южный,9.0,,,1,
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,0,,,0,,,,20.0,718,,,20.7,,59.0,19.8,,западный,4.0,,,2,
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,20.0,717,,,29.7,,30.6,,,восточный,0.0,,,2,
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,20.0,717,,,31.8,,26.4,,,северо-восточный,4.0,,,2,
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,20.0,716,,,32.4,,27.3,,,северный,7.0,,,2,
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,12.0,,0.8,,,,,,,10.0,718,,,23.5,True,72.2,,,северо-западный,7.0,,34.1,4,
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,11.0,,,,,,True,,,10.0,720,,,18.9,,91.6,,,,10.0,,,0,
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,10.0,720,,,19.5,,84.4,,True,южный,10.0,,,1,
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,10.0,719,,,18.9,,91.6,,True,,7.0,,,0,
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,3,,,3,,,,10.0,719,,,18.4,,93.3,18.2,,северный,10.0,,,1,
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,10.0,720,,,21.0,,80.4,,True,восточный,7.0,,,2,
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,10.0,720,,,21.4,,78.0,,,северо-восточный,10.0,,,2,
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,True,,,10.0,721,,,19.3,,88.8,,,северный,10.0,,,1,
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,5,,,,True,,,10.0,721,,,17.9,,90.4,,,северо-западный,10.0,,21.9,3,
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,True,,,4.0,723,,,16.6,,92.0,,,северо-западный,10.0,,,1,
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,,,10.0,723,,,16.9,,86.3,,True,южный,10.0,,,1,
