timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Мгла,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,Зарница,Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,,69.7,,,,восточный,,,1,,,,,,,,,,,,,50,747,,,,20.2,,,,,,,10.0,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,,73.9,,,,юго-восточный,,22.0,2,,,,,менее 0.1,,,,,,,,50,748,,,,20.1,,,,,,,7.0,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,,81.1,,,,восточный,,,1,,,,,,,,,,,,,50,750,,,,18.1,,,,,,,10.0,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,,89.1,,,,,,,0,,,,,,,,,,,,,50,750,,,,16.8,,,,,,,10.0,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,,94.3,,,,,,,0,,,,,,,,,,,,,50,751,,,,14.2,,,,,,,4.0,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,,94.4,,,12.8,,,,0,,,,,0,,,,,менее 0.1,,,50,752,,,,15.3,,,,,,,4.0,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,,73.6,,,,южный,,,1,,,,,,,,,,,,,50,753,,,,18.5,,,,,,,9.0,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,,,63.4,,,,северный,,,1,,,,,,,,,,,,,50,752,,,,22.5,,,,,,,6.0,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,,61.0,,,,юго-восточный,,,2,,,,,,,,,,,,,50,752,,,,24.2,,,,,,,5.0,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,,64.8,,,,юго-восточный,,24.4,2,,,,,0,,,,,,,,50,752,,,,23.6,,,,,,,1.0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,,80.8,,,,юго-восточный,,,1,,,,,,,,,,,,,50,752,,,,19.8,,,,,,,7.0,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,,95.0,,,,,,,0,,,,,,,,,,,,,50,752,,,,16.3,,,,,,,2.0,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,,92.1,,,,,,,0,,,,,,,,,,,,,50,753,,,,17.5,,,,,,,10.0,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,,88.7,,,16.2,,,,0,,,,,0,,,,,0,,,50,753,,,,18.1,,,,,,,10.0,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,,79.8,,,,восточный,,,1,,,,,,,,,,,,,50,753,,,,20.0,,,,,,,10.0,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,,71.4,,,,восточный,,,1,,,,,,,,,,,,,50,753,,,,21.7,,,,,,,10.0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,65.8,,,,восточный,,,2,,,,,,,,,,,,,50,752,,,,24.2,,,,,,,2.0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,,74.8,,,,восточный,,24.9,2,,,,,0,,,,,,,,50,751,,,,22.6,,,,,,,9.0,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,87.2,,,,северо-восточный,,,1,,,,,,,,,,,,,20,752,,,,20.4,,,,,,,10.0,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,,92.2,,,,,,,0,,,,,,,,,,,,,20,752,,,,19.4,,,,,,,10.0,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,94.5,,,,,,,0,,,,,,,,,,,,,20,753,,,,17.8,,,,,,,7.0,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,88.2,,,,северный,,,1,,,,,0,,,,,0,,,50,753,,,,19.8,,,,,,,7.0,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,65.4,,,,восточный,,,2,,,,,,,,,,,,,50,753,,,,24.2,,,,,,,6.0,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,,53.7,,,,северный,,,1,,,,,,,,,,,,,50,752,,,,26.0,,,,,,,9.0,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,47.3,,,,восточный,,,1,,,,,,,,,,,,,50,751,,,,27.6,,,,,,,2.0,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,54.3,,,,южный,,27.9,2,,,,,0,,,,,,,,50,751,,,,27.0,,,,,,,2.0,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,87.2,,,,юго-западный,,,1,,,,,,,,,,,,,50,751,,,,20.9,,,,,,,6.0,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,,,,,,94.5,,,,,,,0,,,,,,,,,,,,,50,752,,,,19.0,,,,,,,10.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,95.1,,,,,,,0,,,,,,,,,,,,,50,751,,,,17.7,,,,,,,6.0,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,89.9,,,17.2,,,,0,,,,,0,,,,,0,,,20,752,,,,19.7,,,,,,,2.0,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,75.4,,,,юго-восточный,,,1,,,,,,,,,,,,,20,751,,,,23.8,,,,,,,6.0,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,,61.5,,,,южный,,,2,,,,,,,,,,,,,50,751,,,,28.3,,,,,,,6.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,True,65.7,,,,юго-западный,,,4,,,,,,,,,,,,,20,749,,,,27.6,,,,,,,7.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",True,,,,,,,,,,,92.3,,,,западный,,29.1,2,,,,,3,,,,,,,,20,750,,,,21.4,,,,,,,10.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,93.9,,,,юго-западный,,,1,,,,,,,,,,,,,20,749,,,,19.1,,,,True,,,10.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,,95.1,,,,,,,0,,,,,,,,,,,,,20,749,,,,19.0,,,,,,,4.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,95.1,,,,северо-западный,,,1,,,,,,,,,,,,,20,748,,,,19.0,,,,,,,2.0,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,75.0,,,,западный,,,1,,,,,,,,,,,,True,4,748,,,,24.2,,,,,,,5.0,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,,66.7,,,,восточный,,,1,,,,,,,,,,,,,20,748,,,,26.7,,,,,,,9.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,61.2,,,,юго-восточный,,,1,,,,,,,,,,,,,20,746,,,,28.7,,,,,,,6.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,,72.7,,,,восточный,,29.4,1,,,,,0,,,,,,,,20,746,,,,26.6,,,,,,,10.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,82.8,,,,восточный,,,2,,,,,,,,,,,,,20,747,,,,23.5,,,,,,,9.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,,,,,,92.2,,,,,,,0,,,,,,,,,,,,,20,747,,,,19.6,,,,,,,4.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,95.1,,,,,,,0,,,,,,,,,,,,,20,746,,,,18.3,,,,,,,0.0,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,95.7,,,17.5,восточный,,,1,,,,,0,,,,,0,,True,2,747,,,,18.3,,,,,,,4.0,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,72.8,,,,южный,,,1,,,,,,,,,,,,,20,747,,,,24.5,,,,,,,5.0,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,,59.6,,,,южный,,,1,,,,,,,,,,,,,20,746,,,,28.3,,,,,,,7.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,61.3,,,,южный,,,3,,,,,,,,,,,,,20,744,,,,29.0,,,,,,,2.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,66.6,,,,юго-западный,,29.0,3,,,,,0,,,,,,,,20,743,,,,28.3,,,,,,,6.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,82.3,,,,южный,,,2,,,True,,,,,,,,,,20,744,,,,24.1,,,,,,,10.0,
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,True,,,,,,,87.5,,,,юго-западный,,,1,,,,,,,,,,,,,20,745,,,,23.3,,,,,,,10.0,
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,92.3,,,,,,,0,,,,,,,,,,,,,20,744,,,,21.4,,,,True,,,7.0,
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,87.9,,,20.7,,,,0,,,,,менее 0.1,,,,,менее 0.1,,,20,745,,,,22.4,,,,,,,2.0,
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,76.8,,,,южный,,,2,,,,,,,,,,,,,20,745,,,,26.7,,,,,,,4.0,
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,,,64.7,,,,южный,,,3,,,,,,,,,,,,,20,744,,,,30.7,,,,,,,7.0,
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,True,61.1,,,,северо-западный,,,3,,,,,,,,,,,,,20,744,,,,24.9,,,,,,,10.0,
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,83.1,,,,западный,True,31.7,1,,,,,1,,,,,,,,10,744,,,,21.8,,,,,,,9.0,
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,88.4,,,,,,,0,,,,,,,,,,,,,20,745,,,,21.2,,,,True,,,10.0,
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,,,,,,94.0,,,,,,,0,,,,,,,,,,,,,20,745,,,,20.4,,,,,,,10.0,
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,94.0,,,,восточный,,,1,,,,,,,,,,,,,20,746,,,,20.0,,,,,,,6.0,
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,95.8,,,19.6,,,,0,,,,,0,,,,,1,,True,4,746,,,,20.9,,,,,,,10.0,
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,80.9,,,,,,,0,,,,,,,,,,,,True,4,747,,,,24.5,,,,,,,10.0,
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,,,74.3,,,,южный,,,1,,,,,,,,,,,,,10,746,,,,28.0,,,,,,,7.0,
1594965600,"Пятница, 17 июля
06:00 (UTC)",True,,,,,,,,,,,83.9,,,,южный,,,2,,,,,,,,,,,,,10,746,,,,24.1,,,,,,,10.0,
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,81.6,,,,восточный,,29.9,1,,,,,9,,,,,,,,20,746,,,,26.3,,,,True,,,9.0,
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,89.7,,,,северо-восточный,,,2,,,,,,,,,,,,,10,748,,,,24.6,,,,True,,,2.0,
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,,,90.6,,,,северный,,,1,,,True,,,,,,,,,,10,748,,,,21.2,,,,,,,4.0,
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,94.0,,,,северный,,,1,,,,,,,,,,,,,10,748,,,,21.1,,,,,,,10.0,
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,95.2,,,20.3,северный,,,1,,,,,0,,,,,9,,,0,749,,True,,21.5,,,,,,,,
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,93.5,True,,,,,,0,,,,,,,,,,,,,2,750,,,,23.0,,,,,,,10.0,
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,,,85.5,,,,,,,0,,,,,,,,,,,,True,4,750,,,,25.3,,,,,,,10.0,
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,73.1,,,,восточный,,,1,,,,,,,,,,,,,10,749,,,,29.1,,,,True,,,6.0,
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,65.9,,,,южный,,30.9,1,,,,,менее 0.1,,,,,,,,10,748,,,,30.6,,,,,,,2.0,
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,94.2,,,,,,,0,,,,,,,,,,,,,10,749,,,,24.8,,,,,True,,2.0,
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,,,,,,95.2,,,,,,,0,,,,,,,,,,,,True,2,749,,,,22.3,,,,,,,0.0,
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,95.3,,,,,,,0,,,,,,,,,,,,True,2,749,,,,22.7,,,,,,,0.0,
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,95.9,,,21.9,северный,,,1,,,,,0,,,,,менее 0.1,,,1,750,,,,23.3,,,,,,True,0.0,
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,True,,,,,,,,90.9,,,,северо-восточный,,,1,,,,,,,,,,,,,2,750,,,,25.3,,,,,,,10.0,
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,,,65.4,,,,юго-восточный,,,1,,,,,,,,,,,,,20,750,,,,30.1,,,,,,,2.0,
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,53.6,,,,южный,,,1,,,,,,,,,,,,,20,749,,,,32.1,,,,,,,5.0,
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,66.9,,,,южный,,32.2,1,,,,,0,,,,,,,,20,748,,,,29.8,,,,,,,9.0,
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,88.1,,,,,,,0,,,,,,,,,,,,,20,749,,,,24.7,,,,,,,10.0,
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,,,95.2,,,,,,,0,,,,,,,,,,,,,20,749,,,,22.3,,,,,,,10.0,
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,95.8,,,,восточный,,,1,,,,,,,,,,,,,20,749,,,,21.5,,,,,,,10.0,
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,81.5,,,21.0,,,,0,,,,,0,,,,,0,,,20,748,,,,21.9,,,,,,,10.0,
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,74.9,,,,южный,,,1,,,,,,,,,,,,,20,748,,,,23.2,,,,,,,10.0,
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,,,69.0,,,,южный,,,3,,,,,,,,,,,True,,20,747,,,,23.0,,,,,,,10.0,
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,94.5,,,,южный,,,1,,,,,,,,,,,True,,2,747,,,,18.5,,,,,,,10.0,
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,93.3,,,,юго-восточный,,23.7,3,,,,,14,,,,,,True,,2,746,,,,17.8,,,,,,,10.0,
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,95.7,,,,южный,,,1,,,,,,,,,,,True,,2,747,,,,17.7,,,,,,,10.0,
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,True,,,,,,,95.7,,,,юго-восточный,,,1,,,,,,,,,,,,,10,747,,,,17.6,,,,,,,10.0,
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,95.7,,,,юго-западный,,,1,,,,,,,,,,,,,10,747,,,,17.7,,,,True,,,10.0,
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,95.7,,,17.3,,,,0,,,,,6,True,,,,20,,,1,748,,,,17.5,,,,,,,10.0,
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,74.4,,,,,,,0,,,,,,,,,,,,,20,749,,,,23.1,,,,True,,,7.0,
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,,,58.1,,,,юго-западный,,,1,,,,,,,,,,,,,50,748,,,,26.3,,,,,,,5.0,
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,46.4,,,,юго-западный,,,4,,,,,,,,,,,,,50,748,,,,28.4,,,,,,,2.0,
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,56.0,,,,юго-западный,,28.6,3,,,,,0,,,,,,,,50,748,,,,26.9,,,,,,,2.0,
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,75.1,,,,юго-западный,,,2,,,,,,,,,,,,,50,749,,,,21.9,,,,,,,2.0,
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,,,94.5,,,,,,,0,,,,,,,,,,,,,50,749,,,,18.1,,,,,,,0.0,
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,96.3,,,,южный,,,1,,,,,,,,,,,,,50,750,,,,17.3,,,,,,,0.0,
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,92.2,,,16.5,северный,,,1,,,,,0,,,,,0,,,50,751,,,,18.8,,,,,,,2.0,
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,71.5,,,,северо-западный,,,1,,,,,,,,,,,,,20,751,,,,24.6,,,,,,,4.0,
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,,,63.4,,,,южный,,,2,,,,,,,,,,,,,20,751,,,,28.0,,,,,,,10.0,
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,58.7,,,,юго-западный,,,3,,,,,,,,,,,,,20,750,,,,29.0,,,,,,,9.0,
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,70.7,,,,юго-западный,,29.8,3,,,,,0,,,,,,,,20,750,,,,25.2,,,,,,,10.0,
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,88.9,,,,,,,0,,,,,,,,,,,,,20,751,,,,20.9,,,,,,,7.0,
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,,,,,,93.9,,,,,,,0,,,,,,,,,,,,,20,751,,,,18.1,,,,,,,0.0,
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,93.9,,,,северный,,,1,,,,,,,,,,,,,20,752,,,,18.0,,,,,,,0.0,
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,89.9,,,16.8,северный,,,1,,,,,0,,,,,0,,,20,753,,,,18.7,,,,,,,9.0,
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,73.5,,,,северо-западный,,,1,,,,,,,,,,,,,20,753,,,,23.4,,,,,,,9.0,
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,,,67.7,,,,восточный,,,2,,,,,,,,,,,,,20,752,,,,27.5,,,,,,,10.0,
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,True,67.2,,,,восточный,,,2,,,,,,,,,,,,,50,752,,,,27.2,,,,,,,10.0,
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,76.7,,,,северо-восточный,,29.2,1,,,,,6,,,,,,,,50,751,,,,26.0,,,,True,,,10.0,
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,93.5,,,,западный,,,1,,,,,,,,,,,,,20,751,,,,22.9,,,,True,,,10.0,
1595516400,"Четверг, 23 июля
15:00 (UTC)",True,,,,,,,,,,,95.2,,,,северо-западный,,,2,,,,,,,,,,,,,2,752,,,,20.0,,,,,,,10.0,
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,93.9,,,,юго-западный,,,2,,,,,,,,,,,True,,10,752,,,,18.8,,,,,,,10.0,
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,98.1,,,18.0,восточный,,,2,,,,,25,,,,,31,,,10,753,,,,18.4,,,,True,,,10.0,
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,77.0,,,,восточный,,,3,,,,,,,,,,,,,20,753,,,,21.5,,,,True,,,9.0,
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,,,61.5,,,,юго-восточный,,,3,,,,,,,,,,,,,50,753,,,,24.7,,,,,,,9.0,
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,54.8,,,,восточный,,,2,,,,,,,,,,,,,50,752,,,,26.0,,,,,,,10.0,
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,59.0,,,,юго-восточный,,26.4,1,,,,,0,,,,,,,,50,752,,,,25.4,,,,,,,4.0,
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,92.8,,,,,,,0,,,,,,,,,,,,,50,753,,,,19.4,,,,,,,2.0,
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,,,95.7,,,,северо-западный,,,1,,,,,,,,,,,,,50,753,,,,17.7,,,,,,,0.0,
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,96.2,,,,северо-западный,,,1,,,,,,,,,,,,,50,753,,,,16.5,,,,,,,0.0,
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,93.3,,,15.7,северо-западный,,,1,,,,,0,,,,,0,,,50,753,,,,17.5,,,,,,,7.0,
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,76.9,,,,северный,,,1,,,,,,,,,,,,,50,753,,,,20.8,,,,,,,9.0,
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,,,71.5,,,,юго-восточный,,,1,,,,,,,,,,,,,50,753,,,,22.3,,,,,,,10.0,
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,67.0,,,,юго-восточный,,,1,,,,,,,,,,,,,50,752,,,,24.0,,,,,,,10.0,
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,79.2,,,,,,24.6,0,,,,,0,,,,,,,,50,752,,,,22.8,,,,,,,10.0,
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,85.1,,,,,,,0,,,,,,,,,,,,,50,753,,,,21.0,,,,,,,9.0,
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,,,92.2,,,,,,,0,,,,,,,,,,,,,50,753,,,,19.2,,,,,,,9.0,
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,93.9,,,,,,,0,,,,,,,,,,,,,50,752,,,,18.7,,,,,,,10.0,
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,89.9,,,18.2,северо-восточный,,,1,,,,,0,,,,,0,,,20,753,,,,18.9,,,,,,,10.0,
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,83.0,,,,северный,,,1,,,,,,,,,,,,,20,753,,,,21.3,,,,True,,,10.0,
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,,,72.7,,,,юго-западный,,,1,,,,,,,,,,,,,50,753,,,,24.0,,,,,,,9.0,
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,64.3,,,,восточный,,,1,,,,,,,,,,,,,20,752,,,,27.0,,,,,,,7.0,
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,72.5,,,,северо-восточный,,27.1,1,,,,,0.1,,,,,,,,20,752,,,,25.6,,,,,,,10.0,
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,83.6,,,,,,,0,,,,,,,,,,,,,20,752,,,,22.1,,,,,,,10.0,
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,,,90.6,,,,северный,,,1,,,,,,,,,,,,,20,752,,,,20.6,,,,,,,9.0,
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,94.5,,,,,,,0,,,,,,,,,,,,,20,753,,,,19.5,,,,,,,7.0,
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,92.2,,,19.2,,,,0,,,,,0,,,,,0.1,,,10,753,,,,19.9,,,,,,,7.0,
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,73.7,,,,северо-восточный,,,1,,,,,,,,,,,,,20,753,,,,24.7,,,,,,,9.0,
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,,,64.1,,,,западный,,,1,,,,,,,,,,,,,20,753,,,,27.7,,,,,,,6.0,
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,56.7,,,,юго-восточный,,,1,,,,,,,,,,,,,20,752,,,,29.7,,,,,,,7.0,
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,64.2,,,,юго-восточный,,29.9,2,,,,,0,,,,,,,,20,752,,,,28.2,,,,,,,5.0,
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,93.5,,,,,,,0,,,,,,,,,,,,,20,752,,,,22.6,,,,,,,1.0,
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,,,95.2,,,,северный,,,1,,,,,,,,,,,,,20,753,,,,20.9,,,,,,,0.0,
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,96.4,,,,северный,,,1,,,,,,,,,,,,,20,753,,,,20.3,,,,,,,0.0,
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,95.2,,,19.7,северный,,,1,,,,,0,,,,,0,,,20,754,,,,20.7,,,,,,,7.0,
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,73.5,,,,восточный,,,1,,,,,,,,,,,,,20,754,,,,26.1,,,,,,,7.0,
