timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,24.1,57.9,,,,10.0,,,0.0
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.4,63.3,,,южный,4.0,,,1.0
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,21.3,74.1,20.2,,,7.0,,,0.0
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,26.9,52.9,,,,9.0,,,0.0
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,32.9,36.1,,,юго-восточный,7.0,,,2.0
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,32.5,34.6,,,восточный,9.0,,,2.0
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,29.3,54.5,,,,9.0,,33.4,0.0
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,23.3,66.9,,,восточный,6.0,,,1.0
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,731,,,,20.5,77.3,,,восточный,0.0,,,1.0
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,730,,,,21.1,71.7,,,юго-восточный,0.0,,,1.0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,730,,,,22.1,68.3,18.6,,,0.0,,,0.0
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,729,,,,27.9,54.9,,,,4.0,,,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,729,,,,32.3,41.6,,,западный,7.0,,,1.0
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,728,,,,33.2,37.1,,,восточный,7.0,,,1.0
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,1,,True,,,,,,,10,728,,,,24.0,87.0,,,восточный,9.0,,34.7,1.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,,True,,,,4,730,,,,22.2,95.2,,,восточный,10.0,,,1.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,True,,,,,10,730,,,,22.5,74.8,,,западный,7.0,,,2.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,21.6,85.2,,,,10.0,,,0.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,2,,True,3,,,,,,10,734,,,,22.0,76.1,20.9,,западный,10.0,,,2.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,,True,,,,4,736,,,,19.9,92.2,19.8,,южный,10.0,,,2.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,True,,,,,20,735,,,,23.3,75.4,,,южный,9.0,,,2.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,27.4,48.2,,True,южный,9.0,,,2.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,3,,,,,,,,,20,736,,,,24.9,55.5,,,юго-восточный,9.0,,28.6,2.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,24.0,59.8,,,южный,6.0,,,3.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,21.6,67.8,,,южный,5.0,,,2.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,19.9,74.3,,,,5.0,,,0.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,0,,,3,,,,,,20,738,,,,20.9,66.8,18.9,,западный,10.0,,,1.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,25.7,60.9,,,западный,9.0,,,2.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,28.9,47.4,,,северо-западный,5.0,,,2.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,30.3,41.5,,,восточный,6.0,,,1.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,737,,,,28.8,50.5,,,западный,9.0,,32.5,2.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,25.5,64.0,,,западный,10.0,,,2.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,True,,,,,,,,,,,,,,10,737,,,,22.0,78.1,,,,5.0,,,0.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,20.6,84.0,,,,10.0,,,0.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,21.1,77.9,19.5,,юго-западный,0.0,,,1.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,27.1,54.0,,,северный,0.0,,,1.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,30.9,37.4,,,северо-восточный,0.0,,,2.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,31.4,42.9,,,восточный,7.0,,,3.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,735,,,,29.6,46.1,,,восточный,0.0,,32.5,2.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,25.1,59.6,,,восточный,0.0,,,2.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,23.2,70.3,,,восточный,0.0,,,2.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,21.5,75.6,,,восточный,0.0,,,2.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,21.4,80.0,18.4,,,2.0,,,0.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,26.0,58.0,,,восточный,7.0,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,31.6,39.6,,,юго-западный,7.0,,,2.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,27.5,58.3,,,юго-западный,10.0,,,3.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,0.6,,,,True,,,,,20,732,,,,28.4,57.5,,,юго-западный,2.0,,32.7,1.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,True,,,,,10,734,,,,23.1,81.7,,,восточный,0.0,,,1.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,24.3,67.9,,,западный,10.0,,,2.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,22.5,70.6,,,западный,0.0,,,2.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,0,,,0.6,,,,,,20,736,,,,20.7,79.4,20.3,,западный,0.0,,,3.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.1,59.5,,,западный,0.0,,,3.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,30.5,48.7,,,северо-восточный,2.0,,,1.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,33.0,38.5,,,восточный,2.0,,,2.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,32.6,38.4,,,восточный,0.0,,33.7,1.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,26.9,56.0,,,восточный,0.0,,,2.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,22.5,77.2,,,восточный,0.0,,,1.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,22.0,78.5,,,,0.0,,,0.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,22.0,81.6,19.8,,восточный,2.0,,,1.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,29.3,53.5,,,северо-западный,0.0,,,2.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.6,42.7,,,восточный,2.0,,,2.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,35.4,39.4,,,восточный,0.0,,,3.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,32.4,38.5,,,восточный,0.0,,35.8,3.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,27.5,44.1,,,юго-восточный,0.0,,,2.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,23.2,64.7,,,восточный,0.0,,,1.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,22.2,67.5,,,,0.0,,,0.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,22.9,72.1,21.0,,,0.0,,,0.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,30.7,51.9,,,западный,0.0,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,35.9,36.0,,,северный,0.0,,,2.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,37.9,29.3,,,северный,4.0,,,1.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,37.4,29.0,,,северный,0.0,,38.5,1.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,30.6,50.9,,,,2.0,,,0.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,27.3,65.2,,,,7.0,,,0.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,27.5,63.3,,,,0.0,,,0.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,732,,,,26.3,52.1,26.0,,западный,10.0,,,4.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,True,,,,,20,732,,,,29.2,45.4,22.9,,западный,6.0,,,4.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,33.7,34.7,,,северо-западный,5.0,,,3.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,33.3,33.3,,,северо-западный,10.0,,,1.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,10.0,,,0.5,,,,,,,,,20,735,,,,24.9,61.5,,,северо-западный,10.0,,35.3,3.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.6,72.9,,,западный,10.0,,,2.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,22.3,68.8,,,западный,10.0,,,1.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,21.1,74.1,,,западный,10.0,,,2.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,0,,,0.5,,,,,,20,737,,,,21.6,75.6,20.9,,западный,10.0,,,2.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.0,56.6,,,западный,9.0,,,3.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,28.6,43.0,,,западный,9.0,,,4.0
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,27.8,46.5,,,юго-западный,9.0,,,3.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,26.3,49.5,,,южный,10.0,,29.3,1.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,23.7,56.7,,,южный,10.0,,,1.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,21.3,64.3,,,восточный,0.0,,,1.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,20.9,66.4,,,юго-западный,0.0,,,1.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,20.9,67.2,19.6,,,5.0,,,0.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.4,50.2,,,западный,4.0,,,2.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,31.8,33.1,,,северо-восточный,2.0,,,1.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.9,28.3,,,северо-восточный,7.0,,,2.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,31.8,33.7,,,восточный,9.0,,34.3,1.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,24.9,50.1,,,юго-восточный,2.0,,,2.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,25.7,53.6,,,юго-западный,5.0,,,1.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,23.7,58.5,,,,9.0,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,23.1,57.7,21.6,,западный,0.0,,,3.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,27.6,36.7,,,западный,2.0,,,4.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,31.4,30.9,,,западный,0.0,,,3.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.5,28.7,,,южный,2.0,,,2.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,32.2,32.3,,,,7.0,,34.1,0.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,25.7,47.1,,,,2.0,,,0.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,True,,,,,,,,,,,,,,10,735,,,,24.5,58.7,,,восточный,5.0,,,1.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,21.7,74.6,,,,10.0,,,0.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,21.1,76.9,21.0,,,9.0,,,0.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,27.9,50.2,,,западный,0.0,,,1.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,31.8,39.9,,,северо-западный,2.0,,,3.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,34.0,32.2,,,восточный,2.0,,,3.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,735,,,,29.9,42.5,,,восточный,2.0,,34.5,4.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,25.6,60.9,,,восточный,2.0,,,4.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.2,82.6,,,северный,0.0,,,1.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,20.9,94.6,,,,0.0,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,0.9,True,,0.9,,,,,,20,736,,,,20.8,90.6,20.3,,,9.0,,,0.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,True,,,,,,,,20,736,,,,25.3,65.2,,,восточный,10.0,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,True,,,,,20,736,,,,29.0,56.9,,,восточный,7.0,,,4.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,True,,,,,20,736,,,,30.4,44.3,,,восточный,5.0,,,3.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,0.2,,,,,,,,,20,736,,,,24.1,82.3,,,юго-восточный,5.0,,31.8,4.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,22.4,86.3,,,,7.0,,,0.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,22.1,87.9,,,,2.0,,,0.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,21.7,94.1,,,южный,10.0,,,1.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,0,,,0.2,,,,,,20,736,,,,21.3,93.5,20.4,,,0.0,,,0.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,26.4,68.8,,,восточный,7.0,,,2.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,30.2,54.4,,,юго-восточный,9.0,,,2.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,31.4,45.7,,,юго-восточный,9.0,,,2.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,29.5,43.8,,,восточный,0.0,,32.9,4.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,True,,,,,,,,,,,,,,10,737,,,,25.2,62.0,,,восточный,10.0,,,4.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,True,,,,,10,738,,,,20.2,94.0,,,восточный,0.0,,,1.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,18.8,96.9,,True,восточный,0.0,,,1.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,2,,,2,,,,,,20,737,,,,19.0,98.1,17.9,,,0.0,,,0.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,24.2,76.9,,,восточный,7.0,,,3.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,30.3,46.6,,,восточный,2.0,,,3.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,10.0,,,,,,,,,,,,20,735,,,,32.1,34.5,,,восточный,2.0,,,4.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,734,,,,28.4,36.9,,,восточный,9.0,,32.5,6.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,13.0,,,,,,,,,,,,10,735,,,,24.6,59.9,,,восточный,10.0,,,3.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,True,,,,4,737,,,,21.6,83.1,,,восточный,10.0,,,2.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,True,,,,4,736,,,,20.0,94.0,,,юго-восточный,10.0,,,1.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,8,,,8,,True,,,,4,736,,,,19.8,95.1,19.6,,юго-восточный,10.0,,,2.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,11.0,,,,,,,,,,,,20,738,,,,21.6,91.2,,True,западный,10.0,,,2.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,22.7,77.2,,,западный,10.0,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,27.0,56.4,,,юго-восточный,10.0,,,2.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,0.5,,,,,,,,,20,738,,,,26.1,57.6,,,западный,10.0,,28.2,2.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,22.8,80.1,,,,9.0,,,0.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,True,,,,,10,740,,,,20.0,92.8,,,,7.0,,,0.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,True,,,,,,,,10,740,,,,20.5,91.1,,,южный,9.0,,,1.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,0.9,,,1,,,,,,20,741,,,,19.5,95.7,18.5,,,4.0,,,0.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,25.8,57.6,,,восточный,0.0,,,2.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,29.1,30.5,,,восточный,0.0,,,4.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,15.8,83.4,,,восточный,0.0,,,1.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,738,,,,16.2,83.5,14.2,,юго-восточный,0.0,,,1.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,25.2,49.8,,,западный,0.0,,,1.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,31.0,26.9,,,северный,0.0,,,2.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,33.0,21.2,,,северо-восточный,2.0,,,2.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,32.0,30.4,,,восточный,4.0,,33.5,2.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,24.9,61.5,,,юго-восточный,2.0,,,2.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,21.7,70.9,,,восточный,2.0,,,1.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,21.2,69.5,,,,0.0,,,0.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,732,,,,21.0,67.2,18.6,,,0.0,,,0.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,29.1,40.2,,,западный,0.0,,,2.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,33.3,28.5,,,северо-западный,0.0,,,3.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,729,,,,34.5,26.3,,,восточный,0.0,,,2.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,20,729,,,,31.4,37.1,,,восточный,10.0,,35.1,3.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,16.0,,,,,,,,True,,,,4,733,,,,21.6,88.4,,,западный,10.0,,,4.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,19.4,86.0,,True,юго-западный,10.0,,,1.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,19.2,88.8,,True,восточный,10.0,,,1.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,4,,,4,,,,,,20,733,,,,19.5,93.4,19.0,,,10.0,,,0.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,21.3,80.4,,,северо-западный,10.0,,,1.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,23.2,70.8,,,восточный,10.0,,,2.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,24.8,62.7,,,восточный,10.0,,,2.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,0,,,,,,,,,20,734,,,,23.9,69.6,,,восточный,10.0,,25.3,1.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,20.2,91.7,,,северо-восточный,10.0,,,1.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,10.0,,,,,,,,True,,,,4,735,,,,17.8,98.1,,,западный,10.0,,,4.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,,,True,,,,4,737,,,,16.7,98.1,,,западный,10.0,,,3.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,17,,,17,,True,,,,4,738,,,,16.4,98.1,16.1,,западный,10.0,,,2.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,,True,,,,,20,738,,,,19.1,88.7,,,юго-западный,4.0,,,2.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,25.1,48.9,,,западный,7.0,,,4.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,27.4,38.7,,,северо-западный,5.0,,,2.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,1,,,,,,,,,20,737,,,,26.7,42.2,,,,4.0,,27.8,0.0
1596477600,"Понедельник, 3 августа
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,20.4,70.2,,,восточный,0.0,,,1.0
1596488400,"Понедельник, 3 августа
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,18.6,77.5,,,восточный,0.0,,,1.0
1596499200,"Вторник, 4 августа
00:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,15.9,88.5,,,,0.0,,,0.0
