timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C",Дождь со снегом (ледяной дождь),"Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,40.2,,,,восточный,,32.9,,1,,,0,,,,,,,10.0,740,,32.1,,,,4.0
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,68.0,,,,восточный,,,,2,,,,,,,,,,10.0,740,,26.9,,,,7.0
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,58.4,,,,восточный,,,,2,,,,,,,,,,10.0,740,,24.5,,,,2.0
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,68.2,,,,восточный,,,,1,,,,,,,,,,10.0,740,,21.3,,,,2.0
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,55.1,,,20.6,восточный,,,,2,,,0,,,,0,,,10.0,739,,23.2,,,,0.0
1594706400,"Вторник, 14 июля
06:00 (UTC)",,11.0,,,,,,,,47.4,,,,юго-восточный,,,,5,,,,,,,,,,10.0,738,,27.9,,,,0.0
1594717200,"Вторник, 14 июля
09:00 (UTC)",,10.0,,,True,,,,,31.6,,,,юго-восточный,,,,4,,,,,,,,,,10.0,738,,33.4,,,,7.0
1594728000,"Вторник, 14 июля
12:00 (UTC)",,11.0,,,,True,,,,35.0,,,,юго-восточный,,,,4,,,,,,,,,,10.0,737,,34.1,,,,6.0
1594738800,"Вторник, 14 июля
15:00 (UTC)",,13.0,,,True,,,,,35.9,,,,южный,,34.2,,4,,,менее 0.1,,,,,,,10.0,738,,31.4,,,,9.0
1594749600,"Вторник, 14 июля
18:00 (UTC)",,24.0,,,,,,,,82.4,,,,юго-восточный,True,,,2,,,,,,,,,,10.0,739,,20.5,,,,10.0
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,88.3,,,,южный,,,,2,,,,,,,,,,10.0,740,,20.3,,,,9.0
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,91.1,,,,юго-восточный,,,,2,,,,,,,,,,10.0,741,,19.8,,,,9.0
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,90.5,,,19.1,юго-восточный,,,,4,,,6,,,,6,,,10.0,741,,20.2,,,,2.0
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,61.9,,,,юго-западный,,,,4,,,,,,,,,,10.0,741,,23.0,,,,7.0
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,54.2,,,,южный,,,,4,,,,,,,,,,10.0,741,,25.2,,,,7.0
1594814400,"Среда, 15 июля
12:00 (UTC)",,13.0,,,,,,,,40.7,,,,юго-западный,,,,5,,,,,,,,,,10.0,742,,25.5,,,,6.0
1594825200,"Среда, 15 июля
15:00 (UTC)",,13.0,,,,,,,,46.1,,,,юго-западный,,26.3,,4,,,0,,,,,,,10.0,743,,23.1,,,,6.0
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,71.6,,,,юго-западный,,,,1,,,,,,,,,,10.0,743,,18.1,,,,6.0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,81.7,,,,юго-западный,,,,1,,,,,,,,,,10.0,744,,14.9,,,,0.0
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,78.9,,,,,,,,0,,,,,,,,,,10.0,744,,14.2,,,,0.0
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,,,,73.7,,,12.9,юго-западный,,,,2,,,0,,,,0,,,10.0,744,,16.1,,,,2.0
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,49.5,,,,юго-западный,,,,4,,,,,,,,,,10.0,744,,21.4,,,,2.0
1594890000,"Четверг, 16 июля
09:00 (UTC)",,11.0,,,,,,,,31.9,,,,юго-западный,,,,5,,,,,,,,,,10.0,744,,23.5,,,,4.0
1594900800,"Четверг, 16 июля
12:00 (UTC)",,11.0,,,,,,,,34.4,,,,западный,,,,4,,,,,,,,,,10.0,744,,23.8,,,,5.0
1594911600,"Четверг, 16 июля
15:00 (UTC)",,10.0,,,,,,,,38.2,,,,западный,,24.6,,3,,,0,,,,,,,10.0,744,,22.9,,,,5.0
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,60.8,,,,,,,,0,,,,,,,,,,10.0,744,,18.4,,,,7.0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,82.1,,,,,,,,0,,,,,,,,,,10.0,744,,13.7,,,,0.0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,85.2,,,,западный,,,,1,,,,,,,,,,10.0,744,,11.6,,,,2.0
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,,,,75.8,,,10.9,западный,,,,1,,,0,,,,0,,,10.0,745,,14.2,,,,2.0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,54.4,,,,западный,,,,3,,,,,,,,,,10.0,745,,20.2,,,,2.0
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,41.6,,,,западный,,,,2,,,,,,,,,,10.0,745,,22.8,,,,7.0
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,40.7,,,,северо-западный,,,,3,,,,,,,,,,10.0,745,,23.3,,,,6.0
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,,,,42.9,,,,западный,,24.7,,3,,,0,,,,,,,10.0,746,,23.1,,,,7.0
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,60.9,,,,западный,,,,1,,,,,,,,,,10.0,746,,18.9,,,,2.0
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,83.7,,,,,,,,0,,,,,,,,,,10.0,746,,13.6,,,,0.0
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,93.0,,,,юго-западный,,,,1,,,,,,,,,,10.0,746,,11.8,,,,1.0
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,,,,89.4,,,11.1,юго-западный,,,,2,,,0,,,,0,,,10.0,747,,13.3,,,,2.0
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,,,,,,,,60.7,,,,северо-восточный,,,,1,,,,,,,,,,10.0,746,,21.3,,,,7.0
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,,,,,,,,52.5,,,,западный,,,,2,,,,,,,,,,10.0,746,,22.5,,,,10.0
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,True,,,,,,,77.6,,,,западный,,,,2,,,,,,,,,,10.0,747,,19.1,,,,10.0
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,True,,,,,,,84.7,,,,северо-западный,,22.9,,3,,,менее 0.1,,,,,,,10.0,746,,17.6,,,,10.0
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,True,,,,,,,86.2,,,,северо-западный,,,,2,,,,,,,,,,10.0,746,,15.9,,,,10.0
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,True,,,,,,,94.4,,,,западный,,,,2,,,,,,,,,,4.0,746,,15.2,,,,10.0
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,96.8,,,,западный,,,,1,,,,,,,,,True,4.0,746,,14.7,,,,10.0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,,,,97.5,,,14.2,северо-западный,,,,2,,,1,,,,менее 0.1,,True,4.0,746,,15.4,,,,9.0
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,86.9,,,,западный,,,,3,,,,,,,,,,10.0,746,,17.5,,,,9.0
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,,,True,,,,,64.3,,,,западный,,,,3,,,,,,,,,,10.0,745,,21.1,,,,7.0
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,,,,,,,,52.4,,,,северо-западный,,,,3,,,,,,,,,,10.0,745,,23.4,,,True,7.0
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,,,,,,,,53.5,,,,северо-западный,,23.8,,3,,,менее 0.1,,,,,,,10.0,745,,22.6,,,,5.0
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,,,,,,,,76.4,,,,западный,,,,1,,,,,,,,,,10.0,745,,17.9,,,,1.0
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,86.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,745,,14.7,,,,0.0
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,92.4,,,,юго-западный,,,,1,,,,,,,,,,10.0,745,,13.2,,,,0.0
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,,,,90.1,,,12.5,юго-западный,,,,2,,,0,,,,менее 0.1,,,10.0,745,,14.2,,,,0.0
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,65.1,,,,северо-западный,,,,3,,,,,,,,,,10.0,744,,20.9,,,,2.0
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,47.5,,,,западный,,,,4,,,,,,,,,,10.0,743,,23.7,,,,7.0
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,38.9,,,,северо-западный,,,,5,,,,,,,,,,10.0,743,,25.5,,,,4.0
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,,,,41.1,,,,западный,,26.1,,3,,,0,,,,,,,10.0,742,,24.9,,,,6.0
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,68.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,18.7,,,,2.0
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,82.8,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,14.8,,,,0.0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,84.2,,,,западный,,,,1,,,,,,,,,,10.0,741,,13.2,,,,2.0
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,,,,77.5,,,12.7,западный,,,,2,,,0,,,,0,,,10.0,741,,14.9,,,,2.0
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,56.1,,,,западный,,,,1,,,,,,,,,,10.0,740,,22.7,,,,1.0
1595322000,"Вторник, 21 июля
09:00 (UTC)",,12.0,,,,,,,,36.2,,,,юго-западный,,,,5,,,,,,,,,,10.0,740,,25.9,,,,7.0
1595332800,"Вторник, 21 июля
12:00 (UTC)",,12.0,,,,,,,,34.0,,,,западный,,,,4,,,,,,,,,,10.0,739,,27.1,,,,6.0
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,,,,49.7,,,,западный,,27.1,,3,,,0,,,,,,,10.0,740,,23.3,,,,7.0
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,,,,,,,,76.3,,,,юго-западный,,,,1,,,,,,,,,,10.0,740,,17.3,,,,7.0
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,83.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,740,,15.5,,,,4.0
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,87.7,,,,юго-западный,,,,2,,,,,,,,,,10.0,741,,13.6,,,,1.0
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,,,,87.9,,,12.8,западный,,,,2,,,0,,,,0,,,10.0,741,,15.3,,,,1.0
1595397600,"Среда, 22 июля
06:00 (UTC)",,,,,,,,,,63.7,,,,западный,,,,3,,,,,,,,,,10.0,740,,22.0,,,,2.0
1595408400,"Среда, 22 июля
09:00 (UTC)",,,,,,,,,,39.2,,,,западный,,,,4,,,,,,,,,,10.0,740,,26.5,,,,6.0
1595419200,"Среда, 22 июля
12:00 (UTC)",True,,,,,,,,,74.3,,,,юго-западный,,,,3,,,,,,,,,,10.0,740,,19.7,,,,10.0
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,True,,,,60.3,,,,юго-западный,,26.5,,1,,,2,,,,,,,10.0,739,,23.0,,,,7.0
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,75.2,,,,юго-западный,,,,1,,,,,,,,,,10.0,740,,19.4,,,True,7.0
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,90.8,,,,юго-западный,,,,2,,,,,,,,,,10.0,740,,16.0,,,,2.0
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,95.6,,,,юго-западный,,,,3,,,,,,,,,,10.0,740,,14.5,,,,2.0
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,,,,92.0,,,13.6,западный,,,,2,,,0,,,,2,,,10.0,740,,15.6,,,,7.0
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,80.2,,,,западный,,,,4,,,,,,,,,,10.0,740,,19.1,,,,7.0
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,61.1,,,,северо-западный,,,,3,,,,,,,,,,10.0,740,,21.5,,,,7.0
1595505600,"Четверг, 23 июля
12:00 (UTC)",,10.0,,,,True,,,,40.9,,,,северо-западный,,,,5,,,,,,,,,,10.0,741,,22.3,,,,6.0
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,,,,35.7,,,,северо-западный,,23.0,,4,,,менее 0.1,,,,,,,10.0,741,,22.3,,,,2.0
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,57.0,,,,западный,,,,2,,,,,,,,,,10.0,742,,17.3,,,,1.0
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,74.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,743,,12.9,,,,0.0
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,84.0,,,,юго-западный,,,,2,,,,,,,,,,10.0,744,,10.8,,,,0.0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,,,,84.1,,,9.4,юго-западный,,,,1,,,0,,,,менее 0.1,,,10.0,744,,12.0,,,,7.0
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,58.4,,,,северо-западный,,,,2,,,,,,,,,,10.0,745,,18.5,,,,4.0
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,42.6,,,,западный,,,,3,,,,,,,,,,10.0,745,,21.2,,,,7.0
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,,,,,,,,32.3,,,,северо-западный,,,,2,,,,,,,,,,10.0,745,,22.7,,,,6.0
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,,,,,,,,35.2,,,,северо-западный,,22.9,,3,,,0,,,,,,,10.0,745,,21.3,,,,7.0
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,,,,,,,,66.2,,,,,,,,0,,,,,,,,,,10.0,746,,15.8,,,,2.0
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,81.8,,,,западный,,,,1,,,,,,,,,,10.0,747,,11.5,,,,0.0
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,91.0,,,,западный,,,,1,,,,,,,,,,10.0,747,,9.4,,,,2.0
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,,,,85.1,,,9.3,западный,,,,1,,,0,,,,0,,,10.0,748,,10.9,,,,4.0
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,53.9,,,,северо-восточный,,,,1,,,,,,,,,,10.0,748,,19.8,,,,4.0
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,39.9,,,,юго-западный,,,,2,,,,,,,,,,10.0,748,,21.6,,,,6.0
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,37.4,,,,северо-западный,,,,2,,,,,,,,,,10.0,748,,23.0,,,,6.0
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,,,,35.2,,,,северо-западный,,24.2,,3,,,0,,,,,,,10.0,748,,23.2,,,,4.0
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,55.1,,,,западный,,,,1,,,,,,,,,,10.0,748,,18.7,,,,2.0
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,80.9,,,,,,,,0,,,,,,,,,,10.0,749,,13.0,,,,2.0
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,91.0,,,,,,,,0,,,,,,,,,True,4.0,749,,10.6,,,,0.0
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,,,,88.2,,,9.5,юго-западный,,,,1,,,0,,,,0,,,10.0,750,,12.2,,,,9.0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,50.5,,,,северо-восточный,,,,1,,,,,,,,,,10.0,750,,20.1,,,,2.0
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,33.8,,,,северный,,,,2,,,,,,,,,,10.0,750,,23.3,,,,6.0
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,27.6,,,,северо-восточный,,,,2,,,,,,,,,,10.0,750,,24.5,,,,4.0
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,,,,29.5,,,,северный,,25.3,,2,,,0,,,,,,,10.0,749,,24.3,,,,2.0
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,45.9,,,,восточный,,,,1,,,,,,,,,,10.0,750,,20.2,,,,0.0
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,77.2,,,,,,,,0,,,,,,,,,,10.0,750,,12.9,,,,0.0
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,86.8,,,,юго-западный,,,,2,,,,,,,,,,10.0,750,,10.5,,,,0.0
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,,,,85.9,,,9.6,юго-западный,,,,1,,,0,,,,0,,,10.0,751,,12.4,,,,0.0
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,44.3,,,,северный,,,,1,,,,,,,,,,10.0,751,,22.0,,,,2.0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,34.9,,,,северо-восточный,,,,2,,,,,,,,,,10.0,750,,24.7,,,,5.0
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,34.9,,,,северный,,,,3,,,,,,,,,,10.0,750,,25.5,,,,7.0
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,,,,37.4,,,,северо-восточный,,26.4,,2,,,0,,,,,,,10.0,749,,24.9,,,,4.0
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,65.4,,,,,,,,0,,,,,,,,,,10.0,750,,18.2,,,,2.0
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,81.1,,,,западный,,,,1,,,,,,,,,,10.0,750,,14.2,,,,0.0
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,89.9,,,,западный,,,,1,,,,,,,,,,10.0,750,,11.9,,,,0.0
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,,,,81.2,,,11.2,,,,,0,,,0,,,,0,,,10.0,750,,15.1,,,,0.0
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,50.3,,,,восточный,,,,1,,,,,,,,,,10.0,750,,23.2,,,,2.0
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,37.1,,,,восточный,,,,2,,,,,,,,,,10.0,749,,26.3,,,,4.0
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,36.7,,,,восточный,,,,2,,,,,,,,,,10.0,748,,26.8,,,,5.0
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,,,,42.2,,,,северо-восточный,,27.6,,2,,,0,,,,,,,10.0,748,,25.7,,,,4.0
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,67.1,,,,юго-восточный,,,,1,,,,,,,,,,10.0,748,,20.1,,,,2.0
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,81.8,,,,западный,,,,1,,,,,,,,,,10.0,748,,15.8,,,,0.0
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,93.6,,,,,,,,0,,,,,,,,,,10.0,749,,12.8,,,,0.0
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,,,,84.5,,,12.1,восточный,,,,1,,,0,,,,0,,,10.0,749,,15.6,,,,2.0
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,53.5,,,,северо-восточный,,,,1,,,,,,,,,,10.0,749,,23.7,,,,0.0
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,34.2,,,,западный,,,,2,,,,,,,,,,10.0,749,,27.9,,,,2.0
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,31.3,,,,юго-восточный,,,,1,,,,,,,,,,10.0,748,,29.0,,,,7.0
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,,,,35.4,,,,южный,,30.1,,2,,,0,,,,,,,10.0,747,,28.1,,,,2.0
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,54.0,,,,восточный,,,,1,,,,,,,,,,10.0,747,,21.8,,,,2.0
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,77.9,,,,,,,,0,,,,,,,,,,10.0,747,,17.9,,,,0.0
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,64.3,,,,,,,,0,,,,,,,,,,10.0,746,,17.5,,,,0.0
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,,,,55.2,,,16.5,южный,,,,1,,,0,,,,0,,,10.0,745,,20.6,,,,9.0
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,44.3,,,,юго-восточный,,,,2,,,,,,,,,,10.0,744,,25.3,,,,9.0
1596099600,"Четверг, 30 июля
09:00 (UTC)",,15.0,,,True,,,,,42.0,,,,северо-западный,,,,7,,,,,,,,,,10.0,745,,27.2,,,,10.0
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,88.7,,,,юго-западный,,,,2,,,,,,,,,,10.0,743,,18.5,,,,6.0
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,,,,92.7,,,17.4,юго-западный,,,,3,,,0,,,,менее 0.1,,,10.0,742,,17.7,,,,10.0
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,,,,,,,,66.8,,,,западный,,,,3,,,,,,,,,,10.0,742,,21.1,,,,7.0
1596186000,"Пятница, 31 июля
09:00 (UTC)",,10.0,,,,,,,,39.0,,,,западный,,,,5,,,,,,,,,,10.0,741,,24.8,,,,7.0
1596196800,"Пятница, 31 июля
12:00 (UTC)",,12.0,,,,,,,,25.0,,,,западный,,,,5,,,,,,,,,,10.0,741,,25.7,,,,6.0
1596207600,"Пятница, 31 июля
15:00 (UTC)",,11.0,,,,,,,,33.4,,,,северо-западный,,26.1,,3,,,0,,,,,,,10.0,741,,23.5,,,,7.0
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,,,,,,,,52.6,,,,юго-восточный,,,,1,,,,,,,,,,10.0,741,,18.9,,,,7.0
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,,,,,,,,68.1,,,,восточный,,,,1,,,,,,,,,,10.0,740,,16.5,,,,7.0
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,True,,,,,,,90.1,,,,западный,,,,1,,,,,,,,,,4.0,740,,14.4,,,,10.0
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,True,,,,,,,97.4,,,13.8,восточный,,,,2,,,12,,,,12,,,4.0,739,,14.1,,,,10.0
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,,,,,True,,,89.6,,,,северо-восточный,,,,2,,,,,,,,,,4.0,737,,15.3,,,,10.0
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,True,,,,,,,90.1,,,,северо-восточный,,,,3,,,,,,,,,,4.0,737,,14.9,,,,10.0
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,,,,,,,,92.5,,,,северо-восточный,,,,2,,,,,,,,,,10.0,736,,14.9,,,True,10.0
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,,,,96.8,,,,северный,,15.6,,1,True,,2,,,,,,,4.0,735,,14.4,,,,10.0
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,97.4,True,,,северо-западный,,,,2,,,,,,,,,,4.0,735,,13.9,,,,10.0
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,,,,,,,,96.2,,,,западный,,,,2,,,,,,,,,,10.0,735,,13.7,,,True,10.0
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,,,,,,,,94.9,True,,,западный,,,,2,,,,,,,,,,4.0,736,,13.5,,,,10.0
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,,,,93.1,,,13.4,западный,,,,2,,,менее 0.1,,,,2,,,10.0,738,,13.9,,,True,10.0
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,78.1,,,,западный,,,,3,,,,,,,,,,10.0,739,,15.5,,,True,10.0
1596358800,"Воскресенье, 2 августа
09:00 (UTC)",,,True,,,,,,,72.4,,,,юго-западный,,,,2,,,,,,,,,,4.0,740,,17.1,,,,10.0
1596369600,"Воскресенье, 2 августа
12:00 (UTC)",,,,,,,,,,72.4,,,,юго-западный,,,,2,True,,,,,,,,,10.0,741,,17.2,,,,9.0
1596380400,"Воскресенье, 2 августа
15:00 (UTC)",,,,,,,,,,63.8,,,,западный,,19.4,,1,,,менее 0.1,,,,,,,10.0,741,,18.7,,,,6.0
1596391200,"Воскресенье, 2 августа
18:00 (UTC)",,,,,,,,,,75.3,,,,,,,,0,,,,,,,,,,10.0,742,,17.2,,,,10.0
1596402000,"Воскресенье, 2 августа
21:00 (UTC)",,,,,,,,,,93.1,,,,,,,,0,,,,,,,,,,10.0,743,,13.8,,,,7.0
1596412800,"Понедельник, 3 августа
00:00 (UTC)",,,,,,,,,,96.8,,,,западный,,,,1,,,,,,,,,,10.0,743,,12.5,,,,2.0
1596423600,"Понедельник, 3 августа
03:00 (UTC)",,,,,,,,,,98.7,,,10.4,,,,,0,,,0,,,,менее 0.1,,True,4.0,745,,12.7,,,,2.0
1596434400,"Понедельник, 3 августа
06:00 (UTC)",,,,,,,,,,66.8,,,,северо-восточный,,,,2,,,,,,True,,,,10.0,745,,19.0,,,,7.0
1596445200,"Понедельник, 3 августа
09:00 (UTC)",,,,,,,,,,48.6,,,,северный,,,,2,,,,,,,,,,10.0,746,,21.8,,,,6.0
1596456000,"Понедельник, 3 августа
12:00 (UTC)",,,,,,,,,,42.4,,,,северный,,,,2,,,,,,,,,,10.0,746,,22.6,,,,7.0
1596466800,"Понедельник, 3 августа
15:00 (UTC)",,,,,,,,,,47.0,,,,северо-восточный,,23.6,,3,,,0,,,,,,,10.0,746,,21.6,,,,4.0
