timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1594177200,"Среда, 8 июля
03:00 (UTC)",,,,,,,,,,,88.1,,,17.7,,,,0,,4,,4,,True,4.0,739,,,18.1,,,7.0,
1594180800,"Среда, 8 июля
04:00 (UTC)",,,,,,,,,,,72.6,,,,,,,0,,,,,,True,10.0,739,,,20.6,,,7.0,
1594184400,"Среда, 8 июля
05:00 (UTC)",,,,,,,,,,,73.1,,,,восточный,,,1,,,,,,,10.0,738,,,20.8,,,7.0,
1594188000,"Среда, 8 июля
06:00 (UTC)",,,,,,,,,,,74.5,,,17.7,восточный,,,1,,2,,,,,10.0,738,,,20.8,,,10.0,
1594191600,"Среда, 8 июля
07:00 (UTC)",,,,,,,,,,,68.1,,,,,,,0,,,,,,,10.0,738,,,23.1,,,10.0,
1594195200,"Среда, 8 июля
08:00 (UTC)",,,,,,,,,,,59.4,,,,,,,0,,,,,,,10.0,739,,,25.5,,,10.0,
1594198800,"Среда, 8 июля
09:00 (UTC)",,,,,,,,,,,65.1,,,,,,,0,,,,,,,10.0,739,,,25.0,,,9.0,
1594202400,"Среда, 8 июля
10:00 (UTC)",,,,,,,,,,,60.9,,,,северо-западный,,,1,,,,,,,10.0,739,,,25.5,,,4.0,
1594206000,"Среда, 8 июля
11:00 (UTC)",,,,,,,,,,,63.7,,,,,,,0,,,,,,,10.0,739,,,25.8,,,10.0,
1594209600,"Среда, 8 июля
12:00 (UTC)",,,,,,,,,,,61.8,,,,,,,0,,,,,,,10.0,740,,,26.2,,,10.0,
1594213200,"Среда, 8 июля
13:00 (UTC)",,,,,,,,,,,62.5,,,,западный,,,1,,,,,,,,740,,,26.0,,,,
1594216800,"Среда, 8 июля
14:00 (UTC)",,,,,,,,,,,69.8,,,,,,,0,,,,,,,10.0,740,,,25.0,,,10.0,
1594220400,"Среда, 8 июля
15:00 (UTC)",,,,,,,,,,,70.9,,,,северо-западный,,,1,,0,,,,,10.0,740,,,24.1,,,10.0,
1594224000,"Среда, 8 июля
16:00 (UTC)",,,,,,,,,,,73.0,,,,северо-западный,,,2,,,,,,,10.0,740,,,23.1,,,10.0,
1594227600,"Среда, 8 июля
17:00 (UTC)",True,,,,,,,,,,95.7,,,,северо-западный,,,2,,,,,,,1.0,740,,,18.4,,,10.0,
1594231200,"Среда, 8 июля
18:00 (UTC)",True,,,,,,,,,,95.6,,,,западный,,26.9,1,,7,,,,,2.0,741,,,16.6,,,10.0,
1594234800,"Среда, 8 июля
19:00 (UTC)",,,,,,,,,,,96.8,,,,северо-западный,,,2,,,,,,,,740,,,15.2,,,,
1594238400,"Среда, 8 июля
20:00 (UTC)",,,,,,,,,,,96.8,,,,северо-западный,,,1,,,,,,,,741,,,14.9,,,,
1594242000,"Среда, 8 июля
21:00 (UTC)",,,,,,,,,,,93.7,,,,северо-западный,,,2,,,,,,True,,741,,,14.5,,,10.0,
1594245600,"Среда, 8 июля
22:00 (UTC)",,,,,,,,,,,93.1,,,,северо-западный,,,2,,,,,,,,742,,,14.0,,,,
1594249200,"Среда, 8 июля
23:00 (UTC)",,,,,,,,,,,91.3,,,,северный,,,2,,,,,,,,742,,,13.9,,,,
1594252800,"Четверг, 9 июля
00:00 (UTC)",,,,,,,,,,,94.3,,,,западный,,,1,,,,,,,,742,,True,13.5,,,10.0,
1594256400,"Четверг, 9 июля
01:00 (UTC)",,,,,,,,,,,95.5,,,,северо-западный,,,2,,,,,,,,742,,,12.8,,,,
1594260000,"Четверг, 9 июля
02:00 (UTC)",,,,,,,,,,,94.9,,,,северо-западный,,,1,,,,,,,,743,,,12.6,,,,
1594263600,"Четверг, 9 июля
03:00 (UTC)",,,,,,,True,,,,92.4,,,12.6,северо-западный,,,2,,16,,16,,,4.0,743,,,12.7,,,10.0,
1594267200,"Четверг, 9 июля
04:00 (UTC)",,,,,,,,,,,92.4,,,,северо-западный,,,1,,,,,,,2.0,743,,True,12.7,,,10.0,
1594270800,"Четверг, 9 июля
05:00 (UTC)",,,,,,,True,,,,89.4,,,,северо-западный,,,2,,,,,,,4.0,744,,,13.3,,,10.0,
1594274400,"Четверг, 9 июля
06:00 (UTC)",,,,,,,,,,,87.7,,,12.6,,,,0,,11,,,,True,4.0,744,,,13.9,,,10.0,
1594278000,"Четверг, 9 июля
07:00 (UTC)",,,,,,,,,,,80.7,,,,,,,0,,,,,,True,10.0,745,,,15.3,,,10.0,
1594281600,"Четверг, 9 июля
08:00 (UTC)",,,,,,,,,,,69.1,,,,северный,,,2,,,,,,,10.0,745,,,16.8,,,7.0,
1594285200,"Четверг, 9 июля
09:00 (UTC)",,,,,,,,,,,63.1,,,,северный,,,2,,,,,,,10.0,745,,,17.8,,,7.0,
1594288800,"Четверг, 9 июля
10:00 (UTC)",,,,,,,,,,,58.5,,,,северо-западный,,,1,,,,,,,10.0,746,,,18.8,,,9.0,
1594292400,"Четверг, 9 июля
11:00 (UTC)",,,,,,,,,,,52.8,,,,северо-западный,,,1,,,,,,,10.0,746,,,19.7,,,9.0,
1594296000,"Четверг, 9 июля
12:00 (UTC)",,,,,,,,,,,51.5,,,,западный,,,1,,,,,,,10.0,746,,,20.0,,,9.0,
1594299600,"Четверг, 9 июля
13:00 (UTC)",,,,,,,,,,,49.9,,,,западный,,,1,,,,,,,10.0,746,,,20.6,,,9.0,
1594306800,"Четверг, 9 июля
15:00 (UTC)",,,,,,,,,,,58.2,,,,западный,,,1,,2,,,,,10.0,747,,,19.1,,,7.0,
1594310400,"Четверг, 9 июля
16:00 (UTC)",,,,,,,,,,,61.7,,,,северо-западный,,,1,,,,,,,10.0,747,,,18.7,,,7.0,
1594314000,"Четверг, 9 июля
17:00 (UTC)",,,,,,,,,,,58.6,,,,,,,0,,,,,,,10.0,747,,,17.7,,,6.0,
1594317600,"Четверг, 9 июля
18:00 (UTC)",,,,,,,,,,,66.7,,,,,,21.6,0,,0,,,,,10.0,748,,,16.2,,,2.0,
1594321200,"Четверг, 9 июля
19:00 (UTC)",,,,,,,,,,,78.5,,,,,,,0,,,,,,,,748,,,14.7,,,,
1594324800,"Четверг, 9 июля
20:00 (UTC)",,,,,,,,,,,84.9,,,,,,,0,,,,,,,,748,,,14.1,,,,
1594328400,"Четверг, 9 июля
21:00 (UTC)",,,,,,,,,,,89.4,,,,,,,0,,,,,,True,,749,,,13.3,,,2.0,
1594332000,"Четверг, 9 июля
22:00 (UTC)",,,,,,,,,,,88.8,,,,,,,0,,,,,,,,749,,,12.8,,,,
1594335600,"Четверг, 9 июля
23:00 (UTC)",,,,,,,,,,,91.2,,,,,,,0,,,,,,,,749,,,12.3,,,,
1594339200,"Пятница, 10 июля
00:00 (UTC)",,,,,,,,,,,94.8,,,,,,,0,,,,,,True,,750,,,11.4,,,0.0,
1594342800,"Пятница, 10 июля
01:00 (UTC)",,,,,,,,,,,93.6,,,,,,,0,,,,,,,,750,,,11.4,,,,
1594346400,"Пятница, 10 июля
02:00 (UTC)",,,,,,,,,,,93.6,,,,,,,0,,,,,,,,750,,,11.6,,,,
1594350000,"Пятница, 10 июля
03:00 (UTC)",,,,,,,,,,,80.5,,,11.3,,,,0,,0,,1,,True,10.0,750,,,13.7,,,0.0,
1594353600,"Пятница, 10 июля
04:00 (UTC)",,,,,,,,,,,74.0,,,,,,,0,,,,,,,10.0,751,,,15.2,,,0.0,
1594357200,"Пятница, 10 июля
05:00 (UTC)",,,,,,,,,,,61.9,,,,западный,,,1,,,,,,,10.0,751,,,17.8,,,0.0,
1594360800,"Пятница, 10 июля
06:00 (UTC)",,,,,,,,,,,55.5,,,11.3,северо-западный,,,1,,0,,,,,10.0,751,,,18.9,,,0.0,
1594364400,"Пятница, 10 июля
07:00 (UTC)",,,,,,,,,,,51.8,,,,северо-западный,,,1,,,,,,,10.0,751,,,18.8,,,5.0,
1594368000,"Пятница, 10 июля
08:00 (UTC)",,,,,,,,,,,50.1,,,,северо-западный,,,1,,,,,,,10.0,751,,,18.9,,,6.0,
1594371600,"Пятница, 10 июля
09:00 (UTC)",,,,,,,,,,,41.1,,,,западный,,,1,,,,,,,10.0,751,,,20.9,,,7.0,
1594375200,"Пятница, 10 июля
10:00 (UTC)",,,,,,,,,,,41.0,,,,северный,,,1,,,,,,,10.0,751,,,20.4,,,6.0,
1594378800,"Пятница, 10 июля
11:00 (UTC)",,,,,,,,,,,34.8,,,,юго-западный,,,1,,,,,,,10.0,751,,,21.8,,,4.0,
1594382400,"Пятница, 10 июля
12:00 (UTC)",,,,,,,,,,,34.1,,,,юго-западный,,,1,,,,,,,10.0,751,,,21.6,,,5.0,
1594386000,"Пятница, 10 июля
13:00 (UTC)",,,,,,,,,,,35.3,,,,северо-западный,,,1,,,,,,,10.0,751,,,21.7,,,5.0,
1594389600,"Пятница, 10 июля
14:00 (UTC)",,,,,,,,,,,33.4,,,,западный,,,1,,,,,,,10.0,751,,,22.6,,,4.0,
1594393200,"Пятница, 10 июля
15:00 (UTC)",,,,,,,,,,,36.6,,,,,,,0,,0,,,,,10.0,751,,,21.2,,,4.0,
1594396800,"Пятница, 10 июля
16:00 (UTC)",,,,,,,,,,,40.4,,,,,,,0,,,,,,,10.0,751,,,20.4,,,1.0,
1594400400,"Пятница, 10 июля
17:00 (UTC)",,,,,,,,,,,44.6,,,,,,,0,,,,,,,10.0,751,,,19.8,,,1.0,
1594404000,"Пятница, 10 июля
18:00 (UTC)",,,,,,,,,,,46.2,,,,,,22.8,0,,0,,,,,10.0,751,,,18.8,,,0.0,
1594407600,"Пятница, 10 июля
19:00 (UTC)",,,,,,,,,,,55.0,,,,,,,0,,,,,,,,751,,,17.1,,,,
1594411200,"Пятница, 10 июля
20:00 (UTC)",,,,,,,,,,,62.8,,,,,,,0,,,,,,,,751,,,16.3,,,,
1594414800,"Пятница, 10 июля
21:00 (UTC)",,,,,,,,,,,68.4,,,,,,,0,,,,,,,,751,,,15.6,,,1.0,
1594418400,"Пятница, 10 июля
22:00 (UTC)",,,,,,,,,,,69.3,,,,,,,0,,,,,,,,751,,,15.6,,,,
1594422000,"Пятница, 10 июля
23:00 (UTC)",,,,,,,,,,,66.1,,,,,,,0,,,,,,,,751,,,15.7,,,,
1594425600,"Суббота, 11 июля
00:00 (UTC)",,,,,,,,,,,60.8,,,,,,,0,,,,,,,,751,,,16.8,,,1.0,
1594429200,"Суббота, 11 июля
01:00 (UTC)",,,,,,,,,,,59.6,,,,южный,,,1,,,,,,,,751,,,16.9,,,,
1594432800,"Суббота, 11 июля
02:00 (UTC)",,,,,,,,,,,60.8,,,,южный,,,1,,,,,,,,751,,,16.8,,,,
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,,,,,59.4,,,15.4,южный,,,1,,0,,0,,,10.0,751,,,17.5,,,4.0,
1594440000,"Суббота, 11 июля
04:00 (UTC)",,,,,,,,,,,57.7,,,,,,,0,,,,,,,10.0,751,,,18.8,,,7.0,
1594443600,"Суббота, 11 июля
05:00 (UTC)",,,,,,,,,,,54.2,,,,южный,,,1,,,,,,,10.0,751,,,21.1,,,9.0,
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,54.3,,,15.4,юго-восточный,,,1,,0,,,,,10.0,751,,,21.5,,,9.0,
1594450800,"Суббота, 11 июля
07:00 (UTC)",,,,,,,,,,,50.0,,,,южный,,,1,,,,,,,10.0,750,,,23.5,,,5.0,
1594454400,"Суббота, 11 июля
08:00 (UTC)",,,,,,,,,,,47.9,,,,южный,,,1,,,,,,,10.0,750,,,24.9,,,7.0,
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,,,,,,,,,51.0,,,,южный,,,2,,,,,,,10.0,750,,,24.5,,,7.0,
1594461600,"Суббота, 11 июля
10:00 (UTC)",,,,,,,,,,,49.9,,,,юго-восточный,,,1,,,,,,,10.0,750,,,25.5,,,7.0,
1594465200,"Суббота, 11 июля
11:00 (UTC)",,,,,,,,,,,46.9,,,,южный,,,1,,,,,,,10.0,749,,,26.9,,,4.0,
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,46.4,,,,южный,,,1,,,,,,,10.0,749,,,27.5,,,2.0,
1594472400,"Суббота, 11 июля
13:00 (UTC)",,,,,,,,,,,47.8,,,,южный,,,1,,,,,,,10.0,749,,,27.1,,,5.0,
1594476000,"Суббота, 11 июля
14:00 (UTC)",,,,,,,,,,,46.7,,,,южный,,,1,,,,,,,10.0,748,,,27.5,,,5.0,
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,,,,,48.7,,,,южный,,,1,,0,,,,,10.0,748,,,26.9,,,4.0,
1594483200,"Суббота, 11 июля
16:00 (UTC)",,,,,,,,,,,52.3,,,,южный,,,1,,,,,,,10.0,749,,,25.8,,,5.0,
1594486800,"Суббота, 11 июля
17:00 (UTC)",,,,,,,,,,,55.3,,,,,,,0,,,,,,,10.0,749,,,25.2,,,10.0,
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,59.4,,,,,,27.7,0,,0,,,,,10.0,750,,,24.3,,,10.0,
1594494000,"Суббота, 11 июля
19:00 (UTC)",,,,,,,,,,,68.9,,,,,,,0,,,,,,,,749,,,22.9,,,,
1594497600,"Суббота, 11 июля
20:00 (UTC)",,,,,,,,,,,70.1,,,,,,,0,,,,,,,,749,,,22.2,,,,
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,73.2,,,,,,,0,,,,,,,,749,,,21.4,,,5.0,
1594504800,"Суббота, 11 июля
22:00 (UTC)",,,,,,,,,,,77.8,,,,,,,0,,,,,,,,749,,,20.4,,,,
1594508400,"Суббота, 11 июля
23:00 (UTC)",,,,,,,,,,,84.9,,,,,,,0,,,,,,,,749,,,19.1,,,,
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,83.8,,,,,,,0,,,,,,,,749,,,18.9,,,7.0,
1594515600,"Воскресенье, 12 июля
01:00 (UTC)",,,,,,,,,,,84.8,,,,,,,0,,,,,,,,749,,,18.7,,,,
1594519200,"Воскресенье, 12 июля
02:00 (UTC)",,,,,,,,,,,88.1,,,,,,,0,,,,,,,,749,,,18.1,,,,
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,,,,,82.3,,,18.1,,,,0,,0,,0,,,10.0,749,,,20.0,,,0.0,
1594526400,"Воскресенье, 12 июля
04:00 (UTC)",,,,,,,,,,,79.8,,,,северный,,,1,,,,,,,10.0,749,,,20.5,,,5.0,
1594530000,"Воскресенье, 12 июля
05:00 (UTC)",,,,,,,,,,,77.5,,,,северо-восточный,,,1,,,,,,,10.0,749,,,21.3,,,7.0,
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,73.8,,,18.1,северный,,,1,,0,,,,,10.0,748,,,22.2,,,6.0,
1594537200,"Воскресенье, 12 июля
07:00 (UTC)",,,,,,,,,,,70.4,,,,северо-восточный,,,1,,,,,,,10.0,748,,,23.5,,,7.0,
1594540800,"Воскресенье, 12 июля
08:00 (UTC)",,,,,,,,,,,64.8,,,,восточный,,,1,,,,,,,10.0,748,,,25.5,,,6.0,
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,57.1,,,,юго-восточный,,,1,,,,,,,10.0,748,,,26.9,,,6.0,
1594548000,"Воскресенье, 12 июля
10:00 (UTC)",,,,,,,,,,,54.7,,,,южный,,,2,,,,,,,10.0,747,,,27.2,,,7.0,
1594551600,"Воскресенье, 12 июля
11:00 (UTC)",,,,,,,,,,,48.9,,,,южный,,,1,,,,,,,10.0,747,,,28.7,,,7.0,
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,43.8,,,,юго-восточный,,,1,,,,,,,10.0,747,,,28.6,,,7.0,
1594558800,"Воскресенье, 12 июля
13:00 (UTC)",,,,,,,,,,,44.4,,,,юго-западный,,,1,,,,,,,10.0,747,,,28.6,,,7.0,
1594562400,"Воскресенье, 12 июля
14:00 (UTC)",,,,,,,,,,,68.1,,,,северо-западный,,,2,,,,,,,10.0,747,,,23.2,,,7.0,
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,10.0,,,,,,,,71.6,,,,северо-западный,,,1,,0,,,,,10.0,747,,,22.9,,,9.0,
1594569600,"Воскресенье, 12 июля
16:00 (UTC)",,,,,,,,,,,80.8,,,,северный,,,1,,,,,,,10.0,747,,,20.1,,,7.0,
1594573200,"Воскресенье, 12 июля
17:00 (UTC)",,,,,,,,,,,83.7,,,,северо-восточный,,,2,,,,,,,10.0,747,,,18.2,,,4.0,
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,88.6,,,,северный,,29.4,1,,0,,,,True,4.0,747,,,17.0,,,10.0,
1594580400,"Воскресенье, 12 июля
19:00 (UTC)",,,,,,,,,,,87.9,,,,северный,,,3,,,,,,,,747,,,16.3,,,,
1594584000,"Воскресенье, 12 июля
20:00 (UTC)",,,,,,,,,,,82.4,,,,северный,,,2,,,,,,,,747,,,16.0,,,,
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,86.2,,,,северный,,,1,,,,,,,,747,,,15.5,,,2.0,
1594591200,"Воскресенье, 12 июля
22:00 (UTC)",,,,,,,,,,,87.3,,,,северный,,,2,,,,,,,,747,,,15.1,,,,
1594594800,"Воскресенье, 12 июля
23:00 (UTC)",,,,,,,,,,,88.4,,,,северный,,,2,,,,,,,,746,,,14.6,,,,
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,88.4,,,,северный,,,2,,,,,,True,,746,,,14.5,,,10.0,
1594602000,"Понедельник, 13 июля
01:00 (UTC)",,,,,,,,,,,90.1,,,,северный,,,1,,,,,,,,746,,,14.3,,,,
1594605600,"Понедельник, 13 июля
02:00 (UTC)",,,,,,,,,,,90.7,,,,северный,,,2,,,,,,,,746,,,14.1,,,,
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,,,,,90.1,,,14.0,северный,,,2,,0,,0,,True,4.0,746,,,14.1,,,10.0,
1594612800,"Понедельник, 13 июля
04:00 (UTC)",,,,,,,,,,,90.7,,,,северный,,,2,,,,,,True,4.0,746,,,14.0,,,10.0,
1594616400,"Понедельник, 13 июля
05:00 (UTC)",,,,,,,,,,,88.9,,,,северный,,,2,,,,,,True,4.0,745,,,14.5,,,10.0,
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,85.1,,,13.8,северный,,,2,,0,,,,,10.0,745,,,15.6,,,10.0,
1594623600,"Понедельник, 13 июля
07:00 (UTC)",,,,,,,,,,,81.4,,,,северный,,,1,,,,,,,10.0,745,,,16.7,,,10.0,
1594627200,"Понедельник, 13 июля
08:00 (UTC)",,,,,,,,,,,73.3,,,,северо-восточный,,,1,,,,,,,10.0,744,,,19.4,,,7.0,
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,68.5,,,,северный,,,1,,,,,,,10.0,744,,,20.9,,,7.0,
1594634400,"Понедельник, 13 июля
10:00 (UTC)",,,,,,,,,,,63.8,,,,северный,,,1,,,,,,,10.0,744,,,22.8,,,9.0,
1594638000,"Понедельник, 13 июля
11:00 (UTC)",,,,,,,,,,,60.8,,,,северный,,,1,,,,,,,10.0,743,,,23.7,,,9.0,
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,,,,,,,,,58.5,,,,северо-западный,,,1,,,,,,,10.0,743,,,24.9,,,10.0,
1594645200,"Понедельник, 13 июля
13:00 (UTC)",,,,,,,,,,,62.2,,,,,,,0,,,,,,,10.0,743,,,24.6,,,10.0,
1594648800,"Понедельник, 13 июля
14:00 (UTC)",,,,,,,,,,,71.2,,,,северный,,,1,,,,,,,10.0,743,,,23.1,,,10.0,
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,,,,,,,,,73.7,,,,северо-западный,,,1,,0,,,,,10.0,743,,,22.0,,,10.0,
1594656000,"Понедельник, 13 июля
16:00 (UTC)",,,,,,,,,,,77.4,,,,северный,,,2,,,,,,,10.0,743,,,21.0,,,10.0,
1594659600,"Понедельник, 13 июля
17:00 (UTC)",,,,,,,,,,,81.8,,,,северо-западный,,,1,,,,,,,10.0,743,,,19.9,,,10.0,
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,,,,,,,,,83.8,,,,северный,,24.9,1,,0,,,,,10.0,743,,,19.1,,,10.0,
1594670400,"Понедельник, 13 июля
20:00 (UTC)",,,,,,,,,,,91.5,,,,северо-западный,,,1,,,,,,,,744,,,17.0,,,,
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,92.6,,,,северный,,,2,,,,,,True,,743,,,16.5,,,10.0,
1594677600,"Понедельник, 13 июля
22:00 (UTC)",,,,,,,,,,,93.2,,,,северный,,,1,,,,,,,,743,,,16.2,,,,
1594681200,"Понедельник, 13 июля
23:00 (UTC)",,,,,,,,,,,93.2,,,,северный,,,1,,,,,,,,743,,,16.2,,,,
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,93.8,,,,северо-западный,,,1,,,,,,True,,744,,,15.9,,,10.0,
1594688400,"Вторник, 14 июля
01:00 (UTC)",,,,,,,,,,,93.2,,,,северо-западный,,,1,,,,,,,,744,,,15.9,,,,
1594692000,"Вторник, 14 июля
02:00 (UTC)",,,,,,,,,,,93.2,,,,,,,0,,,,,,,,744,,,16.0,,,,
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,,,,,,,,,92.6,,,15.7,северный,,,2,,1,,1,,True,4.0,744,,,15.7,,,10.0,
1594699200,"Вторник, 14 июля
04:00 (UTC)",,,,,,,,,,,90.2,,,,северный,,,2,,,,,,True,4.0,744,,,16.0,,,10.0,
1594702800,"Вторник, 14 июля
05:00 (UTC)",,,,,,,,,,,90.2,,,,северный,,,2,,,,,True,,4.0,744,,,16.0,,,10.0,
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,,,,,,,,,90.2,,,15.7,северный,,,3,,1,,,True,,4.0,744,,,16.0,,,10.0,
1594710000,"Вторник, 14 июля
07:00 (UTC)",,,,,,,True,,,,88.5,,,,северный,,,3,,,,,,,4.0,744,,,16.2,,,10.0,
1594713600,"Вторник, 14 июля
08:00 (UTC)",,,,,,,,,,,85.8,,,,северный,,,3,,,,,,True,4.0,744,,,16.9,,,10.0,
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,,,,,,,,,84.2,,,,северный,,,2,,,,,,True,10.0,743,,,17.5,,,10.0,
1594720800,"Вторник, 14 июля
10:00 (UTC)",,,,,,,,,,,83.7,,,,северный,,,3,,,,,True,,10.0,743,,,18.0,,,10.0,
1594724400,"Вторник, 14 июля
11:00 (UTC)",,,,,,,,,,,80.1,,,,северный,,,3,,,,,,,10.0,742,,,18.5,,,10.0,
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,,,,,,,,,82.1,,,,северный,,,4,,,,,True,,10.0,742,,,18.3,,,10.0,
1594731600,"Вторник, 14 июля
13:00 (UTC)",,,,,,,,,,,81.6,,,,северный,,,3,,,,,,,10.0,742,,,18.2,,,10.0,
1594735200,"Вторник, 14 июля
14:00 (UTC)",,,,,,,,,,,80.6,,,,северный,,,3,,,,,,,10.0,741,,,18.4,,,10.0,
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,11.0,,,,,,,,80.1,,,,северный,,,5,,0.1,,,,,10.0,740,,,18.4,,,10.0,
1594742400,"Вторник, 14 июля
16:00 (UTC)",,,,,,,,,,,78.5,,,,северный,,,5,,,,,True,,10.0,739,,,18.4,,,10.0,
1594746000,"Вторник, 14 июля
17:00 (UTC)",True,,,,,,,,,,95.0,,,,северный,,,4,,,,,,,1.0,739,,,16.2,,,10.0,
1594749600,"Вторник, 14 июля
18:00 (UTC)",True,,12.0,,,,,,,,96.2,,,,северный,,18.6,3,,13,,,,,1.0,737,,,16.3,,,10.0,
1594753200,"Вторник, 14 июля
19:00 (UTC)",,,,,,,,,,,95.0,,,,северный,,,3,,,,,,,,736,,,16.7,,,,
1594756800,"Вторник, 14 июля
20:00 (UTC)",,,,,,,,,,,93.8,,,,северный,,,3,,,,,,,,737,,,16.7,,,,
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,12.0,,,,,,,,95.0,,,,северный,,,2,,,,,True,,,737,,,16.6,,,10.0,
1594764000,"Вторник, 14 июля
22:00 (UTC)",,,,,,,,,,,95.6,,,,северный,,,2,,,,,,,,736,,,16.7,,,,
1594767600,"Вторник, 14 июля
23:00 (UTC)",,,,,,,,,,,95.0,,,,северный,,,1,,,,,,,,736,,,16.8,,,,
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,95.6,,,,,,,0,,,,,,True,,736,,,16.7,,,10.0,
1594774800,"Среда, 15 июля
01:00 (UTC)",,,,,,,,,,,95.0,,,,,,,0,,,,,,,,736,,,16.8,,,,
1594778400,"Среда, 15 июля
02:00 (UTC)",,,,,,,,,,,96.3,,,,,,,0,,,,,,,,736,,,17.3,,,,
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,,,,,95.1,,,16.3,юго-восточный,,,1,,20,,20,,,2.0,736,,True,17.4,,,10.0,
1594785600,"Среда, 15 июля
04:00 (UTC)",,,,,,,True,,,,92.7,,,,юго-восточный,,,1,,,,,,,4.0,737,,,17.5,,,10.0,
1594789200,"Среда, 15 июля
05:00 (UTC)",,,,,,,,,,,89.2,,,,юго-восточный,,,1,,,,,,True,4.0,737,,,17.7,,,10.0,
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,86.9,,,16.3,юго-восточный,,,1,,7,,,,True,4.0,737,,,17.5,,,10.0,
1594796400,"Среда, 15 июля
07:00 (UTC)",,,,,,,,,,,80.1,,,,юго-восточный,,,1,,,,,,,10.0,737,,,18.5,,,10.0,
1594800000,"Среда, 15 июля
08:00 (UTC)",,,,,,,,,,,77.5,,,,юго-восточный,,,2,,,,,,,10.0,737,,,18.1,,,10.0,
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,72.3,,,,юго-восточный,,,2,,,,,,,10.0,738,,,19.0,,,9.0,
1594807200,"Среда, 15 июля
10:00 (UTC)",,,,,,,,,,,66.5,,,,юго-восточный,,,1,,,,,,,10.0,738,,,19.7,,,7.0,
1594810800,"Среда, 15 июля
11:00 (UTC)",,,,,,,,,,,61.4,,,,восточный,,,2,,,,,,,10.0,737,,,21.0,,,9.0,
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,58.7,,,,юго-восточный,,,2,,,,,,,10.0,737,,,21.1,,,9.0,
1594818000,"Среда, 15 июля
13:00 (UTC)",,,,,,,,,,,73.7,,,,юго-восточный,,,2,,,,,True,,4.0,738,,,19.1,,,10.0,
1594821600,"Среда, 15 июля
14:00 (UTC)",,,,,,,,,,,84.1,,,,юго-восточный,,,1,,,,,True,,4.0,738,,,17.0,,,10.0,
