timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Пыльная или песчаная буря (сильная) началась (усилилась),"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Гроза сильная (возможен град),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Туман начался (усилился). Небо не видно,"Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1594436400,"Суббота, 11 июля
03:00 (UTC)",,,,,,,0,,менее 0.1,,,,10.0,763.0,,,,,26.6,,,51.2,24.9,,северо-западный,7.0,,,2
1594447200,"Суббота, 11 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,32.4,,,26.6,,,северо-западный,7.0,,,5
1594458000,"Суббота, 11 июля
09:00 (UTC)",,,10.0,,,,,,,,,,20.0,761.0,,,,,34.0,,,23.7,,,северный,7.0,,,4
1594468800,"Суббота, 11 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,32.4,,,31.8,,,юго-восточный,9.0,,,1
1594479600,"Суббота, 11 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,760.0,,,,,30.4,,,40.5,,,южный,10.0,,34.6,2
1594490400,"Суббота, 11 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,26.7,,,58.5,,,северо-западный,10.0,,,1
1594501200,"Суббота, 11 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,27.1,,,45.7,,,северо-западный,10.0,,,2
1594512000,"Воскресенье, 12 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,24.1,,,54.3,,,северо-западный,9.0,,,2
1594522800,"Воскресенье, 12 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,759.0,,,,,26.3,,,49.2,23.9,,северо-западный,7.0,,,1
1594533600,"Воскресенье, 12 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,33.1,,,27.9,,,северный,6.0,,,3
1594544400,"Воскресенье, 12 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,32.5,,,46.9,,,восточный,7.0,,,2
1594555200,"Воскресенье, 12 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,31.8,,,43.0,,,юго-восточный,7.0,,,1
1594566000,"Воскресенье, 12 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,755.0,,,,,28.6,,,73.1,,,восточный,7.0,,33.8,2
1594576800,"Воскресенье, 12 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,26.0,,,87.2,,,юго-восточный,7.0,,,1
1594587600,"Воскресенье, 12 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,25.9,,,82.0,,,южный,4.0,,,2
1594598400,"Понедельник, 13 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,753.0,,,,,23.4,,,84.8,,,,9.0,,,0
1594609200,"Понедельник, 13 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,753.0,,,,,23.1,,,83.2,23.0,,западный,7.0,,,1
1594620000,"Понедельник, 13 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,753.0,,,,,28.2,,,68.3,,,юго-восточный,6.0,,,3
1594630800,"Понедельник, 13 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,752.0,,,,,27.7,,,73.3,,,юго-восточный,6.0,,,5
1594641600,"Понедельник, 13 июля
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,751.0,,,,,28.0,,,73.0,,,юго-восточный,7.0,,,5
1594652400,"Понедельник, 13 июля
15:00 (UTC)",,,13.0,,,,0,,,,,,10.0,751.0,,,,,26.4,,,79.7,,,юго-восточный,7.0,,28.8,5
1594663200,"Понедельник, 13 июля
18:00 (UTC)",,,11.0,,,,,,,,,,10.0,753.0,,,,,26.2,,,79.1,,,юго-восточный,7.0,,,3
1594674000,"Понедельник, 13 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,753.0,,,,,26.2,,,74.4,,,северо-западный,9.0,,,2
1594684800,"Вторник, 14 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,25.6,,,60.5,,,северо-западный,9.0,,,3
1594695600,"Вторник, 14 июля
03:00 (UTC)",,,10.0,,,,0,,0,,,,10.0,756.0,,,,,26.8,,,50.6,25.5,,северо-западный,9.0,,,4
1594706400,"Вторник, 14 июля
06:00 (UTC)",,,14.0,,,,,,,,,,10.0,758.0,,,,,26.4,,,55.9,,,северо-западный,9.0,,,7
1594717200,"Вторник, 14 июля
09:00 (UTC)",,,14.0,,,,,,,,,,10.0,758.0,,,,,28.1,,,42.8,,,северо-западный,10.0,,,6
1594728000,"Вторник, 14 июля
12:00 (UTC)",,,12.0,,,,,,,,,,,759.0,,,,,23.9,,,62.1,,,западный,,,,3
1594738800,"Вторник, 14 июля
15:00 (UTC)",,,,,,,0.3,,,,True,,10.0,759.0,,,,,23.2,,,69.4,,,северо-западный,10.0,,28.4,2
1594749600,"Вторник, 14 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,23.7,,,67.8,,True,северо-западный,10.0,,,1
1594760400,"Вторник, 14 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,23.5,,,65.2,,,западный,7.0,,,2
1594771200,"Среда, 15 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,23.4,,,64.8,,,северо-западный,9.0,,,1
1594782000,"Среда, 15 июля
03:00 (UTC)",,,,,,,менее 0.1,,0.3,,,,10.0,761.0,,,,,24.5,,,60.6,22.5,,северо-западный,9.0,,,2
1594792800,"Среда, 15 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,29.9,,,42.0,,,северный,9.0,,,3
1594803600,"Среда, 15 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,33.2,,,30.6,,,северный,6.0,,,3
1594814400,"Среда, 15 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,29.6,,,59.6,,,южный,7.0,,,2
1594825200,"Среда, 15 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,760.0,,,,,28.7,,,58.6,,,юго-восточный,7.0,,34.3,2
1594836000,"Среда, 15 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,26.0,,,71.7,,,,0.0,,,0
1594846800,"Среда, 15 июля
21:00 (UTC)",,,,,,,,,,,,,,760.0,,,,,25.8,,,56.1,,,северо-западный,,,,2
1594857600,"Четверг, 16 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,24.9,,,64.3,,,западный,,,,2
1594868400,"Четверг, 16 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,25.5,,,60.5,24.3,,северо-западный,9.0,,,3
1594879200,"Четверг, 16 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,30.1,,,47.1,,,северный,2.0,,,4
1594890000,"Четверг, 16 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,31.5,,,54.1,,,восточный,0.0,,,2
1594900800,"Четверг, 16 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,30.0,,,60.8,,,восточный,0.0,,,3
1594911600,"Четверг, 16 июля
15:00 (UTC)",,,,,,,0,,,,,,10.0,759.0,,,,,27.6,,,70.7,,,юго-восточный,4.0,,32.8,1
1594922400,"Четверг, 16 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,24.4,,,79.4,,,,0.0,,,0
1594933200,"Четверг, 16 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,22.0,,,86.8,,,,0.0,,,0
1594944000,"Пятница, 17 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,20.6,,,87.2,,,северо-западный,0.0,,,1
1594954800,"Пятница, 17 июля
03:00 (UTC)",,,,,,,0,,0,,,,10.0,758.0,,,,,23.4,,,77.8,19.6,,,0.0,,,0
1594965600,"Пятница, 17 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,29.9,,,59.6,,,юго-восточный,0.0,,,1
1594976400,"Пятница, 17 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,30.0,,,57.5,,,юго-восточный,9.0,,,2
1594987200,"Пятница, 17 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,29.3,,,67.2,,,юго-восточный,9.0,,,4
1594998000,"Пятница, 17 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,757.0,,,,,27.4,,,76.0,,,юго-восточный,10.0,,31.0,1
1595008800,"Пятница, 17 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,26.3,,,80.1,,,юго-восточный,0.0,,,2
1595019600,"Пятница, 17 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,24.4,,,83.4,,,северо-западный,0.0,,,1
1595030400,"Суббота, 18 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,25.1,,,72.4,,,северо-западный,0.0,,,2
1595041200,"Суббота, 18 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,25.9,,,65.3,24.2,,северо-западный,10.0,,,1
1595052000,"Суббота, 18 июля
06:00 (UTC)",,,12.0,,,,,,,,,,10.0,759.0,,,,,29.6,,,44.7,,,северный,0.0,,,5
1595062800,"Суббота, 18 июля
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,759.0,,,,,33.3,,,36.9,,,северный,0.0,,,3
1595073600,"Суббота, 18 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,30.4,,,59.4,,,юго-восточный,0.0,,,2
1595084400,"Суббота, 18 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,758.0,,,,,29.4,,,57.4,,,юго-восточный,0.0,,33.4,2
1595095200,"Суббота, 18 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,28.6,,,42.7,,,южный,0.0,,,2
1595106000,"Суббота, 18 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,27.0,,,59.7,,,южный,0.0,,,2
1595116800,"Воскресенье, 19 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,23.3,,,71.2,,,,0.0,,,0
1595127600,"Воскресенье, 19 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,27.3,,,60.5,21.5,,юго-восточный,0.0,,,2
1595138400,"Воскресенье, 19 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,29.2,,,66.4,,,юго-восточный,0.0,,,4
1595149200,"Воскресенье, 19 июля
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,759.0,,,,,29.6,,,61.0,,,юго-восточный,6.0,,,6
1595160000,"Воскресенье, 19 июля
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,758.0,,,,,29.7,,,57.4,,,юго-восточный,0.0,,,5
1595170800,"Воскресенье, 19 июля
15:00 (UTC)",,,11.0,,,,0,,,,,,20.0,757.0,,,,,28.2,,,66.6,,,юго-восточный,0.0,,30.4,4
1595181600,"Воскресенье, 19 июля
18:00 (UTC)",,,11.0,,,,,,,,,,20.0,758.0,,,,,27.7,,,61.4,,,юго-восточный,0.0,,,3
1595192400,"Воскресенье, 19 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,26.3,,,79.2,,,южный,7.0,,,3
1595203200,"Понедельник, 20 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,,26.1,,,73.1,,,южный,7.0,,,3
1595214000,"Понедельник, 20 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,757.0,,,,,26.4,,,78.2,25.8,,южный,0.0,,,3
1595224800,"Понедельник, 20 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,28.6,,,73.5,,,юго-восточный,0.0,,,4
1595235600,"Понедельник, 20 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,30.0,,,63.8,,,юго-восточный,0.0,,,5
1595246400,"Понедельник, 20 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,29.5,,,70.2,,,юго-восточный,0.0,,,4
1595257200,"Понедельник, 20 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,755.0,,,,,28.2,,,73.9,,,юго-восточный,7.0,,30.4,3
1595268000,"Понедельник, 20 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,27.1,,,81.7,,,юго-восточный,6.0,,,2
1595278800,"Понедельник, 20 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,26.2,,,86.1,,,,6.0,,,0
1595289600,"Вторник, 21 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,25.4,,,85.5,,,северо-западный,9.0,,,1
1595300400,"Вторник, 21 июля
03:00 (UTC)",,,,,,,0.6,True,0.6,,,,10.0,755.0,,,,,26.5,,,83.1,25.2,,северо-западный,9.0,,,2
1595311200,"Вторник, 21 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,754.0,,,,,33.0,,,38.7,,,северный,7.0,,,4
1595322000,"Вторник, 21 июля
09:00 (UTC)",,,11.0,,,,,,,,,,20.0,754.0,,,,,34.0,,,32.2,,,северный,6.0,,,6
1595332800,"Вторник, 21 июля
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,754.0,,,,,36.8,,,29.4,,,северный,6.0,,,5
1595343600,"Вторник, 21 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,756.0,,,,,29.8,,,56.7,,,северный,10.0,,37.0,1
1595354400,"Вторник, 21 июля
18:00 (UTC)",,,14.0,,,,,,,,,,10.0,759.0,,,,,25.1,,,64.3,,True,северо-западный,10.0,,,4
1595365200,"Вторник, 21 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,24.4,,,64.2,,True,северо-западный,10.0,,,3
1595376000,"Среда, 22 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,23.3,,,70.3,,,северо-западный,9.0,,,3
1595386800,"Среда, 22 июля
03:00 (UTC)",,,,,,,9,,9,,,,20.0,760.0,,,,,23.9,,,64.9,23.2,,северо-западный,10.0,,,2
1595397600,"Среда, 22 июля
06:00 (UTC)",,,13.0,,,,,,,,,,10.0,760.0,,,,,27.6,,,45.3,,,северный,9.0,,,5
1595408400,"Среда, 22 июля
09:00 (UTC)",,,11.0,,,,,,,,,,10.0,760.0,,,,,30.5,,,31.5,,,северо-западный,9.0,,,5
1595419200,"Среда, 22 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,31.7,,,30.6,,,северный,9.0,,,3
1595430000,"Среда, 22 июля
15:00 (UTC)",,,,,,,0,,,,,,10.0,759.0,,,,,30.7,,,31.9,,,северо-западный,9.0,,31.9,2
1595440800,"Среда, 22 июля
18:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,26.2,,,54.1,,,западный,9.0,,,1
1595451600,"Среда, 22 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,26.3,,,44.6,,,западный,1.0,,,2
1595462400,"Четверг, 23 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,24.2,,,51.6,,,западный,4.0,,,2
1595473200,"Четверг, 23 июля
03:00 (UTC)",,,,,,,0,,0,,,,10.0,759.0,,,,,24.5,,,56.5,22.9,,северо-западный,0.0,,,2
1595484000,"Четверг, 23 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,31.2,,,31.2,,,северный,0.0,,,3
1595494800,"Четверг, 23 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,32.6,,,44.9,,,юго-восточный,4.0,,,2
1595505600,"Четверг, 23 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,31.0,,,45.0,,,юго-восточный,0.0,,,3
1595516400,"Четверг, 23 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,758.0,,,,,28.7,,,57.9,,,южный,0.0,,32.8,3
1595527200,"Четверг, 23 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,28.9,,,41.4,,,южный,0.0,,,2
1595538000,"Четверг, 23 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,27.2,,,52.3,,,южный,0.0,,,2
1595548800,"Пятница, 24 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,24.3,,,59.4,,,,7.0,,,0
1595559600,"Пятница, 24 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,26.6,,,55.6,23.6,,юго-западный,9.0,,,1
1595570400,"Пятница, 24 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,30.1,,,44.2,,,восточный,6.0,,,1
1595581200,"Пятница, 24 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,29.9,,,56.8,,,юго-восточный,7.0,,,4
1595592000,"Пятница, 24 июля
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,758.0,,,,,29.4,,,56.6,,,юго-восточный,6.0,,,4
1595602800,"Пятница, 24 июля
15:00 (UTC)",,,10.0,,,,0,,,,,,,758.0,,,,,27.4,,,66.4,,,юго-восточный,,,30.6,4
1595613600,"Пятница, 24 июля
18:00 (UTC)",,,10.0,,,,,,,,,,20.0,759.0,,,,,26.5,,,62.7,,,южный,9.0,,,4
1595624400,"Пятница, 24 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,25.4,,,76.6,,,юго-восточный,7.0,,,2
1595635200,"Суббота, 25 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,25.6,,,76.2,,,южный,7.0,,,3
1595646000,"Суббота, 25 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,759.0,,,,,25.2,,,77.6,25.2,,юго-восточный,9.0,,,4
1595656800,"Суббота, 25 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,28.9,,,59.8,,,юго-восточный,9.0,,,3
1595667600,"Суббота, 25 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,29.9,,,58.2,,,юго-восточный,0.0,,,4
1595678400,"Суббота, 25 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,29.2,,,67.2,,,юго-восточный,0.0,,,2
1595689200,"Суббота, 25 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,760.0,,,,,27.0,,,78.3,,,юго-восточный,0.0,,30.2,3
1595700000,"Суббота, 25 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,25.6,,,85.0,,,юго-восточный,0.0,,,2
1595710800,"Суббота, 25 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,25.9,,,70.8,,,юго-восточный,0.0,,,2
1595721600,"Воскресенье, 26 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,25.3,,,83.0,,,юго-восточный,0.0,,,2
1595732400,"Воскресенье, 26 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,23.7,,,72.2,22.3,,,0.0,,,0
1595743200,"Воскресенье, 26 июля
06:00 (UTC)",,,,,,,,,,,,,,760.0,,,,,28.4,,,66.2,,,юго-восточный,,,,1
1595754000,"Воскресенье, 26 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,30.3,,,61.2,,,восточный,9.0,,,3
1595764800,"Воскресенье, 26 июля
12:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,27.4,True,,79.8,,,восточный,10.0,,,2
1595775600,"Воскресенье, 26 июля
15:00 (UTC)",,,,,,,1,,,,,,,760.0,,,,,26.9,,,81.2,,,северо-восточный,,,31.3,2
1595786400,"Воскресенье, 26 июля
18:00 (UTC)",,,,,,,,,,,,,,761.0,,,,,26.3,,,83.1,,,юго-восточный,,,,1
1595797200,"Воскресенье, 26 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,23.7,,,87.5,,,северный,6.0,,,1
1595808000,"Понедельник, 27 июля
00:00 (UTC)",,,,,,,,,,,,,,760.0,,,,,22.1,,,86.8,,,западный,,,,1
1595818800,"Понедельник, 27 июля
03:00 (UTC)",,,,,,,0,,0,,,,10.0,760.0,,,,,23.0,,,78.2,21.6,,северный,6.0,,,1
1595829600,"Понедельник, 27 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,27.6,,,59.1,,,,7.0,,,0
1595840400,"Понедельник, 27 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,30.7,,,55.2,,,восточный,6.0,,,2
1595851200,"Понедельник, 27 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,29.9,,,55.4,,,восточный,7.0,,,2
1595862000,"Понедельник, 27 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,761.0,,,,,28.7,,,59.4,,,юго-восточный,7.0,,31.0,1
1595872800,"Понедельник, 27 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,26.5,,,67.9,,,восточный,7.0,,,1
1595883600,"Понедельник, 27 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,24.8,,,76.1,,,северо-западный,9.0,,,1
1595894400,"Вторник, 28 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,22.3,,,84.7,,,северный,7.0,,,1
1595905200,"Вторник, 28 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,761.0,,,,,23.3,,,75.8,21.6,,северо-западный,6.0,,,1
1595916000,"Вторник, 28 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,29.1,,,56.6,,,юго-восточный,2.0,,,3
1595926800,"Вторник, 28 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,29.5,,,55.3,,,юго-восточный,5.0,,,3
1595937600,"Вторник, 28 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,29.9,,,48.6,,,юго-восточный,2.0,,,4
1595948400,"Вторник, 28 июля
15:00 (UTC)",,,,,,,0,,,,,,20.0,760.0,,,,,28.0,,,56.0,,,юго-восточный,9.0,,30.2,3
1595959200,"Вторник, 28 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,27.1,,,62.8,,,юго-восточный,7.0,,,3
1595970000,"Вторник, 28 июля
21:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,26.5,,,64.2,,,южный,7.0,,,2
1595980800,"Среда, 29 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,25.0,,,71.5,,,северо-западный,7.0,,,1
1595991600,"Среда, 29 июля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,760.0,,,,,24.8,,,69.7,23.9,,северный,9.0,,,1
1596002400,"Среда, 29 июля
06:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,26.6,,,63.5,,,восточный,10.0,,,1
1596013200,"Среда, 29 июля
09:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,26.1,,,65.4,,True,юго-восточный,10.0,,,4
1596024000,"Среда, 29 июля
12:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,28.1,,,50.0,,,восточный,9.0,,,2
1596034800,"Среда, 29 июля
15:00 (UTC)",,,,,,,менее 0.1,,,,,,20.0,762.0,,,,,27.2,,,47.5,,,юго-восточный,7.0,,29.0,2
1596045600,"Среда, 29 июля
18:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,25.8,,,58.3,,,юго-восточный,9.0,,,1
1596056400,"Среда, 29 июля
21:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,True,,,22.2,,,78.6,,,западный,10.0,,,2
1596067200,"Четверг, 30 июля
00:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,22.1,,,64.5,,True,северо-западный,10.0,,,2
1596078000,"Четверг, 30 июля
03:00 (UTC)",,,,,,,0.7,,0.7,,,,20.0,765.0,,,,,21.2,,,70.4,19.7,,северо-западный,4.0,,,2
1596088800,"Четверг, 30 июля
06:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,26.8,,,55.0,,,восточный,0.0,,,1
1596099600,"Четверг, 30 июля
09:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,28.8,,,48.6,,,юго-восточный,0.0,,,2
1596153600,"Пятница, 31 июля
00:00 (UTC)",,,,,,,,,,,,,10.0,763.0,,,,,24.1,,,59.4,,,южный,0.0,,,3
1596164400,"Пятница, 31 июля
03:00 (UTC)",,,,,,,0,,0,,,,10.0,762.0,,,,,24.6,,,56.9,23.9,,юго-восточный,0.0,,,3
1596175200,"Пятница, 31 июля
06:00 (UTC)",,,13.0,,,,,,,,,,20.0,761.0,,,,,27.7,,,48.3,,,юго-восточный,0.0,,,7
1596186000,"Пятница, 31 июля
09:00 (UTC)",,,15.0,,,,,,,,,,20.0,760.0,,,,,27.8,,,57.0,,,юго-восточный,0.0,,,8
1596196800,"Пятница, 31 июля
12:00 (UTC)",,,17.0,,,,,,,,,,20.0,759.0,,,,,27.7,,,55.5,,,южный,0.0,,,9
1596207600,"Пятница, 31 июля
15:00 (UTC)",,,16.0,,,,0,,,,,,20.0,758.0,,,,,27.2,,,55.1,,,южный,0.0,,28.1,6
1596218400,"Пятница, 31 июля
18:00 (UTC)",,,15.0,,,,,,,,,,20.0,758.0,,,,,26.0,,,60.6,,,южный,0.0,,,5
1596229200,"Пятница, 31 июля
21:00 (UTC)",,,14.0,,,,,,,,,,20.0,757.0,,,,,25.3,,,57.1,,,южный,0.0,,,4
1596240000,"Суббота, 1 августа
00:00 (UTC)",,,,,,,,,,,,,20.0,756.0,,,,,24.9,,,57.7,,,южный,0.0,,,4
1596250800,"Суббота, 1 августа
03:00 (UTC)",,,,,,,0,,0,,,,20.0,755.0,,,,,25.0,,,62.7,24.8,,южный,0.0,,,4
1596261600,"Суббота, 1 августа
06:00 (UTC)",,,11.0,,,,,,,,,,20.0,754.0,,,,,27.8,,,54.9,,,южный,0.0,,,4
1596272400,"Суббота, 1 августа
09:00 (UTC)",,,14.0,,,,,,,,,,20.0,753.0,,,,,27.6,,,58.4,,,юго-восточный,0.0,,,5
1596283200,"Суббота, 1 августа
12:00 (UTC)",,,11.0,,,,,,,,,,20.0,775.0,,,,,27.3,,,64.4,,,юго-восточный,0.0,,,4
1596294000,"Суббота, 1 августа
15:00 (UTC)",,,,,,,0,,,,,,20.0,752.0,,,,,25.3,,,72.9,,,юго-восточный,7.0,,28.0,3
1596304800,"Суббота, 1 августа
18:00 (UTC)",,,,,,,,,,,,,20.0,753.0,,,,,24.4,,,76.5,,,южный,7.0,,,2
1596315600,"Суббота, 1 августа
21:00 (UTC)",,,13.0,,,,,,,,,,20.0,755.0,,,,,24.5,,,66.3,,True,северо-западный,9.0,,,7
1596326400,"Воскресенье, 2 августа
00:00 (UTC)",,,14.0,,,,,,,,,,20.0,756.0,,,,,23.2,,,59.6,,True,северо-западный,7.0,,,5
1596337200,"Воскресенье, 2 августа
03:00 (UTC)",,,,,,,менее 0.1,,менее 0.1,,,,20.0,757.0,,,,,22.6,,,65.0,22.2,,северо-западный,10.0,,,4
1596348000,"Воскресенье, 2 августа
06:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,25.1,,,58.1,,,северо-западный,9.0,,,5
